Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,567.689026,,-374.173004,,193.516022,,-120.397003,,,73.119003,-5.401,,8.001,0.0,-2.6,67.718003,-27.1,40.618,0.0,,,40.618002,0.0,40.618,0.0,,40.618,40.618,,429.936005,0.095,0.095,,429.936005,0.095,0.095,0.095,
06/30/1990,652.616028,,-432.921997,,219.694031,,-133.768005,,,85.926003,-3.548,,10.444,0.0,-6.896,82.378002,-32.5,49.877998,0.0,,,49.878002,0.0,49.877998,0.0,,49.877998,49.877998,,432.415985,0.115,0.115,,432.415985,0.115,0.115,0.115,
09/30/1990,647.275024,,-431.531006,,215.744019,,-131.897003,,,83.847,-7.435,,9.634,0.0,-2.199,76.412,-30.200001,46.212002,0.0,,,46.211999,0.0,46.212002,0.0,,46.212002,46.212002,,437.200012,0.105,0.105,,437.200012,0.105,0.105,0.105,
12/31/1990,676.572998,,-450.536987,,226.036011,,-140.654999,,,85.380997,-12.006,,11.111,0.0,0.895,73.374997,-27.700001,45.674999,0.0,,,45.674996,0.0,45.674999,0.0,,45.674999,45.674999,,438.364016,0.10375,0.10375,0.10375,438.364016,0.10375,0.10375,0.10375,
03/31/1991,608.161987,,-408.003998,,200.15799,,-132.229996,,,67.928001,-0.32,,10.828,0.0,-10.508,67.608002,-26.4,41.208,0.0,,,41.208002,0.0,41.208,0.0,,41.208,41.208,,438.839996,0.09375,0.09375,,438.839996,0.09375,0.09375,0.09375,
06/30/1991,673.130005,,-445.411987,,227.718018,,-146.317001,,,81.401001,-5.124,,10.609,0.0,-5.485,76.277001,-29.0,47.277,0.0,,,47.277001,0.0,47.277,0.0,,47.277,47.277,,441.359985,0.1075,0.1075,,441.359985,0.1075,0.1075,0.1075,
09/30/1991,654.189026,,-440.721008,,213.468018,,-138.214996,,,75.252998,-3.363,,10.819,0.0,-7.456,71.889998,-26.9,44.990002,0.0,,,44.989998,0.0,44.990002,0.0,,44.990002,44.990002,,442.712006,0.10125,0.10125,,442.712006,0.10125,0.10125,0.10125,
12/31/1991,704.169006,,-469.77301,,234.395996,,-155.468994,,,78.927002,-6.943,,12.086,0.0,-5.143,71.984002,-24.9,47.084,0.0,,,47.084002,0.0,47.084,0.0,,47.084,47.084,,444.403992,0.10375,0.10375,0.10375,444.403992,0.10375,0.10375,0.10375,
03/31/1992,669.494019,,-445.022003,,224.472015,,-150.298996,,,74.172997,-9.236,,12.305,0.0,-3.069,64.936996,-24.700001,40.237,0.0,,,40.236995,0.0,40.237,0.0,,40.237,40.237,,446.832001,0.09,0.09,,446.832001,0.09,0.09,0.09,
06/30/1992,717.107971,,-472.875,,244.232971,,-151.992996,,,92.239998,-9.769,,12.506,0.0,-2.737,82.470998,-31.299999,51.171001,0.0,,,51.170999,0.0,51.171001,0.0,,51.171001,51.171001,,446.895996,0.115,0.115,,446.895996,0.115,0.115,0.115,
09/30/1992,710.591003,,-471.345001,,239.246002,,-153.988998,,,85.257004,-6.132,,10.325,0.0,-4.193,79.125004,-30.0,49.125,0.0,,,49.125004,0.0,49.125,0.0,,49.125,49.125,,447.079987,0.11,0.11,,447.079987,0.11,0.11,0.11,
12/31/1992,714.452026,,-473.178986,,241.27304,,-152.020004,,,89.252998,-6.006,,7.716,0.0,-1.71,83.246998,-31.700001,51.547001,0.0,,,51.546997,0.0,51.547001,0.0,,51.547001,51.547001,,447.700016,0.115,0.115,0.115,447.700016,0.115,0.115,0.115,
03/31/1993,750.021973,,-509.69101,,240.330963,,-165.615005,,,74.716003,-6.889,,8.044,0.0,-1.155,67.827004,-25.799999,42.027,0.0,,,42.027004,0.0,42.027,0.0,,42.027,42.027,,450.328003,0.09375,0.09375,,450.328003,0.09375,0.09375,0.09375,
06/30/1993,829.317993,,-557.802002,,271.515991,,-165.044998,,,106.471001,-18.172,,10.014,0.0,8.158,88.299001,-33.5,54.799,0.0,,,54.799001,0.0,54.799,0.0,,54.799,54.799,,450.920013,0.1225,0.1225,,450.920013,0.1225,0.1225,0.1225,
09/30/1993,779.536011,,-528.65802,,250.877991,,-152.488998,,,98.389,-14.243,,9.268,0.0,4.975,84.146,-33.200001,50.945999,0.0,,,50.946,0.0,50.945999,0.0,,50.945999,50.945999,,450.992004,0.1125,0.1125,,450.992004,0.1125,0.1125,0.1125,
12/31/1993,800.304993,,-526.13501,,274.169983,,-168.184006,,,105.986,-10.388,,7.699,0.0,2.689,95.598,-36.799999,58.798,0.0,,,58.798001,0.0,58.798,0.0,,58.798,58.798,,452.440004,0.13,0.13,0.13,452.440004,0.13,0.13,0.13,
03/31/1994,771.439026,,-520.263977,,251.175049,,-159.858994,,,91.316002,-8.528,,7.536,0.0,0.992,82.788002,-31.872999,50.915001,0.0,,,50.915003,0.0,50.915001,0.0,,50.915001,50.915001,,452.799988,0.1125,0.1125,,452.799988,0.1125,0.1125,0.1125,
06/30/1994,881.041992,,-583.909973,,297.132019,,-166.018997,,,131.113007,-16.159,,7.114,0.0,9.045,114.954007,-44.227001,70.726997,0.0,,,70.727005,0.0,70.726997,0.0,,70.726997,70.726997,,453.015991,0.155,0.155,,453.015991,0.155,0.155,0.155,
09/30/1994,870.911011,,-579.916992,,290.994019,,-164.656998,,,126.336998,-10.238,,6.453,0.0,3.785,116.098998,-44.700001,71.399002,0.0,,,71.398997,0.0,71.399002,0.0,,71.399002,71.399002,,453.164,0.1575,0.1575,,453.164,0.1575,0.1575,0.1575,
12/31/1994,937.922974,,-606.026001,,331.896973,,-181.878006,,,150.018997,-13.577,,5.84,0.0,7.737,136.441997,-51.700001,84.741997,0.0,,,84.741996,0.0,84.741997,0.0,,84.741997,84.741997,,454.868012,0.1875,0.1875,0.1875,454.868012,0.1875,0.1875,0.1875,
03/31/1995,938.544983,,-618.66803,,319.876953,,-193.195999,,,126.681,-5.65,,6.159,0.0,-0.509,121.031,-46.0,75.030998,0.0,,,75.031,0.0,75.030998,0.0,,75.030998,75.030998,,456.127991,0.165,0.165,,456.127991,0.165,0.165,0.165,
06/30/1995,1095.657959,,-707.104004,,388.553955,,-212.584,,,175.970001,-4.622,,7.938,0.0,-3.316,171.348001,-65.099998,106.248001,0.0,,,106.248003,0.0,106.248001,0.0,,106.248001,106.248001,,468.855988,0.2275,0.2275,,468.855988,0.2275,0.2275,0.2275,
09/30/1995,1050.123047,,-690.593994,,359.529053,,-191.404999,,,168.123993,-6.858,,8.448,0.0,-1.59,161.265993,-61.25,100.015999,0.0,,,100.015993,0.0,100.015999,0.0,,100.015999,100.015999,,470.032012,0.2125,0.2125,,470.032012,0.2125,0.2125,0.2125,
12/31/1995,1093.754028,,-707.622009,,386.132019,,-210.925995,,,175.205994,-5.143,,7.446,0.0,-2.303,170.062994,-63.75,106.313004,0.0,,,106.312994,0.0,106.313004,0.0,,106.313004,106.313004,,472.536012,0.225,0.225,0.225,472.536012,0.225,0.225,0.225,
03/31/1996,1136.921997,,-755.539001,,381.382996,,-219.945007,,,161.438004,-4.683,,6.801,0.0,-2.118,156.755003,-58.0,98.754997,0.0,,,98.755003,0.0,98.754997,0.0,,98.754997,98.754997,,489.480011,0.2,0.2,0.2,493.776001,0.2,0.2,0.2,
