Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,Impairment of Assets,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Income Taxes,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2007,281.554,200.68,0.0,14.468,0.0,66.406,-210.695,122.612,,,10.608,67.139,0.0,,10.336,70.859,-37.774,40.185,0.0,-2.411,33.085,0.0,,,37.076,-20.407,,,53.492,-3.579,52.302,-15.226,,37.076,37.076,,136.921,0.27,0.12,0.12,148.129,0.27,0.12,0.12,,68.407,5.61,,-20.361,0.129,,,,87.282,,87.282,,,,,,87.282,0.58923,0.58923,0.48,81.462295,81.462295,75.29855,
09/30/2007,300.565,206.841,0.0,8.973,0.0,84.751,-226.651,137.884,,,3.856,71.438,0.0,,13.473,73.914,-41.615,43.414,0.0,-1.799,32.299,0.0,,,53.387,-37.489,,,69.788,-2.697,68.614,-15.227,,53.387,53.387,,137.576,0.39,0.12,0.12,147.651,0.39,0.12,0.12,,72.076,10.574,,-39.67,0.003,,,,93.673,,93.673,,,,,,93.673,0.634422,0.634422,0.48,75.659454,75.659454,70.496813,
12/31/2007,340.583,234.772,0.0,32.991,0.0,72.82,-237.877,144.595,,,9.765,67.798,0.0,,15.719,102.706,-34.269,43.987,0.0,-9.718,68.437,0.0,,,58.666,-9.412,,,77.849,-3.444,74.762,-12.613,,58.666,58.666,,145.7,0.4,0.35,0.39,153.211,0.4,0.34,0.38,,69.469,5.796,,-9.321,-4.416,,,,116.75,,116.75,,,,,,116.75,0.755825,0.755825,0.475,62.845246,62.845246,59.056544,
03/31/2008,296.643,211.988,,7.896,0.0,76.759,-158.117,145.954,,,12.163,75.707,,,12.287,50.532,-36.622,48.101,-10.099,-1.38,13.91,0.0,,,2.533,0.0,,0.0,17.725,-4.326,17.839,-15.306,,2.533,2.533,0.808,146.331,0.02,0.02,0.02,154.596,0.02,0.02,0.02,,79.121,6.928,,-1.11,-0.019,,,,83.127,,83.127,,,,,,83.127,0.537705,0.537705,0.48,89.268324,89.268324,84.495868,
06/30/2008,305.861,211.613,,8.613,0.0,85.635,-158.86,151.971,,,6.889,75.525,,,9.279,62.197,-35.341,47.841,-6.881,-5.619,26.856,0.0,,,16.257,0.0,,0.0,36.228,-3.662,35.123,-18.866,,16.257,16.257,1.991,146.741,0.11,0.046919,0.059786,154.624,0.11,0.046919,0.059786,,76.575,7.391,,-9.531,-0.479,,,,86.551,,86.551,,,,,,86.551,0.558163,0.558163,0.48,85.996372,85.996372,81.38055,
09/30/2008,308.58,215.264,,0.0,0.0,93.316,-180.398,169.95,,,10.448,74.229,,,1.686,52.267,-27.329,50.071,-0.204,-22.538,24.938,4.239,,,11.49,0.0,,0.0,30.942,-4.363,30.356,-18.866,,11.49,11.49,2.474,146.966,0.08,0.066172,0.08,154.836,0.08,0.066172,0.08,,75.26,14.45,,,,,,-1.299,95.538,,95.538,,,,,,95.538,0.615009,0.615009,0.485,78.8606,78.8606,74.607496,
12/31/2008,382.601,219.824,0.0,0.0,0.0,162.777,-322.497,227.04,,,10.008,82.991,0.0,,2.458,60.104,-40.639,52.823,-6.633,-5.551,19.465,2.09,,,20.128,-3.958,,,25.513,-4.176,24.47,-18.388,,20.128,20.128,,147.622,0.12,0.09,0.16,154.156,0.12,0.09,0.16,,83.996,9.552,,10.641,0.003,-16.961,,1.299,104.482,,104.482,,,,,,104.482,0.45039,0.45039,0.485,107.684371,107.684371,67.655888,
03/31/2009,322.373,217.285,0.0,0.0,0.0,105.088,-273.023,181.454,28.591,152.863,9.88,78.986,,0.0,2.703,49.35,-14.942,51.011,-2.527,-33.542,34.408,2.707,,,23.247,-5.472,-5.472,0.0,42.587,1.06,41.61,-18.363,2.025,23.247,-15.287,-33.062,148.488,0.15,0.12,-0.102951,155.747,0.15,0.12,-0.102951,,80.208,11.218,,-5.119,,,,,110.614,-33.419,77.195,-6.322,2.183,-1.375,1.723,-14.927,60.502,0.495644,0.388463,0.25,50.439471,64.356137,33.562659,
06/30/2009,348.272,218.828,0.0,0.0,0.0,129.444,-319.485,201.215,29.311,171.904,13.6,84.859,,0.0,19.811,28.787,-48.0,50.917,-2.462,-0.455,-19.213,3.187,,,-32.406,-0.928,-0.928,0.0,-15.098,-1.051,-14.043,-18.363,2.656,-32.406,-17.834,15.5,207.29,-0.16,-0.16,-0.086034,207.29,-0.16,-0.16,-0.086034,,86.818,8.251,,-0.049,,,,,61.563,17.271,78.834,-3.727,4.817,-2.07,1.986,-21.785,60.711,0.367047,0.282667,0.17,46.315587,60.141375,61.808229,
09/30/2009,319.962,219.082,0.0,0.0,0.0,100.88,-549.082,174.473,29.202,145.271,11.233,85.88,,0.0,277.496,-229.12,-66.651,56.18,-2.364,12.835,-295.771,-7.947,,,-322.882,10.433,10.433,0.0,-314.151,-9.545,-304.519,-18.363,3.145,-322.882,-24.246,288.203,223.952,-1.44,-1.4,-0.108264,223.952,-1.44,-1.4,-0.113104,,87.647,8.543,,,,,,,-236.237,310.749,74.512,-7.682,1.905,-2.487,2.004,-16.634,54.763,0.321629,0.236383,0.17,52.85601,71.917298,,
12/31/2009,327.639,213.542,0.0,0.0,0.0,114.097,-282.186,184.513,28.334,156.179,13.224,81.518,,0.0,2.931,45.453,-40.577,55.519,-2.543,-12.399,4.876,8.123,,,-3.033,-2.173,-2.173,0.0,15.172,-0.089,15.329,-18.362,2.724,-3.033,-5.026,0.18,224.012,-0.02,-0.03,-0.022436,224.012,-0.02,-0.03,-0.029196,,85.453,8.953,,-13.955,,,,,77.329,-4.752,72.577,-4.624,1.906,-5.487,1.679,-15.706,53.069,0.312858,0.228764,0.17,54.337834,74.312254,49.246777,
03/31/2010,325.559,211.918,0.0,0.0,0.0,113.641,-283.666,216.258,28.519,187.739,13.544,51.336,,0.0,2.528,41.893,-49.372,56.167,-4.929,-1.866,-7.479,0.0,0.0,0.0,-15.264,-10.127,-10.127,0.0,2.648,-0.449,3.099,-18.363,1.572,-15.264,-25.037,0.354,224.153,-0.07,-0.12,-0.111696,224.153,-0.07,-0.12,-0.118421,,84.168,9.563,,-14.151,,,,,63.867,0.354,64.221,-6.641,4.503,-0.49,2.012,-19.543,45.634,0.276582,0.196533,0.17,61.464552,86.49943,59.689668,
06/30/2010,373.986,205.588,0.0,0.0,0.0,168.398,-332.32,82.086,27.489,54.597,160.617,78.956,,0.0,10.661,41.666,-66.624,58.044,-2.016,10.596,-24.958,0.0,0.0,0.0,-42.391,-4.318,-4.318,0.0,-20.64,-1.212,-19.536,-22.855,3.417,-42.391,-22.962,23.747,227.082,-0.19,-0.21,-0.101118,227.082,-0.19,-0.21,-0.105425,,82.005,10.372,,-8.055,,,,,40.719,28.239,68.958,-4.622,2.096,-1.755,2.231,-11.929,58.396,0.29207,0.247335,0.17,58.205241,68.732739,93.65898,
09/30/2010,360.65,228.299,0.0,0.0,0.0,132.351,-312.702,88.763,32.659,56.104,124.653,94.487,,0.0,4.799,47.948,-3.541,61.491,-0.58,-57.37,44.407,1.126,,,34.064,-11.902,-11.902,0.0,57.435,1.041,56.442,-22.378,1.498,34.064,24.189,2.027,251.866,0.13,0.08,0.096039,257.383,0.13,0.08,0.087875,,97.913,7.336,,-11.402,,,,,128.952,-50.96,77.992,-3.675,3.01,-2.406,3.481,-34.039,45.861,0.299965,0.176386,0.17,56.673351,96.379669,33.234847,
12/31/2010,280.812,179.841,0.0,0.0,0.0,100.971,-244.538,154.33,22.406,131.924,10.158,77.77,,0.0,2.28,36.274,-18.547,50.029,-0.455,-31.027,17.727,0.0,0.0,0.0,9.552,-8.092,-8.092,0.0,25.819,0.2,25.862,-16.31,1.985,9.552,1.515,0.055,252.13,0.04,0.01,0.006009,257.42,0.04,0.01,0.006009,,96.098,7.403,,-41.416,,,,,71.837,2.042,73.879,-3.382,1.726,-8.818,4.398,-30.676,39.112,0.283709,0.150197,0.17,59.920519,113.184394,59.665771,
03/31/2011,337.533,190.986,0.0,0.0,0.0,146.547,-295.247,203.834,27.471,176.363,11.197,77.822,,0.0,2.394,42.286,16.303,52.124,-1.073,-67.354,58.589,0.0,0.0,0.0,47.569,-6.2,-6.2,0.0,64.789,1.205,63.706,-16.137,2.253,47.569,41.369,0.0,252.406,0.19,0.16,0.16,258.837,0.19,0.16,0.16,,94.981,7.628,,-79.55,,,,,71.833,0.752,72.585,-7.786,5.909,-0.936,2.964,-25.309,49.68,0.277173,0.189708,0.17,61.333499,89.611353,59.710718,
06/30/2011,315.371,180.009,0.0,0.0,0.0,135.362,-276.199,181.828,26.147,155.681,8.541,83.351,,0.0,2.479,39.172,-51.919,53.814,-1.713,-0.182,-12.747,0.0,0.0,0.0,-29.042,1.111,1.111,0.0,-13.858,-0.706,-13.068,-15.974,2.724,-29.042,-27.931,0.0,252.64,-0.12,-0.11,-0.11,252.64,-0.12,-0.11,-0.11,,100.113,8.639,,-3.205,,,,,75.799,0.594,76.393,-6.534,2.066,-1.392,3.201,-19.545,56.913,0.290233,0.216224,0.17,58.573704,78.622125,56.664336,
09/30/2011,312.289,184.581,0.0,0.0,0.0,127.708,-274.887,182.007,26.355,155.652,9.493,81.068,,0.0,2.319,37.402,-53.031,54.528,-3.104,1.607,-15.629,0.194,,,-32.076,-0.566,-0.566,0.0,-14.869,-0.868,-14.044,-18.032,2.053,-32.076,-32.642,0.0,252.802,-0.13,-0.13,-0.13,252.802,-0.13,-0.13,-0.13,,97.335,8.531,,-0.651,,,,,72.271,3.781,76.052,-8.346,2.367,-3.428,3.263,-25.177,46.784,0.28894,0.177744,0.17,58.835665,95.643169,59.462302,
12/31/2011,303.069,190.891,0.0,0.0,0.0,112.178,-276.381,160.999,22.791,138.208,13.876,85.596,,0.0,15.91,26.688,-54.172,54.937,1.325,-2.09,-27.484,0.0,0.0,0.0,44.965,-87.731,-87.731,0.0,60.247,1.228,58.971,-14.006,1.221,44.965,-29.835,12.931,252.922,0.17,-0.16,-0.117961,259.872,0.17,-0.16,-0.117961,,93.25,8.889,,-86.116,,,,,62.216,16.001,78.217,-5.956,2.254,-5.687,3.303,-21.124,52.228,0.296927,0.198267,0.17,57.253206,85.742782,69.108814,
03/31/2012,265.661,196.693,0.0,0.0,0.0,68.968,-230.02,127.528,27.849,99.679,11.839,88.09,,0.0,2.563,35.641,-58.501,59.299,-1.509,0.711,-22.86,0.0,0.0,0.0,-36.39,-4.75,-4.75,0.0,-18.11,-0.811,-17.467,-18.923,2.087,-36.39,-41.14,0.0,258.365,-0.14,-0.16,-0.16,258.365,-0.14,-0.16,-0.16,,92.256,8.586,,-6.199,,,,,57.442,6.31,63.752,-7.265,6.065,-0.732,1.983,-11.939,53.951,0.238024,0.201431,0.17,71.421493,84.396267,76.463215,
06/30/2012,260.82,197.213,0.0,0.0,0.0,63.607,-220.863,118.238,27.26,90.978,11.594,88.667,,0.0,2.364,39.957,-59.691,59.146,-0.267,0.812,-19.734,0.0,0.0,0.0,-28.482,-2.006,-2.006,0.0,-17.728,-0.466,-17.4,-11.082,1.62,-28.482,-30.488,0.0,266.748,-0.11,-0.12,-0.12,266.748,-0.11,-0.12,-0.12,,92.943,8.64,,-3.214,,,,,69.421,1.029,70.45,-4.351,2.708,-0.973,2.188,-14.212,57.43,0.256786,0.209329,0.17,66.202995,81.211928,65.249708,
09/30/2012,293.258,199.326,0.0,0.0,0.0,93.932,-253.615,152.209,27.303,124.906,8.934,90.202,,0.0,2.27,39.643,-56.933,58.812,-2.28,0.401,-17.29,0.103,,,-28.23,0.362,0.362,0.0,-17.549,-0.459,-17.149,-11.081,2.284,-28.23,-27.868,0.0,270.289,-0.11,-0.11,-0.11,270.289,-0.11,-0.11,-0.11,,95.139,8.782,,-4.076,,,,,71.156,0.851,72.007,-8.123,1.695,-2.119,1.582,-11.502,55.824,0.25903,0.200815,0.17,65.629439,84.654969,64.455562,
12/31/2012,252.653,204.089,0.0,0.0,0.0,48.564,-218.337,110.488,26.971,83.517,14.057,91.527,,0.0,2.265,34.316,-59.775,58.983,-0.618,1.41,-25.459,0.0,0.0,0.0,-33.043,-2.978,-2.978,0.0,-22.481,-0.537,-21.961,-11.082,2.233,-33.043,-36.021,0.0,276.081,-0.12,-0.13,-0.13,276.081,-0.12,-0.13,-0.13,,99.081,8.694,,-2.229,,,,,71.966,4.293,76.259,-5.02,2.472,-3.018,3.114,-15.632,60.408,0.268516,0.212703,0.17,63.311006,79.923752,65.216588,
03/31/2013,257.283,209.879,0.0,0.0,0.0,47.404,-214.646,106.242,29.04,77.202,13.145,92.993,,0.0,2.266,42.637,-6.839,57.181,-49.378,-0.964,35.798,0.0,0.0,0.0,28.043,-8.325,-8.325,0.0,44.123,0.392,43.525,-15.482,2.242,28.043,19.718,0.0,314.936,0.09,0.06,0.06,319.571,0.09,0.06,0.06,,99.78,7.629,,-57.936,,,,,77.908,5.289,83.197,-5.891,6.854,-0.634,2.21,-13.495,74.483,0.258024,0.230999,0.17,65.885344,73.593478,70.18278,
06/30/2013,266.101,215.308,0.0,0.0,0.0,50.793,-223.564,112.192,29.569,82.623,9.707,95.322,,0.0,6.343,42.537,-56.49,57.019,-1.091,0.562,-13.953,0.0,0.0,0.0,61.494,-83.785,-83.785,0.0,69.832,0.842,68.849,-7.355,1.99,61.494,-18.514,3.777,322.489,0.19,-0.07,-0.05741,327.098,0.19,-0.07,-0.058453,,99.259,5.974,,-84.588,,,,,82.981,6.2,89.181,-4.594,3.964,-1.537,2.321,-12.823,78.502,0.270187,0.237834,0.17,62.91931,71.478523,66.130801,
09/30/2013,284.462,221.655,0.0,0.0,0.0,62.807,-243.703,129.984,29.433,100.551,10.373,101.191,,0.0,2.155,40.759,-53.861,56.618,0.027,-2.784,-13.102,4.5,,,-6.067,-9.939,-9.939,0.0,1.337,-0.092,1.289,-7.356,1.705,-6.067,-16.006,0.0,324.895,-0.02,-0.05,-0.05,324.895,-0.02,-0.05,-0.05,,104.438,7.127,0.0,-8.596,,,,,96.81,-2.639,94.171,-4.138,2.776,-1.402,2.54,-21.68,73.972,0.283339,0.222565,0.17,59.998874,76.382334,57.150088,
12/31/2013,272.167,226.575,0.0,0.0,0.0,45.592,-225.658,111.933,29.638,82.295,9.448,103.12,,0.0,1.157,46.509,1.371,57.204,-3.674,-54.901,47.88,0.58,,,69.574,-32.797,-32.797,0.0,81.257,0.952,76.929,-7.355,1.799,69.574,46.21,9.433,326.059,0.21,0.12,0.141723,330.834,0.21,0.12,0.141723,,105.573,10.49,0.0,-92.508,,,,,94.081,3.197,97.278,-2.929,2.008,-10.265,1.983,-20.384,69.49,0.291401,0.20816,0.17,58.338915,81.667765,58.917348,
03/31/2014,264.466,208.646,0.0,0.0,0.0,55.82,-223.723,118.515,29.203,89.312,14.694,88.298,,0.0,2.216,40.743,-30.598,49.261,-2.321,-16.342,10.145,-2.674,,,18.683,-18.1,-18.1,0.0,25.571,0.25,25.237,-6.554,1.526,18.683,0.583,0.0,327.106,0.06,0.0,0.0,331.716,0.06,0.0,0.0,,98.264,6.396,,-35.44,,,5.651,,93.804,-0.621,93.183,-6.701,8.277,-0.337,2.468,-14.363,84.053,0.278674,0.25137,0.17,61.003187,67.629472,60.063537,
06/30/2014,274.292,204.78,0.0,0.0,0.0,69.512,-228.105,124.73,28.652,96.078,10.365,88.5,,0.0,4.51,46.187,82.928,51.448,-60.826,-73.55,129.115,-0.364,,,127.688,-7.776,-7.776,0.0,136.527,1.693,134.734,-7.046,1.449,127.688,122.574,2.662,331.753,0.38,0.36,0.369474,336.414,0.38,0.36,0.367913,,97.641,6.781,0.0,-130.706,,,,,103.097,-0.48,102.617,-5.372,3.189,-1.124,1.69,-19.138,83.311,0.302418,0.245522,0.17,56.213629,69.240244,54.703832,
09/30/2014,261.806,202.067,0.0,0.0,0.0,59.739,-216.4,111.858,29.829,82.029,10.573,85.772,,0.0,8.197,45.406,22.313,47.421,-19.178,-50.556,67.719,0.442,,,61.533,-3.396,-3.396,0.0,71.557,0.795,70.801,-9.268,1.988,61.533,64.505,6.368,341.165,0.18,0.17,0.208073,345.826,0.18,0.17,0.207414,,95.0,7.827,0.453,-65.077,,,-0.997,,99.534,6.054,105.588,-5.848,2.14,-3.279,1.221,-12.276,89.534,0.302629,0.256616,0.17,56.174319,66.246722,56.771555,
12/31/2014,246.288,206.859,0.0,0.0,0.0,39.429,-235.029,96.22,27.658,68.562,13.73,83.705,,0.0,41.374,11.259,-5.949,50.21,-11.992,-32.269,5.31,3.439,,,-3.011,-4.051,-4.051,0.0,12.8,-0.111,12.816,-15.827,1.044,-3.011,33.297,40.359,342.853,-0.01,-0.02,0.097117,342.853,-0.01,-0.02,0.097117,,93.712,7.223,14.953,-37.994,,,-3.439,,71.333,33.44,104.773,-4.249,1.591,-4.688,-0.031,-25.319,73.121,0.298752,0.208499,0.17,56.903343,81.535181,81.70834,
03/31/2015,267.435,214.615,0.0,0.0,0.0,52.82,-214.39,113.926,30.779,83.147,17.004,81.903,,0.0,1.557,53.045,-14.145,49.61,-6.246,-29.219,38.9,-1.484,,,65.244,-28.553,-28.553,0.0,65.969,0.699,65.244,0.0,1.739,65.244,36.691,0.0,344.597,0.19,0.11,0.11,348.653,0.19,0.11,0.11,,85.42,4.928,,-43.403,,,1.484,,114.372,-5.397,108.975,-9.179,10.065,-0.29,2.113,-13.598,99.825,0.310006,0.283977,0.17,54.837577,59.864012,51.242437,
06/30/2015,225.897,201.996,0.0,0.0,0.0,23.901,-184.176,79.579,27.747,51.832,19.238,78.334,,0.0,7.025,41.721,13.986,42.976,-15.123,-41.839,55.707,2.288,,,449.38,-396.17,-396.17,0.0,454.165,4.762,449.38,0.0,1.735,449.38,141.333,88.123,345.098,1.3,0.16,0.409545,349.161,1.3,0.16,0.409545,,78.334,4.817,0.864,-517.821,,,,,20.336,78.759,99.095,-4.086,3.539,-2.097,0.568,-9.319,89.435,0.2815,0.254059,0.17,60.390787,66.91368,288.488395,
09/30/2015,234.537,200.938,0.0,0.0,0.0,33.599,-182.664,87.533,27.702,59.831,11.34,79.898,,0.0,3.893,51.873,21.962,41.615,5.088,-68.665,73.835,3.305,,,76.434,-0.068,-0.068,0.0,77.208,-0.176,76.434,0.0,1.823,76.434,78.728,2.362,345.256,0.22,0.22,0.228028,352.15,0.22,0.22,0.226707,,79.898,12.501,0.0,-71.259,-0.189,-0.066,-3.35,,93.793,6.578,101.298,-5.82,1.73,-2.152,0.28,-15.753,81.406,0.287656,0.231169,0.17,59.098403,73.53942,62.577719,
12/31/2015,221.563,198.516,0.0,0.0,0.0,23.047,-181.257,76.676,26.65,50.026,10.983,77.194,,0.0,16.404,40.306,-23.031,38.934,19.585,-35.488,17.275,-0.181,,,24.252,-7.425,-7.425,0.0,24.519,-0.503,24.252,0.0,1.597,24.252,34.987,18.16,345.267,0.07,0.05,0.101333,349.532,0.07,0.05,0.101333,,77.194,5.001,2.542,-27.549,-0.189,-7.097,0.181,,73.832,28.277,102.804,-4.147,1.503,-5.232,0.698,-13.179,84.044,0.291572,0.238365,0.18,61.734271,75.514373,84.174965,
03/31/2016,224.954,201.803,0.0,0.0,0.0,23.151,-183.363,79.825,29.627,50.198,18.098,77.798,,0.0,7.642,41.591,2.357,37.73,-21.86,-18.227,43.948,-0.343,,,43.307,-0.151,-0.151,0.0,43.756,0.438,43.307,0.0,1.458,43.307,49.561,6.405,345.665,0.12,0.12,0.143379,349.674,0.12,0.12,0.138317,,77.798,3.639,0.0,-33.433,,,0.343,,92.092,7.87,99.962,-3.711,10.378,-0.521,0.634,-17.815,90.385,0.283627,0.256454,0.18,63.463676,70.188151,67.608478,
06/30/2016,183.954,157.91,0.0,0.0,0.0,26.044,-143.351,64.144,24.899,39.245,11.584,61.136,,0.0,6.487,40.603,66.893,29.511,-3.534,-92.87,107.496,0.157,,,109.067,-2.53,-2.53,0.0,110.183,1.101,109.067,0.0,1.527,109.067,114.618,8.081,347.464,0.31,0.3,0.32987,354.433,0.31,0.3,0.3228,,80.161,4.253,0.0,-70.354,,,-0.157,,124.071,-16.713,107.358,-3.794,3.108,-0.741,0.424,-12.727,95.155,0.302901,0.268471,0.18,59.425418,67.046335,50.284918,
09/30/2016,181.673,162.322,0.0,0.0,0.0,19.351,-138.936,60.116,26.001,34.115,12.534,61.82,,0.0,4.466,42.737,65.495,27.283,-12.01,-80.768,108.232,0.359,,,112.014,-4.568,-4.568,0.0,113.159,1.131,112.014,0.0,1.609,112.014,32.432,-75.014,351.856,0.32,0.31,0.092174,358.981,0.32,0.31,0.092174,,80.688,3.772,3.042,-82.698,-5.668,-0.319,-0.359,,111.603,-0.635,110.968,-5.742,3.262,-0.677,0.303,-7.22,102.503,0.309119,0.285539,0.18,58.229922,63.038721,56.749442,
12/31/2016,181.146,160.882,0.0,0.0,0.0,20.264,-139.555,63.027,23.251,39.776,13.173,60.068,,0.0,3.287,41.591,-1.087,25.452,-9.999,-14.366,40.504,0.416,,,47.755,-7.26,-7.26,0.0,48.18,-0.542,47.755,0.0,1.562,47.755,36.745,-3.75,354.711,0.13,0.11,0.103591,359.024,0.13,0.11,0.099555,,79.171,2.523,0.677,-24.504,-0.196,-0.531,-0.416,,103.937,6.561,111.459,-3.86,1.845,-6.391,0.165,-14.802,89.978,0.307852,0.248521,0.19,61.717995,76.452311,64.842251,
03/31/2017,181.075,171.676,0.0,0.0,0.0,9.399,-133.224,50.372,26.511,23.861,19.232,62.023,,,1.597,47.851,19.696,24.162,-4.749,-39.109,67.547,-2.132,,,70.2,-5.366,-5.366,0.0,70.781,0.652,70.2,0.0,1.555,70.2,65.668,0.834,355.282,0.2,0.18,0.184833,360.7,0.2,0.18,0.182312,,81.557,2.495,0.859,-37.046,-1.798,,0.0,,116.919,-1.53,115.389,-3.319,10.48,-1.244,0.542,-5.221,118.182,0.318965,0.326685,0.19,59.567714,58.159948,57.778462,
06/30/2017,189.412,165.836,0.0,0.0,0.0,23.576,-143.371,63.782,26.902,36.88,11.858,67.013,,0.0,0.718,46.041,78.579,21.68,-51.933,-48.326,124.62,-5.426,,,1210.543,-1108.573,-1108.573,0.0,1227.767,11.24,1210.543,0.0,1.649,1210.543,75.911,-26.059,358.952,3.4,0.284077,0.21148,358.952,3.4,0.284077,0.21148,,73.328,2.602,0.0,-1186.351,,,19.658,,131.02,-14.463,116.557,-4.725,3.6,-1.687,0.121,-12.628,102.887,0.321998,0.284233,0.19,59.006658,66.846531,51.577622,
09/30/2017,194.828,169.611,0.0,0.0,0.0,25.217,-150.919,68.46,28.157,40.303,10.075,67.992,,0.0,4.392,43.909,-1.541,20.835,-1.841,-17.453,42.368,-0.359,,,165.269,-123.618,-123.618,0.0,165.627,1.535,165.269,0.0,1.244,165.269,31.461,-10.19,355.905,0.46,0.12,0.088397,362.102,0.46,0.12,0.088397,,68.029,2.171,0.0,-21.952,0.037,-121.348,-0.516,,93.225,14.525,107.75,-4.292,1.943,-5.184,1.232,-8.702,93.991,0.297568,0.259571,0.19,63.850933,73.197838,72.554572,
12/31/2017,215.619,179.391,0.0,0.0,0.0,36.228,-171.031,80.392,27.395,52.997,13.779,76.533,,0.0,0.327,44.588,9.834,21.602,-4.787,-26.649,54.422,8.275,,,188.419,-127.469,-127.469,0.0,190.166,0.689,188.419,0.0,1.333,188.419,39.825,-21.125,356.204,0.52,0.17,0.111804,360.244,0.52,0.17,0.111359,,76.558,2.408,0.0,-149.633,-3.085,,-1.481,,113.875,-5.066,109.87,-4.992,2.467,-6.9,-0.694,-17.485,83.599,0.303084,0.230613,1.05,346.438837,455.3073,328.442766,
03/31/2018,234.557,193.456,0.0,0.0,0.0,41.101,-191.289,91.951,31.146,60.805,21.023,77.529,,,0.786,43.268,40.585,20.0,-8.287,-52.298,83.853,-10.329,,,72.963,-0.124,-0.124,0.0,73.648,0.683,72.963,0.0,1.399,72.963,72.839,0.0,356.74,0.2,0.2,0.2,360.4,0.2,0.2,0.2,,77.529,2.161,0.0,-44.886,-6.217,-0.132,10.329,,112.43,-2.949,109.481,-6.534,12.462,-0.583,-0.545,-7.875,107.805,0.302182,0.297556,0.2,66.185183,67.214137,63.504403,
06/30/2018,210.558,192.093,0.0,0.0,0.0,18.465,-153.646,62.826,31.196,31.63,13.459,75.832,,,1.529,56.912,135.902,20.675,-1.682,-154.895,192.814,-0.063,,,193.845,-2.92,-2.92,0.0,195.671,1.824,193.845,0.0,1.402,193.845,40.757,-150.168,357.054,0.54,0.53,0.114148,362.741,0.54,0.53,0.114148,,75.832,2.119,0.0,-153.208,0.038,,0.063,,120.513,-0.206,120.307,-4.78,3.568,-1.165,-0.46,-12.203,106.669,0.331661,0.294064,0.2,60.302559,68.01245,59.255682,
09/30/2018,231.898,196.912,0.0,0.0,0.0,34.986,-171.431,82.513,31.515,50.998,8.959,78.855,,0.0,1.104,60.467,-8.062,21.462,-5.552,-7.848,52.405,0.897,,,53.025,-0.221,-0.221,0.0,53.523,0.495,53.025,0.0,1.443,53.025,52.893,0.089,357.898,0.15,0.15,0.147788,361.41,0.15,0.15,0.147788,,78.855,2.367,0.0,0.107,-2.008,-0.136,-0.897,,131.808,-5.223,126.585,-6.445,2.208,-1.417,-0.593,-8.483,113.298,0.348415,0.311843,0.215,61.708066,68.944867,54.363923,
12/31/2018,270.857,202.858,,0.0,0.0,67.999,-207.914,114.135,31.412,82.723,12.777,80.001,,,1.001,62.943,0.181,22.869,-5.923,-17.127,63.124,0.667,,,63.896,-0.635,-0.635,0.0,64.426,-0.568,63.896,0.0,1.544,63.896,50.049,-13.212,358.561,0.18,0.18,0.139583,362.536,0.18,0.18,0.139583,,80.001,2.499,2.214,-13.995,-3.908,,-0.667,,129.472,-2.352,128.214,-8.278,1.96,-6.782,-0.734,-15.974,99.95,0.351769,0.274224,0.215,61.11957,78.403047,59.542306,
03/31/2019,264.929,209.965,0.0,0.0,0.0,54.964,-207.95,105.696,32.442,73.254,21.983,75.992,,0.0,4.279,56.979,-11.826,22.132,-4.715,-5.591,45.153,-0.385,,,44.551,-0.155,-0.155,0.0,44.923,0.382,44.551,0.0,1.526,44.551,41.563,-2.833,359.139,0.12,0.12,0.11573,362.362,0.12,0.12,0.112182,,75.992,2.353,,-0.742,-2.499,,0.385,,120.422,-0.09,120.332,-5.932,10.971,-1.036,-1.262,-5.865,118.734,0.330601,0.32621,0.215,65.033158,65.908417,64.138613,
