Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/26/2011,,894.028,81.75,975.778,11.039,1062.649,81.75,1155.438,,133.117335,12.172261,145.289596,,22.539167,2.060983,24.60015,
06/25/2011,,912.46,81.75,994.21,13.788,1064.398,81.75,1159.936,,131.892308,11.816623,143.708931,,22.730126,2.036459,24.766586,
09/24/2011,,933.483,81.75,1015.233,79.236,1013.662,81.75,1174.648,,134.844164,11.80901,146.653175,,23.319696,2.042228,25.361924,
12/31/2011,,943.706,81.75,1025.456,62.293,1037.24,81.75,1181.283,,157.044579,13.604231,170.648809,,23.191011,2.008957,25.199968,
03/31/2012,,959.592,81.75,1041.342,,1121.733,81.75,1203.483,,153.394579,13.068061,166.46264,,23.663271,2.015932,25.679203,
06/30/2012,,982.028,32.188,1014.216,31.055,1086.431,81.75,1199.236,,156.970021,5.145017,162.115039,,24.653053,0.808055,25.461108,
09/29/2012,,1012.827,,1012.827,,1138.004,,1138.004,,93.707568,,93.707568,,27.137598,,27.137598,
12/29/2012,0.0,986.365,0.0,986.365,0.0,1133.343,0.0,1133.343,0.0,91.415583,0.0,91.415583,0.0,26.064559,0.0,26.064559,
03/30/2013,,1180.393,,1180.393,83.435,1043.19,,1126.625,,103.306908,,103.306908,,32.567857,,32.567857,
06/29/2013,,1083.059,,1083.059,46.506,1037.52,,1084.026,,110.007496,,110.007496,,30.500791,,30.500791,
09/28/2013,,1023.666,,1023.666,18.084,1067.341,,1085.425,,99.507646,,99.507646,,29.855927,,29.855927,
