Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1990,247.248001,242.606995,242.606995,,3.828826,1.809511,1.19741,0.52,0.52,0.52,0.52,0.52,0.52,0.345,1.469043,1.469043,0.501521,11.898984,,18.629878,
06/30/1990,248.335999,238.908005,238.908005,,3.734073,1.603128,0.950994,0.38,0.38,0.38,0.38,0.38,0.38,0.345,0.399317,0.399317,0.823078,11.729673,,18.777383,
09/30/1990,252.591995,243.925003,243.925003,,3.955724,1.720611,1.068361,0.43,0.43,0.43,0.43,0.43,0.43,0.36,1.164292,1.164292,0.667875,12.435865,,18.522757,
12/31/1990,252.832001,252.427994,252.427994,,3.95083,1.894402,1.228073,0.52,0.52,0.52,0.52,0.52,0.52,0.36,1.486761,1.486761,0.735666,12.687476,,23.6758,
03/31/1991,258.933014,253.880005,253.880005,,3.109737,1.585001,0.972113,0.51,0.44,0.44,0.51,0.44,0.44,0.36,1.297857,1.297857,1.05703,13.000274,,18.434112,
06/30/1991,259.723999,258.920013,258.920013,,2.842191,1.473042,0.790592,0.31,0.29,0.29,0.31,0.29,0.29,0.36,0.838483,0.838483,0.642605,12.968767,,18.686374,
09/30/1991,260.592987,259.725006,259.725006,,3.042449,1.593609,0.910193,0.44,0.44,0.44,0.44,0.44,0.44,0.375,1.425354,1.425354,0.757119,13.072493,,19.219627,
01/01/1992,262.096375,260.875,260.875,,3.268615,0.971346,0.971346,0.6,0.46,0.46,0.6,0.46,0.46,0.375,-0.238045,-0.238045,0.289207,13.398125,,24.441773,
03/31/1992,264.175995,263.035004,263.035004,,2.965385,0.781265,0.310605,-0.71,-0.16,-0.16,-0.71,-0.16,-0.16,0.375,1.120003,1.120003,0.105233,12.363727,,19.024061,
06/30/1992,268.078003,264.824005,264.824005,,2.920052,1.164925,0.703108,0.22,0.21,0.21,0.22,0.21,0.21,0.375,0.487494,0.487494,0.499108,12.318802,,19.774469,
09/30/1992,269.476013,268.265991,268.265991,,3.060395,1.311758,0.852139,0.22,0.32,0.32,0.22,0.32,0.32,0.385,1.110838,1.110838,0.151776,12.212961,,19.816978,
12/31/1992,270.57901,266.527008,269.983002,,3.213906,1.017842,0.505587,-1.42,-0.24,-0.24,-1.42,-0.24,-0.24,0.385,0.834127,-1.70344,0.185528,10.748062,,25.389626,
03/31/1993,271.828003,271.152008,271.152008,,3.180135,1.313654,0.906871,0.39,0.38,0.38,0.39,0.38,0.38,0.385,1.137369,1.137369,0.105581,10.908368,,22.838707,
06/30/1993,273.347992,272.541992,272.541992,,2.969084,1.137806,0.730897,0.3,0.3,0.3,0.3,0.3,0.3,0.27,0.633664,0.633664,0.120359,11.013068,,22.88109,
09/30/1993,280.190002,273.817993,273.817993,,3.146981,1.285525,0.870651,0.54,0.35,0.35,0.54,0.35,0.35,0.27,1.235492,1.235492,0.587815,11.490774,,22.59217,
12/31/1993,281.020996,280.690002,280.690002,,3.132281,1.302148,0.826535,0.37,0.37,0.37,0.37,0.37,0.37,0.27,0.7421,0.7421,0.111024,11.609808,,25.690607,
03/31/1994,281.971008,281.449005,281.449005,,3.074447,1.290109,0.888616,0.39,0.39,0.39,0.39,0.39,0.39,0.27,1.048858,1.048858,0.097528,11.771778,,23.281825,
06/30/1994,283.029999,282.445007,282.445007,,2.960222,1.182885,0.74457,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.758732,0.758732,0.063951,11.819949,,23.529308,
09/30/1994,284.049988,283.502991,283.502991,,3.227479,1.344607,0.936145,0.43,0.43,0.43,0.43,0.43,0.43,0.27,0.858897,0.858897,0.074635,12.009154,,23.666961,
12/31/1994,284.251007,284.214996,284.214996,,3.131784,1.366571,0.944707,0.41,0.41,0.41,0.41,0.41,0.41,0.27,0.684693,0.684693,0.08197,12.171637,,23.952774,
03/31/1995,284.257996,284.26001,284.26001,,3.004995,1.333286,0.930134,0.37,0.37,0.37,0.37,0.37,0.37,0.27,1.113065,0.610708,0.163936,12.280745,,23.652809,
06/30/1995,284.277008,284.277008,284.277008,,2.841946,1.196017,0.765451,0.29,0.29,0.29,0.29,0.29,0.29,0.27,0.369358,-0.154427,0.146336,12.314749,,23.742687,
09/30/1995,284.277008,284.277008,284.277008,,2.988986,1.385972,1.000433,0.56,0.56,0.56,0.56,0.56,0.56,0.27,0.954351,0.490367,0.056283,12.617271,,24.62985,
12/31/1995,284.277008,284.277008,284.277008,,3.127583,1.410596,0.98988,0.42,0.42,0.42,0.42,0.42,0.42,0.27,0.718313,0.226188,0.078093,12.78014,,29.177176,
03/31/1996,293.296997,286.48999,286.48999,,3.506929,1.556424,1.09009,0.42,0.42,0.42,0.42,0.42,0.42,0.27,1.267409,0.803868,0.0716,13.163449,,28.521601,
06/30/1996,294.136993,293.864014,293.864014,,2.914954,1.023262,0.743541,0.31,0.249,0.31,0.31,0.249,0.31,0.27,0.403588,0.029606,0.401854,13.231929,,28.466666,
09/30/1996,294.64801,294.395996,294.395996,,3.437207,1.38419,1.009864,0.46,0.391,0.39,0.46,0.391,0.39,0.27,0.867199,0.418484,0.106228,13.435013,,29.005458,
12/31/1996,295.140015,294.946014,294.946014,,3.979372,1.626399,1.144616,0.43,0.43,0.43,0.43,0.43,0.43,0.27,0.766242,0.116971,0.06031,13.662329,,28.721624,
03/31/1997,295.638,295.393005,295.393005,,3.394799,1.136452,0.752895,0.39,0.33,0.33,0.39,0.33,0.33,0.27,0.87409,0.451263,0.086254,13.785102,,28.577179,
06/30/1997,296.14801,295.901001,295.901001,,3.373088,0.401824,-0.000338,0.302,0.237,0.237,0.302,0.237,0.237,0.27,0.431563,-0.0659,0.04491,13.739413,,30.97809,
09/30/1997,296.537994,296.350006,296.346985,,4.07529,1.31805,0.941801,0.231,0.138,0.138,0.23,0.139,0.14,0.27,-0.644177,-1.18071,0.061038,13.692344,,30.904302,
12/31/1997,296.90799,296.718994,296.718994,,4.517069,0.627867,0.153681,1.24,-0.01,0.04,1.24,-0.01,0.04,0.27,0.746835,0.279389,2.495049,14.552993,13.209142,30.365636,
03/31/1998,297.231995,297.05899,297.05899,,4.242255,0.876257,0.47196,-0.07,-0.07,0.354,-0.07,-0.07,0.354,0.27,-0.279406,-0.63994,0.169901,14.296913,,30.346666,
06/30/1998,297.263,297.259003,297.259003,,4.044284,1.038825,0.653639,0.121,0.249,0.249,0.121,0.249,0.249,0.27,0.372403,-0.250623,2.15163,14.041102,,30.125847,
09/30/1998,297.279999,297.321991,297.272003,,6.452676,1.00985,0.640491,-0.311,0.1,0.608,-0.311,0.1,0.608,0.27,0.766302,0.265077,2.285051,13.467438,,30.222014,
12/31/1998,297.342987,297.276001,297.325989,,4.035302,0.938028,0.558982,0.07,0.023,0.221,0.07,0.023,0.221,0.27,-0.068275,-0.66459,1.961035,13.30551,12.063173,30.426815,
03/31/1999,297.331421,297.334015,297.334015,,3.228019,1.15224,0.765133,0.292937,0.292937,0.292937,0.292937,0.292937,0.292937,0.27,0.996859,0.616815,1.399785,13.346723,12.089876,30.562191,
