Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,1208.800049,,-624.0,,584.800049,,-406.200012,,,178.600006,-17.5,,15.3,,0.0,,2.2,161.100006,-64.800003,96.300003,0.0,,,96.300003,0.0,96.300003,,,96.300003,96.300003,,485.200012,0.1975,0.1975,,485.200012,0.1975,0.1975,0.1975,
06/30/1990,1257.599976,,-654.099976,,603.5,,-382.799988,,,220.699997,-12.500001,,17.200001,,0.0,,-4.7,208.199996,-72.5,135.699997,0.0,,,135.699996,0.0,135.699997,,,135.699997,135.699997,,484.0,0.2825,0.2825,,484.0,0.2825,0.2825,0.2825,
09/30/1990,1351.599976,,-678.900024,,672.699951,,-395.399994,,,277.299988,-9.7,,16.0,,0.0,,-6.3,267.599988,-105.300003,162.300003,0.0,,,162.299985,0.0,162.300003,,,162.300003,162.300003,,483.200012,0.335,0.335,,483.200012,0.335,0.335,0.335,
12/31/1990,1363.400024,,-719.599976,,643.800048,,-434.399994,,,209.399994,-31.600001,,17.700001,,0.0,,13.9,177.799993,-69.300003,108.5,0.0,,,108.49999,0.0,108.5,0.0,,108.5,108.5,,482.544008,0.225,0.225,0.225,482.544008,0.225,0.225,0.225,
03/31/1991,1421.300049,,-698.200012,,723.100037,,-436.299988,,,286.799988,-15.9,,16.1,,0.0,,-0.2,270.899987,-107.800003,163.100006,0.0,,,163.099984,0.0,163.100006,,,163.100006,163.100006,,482.799988,0.3375,0.3375,,482.799988,0.3375,0.3375,0.3375,
06/30/1991,1413.699951,,-679.5,,734.199951,,-473.299988,,,260.899994,-13.5,,15.0,,0.0,,-1.5,247.399994,-95.099998,152.300003,0.0,,,152.299995,0.0,152.300003,,,152.300003,152.300003,,483.200012,0.315,0.315,,483.200012,0.315,0.315,0.315,
09/30/1991,1506.300049,,-731.900024,,774.400024,,-494.899994,,,279.5,-7.0,,14.3,,0.0,,-7.3,272.5,-100.099998,172.399994,0.0,,,172.400002,0.0,172.399994,,,172.399994,172.399994,,482.799988,0.3575,0.3575,,482.799988,0.3575,0.3575,0.3575,
12/31/1991,1445.300049,,-719.099976,,726.200073,,-525.5,,,200.699997,-7.3,,12.9,,0.0,,-5.6,193.399997,-75.199997,118.199997,0.0,,,118.2,0.0,118.199997,0.0,,118.199997,118.199997,,360.833008,0.325,0.325,0.325,360.833008,0.325,0.325,0.325,
03/31/1992,1515.099976,,-724.099976,,791.0,,-517.5,,,273.5,28.099999,,7.2,,0.0,,-35.299999,301.599999,-110.0,191.600006,251.600006,,,-60.000007,0.0,-60.0,0.0,,-60.0,-60.0,,480.0,-0.125,0.4,,480.0,-0.125,0.4,0.4,
06/30/1992,1584.0,,-745.099976,,838.900024,,-577.799988,,,261.100006,-5.0,,6.3,,0.0,,-1.3,256.100006,-92.5,163.600006,0.0,,,163.600006,0.0,163.600006,0.0,,163.600006,163.600006,,479.200012,0.34,0.34,,479.200012,0.34,0.34,0.34,
