Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/31/1990,1450.649048,218.384995,218.384995,0.0,469.808014,,,,225.705994,,,,,54.341999,,,,,,968.241028,294.290009,447.054993,-152.764999,9.898,,178.220001,,,,,,178.220001,482.40801,,164.431,164.431,,,,12.568,,,,,392.920007,,,392.920007,569.919006,119.778999,,,,142.313995,,,,142.313995,262.092995,832.012001,0.0,417.466003,,,-7.508,,123.462002,533.420006,85.217003,618.637009,1450.64901,
04/30/1990,1499.942017,265.424988,265.424988,0.0,453.179993,,,,252.552994,,,,,44.317001,,,,,,1015.474976,302.602997,463.35199,-160.748993,10.095,,171.768997,,,,,,171.768997,484.466994,,192.576996,192.576996,,,,17.424,,,,,398.059978,,,398.059978,608.060974,118.277,,,,137.690994,,,,137.690994,255.967995,864.028969,0.0,425.026001,,,-7.508,,131.582997,549.100998,86.811996,635.912994,1499.941963,
07/31/1990,1521.354004,220.927002,220.927002,0.0,472.033997,,,,264.790985,,,,,51.787998,,,,,,1009.539978,315.346008,484.252014,-168.906006,8.468,,188.0,,,,,,188.0,511.814009,,180.427994,180.427994,,,,15.999,,,,,407.427011,,,407.427011,603.854004,117.309998,,,,142.041,,,,142.041,259.350998,863.205002,0.0,417.556,,,-8.52,,159.443996,568.479996,89.668999,658.148994,1521.353996,
10/31/1990,1576.489014,239.755997,239.755997,0.0,289.394989,,,,259.131989,,,,,221.410995,,,,,,1009.69397,323.912994,499.519989,-175.606995,,,242.882004,,,,,,242.882004,566.794998,,183.889999,183.889999,,,,37.060001,,,,,423.180981,,,423.180981,644.130981,115.198997,,,,138.408005,,,,138.408005,253.607002,897.737984,0.0,425.063995,,,-17.410999,,174.935993,582.588989,96.162003,678.750992,1576.488976,
01/31/1991,1580.729004,226.962997,226.962997,0.0,451.57901,,,,268.880005,,,,,57.409,,,,,,1004.830994,325.970001,510.313995,-184.343994,,,249.927994,,,,,,249.927994,575.897995,,159.903,159.903,,,,91.502998,,,,,413.895027,,,413.895027,665.301025,80.554001,,,,143.257004,,,,143.257004,223.811005,889.11203,0.0,425.063995,,,-17.763,,185.707001,593.007996,98.609001,691.616997,1580.729027,
04/30/1991,1525.852051,196.509003,196.509003,0.0,453.337006,,,,270.40799,,,,,51.933998,,,,,,972.187988,322.600006,510.734009,-188.134003,,,231.063995,,,,,,231.063995,553.664001,,158.378006,158.378006,,,,51.914001,,,,,399.600021,,,399.600021,609.892029,98.945999,,,,139.703995,,,,139.703995,238.649994,848.542023,0.0,425.06601,,,-32.823002,,190.302998,582.546005,94.764,677.310005,1525.852028,
07/31/1991,1493.276001,175.167999,175.167999,0.0,470.580994,,,,248.139999,,,,,43.841,,,,,,937.72998,325.096008,520.520996,-195.425003,,,230.449997,,,,,,230.449997,555.546005,,151.692001,151.692001,,,,51.689999,,,,,367.018024,,,367.018024,570.400024,97.833,,,,137.229996,,,,137.229996,235.062996,805.46302,0.0,425.084015,,,-33.560001,,201.099995,592.624008,95.189003,687.813011,1493.276031,
10/31/1991,1506.881958,220.399994,220.399994,0.0,291.045013,,,,259.85199,,,,,171.955994,,,,,,943.252991,331.313995,530.56897,-199.255005,,,232.315002,,,,,,232.315002,563.628998,,170.255997,170.255997,,,,55.192001,,,,,341.405029,,,341.405029,566.853027,111.805,,,,134.371002,,,,134.371002,246.176003,813.02903,0.0,425.059998,,,-49.188999,,218.547001,594.417999,99.434998,693.852997,1506.882027,
01/31/1992,1492.609985,196.554993,196.554993,0.0,435.787994,,,,254.182007,,,,,40.054001,,,,,,926.578979,332.910004,541.109009,-208.199005,,,233.121002,,,,,,233.121002,566.031006,,144.496002,144.496002,,,,121.501999,,,,,302.368027,,,302.368027,568.366028,97.320999,,,,130.841995,,,,130.841995,228.162994,796.529022,0.0,425.291992,,,-58.887001,,228.420006,594.824997,101.255997,696.080994,1492.610016,
04/30/1992,1468.003052,159.718002,159.718002,0.0,456.112,,,,246.216995,,,,,39.276001,,,,,,901.322998,336.209991,552.116028,-215.906006,,,230.470001,,,,,,230.470001,566.679993,,164.401001,164.401001,,,,21.596001,,,,,281.173988,,,281.173988,467.17099,171.787003,,,,125.853996,,,,125.853996,297.640999,764.811989,0.0,425.44101,,,-63.573002,,238.084003,599.952011,103.238998,703.19101,1468.002998,
07/31/1992,1550.300049,133.772995,133.772995,0.0,477.195007,,,,260.609009,,,,,44.208,,,,,,915.784973,349.037994,578.038025,-229.0,,,285.47699,,,,,,285.47699,634.514984,,159.617996,159.617996,,,,43.411999,,,,,266.397007,,,266.397007,469.427002,246.492996,,,,120.916,,,,120.916,367.408997,836.835999,0.0,425.528992,,,-69.117996,,252.632996,609.043991,104.419998,713.463989,1550.299988,
10/31/1992,1507.746948,171.397003,171.397003,0.0,303.56601,,,,242.115005,,,,,162.455994,,,,,,879.533997,366.932007,596.27002,-229.337997,,,261.281006,,,,,,261.281006,628.213013,,178.574997,178.574997,,,,58.508999,,,,,226.375019,,,226.375019,463.459015,244.802994,,,,105.75,,,,105.75,350.552994,814.012009,0.0,425.540985,,,-87.532997,,253.368996,591.376984,102.358002,693.734985,1507.746994,
01/31/1993,1461.96106,112.427002,112.427002,0.0,413.911987,,,,249.259995,,,,,45.116001,,,,,,820.715027,378.549011,,,,,262.696991,,,,,,262.696991,641.246002,,137.412994,137.412994,,,,74.501999,,,,,216.972,,,216.972,428.886993,245.432007,,,,102.348999,,,,102.348999,347.781006,776.667999,0.0,,,,,,584.700012,584.700012,100.593002,685.293015,1461.961014,
04/30/1993,1439.331055,127.621002,127.621002,0.0,374.463989,,,,239.440002,,,,,48.205002,,,,,,789.72998,386.944,633.237,-246.292999,,,262.657013,,,,,,262.657013,649.601013,,143.498001,143.498001,,,,55.478001,,,,,255.19099,,,255.19099,454.166992,244.860992,,,,105.514,,,,105.514,350.374992,804.541985,0.0,425.730988,,,-88.300003,,197.012001,534.442986,100.346001,634.788986,1439.330971,
07/31/1993,1358.577026,116.681999,116.681999,0.0,326.593994,,,,216.673004,,,,,40.152,,,,,,700.101013,388.949005,642.059021,-253.110001,,,269.527008,,,,,,269.527008,658.476013,,142.216003,142.216003,,,,73.170998,,,,,243.575005,,,243.575005,458.962006,244.033005,,,,80.120003,,,,80.120003,324.153008,783.115013,0.0,427.881012,,,-88.345001,,144.002003,483.538013,91.924004,575.462017,1358.57703,
10/31/1993,1371.267944,125.575996,125.575996,0.0,281.141998,,,,218.440002,,,,,49.161999,,,,,,674.320007,404.342987,681.278992,-276.936005,,,292.605011,,,,,,292.605011,696.947998,,113.169998,113.169998,,,,65.316002,,,,,247.735008,,,247.735008,426.221008,243.382004,,,,124.763,,,,124.763,368.145004,794.366013,0.0,432.520996,,,-88.345001,,143.616001,487.791996,89.110001,576.901997,1371.268009,
01/31/1994,1338.246948,121.223999,121.223999,0.0,261.570007,,,,207.473999,,,,,51.926998,,,,,,642.195007,395.140015,685.052979,-289.912994,,,300.911987,,,,,,300.911987,696.052002,,88.831001,88.831001,,,,57.277,,,,,246.523987,,,246.523987,392.631989,241.029999,,,,193.238998,,,,193.238998,434.268997,826.900986,0.0,436.785004,,,-88.469002,,78.952002,427.268003,84.078003,511.346006,1338.246992,
04/30/1994,1301.555054,115.066002,115.066002,0.0,219.085999,,,,203.804993,,,,,74.438004,,,,,,612.39502,384.924988,670.450989,-285.526001,,,304.234985,,,,,,304.234985,689.159973,,104.223,104.223,,,,54.865002,,,,,203.107006,,,203.107006,362.195007,242.595001,,,,183.518997,,,,183.518997,426.113998,788.309006,0.0,429.946991,,,-88.469002,,87.130002,428.607991,84.638,513.245991,1301.554997,
07/31/1994,1328.015991,126.166,126.166,0.0,256.671997,,,,195.306,,,,,66.144997,,,,,,644.289001,380.105011,673.867004,-293.761993,,,303.622009,,,,,,303.622009,683.72702,,125.757004,125.757004,,,,74.047997,,,,,203.197014,,,203.197014,403.002014,242.513,,,,166.617996,,,,166.617996,409.130997,812.133011,0.0,429.308014,,,-88.469002,,90.174002,431.013014,84.870003,515.883017,1328.016028,
10/31/1994,1981.953003,196.455002,196.455002,0.0,421.871002,,,,357.846985,,,,,67.227997,,,,,,1043.401001,490.237,901.682007,-411.445007,,,448.315002,,,,,,448.315002,938.552002,,237.617996,237.617996,,,,16.540001,,,,,357.917992,,,357.917992,612.075989,568.932983,,,,213.009003,,,,213.009003,781.941986,1394.017975,0.0,627.392029,,,-52.008999,,-73.018002,502.365028,85.57,587.935028,1981.953003,
01/31/1995,1894.781982,118.063004,118.063004,0.0,420.690002,,,,413.714996,,,,,99.056,,,,,,1051.524048,478.839996,901.182007,-422.34201,,,364.417999,,,,,,364.417999,843.257996,,220.923996,220.923996,,,,54.977001,,,,,378.533024,,,378.533024,654.434021,465.15799,,,,208.220001,,,,208.220001,673.377991,1327.812012,0.0,630.794006,,,-52.008999,,-98.106007,480.679001,86.291,566.970001,1894.782013,
04/30/1995,1894.751953,131.886002,131.886002,0.0,454.144012,,,,415.731995,,,,,60.324001,,,,,,1062.08606,477.296997,910.59375,-433.303986,,,355.368988,,,,,,355.368988,832.665985,,237.358002,237.358002,,,,19.987,,,,,387.503998,,,387.503998,644.848999,460.399994,,,,206.182999,,,,206.182999,666.582993,1311.431992,0.0,635.715027,,,-55.018002,,-86.006001,494.691025,88.628998,583.320023,1894.752014,
07/31/1995,1918.017944,182.373993,182.373993,0.0,452.019989,,,,410.217987,,,,,67.778,,,,,,1112.390015,479.888,926.883972,-446.996002,,,325.73999,,,,,,325.73999,805.627991,,231.723007,231.723007,,,,19.841,,,,,363.886982,,,363.886982,615.450989,467.29599,,,,205.238007,,,,205.238007,672.533997,1287.984985,0.0,665.53302,,,-46.513,,-78.999001,540.021019,90.012001,630.03302,1918.018005,
10/31/1995,2040.766968,239.042999,239.042999,0.0,499.953003,,,,416.394989,,,,,57.999001,,,,,,1213.390015,487.656006,941.905029,-454.248993,,,339.721008,,,,,,339.721008,827.377014,,263.75,263.75,,,,22.802,,,,,436.750978,,,436.750978,723.302979,459.109985,,,,209.466995,,,,209.466995,668.576981,1391.879959,0.0,654.830017,,,-46.513,,-49.041,559.276016,89.611,648.887016,2040.766975,
01/31/1996,2532.323975,77.644997,77.644997,0.0,590.734985,,,,523.905029,,,,,231.031006,,,,,,1423.31604,556.520996,1021.776978,-465.256012,,,552.487,,,,,,552.487,1109.007996,,265.557007,265.557007,,,,172.541,,,,,607.376968,,,607.376968,1045.474976,617.48999,,,,195.044006,,,,195.044006,812.533997,1858.008972,0.0,664.359985,,,-42.242001,,-39.430996,582.686989,91.627998,674.314987,2532.323959,
04/30/1996,2693.103027,43.844002,43.844002,0.0,657.359985,,,,587.982971,,,,,157.388,,,,,,1446.574951,620.30603,1095.90625,-475.606995,,,626.221985,,,,,,626.221985,1246.528015,,323.036011,323.036011,,,,141.246002,,,,,680.878998,,,680.878998,1145.161011,676.203003,,,,173.477005,,,,173.477005,849.680008,1994.841019,0.0,680.177979,,,-42.242001,,-34.815998,603.11998,95.141998,698.261978,2693.102997,
07/31/1996,2684.772949,38.188999,38.188999,0.0,683.236023,,,,561.471985,,,,,139.320007,,,,,,1422.217041,626.776978,1111.282959,-484.506012,,,635.778992,,,,,,635.778992,1262.555969,,340.609009,340.609009,,,,129.845993,,,,,679.730057,,,679.730057,1150.185059,617.267029,,,,182.830002,,,,182.830002,800.097031,1950.282089,0.0,652.244995,,,-42.242001,,27.453001,637.455996,97.035004,734.490999,2684.773088,
10/31/1996,2690.029053,36.936001,36.936001,0.0,667.786011,,,,547.11499,,,,,158.412994,,,,,,1410.25,634.044983,1125.713013,-491.667999,,,645.734009,,,,,,645.734009,1279.778992,,346.056,346.056,,,,49.632999,,,,,681.437954,,,681.437954,1077.126953,657.765015,,,,188.0,,,,188.0,845.765015,1922.891968,0.0,666.495972,,,-42.242001,,49.231001,673.484972,93.652,767.136972,2690.02894,
01/31/1997,2694.034912,20.837,20.837,0.0,679.664001,,,,561.169983,,,,,161.554993,,,,,,1423.225952,628.625,1134.39502,-505.769989,,,642.184021,,,,,,642.184021,1270.809021,,356.243011,356.243011,,,,50.337002,,,,,634.139958,,,634.139958,1040.719971,658.223022,,,,180.496994,,,,180.496994,838.720016,1879.439987,0.0,674.70697,,,-39.827999,,83.84,718.718971,95.875999,814.59497,2694.034957,
04/30/1997,2909.962891,45.377998,45.377998,0.0,791.325989,,,,601.531982,,,,,166.160995,,,,,,1604.396973,659.64502,1171.125,-511.501007,,,645.921021,,,,,,645.921021,1305.566041,,441.350006,441.350006,,,,31.326,,,,,628.92397,,,628.92397,1101.599976,765.155029,,,,185.304993,,,,185.304993,950.460022,2052.059998,0.0,673.221985,,,-38.354,,125.091999,759.959984,97.943001,857.902985,2909.962983,
07/31/1997,2929.850098,26.292,26.292,0.0,835.492981,,,,600.013,,,,,159.858994,,,,,,1621.656982,655.869995,1174.800049,-518.929993,,,652.322998,,,,,,652.322998,1308.192993,,468.743011,468.743011,,,,80.052002,,,,,556.425934,,,556.425934,1105.220947,752.697021,,,,177.681,,,,177.681,930.378021,2035.598968,0.0,678.289001,,,-41.492001,,156.855999,793.652999,100.598,894.250999,2929.849967,
