Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/1997,2924.534912,29.382999,29.382999,0.0,836.169006,,,,594.760986,,,,,128.399002,,,,,,1588.712036,657.099976,1175.703979,-518.604004,,,678.723022,,,,,,678.723022,1335.822998,,460.688995,460.688995,,,,225.852997,,,,,493.954956,,,493.954956,1180.496948,713.466003,,,,183.188004,,,,183.188004,896.654007,2077.150955,0.0,676.965027,,,-83.162003,,155.857003,749.660027,97.723999,847.384026,2924.534981,
01/31/1998,2954.226074,18.065001,18.065001,0.0,885.622986,,,,623.159973,131.768005,280.829987,210.561996,,142.878998,,,,,,1669.727051,639.442017,1155.807983,-516.366028,,,645.057007,506.959015,,,,,138.097992,1284.499024,,409.429993,409.429993,,,,136.623993,,,,,483.26596,,,483.26596,1029.319946,895.010986,,,,182.582001,,,,182.582001,1077.592987,2106.912933,0.0,672.815002,,,-104.697998,,177.689995,745.806999,101.505997,847.312996,2954.225929,
04/30/1998,2845.886963,9.537,9.537,0.0,779.655029,,,,612.419983,118.796997,274.446014,219.177002,,182.210999,,,,,,1583.822998,604.393005,1110.827026,-506.43399,,,657.671021,476.548004,,,,,181.123017,1262.064026,,366.846985,366.846985,,,,133.904999,,,,,602.173065,,,602.173065,1102.925049,736.004028,,,,170.983994,,,,170.983994,906.988022,2009.913071,0.0,664.054993,,,-110.060997,,214.57,768.563996,67.410004,835.974,2845.887071,
07/31/1998,2746.399902,48.578999,48.578999,0.0,697.297974,,,,590.765991,105.338997,268.908997,266.878998,,152.858994,,,,,,1489.501953,614.249023,1127.32605,-513.077026,,,642.648987,501.790985,,,,,140.858002,1256.89801,,313.026001,313.026001,,,,121.931,,,,,551.347015,,,551.347015,986.304016,881.835022,,,,120.747002,,,,120.747002,1002.582024,1988.88604,0.0,660.382996,,,-109.752998,,151.452999,702.082997,55.431,757.513997,2746.400037,
10/31/1998,2787.259033,30.011999,30.011999,0.0,692.325989,,,,610.478027,96.919998,198.764999,366.346008,-51.553001,130.328003,,,,,,1463.144043,613.580994,1143.464966,-529.883972,,,710.533997,529.715027,,,,,180.81897,1324.114991,,333.623993,333.623993,,,,156.382996,,,,,536.27304,,,536.27304,1026.280029,962.796997,,,,87.494003,,,,87.494003,1050.291,2076.571029,0.0,638.177979,,,-113.579002,,142.251003,666.84998,43.838001,710.687981,2787.25901,
01/31/1999,2867.173,43.973,43.973,0.0,706.353,706.353,,,613.991,102.455,234.877,276.658,-51.582,142.972,,,,,,1507.289,621.444,1142.721,-521.277,0.0,,738.44,542.209,472.347,69.862,,,196.231,1359.884,,331.813,331.813,,,,174.548,,,,,519.508,,,519.508,1025.869,1047.273,,,,119.544,,,,119.544,1166.817,2192.686,0.0,637.063,,,-113.579,194.931,-82.879,635.536,38.951,674.487,2867.173,
04/30/1999,2875.629,36.716,36.716,0.0,684.932,684.932,,,611.434,94.52,217.376,299.538,-51.746,199.463,,,,,,1532.545,582.142,1101.047,-518.905,,,760.942,535.886,464.43,71.456,,,225.056,1343.084,,318.377,318.377,,,,203.928,,,,,557.044,,,557.044,1079.349,1080.679,0.0,1080.679,1080.679,116.031,,,,116.031,1196.71,2276.059,0.0,629.083,,,-97.996,120.673,-87.512,564.248,35.322,599.57,2875.629,
07/31/1999,2448.52,60.016,60.016,0.0,580.613,580.613,,,543.154,84.092,195.755,317.359,0.0,67.105,,,,,,1250.888,522.549,1065.141,-542.592,,,675.083,548.198,452.679,95.519,,,126.885,1197.632,,195.418,195.418,,,,162.283,,,,,873.274,,,873.274,1230.975,149.251,,,,1491.388,,,,1491.388,1640.639,2871.614,0.0,625.407,,,-97.996,-898.73,-79.272,-450.591,27.497,-423.094,2448.52,
10/31/1999,1711.813,57.453,57.453,0.0,202.83,,,,447.655,34.271,256.697,205.959,0.0,50.447,,,,,,758.385,210.747,444.825,-234.078,,,742.681,395.884,358.191,37.693,,,346.797,953.428,,70.012,70.012,,,,144.568,,,,,356.636,,,356.636,571.216,168.097,,,,1991.129,,,,1991.129,2159.226,2730.442,0.0,624.242,,,-98.883,,-1550.51,-1025.151,6.522,-1018.629,1711.813,
01/31/2000,1688.841,56.077,56.077,0.0,208.163,208.163,,,429.997,35.352,195.543,248.374,-49.272,52.502,,,,,,746.739,206.596,445.055,-238.459,,,735.506,389.537,352.163,37.374,,,345.969,942.102,,56.429,56.429,,,,139.022,,,,,359.131,,,359.131,554.582,219.25,,,,1955.176,,,,1955.176,2174.426,2729.008,0.0,623.884,,,-98.883,-1486.484,-85.309,-1046.792,6.625,-1040.167,1688.841,
04/30/2000,1546.729,65.898,65.898,,197.747,197.747,,,404.793,,,,,252.046,,,,,,920.484,203.927,444.435,-240.508,,,422.318,374.99,339.989,35.001,,,47.328,626.245,,58.783,58.783,,,,135.628,,,,,329.948,,,329.948,524.359,188.013,,,,1895.84,,,,1895.84,2083.853,2608.212,,615.962,,,-91.364,-1492.827,-99.575,-1067.804,6.321,-1061.483,1546.729,
07/31/2000,1341.968,71.428,71.428,,185.979,185.979,,,412.876,42.979,199.284,219.779,-49.166,54.903,,,,,,725.186,174.721,416.954,-242.233,,,442.061,365.103,330.907,34.196,,,76.958,616.782,,62.534,62.534,,,,142.328,,,,,329.056,,,329.056,533.918,1.938,,,,1893.055,,,,1893.055,1894.993,2428.911,,615.77,,,-91.364,-1510.711,-107.246,-1093.551,6.608,-1086.943,1341.968,
10/31/2000,1292.927979,72.123001,72.123001,0.0,177.151001,,,,410.330994,29.127001,224.554001,208.473007,-51.823002,49.819,,,,,,709.424011,177.412994,404.020996,-226.608002,,,406.091003,350.778015,320.946991,29.831024,,,55.312988,583.503998,,72.490997,72.490997,,,,108.774002,,,,,309.362991,,,309.362991,490.627991,3.124,,,,1587.334961,,,,1587.334961,1590.458961,2081.086952,0.0,615.210999,,,-90.614998,,-1319.287956,-794.691956,6.533,-788.158956,1292.927996,
01/31/2001,1299.674,59.982,59.982,0.0,189.65,189.65,,,418.578,29.279,222.201,218.921,0.0,56.16,,,,,,724.37,175.688,408.448,-232.76,,,399.616,347.622,319.727,27.895,,,51.994,575.304,,61.344,61.344,,,,145.882,,,,,307.188,,,307.188,514.414,2.841,0.786,2.055,2.055,1587.413,,,,1587.413,1590.254,2104.668,0.0,615.311,,,-90.615,-1219.612,-116.985,-811.901,6.907,-804.994,1299.674,
04/30/2001,1293.591,46.906,46.906,0.0,200.231,200.231,,,425.924,29.323,202.26,246.164,0.0,53.633,,,,,,726.694,171.715,408.008,-236.293,,,395.182,339.599,313.13,26.469,,,55.583,566.897,,65.336,65.336,,,,141.149,,,,,318.058,,,318.058,524.543,2.682,0.798,1.884,1.884,1579.377,,,,1579.377,1582.059,2106.602,0.0,615.244,,,-90.615,-1220.195,-124.431,-819.997,6.986,-813.011,1293.591,
07/31/2001,1458.949,59.426,59.426,0.0,183.092,183.092,,,584.852,32.249,242.841,309.762,0.0,47.482,,,,,,874.852,257.049,,,,,327.048,22.88,,,,,304.168,584.097,,65.171,65.171,,,,2.722,,,,,286.736,,,286.736,354.629,205.992,,,,266.993,,,,266.993,472.985,827.614,0.0,,,,,,623.496,623.496,7.839,631.335,1458.949,
10/31/2001,1371.713989,39.652,39.652,0.0,209.455002,,,,513.854004,29.593,190.615005,293.645996,0.0,35.638,,,,,,798.598999,251.916,264.011993,-12.096,,,321.199005,266.141998,0.0,266.141998,,,55.057007,573.115005,,75.607002,75.607002,,,,1.733,,,,,277.946009,,,277.946009,355.286011,288.203003,,,,236.024002,,,,236.024002,524.227005,879.513016,0.0,631.89801,,,0.0,,-148.190994,483.707016,8.494,492.201016,1371.714032,
02/02/2002,1330.443,46.867,46.867,0.0,196.616,196.616,,,481.692,29.857,102.322,349.513,0.0,24.32,,,,,,749.495,244.429,,,,,336.519,255.173,0.0,255.173,,,81.346,580.948,,72.622,72.622,,,,2.199,,,,,253.368,,,253.368,328.189,305.615,,,,236.999,,,,236.999,542.614,870.803,0.0,,,,0.0,,450.661,450.661,8.979,459.64,1330.443,
05/04/2002,1318.903,44.053,44.053,0.0,196.213,196.213,,,482.821,28.047,113.2,341.574,0.0,16.205,,,,,,739.292,241.377,,,,,338.234,251.623,0.0,251.623,,,86.611,579.611,,84.445,84.445,,,,1.076,,,,,244.121,,,244.121,329.642,282.65,,,,240.948,,,,240.948,523.598,853.24,0.0,,,,0.0,,455.616,455.616,10.047,465.663,1318.903,
08/03/2002,1293.212,51.887,51.887,0.0,202.738,202.738,,,444.935,24.233,94.074,326.628,0.0,12.86,,,,,,712.42,236.452,,,,,344.34,248.571,0.0,248.571,,,95.769,580.792,,77.693,77.693,,,,3.349,,,,,255.549,,,255.549,336.591,249.947,,,,240.499,,,,240.499,490.446,827.037,0.0,,,,0.0,,455.727,455.727,10.448,466.175,1293.212,
11/02/2002,1257.338989,70.905998,70.905998,0.0,171.533997,,,,418.557007,22.247999,157.895996,238.412994,0.0,39.110001,,,,,,700.106995,233.173996,271.854004,-38.68,,,324.058014,190.541,,,,,133.517014,557.23201,,73.491997,73.491997,,,,3.032,,,,,240.881002,,,240.881002,317.404999,215.085007,,,,363.002991,,,,363.002991,578.087997,895.492996,0.0,635.598022,,,0.0,,-284.981995,350.616028,11.23,361.846027,1257.339024,
02/01/2003,1275.234,98.485,98.485,0.0,162.879,162.879,,,427.309,33.071,147.77,246.468,0.0,39.76,,,,,,728.433,227.267,,,,,319.534,188.543,0.0,188.543,,,130.991,546.801,,70.15,70.15,,,,3.54,,,,,264.56,,,264.56,338.25,215.017,,,,367.648,,,,367.648,582.665,920.915,0.0,,,,0.0,,354.319,354.319,0.0,354.319,1275.234,
05/03/2003,1302.705,103.474,103.474,0.0,183.687,183.687,,,432.209,29.727,153.667,248.815,0.0,36.132,,,,,,755.502,225.42,,,,,321.783,184.401,0.0,184.401,,,137.382,547.203,,84.14,84.14,,,,17.066,,,,,303.186,,,303.186,404.392,202.866,,,,330.333,,,,330.333,533.199,937.591,0.0,,,,0.0,,365.114,365.114,0.0,365.114,1302.705,
08/02/2003,1272.307,90.436,90.436,0.0,167.19,167.19,,,432.448,27.084,150.509,254.855,0.0,36.772,,,,,,726.846,224.993,,,,,320.468,180.907,0.0,180.907,,,139.561,545.461,,84.346,84.346,,,,4.341,,,,,257.96,,,257.96,346.647,202.942,,,,348.131,,,,348.131,551.073,897.72,0.0,,,,0.0,,374.587,374.587,0.0,374.587,1272.307,
11/01/2003,1286.729,148.505,148.505,0.0,193.882,193.882,,,382.929,24.659,131.512,226.758,0.0,51.251,,,,,,776.567,226.101,297.037,-70.936,,,284.061,77.709,,,,,206.352,510.162,,89.136,89.136,,,,4.767,,,,,231.803,,,231.803,325.706,202.912,198.918,3.994,3.994,387.838,,,,387.838,590.75,916.456,0.0,637.832,,,0.0,,-267.559,370.273,0.0,370.273,1286.729,
01/31/2004,1311.475,161.801,161.801,0.0,191.898,191.898,,,399.361,26.95,136.572,235.839,0.0,53.995,,,,,,807.055,219.888,,,,,284.532,76.729,,,,,207.803,504.42,,83.897,83.897,,,,4.93,,,,,219.896,,,219.896,308.723,202.661,,,,393.906,,,,393.906,596.567,905.29,0.0,,,,0.0,,406.185,406.185,0.0,406.185,1311.475,
05/01/2004,1384.563,208.657,208.657,0.0,209.541,209.541,,,420.483,27.337,153.698,239.448,0.0,45.847,,,,,,884.528,212.717,,,,,287.318,74.27,,,,,213.048,500.035,,99.776,99.776,,,,13.177,,,,,269.235,,,269.235,382.188,202.436,,,,384.076,,,,384.076,586.512,968.7,0.0,,,,0.0,,415.863,415.863,0.0,415.863,1384.563,
07/31/2004,1364.604,169.876,169.876,0.0,227.726,227.726,,,426.005,27.824,164.765,233.416,0.0,44.174,,,,,,867.781,208.954,,,,,287.869,73.573,,,,,214.296,496.823,,105.842,105.842,,,,4.297,,,,,301.519,,,301.519,411.658,202.601,,,,312.12,,,,312.12,514.721,926.379,0.0,,,,0.0,,438.225,438.225,0.0,438.225,1364.604,
