Date,Returns,Return on Common Equity,Return on Assets,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
12/31/1989,,,,,,63.750262,17.525468,10.847867,,11.088406,7.040931,7.040931,7.040931,,36.501868,0.0,,
03/31/1990,,,,,,65.1868,16.342129,9.470657,,9.361628,5.944949,5.944949,5.944949,,36.496628,0.0,,
06/30/1990,,,,,,64.104038,17.757421,10.692797,,10.587083,6.871626,6.871626,6.871626,,35.09425,0.0,,
09/30/1990,,,,,,63.810074,16.366939,9.509178,,9.210207,6.290447,6.290447,6.290447,,31.701351,0.0,,
12/31/1990,,8.686333,5.52721,7.545271,,61.621818,10.692541,2.887428,,2.488361,1.580041,1.580041,1.580041,,36.502763,0.0,8.686333,
03/31/1991,,7.672211,5.138535,7.004433,,60.699399,13.963226,6.065015,,5.789964,3.676609,3.676609,3.676609,,36.500317,0.0,7.672211,
06/30/1991,,5.344302,3.512876,4.964595,,61.388842,11.229219,2.799855,,2.735881,1.518498,1.518498,1.518498,,44.496916,0.0,5.344302,
09/30/1991,,2.869621,1.846573,2.451073,,58.758668,10.242818,0.630663,,0.919774,0.565652,0.565652,0.565652,,38.500961,0.0,2.869621,
12/31/1991,,-5.58099,-3.457256,,,59.200985,6.369703,-3.377036,,-24.665851,-20.815559,-20.815559,-20.815559,,,,,
03/31/1992,,-6.288376,-4.039721,,,59.713964,11.061022,2.375346,,2.566846,1.751532,1.751532,1.751532,,31.763248,0.0,-6.288376,
06/30/1992,,-5.354542,-3.366089,,,59.608026,13.049681,4.242657,33.876885,4.407586,3.453778,3.453778,3.453778,,21.640144,0.0,-5.354542,
09/30/1992,,-3.314821,-2.070931,,,58.624192,17.189382,9.134006,73.618901,7.881156,4.726126,4.726125,4.726125,,40.032584,0.0,-3.314821,
12/31/1992,,5.861595,3.586379,4.463978,,60.367281,10.647519,1.537164,77.593887,1.681002,1.062458,3.619094,3.619094,,36.796164,0.0,5.861595,
03/31/1993,,5.978135,3.729229,4.610965,,58.294937,11.780422,3.198319,31.21239,3.394012,2.144898,2.144898,2.144898,,36.803462,0.0,5.978135,
06/30/1993,,-51.048627,-27.032605,,,53.344966,0.478153,-9.291602,-236.897137,-103.984612,-115.549438,-115.549444,-115.549444,,,,,
09/30/1993,,-52.462054,-27.755453,,,53.685891,7.244676,0.858709,-213.463215,1.026984,0.575602,0.575602,0.575602,,43.95218,0.0,-52.462054,
12/31/1993,,-50.458427,-28.164504,,,53.550708,9.96482,0.856056,-40.444535,5.783583,5.236851,5.23685,5.23685,,9.45317,0.0,-50.458427,
03/31/1994,,-47.798097,-27.237249,,,54.914609,14.007866,5.755916,,5.84205,5.325658,5.325658,5.325658,,8.839232,0.0,-47.798097,
06/30/1994,,12.907996,6.177618,8.578315,,54.908895,16.716704,9.317555,138.779434,9.377856,8.918247,8.918247,8.918247,,4.901,0.0,12.907996,
09/30/1994,,20.31431,9.874984,14.976168,,55.190078,18.817926,12.239147,136.909958,12.309959,11.74743,11.74743,11.74743,,4.569708,0.0,20.31431,
12/31/1994,,20.426184,10.632852,,,54.520255,,,,,,7.899877,7.899877,,,,,
03/31/1995,,19.016073,10.13746,,,51.951444,,,,,,5.05875,5.05875,,,,,
06/30/1995,,16.312024,9.024887,,,52.365717,16.505426,7.650991,-27.890169,7.878377,5.609725,6.179292,6.179292,,28.795933,0.0,16.312024,
09/30/1995,,10.496512,5.944101,,,49.336668,14.543752,6.162877,-69.807932,6.357313,4.222722,3.620025,3.620025,,33.576936,0.0,10.496512,
12/31/1995,,7.052117,4.165942,,,50.73816,7.805377,-3.641749,,-3.560273,-5.209761,0.467007,0.467007,,,,,
03/31/1996,,0.288983,0.166823,,,49.707732,13.148246,2.667569,,-8.31998,-9.999765,-10.545366,-10.545366,,,,,
06/30/1996,,-1.847303,-1.115411,,,51.261976,17.087754,6.49129,-23.836639,6.496013,5.010541,1.695657,1.695657,,22.867436,0.0,-1.847303,
09/30/1996,,-2.071872,-1.263693,,,50.137969,18.046186,8.682455,,8.726265,7.392981,3.117562,3.117562,,15.278979,0.0,-2.071872,
12/31/1996,,-1.172471,-0.733287,-1.722503,,52.061589,14.283092,3.112923,195.858596,4.535816,2.699825,2.699825,2.699825,,40.477636,0.0,-1.172471,
03/31/1997,,5.844009,3.523757,7.756822,,51.26818,16.400862,6.878968,,7.169345,5.350475,5.562106,5.562106,,25.370106,0.0,5.844009,
06/30/1997,,8.896631,5.571944,8.979729,,53.170279,18.961187,9.985992,54.223299,10.393693,8.602912,8.602912,8.602912,,17.229497,0.0,8.896631,
