Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,8.299,5.175,3.478,0.0,0.201,-0.555,,,,,,,,,,,,,,,,,,,,,
06/30/1994,9.554,5.268,3.97,0.0,-0.166,0.482,,,,,,,,,,,,,,,,,,,,,
09/30/1994,10.642,5.227,4.203,0.0,-0.394,1.606,,,,,,,,,,,,,,,,,,,,,
12/31/1994,10.617,5.466,4.56,0.0,1.95,-1.359,,,,,,,,,,,,,,,,,,,,,
03/31/1995,8.847,6.181,5.581,0.0,-2.786,-0.129,,,,,,,,,,,,,,,,,,,,,
06/30/1995,14.572,3.811,5.303,0.0,1.788,3.67,,,,,,,,,,,,,,,,,,,,,
09/30/1995,16.763,7.126,5.394,0.0,7.42,-3.177,,,,,,,,,,,,,,,,,,,,,
12/31/1995,8.857,8.387,5.587,0.0,-1.946,-3.171,,,,,,,,,,,,,,,,,,,,,
03/31/1996,14.06,11.216,5.905,0.0,-13.274,10.213,,0.0,-23.353001,0.0,0.0,0.0,0.0,,-1.148,-24.500999,29.223,-3.433,,-47.043999,,,79.699997,0.0,0.0,18.782,
06/30/1996,15.965,13.104,5.974,0.0,-2.911,-0.202,,1.142,-16.23,0.0,0.0,0.0,0.0,,-5.398,-20.486,-9.129,-16.502001,,7.193,,,0.179,0.0,0.0,-13.65,
09/30/1996,23.056999,12.927,6.574,0.0,13.583,-10.027,,0.105,-116.734001,0.0,0.0,0.0,0.0,,-0.997,-117.626999,89.971001,-29.466999,,119.044999,,,0.393,0.0,0.0,-4.599,
12/31/1996,22.738001,12.297,6.609,0.0,4.222,-0.39,,0.475,-29.35,0.0,0.0,0.0,0.0,,-8.182,-37.056999,13.787,-16.570999,,29.024999,,,1.333,0.0,0.0,-0.532,
03/31/1997,21.107,17.554001,7.406,0.0,-10.002,6.149,,5.452,-114.016998,0.0,0.0,0.0,0.0,-5.462,0.0,-114.026001,95.588997,-15.774,-3.55,-1.532,,,116.445999,0.0,0.0,2.67,
06/30/1997,23.309,,,,,,,0.0,-34.064999,0.0,0.0,0.0,0.0,-7.417,0.0,-41.481998,30.601999,-15.802,-3.55,0.466,,,49.487999,0.0,0.0,12.429,
09/30/1997,24.763,,,,,,,0.0,-87.607002,0.0,0.0,0.0,0.0,-2.433,0.0,-90.040001,51.041,-16.638,-3.55,52.126998,,,19.103001,0.0,0.0,-14.235,
12/31/1997,25.204,,,,,,,4.385,-156.108994,0.0,0.0,0.0,-4.081,-14.866,0.0,-170.671005,144.608002,-17.240999,-3.55,150.756001,,,13.887,0.0,0.756,-0.859,
03/31/1998,29.6,17.132,,,,,,0.0,-77.140999,0.0,41.526001,-0.911,0.0,-11.873,0.0,-48.398998,32.882,-21.714001,0.0,53.588999,,,1.433,0.0,-0.426,14.083,
06/30/1998,24.372,19.138,,,,,,0.0,-46.199001,0.0,0.0,-10.503,0.0,-15.128,0.0,-71.830002,35.238998,-22.289,0.0,31.481,,,26.142,0.0,-0.095,-12.219,
09/30/1998,45.783001,20.711,,,,,,5.007,-401.785004,0.0,192.850998,-14.387,0.0,-62.969002,0.0,-281.28299,235.309006,-5.155,0.0,91.782,,,148.630005,0.0,0.052,-0.191,
12/31/1998,37.737999,,,,,,,1.656,-44.441002,0.0,0.0,0.0,-19.127001,-74.864998,0.0,-136.776993,99.608002,-18.754999,-7.116,26.162999,,,65.889999,0.0,33.425999,0.569,
03/31/1999,32.242001,21.868,,,,,,0.0,-38.067001,0.0,0.0,-4.086,0.0,-42.812,0.0,-84.964996,53.237,-26.888,-0.198,80.308,,,0.066,0.0,-0.051,0.514,
06/30/1999,34.740002,21.142,,,,,,5.131,-39.175999,,,14.159,,-54.16,38.853001,-35.193001,-0.646,-28.267,-2.288,29.789001,,,0.168,,-0.048,-1.099,
09/30/1999,40.875999,22.636999,,,,,,6.08,-40.560001,,66.150002,-4.943,,-24.127001,-38.853001,-36.252998,-4.837,-28.273001,-2.441,-46.797001,,,72.934998,,-0.261,-0.214,
