Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,609.731995,,,-458.850006,,150.881989,,-56.68,,,,94.202003,-14.556,,15.739,,,,-1.183,79.646003,-27.198999,52.446999,0.0,,,52.447004,0.0,52.446999,-0.013,,52.433999,52.433999,,23.875999,2.2,2.2,,23.875999,2.2,2.2,2.2,
06/30/1990,603.255981,,,-442.80899,,160.446991,,-63.359001,,,,97.087997,-13.369,,15.872,,,,-2.503,83.718998,-26.591,57.127998,0.0,,,57.127998,0.0,57.127998,-0.013,,57.114998,57.114998,,23.864,2.4,2.4,,23.864,2.4,2.4,2.4,
09/30/1990,624.224976,,,-464.622986,,159.60199,,-65.469002,,,,94.133003,-14.260999,,16.952999,,,,-2.692,79.872004,-23.691,56.181,0.0,,,56.181004,0.0,56.181,-0.004,,56.177,56.177,,23.8856,2.35,2.35,,23.8856,2.35,2.35,2.35,
12/31/1990,676.541992,,,-505.752014,,170.789978,,-74.584999,,,,96.205002,15.921001,,16.275,,0.163,,-32.359001,112.126003,-45.693001,66.432999,0.0,,,66.433002,0.0,66.432999,-0.003,,66.429999,66.429999,,23.789301,2.8,2.8,2.8,23.789301,2.8,2.8,2.8,
03/31/1991,653.940002,,,-497.484009,,156.455994,,-65.768997,,,,90.686996,-12.216,,14.58,,,,-2.364,78.470997,-25.554001,52.917,0.0,,,52.916996,0.0,52.917,-0.003,,52.914,52.914,,23.6798,2.25,2.25,,23.6798,2.25,2.25,2.25,
06/30/1991,638.093994,,,-477.266998,,160.826996,,-74.294998,,,,86.531998,-13.881,,14.612,,,,-0.731,72.650997,-22.541,50.110001,0.0,,,50.109997,0.0,50.110001,-0.003,,50.107001,50.107001,,23.6854,2.1,2.1,,23.6854,2.1,2.1,2.1,
09/30/1991,623.099976,,,-458.497986,,164.60199,,-70.987999,,,,93.613998,-16.488,,14.609,,,,1.879,77.125998,-21.83,55.296001,0.0,,,55.295998,0.0,55.296001,-0.003,,55.293001,55.293001,,23.6688,2.35,2.35,,23.6688,2.35,2.35,2.35,
01/01/1992,653.012024,,,-485.584015,,167.428009,,-74.948997,,,,92.478996,-26.045,,15.296,,-3.845,,14.594,66.433996,-18.089001,48.345001,0.0,,,48.344995,0.0,48.345001,-0.003,,48.342001,48.342001,,23.6634,2.05,2.05,2.05,23.6634,2.05,2.05,2.05,
03/31/1992,389.15799,,,-263.80899,,125.348999,,-70.178001,,,,55.171001,-14.908,,14.636,,,,0.272,40.263002,-14.067,26.195999,-22.056999,,,48.253001,0.0,48.252998,-0.003,,48.249998,48.249998,,23.6696,2.05,1.1,,23.6696,2.05,1.1,1.1,
06/30/1992,373.802002,,,-261.662994,,112.139008,,-71.955002,,,,40.183998,-13.99,,14.38,,,,-0.39,26.193998,-8.854,17.34,-34.666999,,,52.006997,0.0,52.007,-0.003,,52.004,52.004,,23.675999,2.2,0.75,,23.675999,2.2,0.75,0.75,
