Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,2007,,,,,,,,,,,,,90,,,90,,,,,0.136,0.136,0.0,0.136,0.136,0.136,0.0,
03/31/1990,2286,-1299.0,987.0,-660.0,327.0,-44.0,,18.0,301.0,-107.0,194.0,,,194,,,194,,,194.0,,0.294,0.294,659.000015,0.294,0.294,0.294,659.000015,
06/30/1990,2367,-1307.0,1060.0,-689.0,371.0,-45.0,,46.0,372.0,-125.0,247.0,,,247,,,247,,,247.0,,0.38,0.38,655.500031,0.38,0.38,0.38,655.500031,
09/30/1990,2140,-1339.0,801.0,-659.0,142.0,-46.0,,4.0,100.0,-26.0,74.0,,,74,,,74,,,74.0,,0.118,0.118,650.0,0.118,0.118,0.118,650.0,
12/31/1990,2202,-1421.0,781.0,-712.0,69.0,-44.0,-45.0,56.0,36.0,-5.0,31.0,,,31,,,31,,,31.0,0.054,0.054,0.054,617.5,0.054,0.054,0.054,617.5,
03/31/1991,2223,-1274.0,949.0,-660.0,289.0,-45.0,,12.0,256.0,-90.0,166.0,,,166,,,166,,,166.0,,0.262,0.262,635.499992,0.262,0.262,0.262,635.499992,
06/30/1991,2473,-1369.0,1104.0,-699.0,405.0,-46.0,,-432.0,-73.0,21.0,-52.0,,,-52,,,-52,,,-52.0,,-0.084,-0.084,638.499985,-0.084,-0.084,-0.084,638.499985,
10/01/1991,1818,-1057.0,761.0,-593.0,168.0,-36.0,,24.0,156.0,-49.0,107.0,9.0,0.0,116,0.0,,116,,,107.0,,0.168,0.182,639.095001,0.168,0.168,0.182,639.095001,
01/01/1992,1422,-819.0,603.0,-533.0,70.0,-39.0,-10.0,-6.0,15.0,2.0,17.0,49.0,0.0,66,0.0,,66,,,17.0,0.028,0.028,0.106,635.49999,0.028,0.028,0.106,635.49999,
03/31/1992,1973,-1120.0,853.0,-594.0,259.0,-43.0,0.0,7.0,223.0,-77.0,146.0,-534.0,0.0,-388,0.0,,-388,,,146.0,,0.218,-0.632,627.5,0.218,0.218,-0.632,627.5,
06/30/1992,2045,-1214.0,831.0,-646.0,185.0,-46.0,0.0,8.0,147.0,-52.0,95.0,10.0,0.0,105,0.0,,105,,,95.0,,0.156,0.172,623.499985,0.156,0.156,0.172,623.499985,
09/30/1992,1880,-1114.0,766.0,-647.0,119.0,-43.0,0.0,-4.0,72.0,-26.0,46.0,8.0,0.0,54,0.0,,54,,,46.0,,0.078,0.09,620.629997,0.078,0.078,0.09,620.629997,
12/31/1992,1865,-1262.0,603.0,-672.0,-69.0,-37.0,-39.0,-471.0,-616.0,203.0,-413.0,554.0,0.0,141,0.0,,141,,,-413.0,-0.67,-0.67,0.228,617.00001,-0.67,-0.67,0.228,617.00001,
03/31/1993,1941,-1106.0,835.0,-604.0,231.0,-32.0,0.0,11.0,210.0,-69.0,141.0,0.0,0.0,141,0.0,,141,,,141.0,,0.234,0.234,604.000015,0.234,0.234,0.234,604.000015,
