Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,3388.0,3388.0,-1674.0,1674.0,1714.0,0.0,-1021.0,752.0,,269.0,0.0,693.0,39.0,18.0,27.0,-9.0,,,-57.0,732.0,-144.0,588.0,0.0,0.0,0.0,588.0,0.0,588.0,0.0,0.0,588.0,572.25,-15.75,559.0,1.05,1.05,1.023703,563.0,1.04,1.04,1.012025,
06/30/2012,3572.0,3572.0,-1700.0,1700.0,1872.0,0.0,-1095.0,789.0,,306.0,0.0,777.0,40.0,22.0,27.0,-5.0,,,-62.0,817.0,-156.0,661.0,0.0,0.0,0.0,661.0,0.0,661.0,0.0,0.0,661.0,610.95,-50.05,550.0,1.2,1.2,1.110818,553.0,1.19,1.19,1.099494,
09/30/2012,3477.0,3477.0,-1667.0,1667.0,1810.0,0.0,-1033.0,743.0,,290.0,0.0,777.0,-11.0,25.0,31.0,-6.0,,,-14.0,766.0,-183.0,583.0,0.0,0.0,0.0,583.0,0.0,583.0,0.0,0.0,583.0,628.0,45.0,548.0,1.07,1.07,1.145985,552.0,1.06,1.06,1.141522,
12/31/2012,3753.0,3753.0,-1848.0,1848.0,1905.0,0.0,-1331.0,1040.0,,291.0,0.0,574.0,0.0,22.0,28.0,-6.0,,,-22.0,574.0,-80.0,494.0,0.0,0.0,0.0,494.0,,494.0,0.0,0.0,494.0,600.85,106.85,548.0,0.9,0.9,1.096442,555.0,0.89,0.89,1.082523,
03/31/2013,3448.0,3448.0,-1692.0,1692.0,1756.0,0.0,-1041.0,795.0,,246.0,0.0,715.0,-22.0,25.0,31.0,-6.0,,,-3.0,693.0,-141.0,552.0,0.0,0.0,0.0,552.0,,552.0,0.0,0.0,552.0,581.0,29.0,545.0,1.01,1.01,1.066055,551.0,1.0,1.0,1.052632,
06/30/2013,3669.0,3669.0,-1730.0,1730.0,1939.0,0.0,-1111.0,838.0,,273.0,0.0,828.0,-85.0,17.0,24.0,-7.0,,,68.0,743.0,-153.0,590.0,0.0,0.0,0.0,590.0,,590.0,0.0,0.0,590.0,637.7,47.7,543.0,1.09,1.09,1.174401,549.0,1.07,1.07,1.156885,
09/30/2013,3710.0,3710.0,-1804.0,1804.0,1906.0,0.0,-1252.0,975.0,,277.0,0.0,654.0,10.0,45.0,51.0,-6.0,,,-55.0,664.0,-136.0,528.0,-16.0,-16.0,0.0,544.0,,544.0,0.0,0.0,544.0,609.0,81.0,543.0,1.0,0.972376,1.121547,549.0,0.99,0.960856,1.108397,
12/31/2013,4368.0,4368.0,-2414.0,2414.0,1954.0,0.0,-1501.0,1064.0,,437.0,0.0,453.0,-22.0,41.0,49.0,-8.0,,,-19.0,431.0,-105.0,326.0,0.0,0.0,0.0,326.0,,326.0,0.0,0.0,326.0,692.0,366.0,543.0,0.6,0.6,1.274401,548.0,0.59,0.59,1.257883,
03/31/2014,3848.0,3848.0,-1957.0,1957.0,1891.0,0.0,-1219.0,910.0,,309.0,0.0,672.0,-19.0,43.0,48.0,-5.0,,,-24.0,653.0,-146.0,507.0,-49.0,-49.0,0.0,556.0,,556.0,0.0,0.0,556.0,510.4,3.4,542.0,1.02,0.93,0.941697,548.0,1.01,0.92,0.926204,
06/30/2014,4154.0,4154.0,-2185.0,2185.0,1969.0,0.0,-1310.0,988.0,,322.0,0.0,659.0,-57.0,42.0,47.0,-5.0,,,15.0,602.0,-134.0,468.0,-52.0,-52.0,0.0,520.0,,520.0,0.0,0.0,520.0,604.0,136.0,542.0,0.96,0.86,1.114391,548.0,0.95,0.85,1.098175,
09/30/2014,2709.0,2709.0,-1516.0,1516.0,1193.0,0.0,-976.0,827.0,,149.0,0.0,217.0,-15.0,31.0,36.0,-5.0,,,-16.0,202.0,-27.0,175.0,-293.0,-293.0,0.0,468.0,,468.0,0.0,0.0,468.0,207.0,32.0,542.0,0.86,0.32,0.381919,547.0,0.86,0.32,0.378501,
12/31/2014,2789.0,2789.0,-1582.0,1582.0,1207.0,0.0,-1016.0,860.0,,156.0,0.0,191.0,-82.0,29.0,36.0,-7.0,,,53.0,109.0,18.0,127.0,-826.0,-826.0,0.0,953.0,,953.0,0.0,0.0,953.0,161.0,34.0,542.0,1.76,0.23,0.297048,547.0,1.74,0.23,0.292157,
03/31/2015,2403.0,2403.0,-1384.0,1384.0,1019.0,0.0,-927.0,784.0,,143.0,0.0,92.0,56.0,30.0,35.0,-5.0,-89.0,,3.0,148.0,-14.0,134.0,-296.0,-296.0,0.0,430.0,,430.0,0.0,0.0,430.0,154.7,20.7,543.0,0.79,0.25,0.284899,548.0,0.78,0.24,0.277774,
06/30/2015,2475.0,2475.0,-1454.0,1454.0,1021.0,0.0,-934.0,783.0,,151.0,0.0,87.0,21.0,30.0,36.0,-6.0,12.0,,-63.0,108.0,-34.0,74.0,-258.0,-258.0,0.0,332.0,,332.0,0.0,0.0,332.0,76.0,2.0,544.0,0.61,0.14,0.139706,549.0,0.6,0.13,0.133643,
09/30/2015,2487.0,2487.0,-1453.0,1453.0,1034.0,0.0,-942.0,794.0,,148.0,0.0,92.0,-125.0,34.0,38.0,-4.0,,,91.0,-33.0,35.0,2.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,151.6,149.6,546.0,0.0,0.0,0.277656,549.0,0.0,0.0,0.272495,
12/31/2015,2603.0,2603.0,-1531.0,1531.0,1072.0,0.0,-894.0,733.0,,161.0,0.0,178.0,27.0,32.0,37.0,-5.0,,,-59.0,205.0,-22.0,183.0,-22.0,-22.0,0.0,205.0,,205.0,0.0,0.0,205.0,200.0,17.0,547.0,0.37,0.33,0.365631,550.0,0.37,0.33,0.360909,
03/31/2016,2375.0,2375.0,-1410.0,1410.0,965.0,0.0,-777.0,641.0,,136.0,0.0,188.0,3141.0,28.0,33.0,-5.0,-9.0,,-3160.0,3329.0,58.0,3387.0,7.0,7.0,0.0,3380.0,,3380.0,0.0,0.0,3380.0,221.15,-3165.85,549.0,6.16,6.17,0.402823,552.0,6.12,6.13,0.394764,
06/30/2016,2585.0,2585.0,-1613.0,1613.0,972.0,0.0,-904.0,709.0,,195.0,0.0,68.0,1150.0,11.0,16.0,-5.0,-3.0,,-1158.0,1218.0,-6.0,1212.0,0.0,0.0,0.0,1212.0,,1212.0,0.0,0.0,1212.0,228.55,-983.45,548.0,2.21,2.21,0.417062,553.0,2.19,2.19,0.411609,
09/30/2016,2558.0,2558.0,-1487.0,1487.0,1071.0,0.0,-885.0,726.0,,159.0,0.0,186.0,-58.0,14.0,20.0,-6.0,0.0,,44.0,128.0,-1.0,127.0,-3.0,-3.0,0.0,130.0,,130.0,0.0,0.0,130.0,278.65,151.65,544.0,0.24,0.23,0.512224,551.0,0.24,0.23,0.505227,
12/31/2016,2645.0,2645.0,-1543.0,1543.0,1102.0,0.0,-820.0,663.0,,157.0,0.0,282.0,-3.0,13.0,20.0,-7.0,,,-10.0,279.0,-39.0,240.0,-3.0,-3.0,0.0,243.0,,243.0,0.0,0.0,243.0,310.95,70.95,542.0,0.45,0.44,0.573708,549.0,0.44,0.44,0.569235,
03/31/2017,2475.0,2475.0,-1433.0,1433.0,1042.0,0.0,-698.0,570.0,,128.0,0.0,344.0,-16.0,14.0,20.0,-6.0,0.0,,2.0,328.0,-55.0,273.0,1.0,1.0,0.0,272.0,,272.0,0.0,0.0,272.0,290.0,17.0,541.0,0.5,0.5,0.536044,551.0,0.49,0.5,0.530853,
06/30/2017,2605.0,2605.0,-1473.0,1473.0,1132.0,0.0,-785.0,630.0,,155.0,0.0,347.0,-41.0,13.0,21.0,-8.0,-15.0,,43.0,306.0,-42.0,264.0,-1.0,-1.0,0.0,265.0,,265.0,0.0,0.0,265.0,317.1,53.1,544.0,0.49,0.49,0.582904,555.0,0.48,0.48,0.575676,
09/30/2017,2707.0,2707.0,-1577.0,1577.0,1130.0,0.0,-830.0,680.0,,150.0,0.0,300.0,-10.0,14.0,22.0,-8.0,-12.0,,8.0,290.0,-42.0,248.0,-3.0,-3.0,0.0,251.0,,251.0,0.0,0.0,251.0,330.0,82.0,545.0,0.46,0.46,0.605505,557.0,0.45,0.45,0.597217,
12/31/2017,2774.0,2774.0,-1610.0,1610.0,1164.0,0.0,-873.0,692.0,,181.0,0.0,291.0,2.0,14.0,23.0,-9.0,-23.0,,7.0,293.0,-354.0,-61.0,10.0,10.0,0.0,-71.0,,-71.0,0.0,0.0,-71.0,372.45,433.45,543.0,-0.13,-0.11,0.685912,556.0,-0.13,-0.11,0.669586,
03/31/2018,2677.0,2677.0,-1563.0,1563.0,1114.0,0.0,-682.0,622.0,,140.0,-80.0,432.0,6.0,12.0,22.0,-10.0,-15.0,,-3.0,438.0,-49.0,389.0,0.0,0.0,0.0,389.0,,389.0,0.0,0.0,389.0,348.02,-40.98,539.0,0.72,0.72,0.645677,551.0,0.71,0.71,0.635626,
06/30/2018,2842.0,2842.0,-1603.0,1603.0,1239.0,0.0,-855.0,681.0,,174.0,0.0,384.0,20.0,11.0,24.0,-13.0,-18.0,,-13.0,404.0,-61.0,343.0,0.0,0.0,0.0,343.0,,343.0,0.0,0.0,343.0,387.0,44.0,535.0,0.64,0.64,0.723364,547.0,0.63,0.63,0.710439,
09/30/2018,2761.0,2761.0,-1529.0,1529.0,1232.0,0.0,-850.0,684.0,,166.0,0.0,382.0,-10.0,11.0,24.0,-13.0,10.0,,-11.0,372.0,146.0,518.0,0.0,0.0,0.0,518.0,0.0,518.0,0.0,0.0,518.0,378.0,-140.0,534.0,0.97,0.97,0.707865,546.0,0.95,0.95,0.69359,
12/31/2018,2833.0,2833.0,-1650.0,1650.0,1183.0,0.0,-792.0,627.0,,175.0,-10.0,391.0,22.0,11.0,23.0,-12.0,5.0,,-38.0,413.0,-102.0,311.0,6.0,6.0,0.0,305.0,0.0,305.0,0.0,0.0,305.0,349.0,38.0,528.0,0.58,0.59,0.660985,538.0,0.57,0.58,0.650632,
03/31/2019,2638.0,2638.0,-1558.0,1558.0,1080.0,0.0,-697.0,601.0,,129.0,-33.0,383.0,3.0,18.0,25.0,-7.0,-1.0,,-20.0,386.0,-44.0,342.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,0.0,342.0,361.0,19.0,512.0,0.67,0.67,0.705078,522.0,0.66,0.66,0.696398,
06/30/2019,2834.0,2834.0,-1681.0,1681.0,1153.0,0.0,-803.0,641.0,,166.0,-4.0,350.0,-24.0,20.0,28.0,-8.0,15.0,,-11.0,326.0,-13.0,313.0,0.0,0.0,0.0,313.0,0.0,313.0,0.0,0.0,313.0,400.0,87.0,510.0,0.61,0.61,0.784314,519.0,0.6,0.6,0.76763,
09/30/2019,2851.0,2851.0,-1621.0,1621.0,1230.0,0.0,-727.0,627.0,,144.0,-44.0,503.0,-22.0,13.0,28.0,-15.0,30.0,,-21.0,481.0,-106.0,375.0,0.0,0.0,0.0,375.0,-6.0,369.0,0.0,0.0,369.0,364.934426,-4.065574,511.0,0.72,0.72,0.714157,520.0,0.71,0.71,0.702182,
12/31/2019,3039.0,3039.0,-1741.0,1741.0,1298.0,0.0,-762.0,666.0,,156.0,-60.0,536.0,-759.0,20.0,30.0,-10.0,-7.0,0.0,746.0,-223.0,204.0,-19.0,0.0,0.0,0.0,-19.0,-4.0,-23.0,0.0,0.0,-23.0,462.0,485.0,506.0,-0.05,-0.05,0.913043,506.0,-0.05,-0.05,0.908498,
03/31/2020,2802.0,2802.0,-1639.0,1639.0,1163.0,0.0,-754.0,628.0,,146.0,-20.0,409.0,-31.0,21.0,30.0,-9.0,11.0,,-1.0,378.0,-45.0,333.0,0.0,0.0,0.0,333.0,-1.0,332.0,0.0,0.0,332.0,384.0,52.0,507.0,0.65,0.65,0.757396,516.0,0.64,0.64,0.740775,
06/30/2020,2718.0,2718.0,-1680.0,1680.0,1038.0,0.0,-707.0,590.0,,117.0,0.0,331.0,-42.0,36.0,40.0,-4.0,10.0,,-4.0,289.0,-42.0,247.0,0.0,0.0,0.0,247.0,-1.0,246.0,0.0,0.0,246.0,285.0,39.0,509.0,0.48,0.48,0.559921,517.0,0.48,0.48,0.555435,
09/30/2020,2828.429,,,,1211.38785641,,,,,,,487.125,,,,,,,,450.125,,316.0,,,,,,316.0,,,316.0,376.091,,,0.686,0.686,0.725,,0.686,0.686,0.725,
12/31/2020,3058.786,,,,1349.47520748,,,,,,,577.0,,,,,,,,538.125,,383.4,,,,,,383.4,,,383.4,450.273,,,0.827,0.827,0.875,,0.827,0.827,0.875,
