Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,1075.0,1016.0,59.0,-142.0,142.0,933.0,0.0,-702.0,451.0,331.0,120.0,120.0,43.0,88.0,231.0,-14.0,14.0,,,0.0,217.0,-117.0,100.0,-1.0,-1.0,0.0,101.0,0.0,101.0,0.0,0.0,101.0,128.6,28.6,512.0,0.2,0.2,0.251172,514.0,0.19,0.19,0.245642,
06/30/2010,1069.0,1017.0,52.0,-138.0,138.0,931.0,0.0,-610.0,407.0,290.0,117.0,128.0,44.0,31.0,321.0,-13.0,13.0,,,0.0,308.0,-87.0,221.0,4.0,4.0,0.0,217.0,0.0,217.0,0.0,0.0,217.0,222.95,1.95,510.0,0.42,0.43,0.437157,511.0,0.42,0.43,0.433816,
09/30/2010,1088.0,1018.0,70.0,-141.0,141.0,947.0,0.0,-645.0,413.0,300.0,113.0,125.0,45.0,62.0,302.0,-12.0,12.0,,,0.0,290.0,-71.0,219.0,-3.0,-3.0,0.0,222.0,0.0,222.0,0.0,0.0,222.0,306.3,87.3,507.0,0.43,0.43,0.604142,508.0,0.43,0.43,0.60185,
12/31/2010,1165.0,1083.0,82.0,-159.0,159.0,1006.0,0.0,-668.0,462.0,348.0,114.0,110.0,47.0,49.0,338.0,-10.0,10.0,,,0.0,328.0,-128.0,200.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,200.0,190.25,-9.75,505.0,0.39,0.39,0.376733,506.0,0.39,0.39,0.370731,
03/31/2011,1128.0,1052.0,76.0,-151.0,151.0,977.0,0.0,-678.0,462.0,355.0,107.0,108.0,51.0,57.0,299.0,-10.0,10.0,,,0.0,289.0,-102.0,187.0,-1.0,-1.0,0.0,188.0,0.0,188.0,0.0,0.0,188.0,183.75,-3.25,503.0,0.37,0.37,0.365308,505.0,0.37,0.37,0.363564,
06/30/2011,1163.0,1097.0,66.0,-155.0,155.0,1008.0,0.0,-666.0,440.0,326.0,114.0,118.0,47.0,61.0,342.0,-9.0,9.0,,,0.0,333.0,-105.0,228.0,-13.0,-13.0,0.0,241.0,0.0,241.0,0.0,0.0,241.0,246.2,18.2,500.0,0.48,0.45,0.4924,501.0,0.47,0.45,0.486327,
09/30/2011,1200.0,1118.0,82.0,-162.0,162.0,1038.0,0.0,-705.0,474.0,370.0,104.0,140.0,43.0,48.0,333.0,-6.0,6.0,,,0.0,327.0,-91.0,236.0,0.0,0.0,0.0,236.0,,236.0,0.0,0.0,236.0,241.8,5.8,493.0,0.47,0.47,0.490467,494.0,0.47,0.47,0.481741,
12/31/2011,1263.0,1109.0,154.0,-160.0,160.0,1103.0,0.0,-690.0,455.0,342.0,113.0,126.0,44.0,65.0,413.0,-9.0,9.0,,,0.0,404.0,-141.0,263.0,0.0,0.0,0.0,263.0,,263.0,0.0,0.0,263.0,288.35,25.35,483.0,0.54,0.54,0.596998,484.0,0.54,0.54,0.592376,
03/31/2012,1188.0,1079.0,109.0,-166.0,166.0,1022.0,0.0,-721.0,487.0,356.0,131.0,126.0,42.0,66.0,301.0,-11.0,11.0,,,0.0,290.0,-79.0,211.0,0.0,0.0,0.0,211.0,0.0,211.0,0.0,0.0,211.0,224.65,13.65,466.0,0.45,0.45,0.482082,467.0,0.45,0.45,0.479229,
06/30/2012,1145.0,1068.0,77.0,-155.0,155.0,990.0,0.0,-609.0,415.0,305.0,110.0,125.0,41.0,28.0,381.0,-11.0,11.0,,-12.0,12.0,370.0,-130.0,240.0,0.0,0.0,0.0,240.0,0.0,240.0,0.0,0.0,240.0,236.1,-3.9,465.0,0.51,0.51,0.507742,467.0,0.51,0.51,0.501649,
09/30/2012,1152.0,1058.0,94.0,-157.0,157.0,995.0,0.0,-658.0,415.0,317.0,98.0,123.0,40.0,80.0,337.0,-10.0,10.0,,-9.0,9.0,327.0,-105.0,222.0,0.0,0.0,0.0,222.0,,222.0,0.0,0.0,222.0,27.2,-194.8,458.0,0.48,0.48,0.059389,459.0,0.48,0.48,0.055599,
12/31/2012,1195.0,1063.0,132.0,-164.0,164.0,1031.0,0.0,-661.0,427.0,331.0,96.0,120.0,39.0,75.0,370.0,-12.0,12.0,,12.0,-12.0,358.0,-107.0,251.0,0.0,0.0,0.0,251.0,,251.0,0.0,0.0,251.0,254.7,3.7,452.0,0.55,0.55,0.563496,453.0,0.55,0.55,0.558168,
03/31/2013,1143.0,1045.0,98.0,-162.0,162.0,981.0,0.0,-713.0,424.0,323.0,101.0,121.0,38.0,130.0,268.0,-11.0,11.0,,1.0,-1.0,257.0,-19.0,238.0,-4.0,-4.0,0.0,242.0,0.0,242.0,0.0,0.0,242.0,282.2,44.2,449.0,0.53,0.52,0.628508,450.0,0.53,0.52,0.618222,
06/30/2013,1095.0,1020.0,75.0,-156.0,156.0,939.0,0.0,-720.0,360.0,269.0,91.0,132.0,36.0,192.0,219.0,-11.0,11.0,,7.0,-7.0,208.0,122.0,330.0,-5.0,-5.0,0.0,335.0,0.0,335.0,0.0,0.0,335.0,411.25,81.25,450.0,0.73,0.72,0.913889,451.0,0.73,0.72,0.900155,
09/30/2013,1140.0,1042.0,98.0,-161.0,161.0,979.0,0.0,-620.0,351.0,260.0,91.0,145.0,37.0,87.0,359.0,-13.0,13.0,,13.0,-13.0,346.0,-106.0,240.0,0.0,0.0,0.0,240.0,0.0,240.0,0.0,0.0,240.0,138.55,-101.45,448.0,0.53,0.53,0.309263,450.0,0.53,0.53,0.304556,
12/31/2013,1163.0,1045.0,118.0,-167.0,167.0,996.0,0.0,-662.0,388.0,293.0,95.0,149.0,40.0,85.0,334.0,-15.0,15.0,,3.0,-3.0,319.0,-87.0,232.0,0.0,0.0,0.0,232.0,0.0,232.0,0.0,-2.0,230.0,243.65,13.65,446.0,0.52,0.52,0.5463,448.0,0.51,0.51,0.540469,
03/31/2014,1108.0,1015.0,93.0,-171.0,171.0,937.0,0.0,-747.0,436.0,318.0,118.0,159.0,31.0,121.0,190.0,-15.0,15.0,,15.0,-15.0,175.0,-71.0,104.0,-3.0,-3.0,0.0,107.0,0.0,107.0,0.0,0.0,107.0,130.0,26.0,442.0,0.24,0.23,0.294118,444.0,0.24,0.23,0.288559,
06/30/2014,1069.0,996.0,73.0,-153.0,153.0,916.0,0.0,-603.0,338.0,246.0,92.0,150.0,34.0,81.0,313.0,-14.0,14.0,,5.0,-5.0,299.0,-87.0,212.0,-5.0,-5.0,0.0,217.0,,217.0,0.0,0.0,217.0,97.8,-114.2,440.0,0.49,0.48,0.222273,441.0,0.49,0.48,0.221043,
09/30/2014,1079.0,999.0,80.0,-159.0,159.0,920.0,0.0,-600.0,340.0,253.0,87.0,150.0,34.0,76.0,320.0,-12.0,12.0,,,0.0,308.0,-73.0,235.0,-21.0,-21.0,0.0,256.0,,256.0,0.0,0.0,256.0,333.4,98.4,440.0,0.58,0.53,0.757727,441.0,0.58,0.53,0.753129,
12/31/2014,1091.0,982.0,109.0,-158.0,158.0,933.0,0.0,-615.0,373.0,283.0,90.0,143.0,31.0,68.0,318.0,-12.0,12.0,,3.0,-3.0,306.0,-88.0,218.0,-4.0,-4.0,0.0,222.0,,222.0,0.0,0.0,222.0,215.25,-2.75,440.0,0.5,0.49,0.489205,441.0,0.5,0.49,0.483764,
03/31/2015,1023.0,934.0,89.0,-165.0,165.0,858.0,0.0,-647.0,386.0,278.0,108.0,160.0,30.0,71.0,211.0,-9.0,9.0,,9.0,-9.0,202.0,-57.0,145.0,-6.0,-6.0,0.0,151.0,0.0,151.0,0.0,0.0,151.0,150.2,5.2,437.0,0.34,0.33,0.343707,439.0,0.34,0.33,0.341845,
06/30/2015,977.0,915.0,62.0,-137.0,137.0,840.0,0.0,-536.0,316.0,226.0,90.0,136.0,27.0,57.0,304.0,-9.0,9.0,,4.0,-4.0,295.0,-88.0,207.0,-5.0,-5.0,0.0,212.0,0.0,212.0,0.0,0.0,212.0,203.1,-3.9,436.0,0.48,0.47,0.465826,438.0,0.48,0.47,0.461096,
09/30/2015,1005.0,915.0,90.0,-148.0,148.0,857.0,0.0,-598.0,347.0,248.0,99.0,151.0,29.0,71.0,259.0,-12.0,12.0,,8.0,-8.0,247.0,-75.0,172.0,-2.0,-2.0,0.0,174.0,,174.0,0.0,0.0,174.0,163.508163,-8.491837,436.0,0.39,0.39,0.375019,437.0,0.39,0.39,0.370568,
12/31/2015,1034.0,910.0,124.0,-148.0,148.0,886.0,0.0,-593.0,367.0,277.0,90.0,133.0,27.0,66.0,293.0,-15.0,15.0,,4.0,-4.0,278.0,-59.0,219.0,-4.0,-4.0,0.0,223.0,,223.0,0.0,0.0,223.0,198.7,-20.3,420.0,0.53,0.52,0.473095,421.0,0.53,0.52,0.471781,
03/31/2016,1009.0,903.0,106.0,-150.0,150.0,859.0,0.0,-580.0,343.0,255.0,88.0,140.0,23.0,74.0,279.0,-15.0,15.0,,4.0,-4.0,264.0,-93.0,171.0,-3.0,-3.0,0.0,174.0,0.0,174.0,0.0,0.0,174.0,174.9,3.9,413.0,0.42,0.41,0.423487,414.0,0.42,0.41,0.41942,
06/30/2016,999.0,903.0,96.0,-143.0,143.0,856.0,0.0,-564.0,330.0,242.0,88.0,148.0,20.0,66.0,292.0,-15.0,15.0,,-3.0,3.0,277.0,-79.0,198.0,0.0,0.0,0.0,198.0,0.0,198.0,0.0,0.0,198.0,198.0,0.0,414.0,0.47,0.47,0.47,415.0,0.47,0.47,0.47,
09/30/2016,1018.0,899.0,119.0,-139.0,139.0,879.0,0.0,-559.0,319.0,235.0,84.0,136.0,18.0,86.0,320.0,-14.0,14.0,,3.0,-3.0,306.0,-94.0,212.0,0.0,0.0,0.0,212.0,,212.0,0.0,0.0,212.0,231.184616,19.184616,414.0,0.5,0.5,0.558417,415.0,0.5,0.5,0.546228,
12/31/2016,1007.0,889.0,118.0,-142.0,142.0,865.0,0.0,-557.0,355.0,270.0,85.0,144.0,18.0,40.0,308.0,-16.0,16.0,,-3.0,3.0,292.0,-84.0,208.0,0.0,0.0,0.0,208.0,0.0,208.0,0.0,0.0,208.0,186.4,-21.6,413.0,0.5,0.5,0.451332,414.0,0.5,0.5,0.447826,
03/31/2017,1012.0,889.0,123.0,-149.0,149.0,863.0,0.0,-648.0,399.0,281.0,118.0,158.0,21.0,70.0,215.0,-17.0,17.0,,0.0,0.0,198.0,-41.0,157.0,0.0,0.0,0.0,157.0,0.0,157.0,0.0,0.0,157.0,157.65,0.65,413.0,0.38,0.38,0.381719,415.0,0.38,0.38,0.381566,
06/30/2017,1025.0,1025.0,,-144.0,144.0,881.0,0.0,-618.0,353.0,246.0,107.0,158.0,26.0,81.0,263.0,-25.0,25.0,,5.0,-5.0,238.0,-60.0,178.0,0.0,0.0,0.0,178.0,0.0,178.0,0.0,0.0,178.0,192.982759,14.982759,415.0,0.42,0.42,0.465019,417.0,0.42,0.42,0.45593,
09/30/2017,1034.0,901.0,133.0,-147.0,147.0,887.0,0.0,-605.0,341.0,244.0,97.0,161.0,27.0,76.0,282.0,-24.0,24.0,,5.0,-5.0,258.0,-74.0,184.0,0.0,0.0,0.0,184.0,0.0,184.0,0.0,3.0,187.0,181.872727,-5.127273,415.0,0.44,0.44,0.438248,416.0,0.44,0.44,0.427675,
12/31/2017,1093.0,923.0,170.0,-155.0,155.0,938.0,0.0,-631.0,383.0,288.0,95.0,157.0,26.0,65.0,307.0,-25.0,25.0,,-3.0,3.0,282.0,-375.0,-93.0,0.0,0.0,0.0,-93.0,0.0,-93.0,0.0,0.0,-93.0,221.54902,314.54902,413.0,-0.23,-0.23,0.536438,413.0,-0.23,-0.23,0.53162,
03/31/2018,1083.0,921.0,162.0,-154.0,154.0,929.0,0.0,-662.0,390.0,283.0,107.0,166.0,28.0,78.0,267.0,-24.0,24.0,,10.0,-10.0,243.0,-36.0,207.0,0.0,0.0,0.0,207.0,0.0,207.0,0.0,0.0,207.0,235.0,28.0,412.0,0.5,0.5,0.570388,414.0,0.49,0.49,0.557633,
06/30/2018,938.0,938.0,,-146.0,146.0,792.0,0.0,-690.0,339.0,235.0,104.0,162.0,26.0,163.0,102.0,-20.0,20.0,,4.0,-4.0,82.0,84.0,166.0,0.0,0.0,0.0,166.0,0.0,166.0,0.0,0.0,166.0,152.623377,-13.376623,413.0,0.4,0.4,0.369548,415.0,0.4,0.4,0.367767,
09/30/2018,895.0,895.0,,-138.0,138.0,757.0,0.0,-590.0,351.0,252.0,99.0,158.0,28.0,53.0,167.0,-19.0,19.0,,2.0,-2.0,148.0,-19.0,129.0,0.0,0.0,0.0,129.0,0.0,129.0,0.0,2.0,131.0,131.0,0.0,413.0,0.31,0.31,0.31,416.0,0.31,0.31,0.31,
