Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/01/1998,80.300003,22.299999,85.900002,11.2,,,11.2,-39.099998,,,-39.099998,,-164.600006,-147.600006,0.0,,,-147.600006,,,0.0,0.0,0.0,,,,,-17.0,-16.800003,0.0,-30.800003,14.0,14.0,0.0,0.0,,-101.099998,,,
05/31/1998,21.799999,-212.399994,77.400002,182.600006,,,182.600006,-25.799999,,,-25.799999,,-192.0,-108.099998,0.0,,,-108.099998,,,0.0,0.0,0.0,,,,,-83.900002,-2.3,0.0,-8.2,5.9,5.9,0.0,0.0,,-172.5,,,
08/30/1998,-7.5,-104.800003,89.5,1.1,,,1.1,6.7,,,6.7,,-72.800003,-73.900002,0.0,,,-73.900002,,,0.0,0.0,0.0,,,,,1.099998,-4.3,0.0,-9.5,5.2,5.2,0.0,0.0,,-84.599998,-22.0,2.9,
11/29/1998,114.5,-94.400002,97.900002,46.299999,,,46.299999,64.699997,,,64.699997,,-80.5,-82.199997,0.0,,,-82.199997,,,0.0,0.0,0.0,,,,,1.699997,10.9,0.0,3.2,7.7,7.7,0.0,0.0,,44.900002,-20.200001,11.2,
02/28/1999,90.500008,-27.199995,109.900002,13.700001,,,13.700001,-5.899997,,,-5.899997,,-110.099998,-104.300003,0.0,,,-104.300003,,,0.0,0.0,0.0,,,,,-5.799995,56.3,0.0,49.299999,7.0,7.0,0.0,0.0,,36.700005,0.1,7.4,
05/30/1999,28.6,-783.5,108.3,740.5,,,740.5,-36.7,,-130.3,93.6,,-53.8,,,,,,,,,,,,,,,,-13.9,,-22.0,,,,8.1,,-39.1,25.1,,
08/29/1999,-24.5,47.099998,72.599998,-35.799999,,,-35.799999,-108.400002,,,-108.400002,,27.5,-21.700001,0.0,,,-21.700001,,,0.0,0.0,0.0,,,,,49.200001,7.200001,0.0,-19.0,26.200001,26.200001,0.0,0.0,,10.2,-10.0,3.1,
11/28/1999,124.199997,92.0,65.099998,-30.799999,,,-30.799999,-2.1,,,-2.1,,94.300003,-28.9,8.1,,,-37.0,,,0.0,0.0,0.0,,,,,123.200003,-244.599995,0.0,-268.899994,24.299999,24.299999,0.0,0.0,,-26.1,-1.0,13.4,
02/27/2000,100.599998,327.799988,64.599998,-226.199997,,,-226.199997,-65.599998,,,-65.599998,,150.300003,-34.900002,0.5,,,-35.400002,,,0.0,0.0,0.0,,,,,185.200005,43.799999,0.0,-11.5,55.299999,55.299999,0.0,0.0,,294.700012,13.7,2.9,
05/28/2000,199.400024,153.899994,61.499992,-39.400017,,,-39.400017,23.400003,,,23.400003,,-64.600006,-75.799988,0.0,,,-75.799988,,,0.0,0.0,0.0,,,,,11.199982,-53.500011,0.0,-81.100006,27.599995,27.599995,0.0,0.0,,81.299995,15.400001,2.1,
08/27/2000,116.0,144.199997,59.299999,-5.7,,,-5.7,-81.800003,,,-81.800003,,-72.800003,-51.0,0.0,,,-51.0,,,0.0,0.0,0.0,,,,,-21.800003,14.500001,0.0,-4.2,18.700001,18.700001,0.0,0.0,,57.700001,11.4,1.1,
11/26/2000,198.899994,106.699997,58.700001,-0.6,,,-0.6,34.099998,,,34.099998,,-75.599998,-70.199997,0.0,,,-70.199997,,,0.0,0.0,0.0,,,,,-5.400001,-35.700002,0.0,-4.3,-31.400002,16.299999,-47.700001,0.0,,87.599998,45.299999,1.5,
02/25/2001,133.899994,39.200001,61.0,12.0,,,12.0,21.700001,,,21.700001,,-97.5,-47.200001,0.0,,,-47.200001,,,0.0,0.0,0.0,,,,,-50.299999,-118.700003,0.0,-6.4,-112.300003,13.5,-125.800003,0.0,,-82.300003,5.1,1.0,
08/26/2001,-23.799999,-54.599998,56.900002,-2.5,,,-2.5,-23.6,,,-23.6,,-110.099998,-35.099998,0.0,,,-35.099998,,,0.0,0.0,0.0,,,,,-75.0,17.199999,0.0,-4.6,21.799999,21.799999,0.0,0.0,,-116.699997,-19.799999,0.3,
11/25/2001,43.799999,-46.599998,57.900002,4.6,,,4.6,27.9,,,27.9,,-65.400002,-34.599998,0.0,,,-34.599998,,,0.0,0.0,0.0,,,,,-30.800003,28.7,0.0,-4.3,33.0,33.0,0.0,0.0,,7.1,3.0,0.5,
02/24/2002,13.8,-37.799999,56.700001,1.0,,,1.0,-6.1,,,-6.1,,-95.099998,-19.700001,0.0,,,-19.700001,,,0.0,0.0,0.0,,,,,-75.399998,27.200002,0.0,-5.2,32.400002,32.400002,0.0,0.0,,-54.099998,26.5,2.4,
08/25/2002,11.8,1.3,55.5,7.4,,,7.4,-52.400002,-12.1,-13.6,-26.700002,,17.1,-60.900002,0.0,,,-60.900002,,,0.0,0.0,0.0,,,,,78.000002,8.8,0.0,-2.1,10.9,10.9,0.0,0.0,,37.700001,5.6,0.5,
11/24/2002,95.199997,6.2,58.299999,2.0,,,2.0,28.700001,-12.6,-8.0,49.300001,,-134.899994,-48.999999,2.3,,,-51.299999,,,0.0,0.0,0.0,,,,,-85.899995,7.1,0.0,-1.4,8.5,8.5,0.0,0.0,,-32.599998,4.6,0.5,
02/23/2003,30.7,-36.4,58.3,20.1,,,20.1,-11.3,7.2,5.1,-23.6,,33.9,-24.9,0.0,,,-24.9,,,62.0,577.1,-515.1,,,,,-3.2,8.2,0.0,-1.0,9.2,9.2,0.0,0.0,,72.8,4.1,0.4,
05/25/2003,83.4,-4.4,56.4,28.7,,,28.7,2.7,0.1,5.7,-3.1,,-50.0,-34.2,0.0,,,-34.2,,,-62.0,,-62.0,,,,,46.2,13.2,0.0,-0.9,14.1,14.1,0.0,0.0,,46.6,3.3,0.1,
08/24/2003,26.200001,29.700001,55.200001,15.3,,,15.3,-74.0,,,-74.0,,-124.900002,-40.700001,0.0,,,-40.700001,,,0.0,0.0,0.0,,,,,-84.200001,17.9,0.0,-2.7,20.6,20.6,0.0,0.0,,-80.800003,8.4,0.1,
11/23/2003,137.399994,65.800003,52.099998,-1.5,,,-1.5,21.0,,,21.0,,-43.900002,-57.5,0.0,,,-57.5,,,0.0,0.0,0.0,,,,,13.599998,-301.4,0.0,-0.9,-300.5,99.5,-400.0,0.0,,-207.899994,1.6,0.2,
02/29/2004,142.5,93.099998,53.599998,3.3,,,3.3,-7.5,,,-7.5,,-31.5,-54.799999,0.0,,,-54.799999,,,0.0,0.0,0.0,,,,,23.299999,7.900001,0.0,-0.3,29.200001,29.200001,0.0,-21.0,,118.900002,2.4,0.5,
08/29/2004,119.599998,117.699997,49.0,7.6,,,7.6,-54.700001,7.5,-5.6,-56.600001,,-62.599998,-55.0,0.0,,,-55.0,,,0.0,0.0,0.0,,,,,-7.599998,23.6,0.0,-1.5,25.1,25.1,0.0,0.0,,80.599998,8.6,0.5,
11/28/2004,112.5,90.0,49.400002,-18.200001,,,-18.200001,-8.7,44.799999,4.4,-57.899999,,-20.1,-18.5,0.0,,,-18.5,,,0.0,0.0,0.0,,,,,-1.6,-64.800002,0.0,-10.7,-54.100002,20.799999,-74.900002,0.0,,27.6,42.900002,0.3,
02/27/2005,128.7,77.4,49.2,8.2,,,8.2,-6.1,3.2,15.8,-25.1,,-14.3,-9.8,0.0,,,-9.8,,,0.0,0.0,0.0,,,,,-4.5,-132.8,-7.1,-1.4,-124.3,26.3,-150.6,0.0,,-18.4,20.5,0.4,
08/28/2005,152.6,85.6,43.2,4.0,,,4.0,19.8,-30.1,13.1,36.8,,44.9,-12.8,0.0,,,-12.8,,,0.0,0.0,0.0,,,,,57.7,-204.1,-7.0,0.0,-184.2,91.1,-275.3,-12.9,,-6.6,3.7,0.3,
11/27/2005,213.6,114.7,39.6,63.8,,31.3,32.5,-4.5,-14.7,-3.6,13.8,,-35.3,-33.6,0.0,,,-33.6,,,0.0,0.0,0.0,,,,,-1.7,-224.4,-6.9,-13.1,-217.3,58.0,-275.3,12.9,,-46.1,3.7,0.5,
02/26/2006,201.8,130.1,40.6,63.5,,24.5,39.0,-32.4,-19.1,-19.0,5.7,,-38.0,-53.2,0.4,,,-53.6,,,0.0,0.0,0.0,,,,,15.2,-113.0,-10.1,13.1,-102.9,97.2,-200.1,-13.1,,37.7,5.3,0.3,
05/28/2006,227.8,118.8,39.4,54.6,,45.8,8.8,15.0,-20.4,-9.7,45.1,,-7.6,-63.2,0.1,,,-63.3,,,0.0,0.0,0.0,,,,,55.6,-153.2,-10.2,-13.1,-143.0,57.0,-200.0,13.1,,80.1,3.7,0.8,
08/27/2006,133.2,120.1,37.5,26.7,,,26.7,-51.1,13.2,-3.0,-61.3,,64.1,-40.9,0.0,,,-40.9,,,110.8,110.8,0.0,,,,,-5.8,-289.2,-10.0,0.0,-270.8,14.2,-285.0,-8.4,,-91.9,28.6,0.5,
11/26/2006,132.6,91.4,37.1,40.6,,,40.6,-36.5,10.7,17.9,-65.1,,-31.3,-29.7,0.0,,,-29.7,,,0.0,0.0,0.0,,,,,-1.6,-161.0,-9.8,0.0,-150.8,27.0,-177.8,-0.4,,-59.7,82.8,0.4,
02/25/2007,165.4,73.7,35.9,52.8,,26.2,26.6,3.0,17.9,5.3,-20.2,,-23.9,-17.1,0.6,,,-17.7,,,0.0,0.0,0.0,,,,,-6.8,-144.4,-12.7,0.0,-130.7,10.3,-141.0,-1.0,,-2.9,12.6,0.3,
05/27/2007,187.8,90.1,34.2,2.5,,-17.5,20.0,61.0,16.1,-4.5,49.4,,-17.3,0.6,0.6,,,,,,0.0,0.0,0.0,,,,,-17.9,-119.6,-12.6,0.0,-106.0,64.2,-170.2,-1.0,,50.9,4.3,-0.1,
08/26/2007,125.5,85.6,32.6,25.8,,,25.8,-18.5,-25.3,10.6,-3.8,,-13.9,-10.9,13.0,,,-23.9,,,0.0,,0.0,,,,,-3.0,21.6,-10.8,1489.4,-1434.7,65.3,-1500.0,-22.3,,133.2,14.4,4.4,
11/25/2007,310.1,176.2,65.4,33.4,,,33.4,35.1,-38.9,26.6,47.4,,-44.0,-36.5,16.0,,,-52.5,,,0.2,0.2,,,,,,-7.7,-260.8,-21.3,1473.8,-1690.8,89.3,-1780.1,-22.5,,5.3,44.7,13.9,
02/24/2008,518.1,249.1,99.7,65.0,,,65.0,104.3,-3.0,29.8,77.5,,-70.0,-62.8,16.5,,,-79.3,,,0.2,0.2,,,,,,-7.4,-405.7,-36.2,1458.2,-1804.8,95.0,-1899.8,-22.9,,42.4,55.5,48.6,
05/25/2008,644.3,332.3,132.7,88.0,,5.1,82.9,91.3,13.3,27.1,50.9,,-102.0,-94.7,16.6,,,-111.3,,,,,,,,,,-7.3,-634.1,-50.6,1442.6,-2002.8,120.7,-2123.5,-23.3,,-91.8,117.3,58.5,
08/24/2008,92.1,79.6,31.2,50.9,21.5,,29.4,-69.6,-21.2,-0.3,-48.1,0.0,-24.9,-22.3,0.0,0.0,0.0,-22.3,-22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6,-111.5,-14.0,-15.6,-81.8,23.3,-105.1,-0.1,0.0,-44.3,3.9,29.8,
11/23/2008,161.9,36.3,30.3,25.7,16.2,,9.5,69.6,30.1,-5.4,44.9,0.0,-30.1,-32.2,0.6,0.6,0.0,-32.8,-32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,-38.4,-13.7,-15.8,-8.8,14.5,-23.3,-0.1,0.0,93.4,2.7,5.9,
03/01/2009,38.2,21.1,30.5,-7.6,17.1,,-24.7,-5.8,43.3,4.5,-53.6,0.0,-14.8,-20.2,0.4,0.4,0.0,-20.6,-20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,-32.2,-18.3,-15.6,1.7,1.7,0.0,0.0,0.0,-8.8,15.0,30.8,
05/31/2009,68.6,-63.7,25.4,56.4,14.6,,41.8,50.5,13.0,14.7,22.8,0.0,-11.9,-7.9,0.1,0.1,0.0,-8.0,-8.0,0.0,0.0,0.0,0.0,-4.5,0.0,-4.5,0.0,0.5,-133.5,-18.4,-140.6,25.7,25.7,0.0,-0.2,0.0,-76.8,2.7,4.3,
08/30/2009,31.6,29.8,24.3,-0.3,11.2,,-11.5,-22.2,-14.4,11.1,-18.9,0.0,-5.2,-5.9,0.0,0.0,0.0,-5.9,-5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.4,-18.7,-15.6,46.3,46.3,0.0,-4.6,0.0,33.8,35.9,27.7,
11/29/2009,128.0,47.0,21.4,26.2,17.0,,9.2,33.4,-3.1,6.8,29.7,0.0,-15.1,-8.4,0.1,0.1,0.0,-8.5,-8.5,0.0,0.0,0.0,0.0,-4.8,0.0,-4.8,0.0,-1.9,-25.3,-18.9,-15.6,10.5,10.5,0.0,-1.3,0.0,87.6,11.6,2.9,
02/28/2010,246.2,130.0,69.5,32.7,43.0,,-10.3,14.0,-17.4,20.3,11.1,0.0,-24.8,-23.9,2.0,2.0,0.0,-25.9,-25.9,0.0,0.0,0.0,0.0,-4.8,0.0,-4.8,0.0,3.9,-53.1,-56.7,-46.8,59.7,59.7,0.0,-9.3,0.0,168.3,74.0,56.7,
05/30/2010,156.7,79.2,22.9,42.6,15.3,,27.3,12.0,-10.8,-4.6,27.4,0.0,-16.9,-16.3,1.1,1.1,0.0,-17.4,-17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,18.6,-19.0,26.1,10.5,11.8,-1.3,1.0,0.0,158.4,9.3,2.6,
08/29/2010,45.2,88.8,19.5,39.0,8.4,,30.6,-102.1,-16.0,-7.7,-78.4,0.0,-25.6,-19.3,4.1,4.1,0.0,-23.4,-23.4,0.0,0.0,0.0,0.0,-4.1,0.0,-4.1,0.0,-2.2,-267.9,-19.1,-250.0,4.5,4.5,0.0,-3.3,0.0,-248.3,18.1,24.6,
11/28/2010,122.5,83.5,20.2,-9.7,22.4,,-32.1,28.5,14.5,-9.7,23.7,0.0,-24.3,-23.5,0.0,0.0,0.0,-23.5,-23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1.9,-24.0,0.0,13.2,13.2,0.0,12.7,0.0,100.1,65.0,2.2,
02/27/2011,59.3,59.4,20.1,15.3,15.2,,0.1,-35.5,8.6,-2.1,-42.0,0.0,-66.4,-33.9,0.2,0.2,0.0,-34.1,-34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.5,-11.4,-24.2,0.0,18.6,18.6,0.0,-5.8,0.0,-18.5,16.4,24.2,
05/29/2011,146.5,67.1,20.5,59.4,31.5,,27.9,-0.5,9.9,6.0,-16.4,0.0,-17.8,-18.6,0.4,0.4,0.0,-19.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,104.5,-24.3,0.0,129.5,129.5,0.0,-0.7,0.0,233.2,2.2,5.2,
