Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1999,37791.49,863.829,252.605,,,10769.362,,,,,12472.26,,,11739.53,,,,,,,12.85,24224.64,-337.983,23886.657,485.961,,477.558,469.679,7.879,,,0.0,1055.518,,3352.359,21061.776,8778.932,12282.844,0.0,24414.135,4668.966,,,,,5187.639,,,,,,,,,,572.393,34843.133,0.0,1684.742,,,0.0,1233.878,29.737,2948.357,0.0,2948.357,37791.49,
06/30/1999,39184.86,968.851,634.381,,,10878.2,,,,,13575.05,,,11270.62,,,,,,,0.0,24845.67,-343.856,24501.814,489.29,,492.991,483.705,9.286,,,0.0,1219.333,,3477.699,20792.305,8692.965,12099.34,0.0,24270.0,6343.442,,,,,5162.749,,,,,,,,,,576.633,36352.824,0.0,1634.285,,,0.0,1323.059,-125.305,2832.039,0.0,2832.039,39184.863,
09/30/1999,41649.596,1019.596,502.884,,,11075.384,,,,,,,,,,,,,,,,27095.01,-369.346,26725.664,523.231,,,,,,,,1802.837,,3683.292,22021.454,9145.549,12875.905,,25704.746,5894.267,,,,,6321.643,,,,,,,,,,635.025,38555.681,,1774.801,,,,1467.166,-148.052,3093.915,,3093.915,41649.596,
12/31/1999,52999.761719,1466.071045,514.804016,,,13123.187042,,,,,9200.768555,,,23581.210938,,,,,,,2606.001953,35387.980469,-477.29599,34910.691406,713.088989,,696.620972,680.859009,15.761963,,,0.0,1575.298249,,4847.976074,29299.668945,12571.139648,16728.529297,0.0,34147.640625,7971.873047,,,,,6073.428223,,,,,,,,,,,,0.0,2373.073975,,,0.0,,1690.545044,4063.619019,0.0,4063.619019,,
03/31/2000,46629.171,1076.079,259.129,,,11560.606,,,,,,,,,,,,,,,,31185.049,-417.244,30767.805,579.745,,,,,,,,2385.807,,4341.63,25119.051,10482.044,14637.007,0.0,29460.681,6861.822,,,,,6146.024,,,,,,,,,,679.042,43147.569,0.0,2004.053,,,0.0,1783.543,-305.994,3481.602,0.0,3481.602,46629.171,
06/30/2000,48796.121094,1257.02002,370.046997,,,11639.340607,,,,,,,,,,,,,,,,32926.011719,-436.835999,32489.179688,620.877014,,627.015991,612.932007,14.083984,,,0.0,1792.640778,,4513.693848,27311.480469,10509.830078,16801.650391,0.0,31825.179688,5569.459961,,,,,6865.786133,,,,,,,,,,,,0.0,2048.454102,,,0.0,,1636.098022,3684.552124,0.0,3684.552124,,
09/30/2000,56671.181,1283.947,337.527,,,13837.093,,,,,,,,,,,,,,,,37913.841,-505.576,37408.265,723.609,,,,,,,,3080.74,,4856.375,31178.701,12439.577,18739.124,,36035.076,6692.661,,,,,8343.252,,,,,,,,,,1263.189,52334.178,,2324.93,,,,2146.924,-134.851,4337.003,,4337.003,56671.181,
12/31/2000,66552.820312,1715.284058,391.342987,,,16856.191834,,,,,10819.849609,,,28647.380859,,,,,,,4453.598145,43920.828125,-578.106995,43342.71875,928.955994,,,,,,,0.0,3318.326689,,6178.23291,37699.089844,15251.589844,22447.5,0.0,43877.320312,7309.978027,,,,,8646.017578,,,,,,,,,,,,0.0,2689.940918,,,0.0,,2729.86792,5419.808838,0.0,5419.808838,,
03/31/2001,62120.304,1387.598,246.885,,,15757.264,,,,,,,,,,,,,,,,41274.942,-555.532,40719.41,827.067,,,,,,,0.0,3182.08,,5191.963,33853.837,14044.61,19809.227,0.0,39045.8,5737.235,,,,,10912.207,,,,,,,,,,1378.181,57073.423,0.0,2397.836,,,0.0,2429.66,219.385,5046.881,0.0,5046.881,62120.304,
09/30/2001,70309.046,1614.539,370.912,,,18535.057,,,,,,,,,,,,,,,,45449.036,-634.552,44814.484,971.337,,835.639,792.689,42.95,,,0.0,3167.078,,6356.051,38858.178,16250.359,22607.819,0.0,45214.229,5923.442,,,,,11408.329,,,,,,,,,,1793.218,64339.218,0.0,2597.704,,,0.0,2989.604,382.52,5969.828,0.0,5969.828,70309.046,
12/31/2001,70869.953125,1871.437012,360.789001,,,18667.275295,,,,,11885.179688,,,28638.470703,,,,,,,5012.109863,45535.761719,-644.41803,44891.339844,989.611023,,934.359009,879.903015,54.455994,,,0.0,3155.141941,,6939.640137,37793.638672,16915.789062,20877.849609,0.0,44733.269531,6649.100098,,,,,11721.080078,,,,,,,,,,,,0.0,2696.978027,,,0.0,,3453.230957,6150.208984,0.0,6150.208984,,
03/31/2002,74949.72,1471.127,333.035,,,19037.309,,,,,,,,,,,,,,,,48822.66,-705.905,48116.75,1048.825,,1555.195,1417.993,137.202,,,0.0,3387.479,,7142.729,41328.51,18182.55,23145.96,0.0,48471.24,6043.367,,,,,11444.09,,,,,,,,,,,,0.0,3551.856,,,0.0,3334.186,169.376,7055.418,0.0,7055.418,,
06/30/2002,76333.44,1675.484,330.555,,,19218.726,,,,,,,,,,,,,,,,49567.27,-706.446,48860.82,1033.59,,1576.79,1457.257,119.533,,,0.0,3637.475,,7625.53,43283.65,17922.88,25360.77,0.0,50909.19,4930.434,,,,,10979.49,,,,,,,,,,,,0.0,3331.349,,,0.0,3522.727,274.28,7128.356,0.0,7128.356,,
09/30/2002,78186.831,1916.62,518.476,,,18547.398,,,,,,,,,,,,,,,,51106.41,-723.688,50382.722,1057.36,,1698.563,1698.563,0.0,,,0.0,4065.692,,7967.366,41844.105,18607.544,23236.561,0.0,49811.471,4797.992,,,,,13384.826,,,,,,,,,,2657.725,70652.014,0.0,3510.85,,,0.0,3711.088,312.879,7534.817,0.0,7534.817,78186.831,
12/31/2002,80216.816,1929.65,442.57,,,20181.195,,,,,12353.212,,,33630.787,,,,,,,5156.307,51140.306,-723.685,50416.621,1072.101,,1872.203,1723.379,148.824,,,0.0,4302.476,,7864.338,43415.678,20260.493,23155.185,0.0,51280.016,5396.959,,,,,13587.841,,,,,,,,,,2564.086,72828.902,0.0,3145.384,,,0.0,3912.32,330.21,7387.914,0.0,7387.914,80216.816,
03/31/2003,79647.89,1931.702,435.066,,,19041.962,,,,,,,,,,,,,,,,51686.865,-716.276,50970.589,1071.721,,1883.762,1737.617,146.145,,,0.0,4313.088,,8614.36,42626.669,19465.408,23161.261,0.0,51241.029,4229.003,,,,,13565.934,,,,,,,,,,3050.846,72086.812,0.0,3149.051,,,0.0,4103.67,308.357,7561.078,0.0,7561.078,79647.89,
06/30/2003,80444.806,2063.487,533.478,,,19291.212,,,,,,,,,,,,,,,,51919.269,-719.576,51199.693,1068.808,,1866.992,1714.938,152.054,,,0.0,4421.136,,9238.605,43117.161,19555.522,23561.639,0.0,52355.766,4627.801,,,,,12831.35,,,,,,,,,,2926.465,72741.382,0.0,3176.176,,,0.0,4240.597,286.651,7703.424,0.0,7703.424,80444.806,
09/30/2003,90355.131,2113.64,603.425,,,18219.324,,,,,,,,,,,,,,,,59753.304,-791.527,58961.777,1221.089,,4064.784,3642.068,422.716,,,0.0,5171.092,,10909.953,50385.345,24449.0,25936.345,0.0,61295.298,6294.995,,,,,9837.91,,,,,,,,,,2712.096,80140.299,0.0,5897.101,,,0.0,4180.674,137.057,10214.832,0.0,10214.832,90355.131,
12/31/2003,90466.609375,2217.960938,604.005981,,,17042.35247,,,,,13776.919922,,,42673.519531,,,,,,,5129.487793,61579.929688,-784.937012,60794.988281,1201.342041,,4018.469971,3616.525879,401.944092,,,0.0,4587.489693,,11098.25,48251.539062,24656.039062,23595.5,0.0,59349.789062,7334.899902,,,,,10807.700195,,,,,,,,,,,,0.0,5603.526855,,,0.0,4309.634766,21.569336,9934.730957,0.0,9934.730957,,
03/31/2004,94281.503,1867.913,510.292,,,19170.228,,,,,,,,,,,,,,,,63150.151,-790.271,62359.88,1227.251,,4390.483,3837.956,552.527,,,0.0,4755.456,,11500.136,52624.756,24948.879,27675.877,0.0,64124.892,5748.572,,,,,10625.382,,,,,,,,,,3355.829,83854.675,0.0,5813.086,,,0.0,4462.6,151.142,10426.828,0.0,10426.828,94281.503,
06/30/2004,97348.285,1967.249,490.738,,,18680.511,,,,,,,,,,,,,,,,66222.891,-816.33,65406.561,1270.68,,4663.087,4076.888,586.199,,,0.0,4869.459,,12017.27,54645.62,26934.057,27711.563,0.0,66662.89,6232.126,,,,,10524.646,,,,,,,,,,3403.91,86823.572,0.0,6098.704,,,0.0,4668.657,-242.648,10524.713,0.0,10524.713,97348.285,
09/30/2004,97880.397,1800.195,542.511,,,19504.578,,,,,,,,,,,,,,,,66215.768,-816.588,65399.18,1280.612,,4622.172,4096.066,526.106,,,0.0,4731.149,,12217.201,53536.395,27150.967,26385.428,0.0,65753.596,6464.704,,,,,11145.504,,,,,,,,,,3721.712,87085.516,0.0,5975.834,,,0.0,4888.07,-69.023,10794.881,0.0,10794.881,97880.397,
03/31/2005,102015.086,1761.61,566.506,,,20672.141,,,,,,,,,,,,,,,,68756.94,-801.573,67955.367,1274.167,,4670.8,4163.108,507.692,,,0.0,5114.495,,12646.753,54189.586,28062.351,26127.235,0.0,66836.339,9152.099,,,,,11126.988,,,,,,,,,,,,0.0,5800.819,,,0.0,5315.138,-290.673,10825.284,0.0,10825.284,,
06/30/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2005,109169.759,2185.571,696.613,,,21118.318,,,,,20195.048,,,48669.959,,,,,,,5529.647,74394.654,-825.3,73569.354,1286.909,,4435.136,4255.998,179.138,,,0.0,5877.858,,13476.939,60804.86,28914.887,31889.973,0.0,74281.799,6561.719,,,,,13118.559,,,,,,,,,,4078.568,98040.645,0.0,5544.094,,,0.0,5951.135,-366.115,11129.114,0.0,11129.114,109169.759,
03/31/2006,110033.689,1933.456,782.455,,,20178.744,,,,,,,,,,,,,,,,76279.282,-833.231,75446.051,1267.647,,4467.985,4300.396,167.589,,,0.0,5957.351,,13413.099,62151.03,33412.947,28738.083,0.0,75564.129,6356.33,,,,,13045.058,,,,,,,,,,,,0.0,5255.144,,,0.0,6179.559,-464.731,10969.972,0.0,10969.972,,
06/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2006,121351.0,2177.0,688.0,,,23548.0,,,,,48888.0,,,32303.0,,,,,,,1720.0,82911.0,-888.0,82023.0,1410.0,,5281.0,4827.0,454.0,,,0.0,6224.0,,13393.0,67578.0,35395.0,32183.0,0.0,80971.0,8087.0,,,,,15904.0,,,,,,,,,,4644.0,109606.0,0.0,5508.0,,,0.0,6596.0,-359.0,11745.0,0.0,11745.0,121351.0,
03/31/2007,121694.0,1822.0,680.0,,,21804.0,,,,,,,,,,,,,,,,85320.0,-896.0,84424.0,1431.0,,5339.0,4860.0,479.0,,,0.0,6194.0,,13533.0,66306.0,35945.0,30361.0,0.0,79839.0,6770.0,,,,,19936.0,,,,,,,,,,,,0.0,5574.0,,,,6364.0,-288.0,11650.0,0.0,11650.0,,
06/30/2007,127577.0,1909.0,994.0,,,23321.0,,,,,,,,,,,,,,,,88542.0,-920.0,87622.0,1485.0,,5618.0,5114.0,504.0,,,0.0,6628.0,,13641.0,70438.0,37125.0,33313.0,0.0,84079.0,9410.0,,,,,18313.0,,,,,,,,,,,,0.0,6009.0,,,0.0,6568.0,-452.0,12125.0,0.0,12125.0,,
09/30/2007,130781.0,1798.0,896.0,,,24648.0,,,,,,,,0.0,,,,,,,,90059.0,-934.0,89125.0,1504.0,,5623.0,5132.0,491.0,,,0.0,7187.0,,13197.0,71988.0,36519.0,35469.0,0.0,85185.0,10618.0,,,,,19059.0,,,,,,,,,,,,0.0,5911.0,,,0.0,6759.0,-268.0,12402.0,0.0,12402.0,,
12/31/2007,132618.0,2258.0,1067.0,,,,,,,,50110.0,,,40797.0,,,,,,,779.0,91686.0,-1004.0,90682.0,1529.0,,5683.0,5194.0,489.0,,,,31399.0,,13059.0,73707.0,36705.0,37002.0,,86766.0,10634.0,,,,,18693.0,,,,,,,,,,3893.0,119986.0,,5817.0,,,0.0,6919.0,-104.0,12632.0,,12632.0,132618.0,
03/31/2008,136417.0,2169.0,737.0,,,,,,,,57515.0,,,34614.0,,,,,,,1822.0,93951.0,-1097.0,92854.0,1544.0,,5700.0,5226.0,474.0,,,,33413.0,,13377.0,74104.0,36346.0,37758.0,,87481.0,9610.0,,,,,21544.0,,,,,,,,,,,,,5858.0,,,0.0,7087.0,-103.0,12842.0,,12842.0,,
