Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,3017.332031,187.716003,0.0,,,789.877014,,,,,,,,,,,,,,,,1939.833008,-20.856001,1918.977051,65.258003,,,,,,,0.0,55.50396,,367.196014,2005.153015,919.690002,1085.463013,0.0,2372.349121,401.600006,,,,,35.139999,,,,,,,,,,34.140999,2843.230125,0.0,127.097,,,0.0,,47.005001,174.102001,0.0,174.102001,3017.332127,
06/30/1990,3072.068115,184.871994,0.0,,,800.687012,,,,,,,,,,,,,,,,1986.446045,-21.573,1964.873047,68.404999,,,,,,,0.0,53.231064,,370.863007,2126.730957,933.598999,1193.131958,0.0,2497.593994,336.881989,,,,,27.943001,,,,,,,,,,31.511,2893.929983,0.0,127.097,,,0.0,,51.041,178.138,0.0,178.138,3072.067984,
09/30/1990,3378.9729,170.863007,28.517,,,892.908997,,,,,,,,,,,,,,,,2179.455078,-25.061001,2154.394043,71.919998,,,,,,,0.0,60.369856,,362.867004,2340.137024,986.200989,1353.936035,0.0,2703.003906,397.520996,,,,,30.603001,,,,,,,,,,34.139999,3165.267902,0.0,142.936005,,,0.0,,70.768997,213.705002,0.0,213.705002,3378.972904,
12/31/1990,3342.243896,162.787994,20.011,,,850.535011,,,,,744.171997,,,1336.159058,,,,,,,115.473,2195.803955,-26.809999,2168.993896,71.597,,,,,,,0.0,68.318995,,396.792999,2375.720032,994.330017,1381.390015,0.0,2772.512939,295.953003,,,,,26.245001,,,,,,,,,,32.730999,3127.441942,0.0,142.313004,,,0.0,,72.488998,214.802002,0.0,214.802002,3342.243944,
03/31/1991,3424.618896,127.916,38.527,,,915.285027,,,,,,,,,,,,,,,,2225.156006,-28.316999,2196.839111,71.277,,,,,,,0.0,74.774757,,358.411011,2462.472961,1014.08197,1448.390991,0.0,2820.884033,321.122986,,,,,28.177,,,,,,,,,,35.383999,3205.568018,0.0,142.341003,,,0.0,,76.709999,219.051003,0.0,219.051003,3424.61902,
06/30/1991,3495.334961,202.951004,23.766001,,,801.731005,,,,,,,,,,,,,,,,2353.731934,-29.245001,2324.487061,71.491997,,,,,,,0.0,70.907894,,361.903992,2564.453979,1028.634033,1535.819946,0.0,2926.35791,286.54599,,,,,27.601999,,,,,,,,,,31.037001,3271.5429,0.0,142.341003,,,0.0,,81.450996,223.792,0.0,223.792,3495.3349,
09/30/1991,3736.343018,208.802002,55.630001,,,982.758995,,,,,,,,,,,,,,,,2363.133057,-30.08,2333.052979,72.278,,,,,,,0.0,83.821041,,409.277008,2779.246948,1121.234985,1658.011963,0.0,3188.523926,260.872986,,,,,25.462,,,,,,,,,,32.018002,3506.876913,0.0,142.341003,,,0.0,,87.125,229.466003,0.0,229.466003,3736.342916,
12/31/1991,3729.700928,169.388,28.709,,,1020.211011,,,,,663.791016,,,1601.626953,,,,,,,122.393997,2387.812012,-30.500999,2357.311035,73.914001,,,,,,,0.0,80.16788,,420.574005,2800.389038,1143.458984,1656.930054,0.0,3220.962891,216.664993,,,,,21.469,,,,,,,,,,35.282001,3494.378885,0.0,142.341003,,,0.0,,92.981003,235.322006,0.0,235.322006,3729.700891,
03/31/1992,4294.558105,180.462997,169.207993,,,1209.851998,,,,,,,,,,,,,,,,2603.009033,-32.952,2570.056885,79.697998,,,,,,,0.0,85.280234,,413.263,3042.050049,1240.983032,1801.067017,0.0,3455.312988,418.386993,,,,,27.778999,,,,,,,,,,42.752998,3944.231979,74.141998,176.634995,,,0.0,,99.549004,350.325996,0.0,350.325996,4294.557976,
06/30/1992,4419.744141,179.591003,46.879002,,,1362.58606,,,,,,,,,,,,,,,,2693.653076,-34.099998,2659.552979,82.787003,,,,,,,0.0,88.348095,,419.319,3157.925049,1262.659058,1895.265991,0.0,3577.243896,425.411987,,,,,22.271999,,,,,,,,,,36.342999,4061.270882,74.141998,176.722,,,0.0,,107.609001,358.473,0.0,358.473,4419.743881,
09/30/1992,4532.38623,194.483002,19.483,,,1393.863006,,,,,,,,,,,,,,,,2784.707031,-35.250999,2749.456055,84.635002,,,,,,,0.0,90.466166,,460.194,3223.651001,1353.218018,1870.432983,0.0,3683.844971,419.014008,,,,,24.972,,,,,,,,,,36.622002,4164.45298,74.141998,176.776001,,,0.0,,117.014999,367.932999,0.0,367.932999,4532.385979,
12/31/1992,5003.960938,209.921005,81.648003,,,1579.677063,,,,,686.789001,,,2144.954102,,,,,,,170.358002,3002.101074,-37.876999,2964.224075,86.003998,,,,,,,0.0,82.486794,,492.186005,3639.939087,1543.661987,2096.2771,0.0,4132.125,364.092987,,,,,34.499001,,,,,,,,,,41.355,4572.071988,74.141998,200.311996,,,0.0,,157.434998,431.888992,0.0,431.888992,5003.96098,
03/31/1993,5096.438965,186.457993,25.075001,,,1712.299018,,,,,,,,,,,,,,,,3037.63501,-38.009998,2999.625,86.531998,,,,,,,0.0,86.449955,,487.763,3685.629028,1547.432983,2138.196045,0.0,4173.39209,363.131012,,,,,59.404999,,,,,,,,,,55.391998,4651.320099,74.141998,200.977997,,,0.0,,169.998993,445.118988,0.0,445.118988,5096.439087,
06/30/1993,5143.791992,176.264008,2.947,,,1698.631008,,,,,,,,,,,,,,,,3128.531982,-38.666,3089.865967,93.434998,,,,,,,0.0,82.649012,,523.005005,3687.534058,1580.04895,2107.485107,0.0,4210.539062,373.256989,,,,,58.292,,,,,,,,,,42.783001,4684.871052,74.141998,201.442993,,,0.0,,183.335999,458.92099,0.0,458.92099,5143.792042,
09/30/1993,5438.027832,162.126999,43.335999,,,1874.595999,,,,,,,,,,,,,,,,3203.48999,-38.772999,3164.717041,102.114998,,,,,,,0.0,91.136797,,563.252991,3695.753174,1640.112061,2055.641113,0.0,4259.005859,607.015991,,,,,58.195999,,,,,,,,,,43.224998,4967.442848,74.141998,201.733002,,,0.0,,194.710007,470.585007,0.0,470.585007,5438.027855,
12/31/1993,18858.369141,665.526978,194.104996,,,5907.579101,,,,,2733.668945,,,8592.760742,,,,,,,225.311996,11551.742188,-169.345001,11382.397187,302.278015,,,,,,,0.0,406.482864,,1785.160034,12809.791992,5769.03418,7040.757812,0.0,14594.952148,1804.531982,,,,,837.241028,,,,,,,,,,,,73.907997,709.484009,,,0.0,,615.333984,1398.72599,0.0,1398.72599,,
03/31/1994,8079.38916,288.993988,66.792999,,,2662.703003,,,,,,,,,,,,,,,,4882.245117,-69.5,4812.745117,141.811996,,,,,,,0.0,106.342056,,824.382996,5490.061035,,5490.061035,0.0,6314.443848,870.320007,,,,,237.164001,,,,,,,,,,75.319,7497.246857,74.141998,297.07901,,,0.0,,210.921005,582.142014,0.0,582.142014,8079.38887,
06/30/1994,8236.362305,266.117004,12.76,,,2672.570984,,,,,,,,,,,,,,,,5098.646973,-69.837997,5028.809082,146.725006,,,,,,,0.0,109.380228,,772.598022,5456.205078,,5456.205078,0.0,6228.803223,1131.96106,,,,,216.686005,,,,,,,,,,65.044998,7642.495285,74.099998,299.882996,,,0.0,,219.884003,593.866997,0.0,593.866997,8236.362282,
09/30/1994,8502.290039,281.156006,124.238998,,,2684.697998,,,,,,,,,,,,,,,,5214.410156,-69.297997,5145.111816,157.231003,,,,,,,0.0,109.854218,,764.421997,5497.923828,,5497.923828,0.0,6262.346191,1352.072998,,,,,210.886993,,,,,,,,,,,,74.099998,302.759003,,,0.0,,232.360001,609.219002,0.0,609.219002,,
12/31/1994,19855.0625,637.794006,33.983002,,,5561.468018,,,,,3380.227051,,,9286.980469,,,,,,,304.544006,12971.750977,-171.733994,12800.016602,333.069,,,,,,,0.0,488.731873,,1843.019043,12471.135254,5315.928223,7155.207031,0.0,14314.154297,3176.181885,,,,,637.101013,,,,,,,,,,,,73.643997,726.880005,,,0.0,,695.953003,1496.477005,0.0,1496.477005,,
03/31/1995,19892.337891,669.478027,29.726999,,,5228.543091,,,,,,,,,,,,,,,,13370.958984,-174.188995,13196.769531,324.223999,,,,,,,0.0,443.596243,,1775.491943,12744.120117,,12744.120117,0.0,14519.612305,2690.36499,,,,,902.046997,,,,,,,,,,,,74.141998,722.517029,,,0.0,,697.848999,1494.508026,0.0,1494.508026,,
06/30/1995,20662.251953,667.461975,42.923,,,5554.531982,,,,,,,,,,,,,,,,13765.474609,-176.175003,13589.299805,316.338013,,,,,,,0.0,491.697178,,1799.573975,12536.982422,,12536.982422,0.0,14336.555664,3147.212891,,,,,1312.463989,,,,,,,,,,,,71.785004,731.609985,,,0.0,,766.755981,1570.15097,0.0,1570.15097,,
09/30/1995,20676.072266,587.453003,9.31,,,5379.645142,,,,,,,,,,,,,,,,14045.636719,-174.069,13871.568359,307.319,,,,,,,0.0,520.776761,,1845.261963,12589.77832,,12589.77832,0.0,14435.040039,3012.707031,,,,,1305.281982,,,,,,,,,,,,70.689003,731.820984,,,0.0,,804.637024,1607.147011,0.0,1607.147011,,
12/31/1995,20636.429688,585.526978,120.149002,,,5600.613022,,,,,3047.819092,,,10282.719727,,,,,,,376.152008,13706.691406,-175.587997,13531.102539,313.858002,,,,,,,0.0,485.180145,,1885.724976,12798.331055,4641.297852,8157.033203,0.0,14684.055664,2595.416016,,,,,1383.935059,,,,,,,,,,,,18.347,800.484009,,,0.0,,892.510986,1711.341995,0.0,1711.341995,,
03/31/1996,20174.126953,656.098999,12.608,,,5186.574936,,,,,,,,,,,,,,,,13707.632812,-175.104004,13532.529297,316.627014,,,,,,,0.0,469.688707,,1995.142944,13168.169922,,13168.169922,0.0,15163.313477,1565.525024,,,,,1603.345947,,,,,,,,,,,,0.0,675.301025,,,0.0,,887.780029,1563.081055,0.0,1563.081055,,
06/30/1996,20556.136719,571.872009,22.209,,,5555.665894,,,,,,,,,,,,,,,,13687.664062,-177.195007,13510.46875,321.151001,,,,,,,0.0,574.770065,,1946.848999,13043.835449,4522.89209,8520.943359,0.0,14990.683594,1785.552979,,,,,1955.55896,,,,,,,,,,,,0.0,675.723022,,,0.0,,901.528015,1577.251038,0.0,1577.251038,,
09/30/1996,21096.556641,656.632019,7.862,,,5795.307961,,,,,,,,,,,,,,,,13932.414062,-184.203003,13748.210938,314.406006,,,,,,,0.0,574.137718,,2039.355957,12979.055664,4584.799805,8394.255859,0.0,15018.412109,2095.281982,,,,,2050.210938,,,,,,,,,,,,0.0,683.533997,,,0.0,,973.271973,1656.805969,0.0,1656.805969,,
12/31/1996,25707.646484,840.390991,86.949997,,,6413.362198,,,,,4241.327148,,,12699.90625,,,,,,,576.991028,17518.224609,-230.070007,17288.154297,374.95401,,,,,,,0.0,703.834991,,2623.428955,16379.911133,6197.411133,10182.5,0.0,19003.339844,2280.823975,,,,,2054.040039,,,,,,,,,,,,0.0,830.187988,,,0.0,,1241.379028,2071.567016,0.0,2071.567016,,
03/31/1997,22052.195312,552.111023,29.349001,,,5609.647819,,,,,,,,,,,,,,,,15084.615234,-193.987,14890.62793,328.862,,,,,,,0.0,641.597539,,2009.401001,13546.694824,5152.39209,8394.302734,0.0,15556.095703,2183.091064,,,,,2273.288086,,,,,,,,,,,,0.0,667.96698,,,0.0,,1085.469971,1753.436951,0.0,1753.436951,,
06/30/1997,22972.164062,647.182007,17.228001,,,5871.639832,,,,,,,,,,,,,,,,15607.692383,-199.237,15408.455078,336.73999,,,,,,,0.0,690.919155,,2122.240967,13965.187988,5200.554199,8764.633789,0.0,16087.428711,2201.295898,,,,,2641.290039,,,,,,,,,,,,0.0,602.489014,,,0.0,,1152.942017,1755.43103,0.0,1755.43103,,
09/30/1997,27212.111328,690.937988,31.038,,,6739.922867,,,,,,,,,,,,,,,,18849.939453,-257.438995,18592.501953,385.997009,,,,,,,0.0,771.713511,,2665.266113,16670.008301,6458.018066,10211.990234,0.0,19335.273438,2391.141113,,,,,2999.74292,,,,,,,,,,,,0.0,679.109009,,,0.0,,1405.116943,2084.225952,0.0,2084.225952,,
12/31/1997,29177.599609,839.578979,130.296005,,,7206.033176,,,,,5119.962891,,,13872.388672,,,,,,,788.461975,19780.814453,-263.942993,19516.871094,417.897109,,,,,,,0.0,1066.923246,,2828.715088,17381.401367,6784.199219,10597.202148,0.0,20210.115234,3413.7771,,,,,2884.35791,,,,,,,,,,,,0.0,765.442993,,,0.0,,1472.19397,2237.636963,0.0,2237.636963,,
12/31/1998,39470.135,1100.381,142.209,,,9919.691,,,,,6698.472,,,17113.912,,,,,,,2791.741,26604.125,-361.869,26242.256,525.239,,,,,,,,1540.359,,3771.421,22678.211,9419.945,13258.266,,26449.632,3885.737,,,,,5412.85,,,,,,,,,,550.771,36298.99,,1833.777,,,0.0,1272.776,64.592,3171.145,,3171.145,39470.135,
