Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/01/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1992,474.346008,0.948,0.948,0.0,0.0,,,,245.934006,,,,,5.468,,,,,252.350006,128.106003,163.128006,-35.021999,0.0,,93.889999,,,,93.889999,221.996002,,123.935997,123.935997,,,,39.908001,,,,,,43.534008,,,43.534008,207.378006,92.751999,,,,,35.169998,,,,,,35.169998,127.921997,335.300003,0.0,130.714996,,,0.0,,8.331,139.045997,0.0,139.045997,474.346,
01/31/1993,444.796997,4.222,0.922,3.3,45.959999,,,,159.397003,,,,,1.547,,,,,211.126007,141.195999,179.020004,-37.824001,0.0,,92.474998,,,,92.474998,233.670998,,54.131001,54.131001,,,,1.067,,,,,,50.363996,,,50.363996,105.561996,95.096001,,,,,36.738998,,,,,,36.738998,131.834999,237.396996,0.0,176.542999,,,0.0,,30.857,207.4,0.0,207.4,444.796995,
05/01/1993,463.700012,28.585,0.967,27.618,0.0,,,,198.037994,,,,,3.419,,,,,230.042007,143.098007,183.882996,-40.785,0.0,,90.559998,,,,90.559998,233.658005,,70.252998,70.252998,,,,1.067,,,,,,45.03,,,45.03,116.349998,94.907997,,,,,37.047001,,,,,,37.047001,131.954998,248.304996,0.0,177.035995,,,0.0,,38.359001,215.394997,0.0,215.394997,463.699993,
07/31/1993,476.470001,10.933,0.996,9.937,0.0,,,,213.013,,,,,2.59,,,,,226.535995,161.089996,205.436005,-44.346001,0.0,,88.844002,,,,88.844002,249.933998,,76.557999,76.557999,,,,0.982,,,,,,40.410998,,,40.410998,117.950996,99.294998,,,,,36.834,,,,,,36.834,136.128998,254.079994,0.0,182.149994,,,0.0,,40.240002,222.389996,0.0,222.389996,476.46999,
10/30/1993,571.039429,1.116,1.116,0.0,0.0,,,,300.019012,,,,,5.634,,,,,306.769012,177.914398,226.110001,-48.195599,0.0,,86.356003,,,,86.356003,264.270401,,132.207001,132.207001,,,,11.002,,,,,,52.352996,,,52.352996,195.561996,101.796997,,,,,38.042999,,,,,,38.042999,139.839996,335.401993,0.0,182.248993,,,0.0,,53.388,235.636993,0.0,235.636993,571.038986,
01/29/1994,469.289001,8.511,0.984,7.527,0.0,,,,190.468994,,,,,3.19,,,,,202.169998,186.626007,235.656998,-49.030998,0.0,,80.492996,,,,80.492996,267.119003,,56.191002,56.191002,,,,0.901,,,,,,58.222001,,,58.222001,115.314003,51.852001,,,,,39.620998,,,,,,39.620998,91.472999,206.787002,0.0,182.763,,,0.0,,79.738998,262.501998,0.0,262.501998,469.289,
04/30/1994,536.570007,32.676,1.1,31.576,0.0,,,,216.828003,,,,,6.564,,,,,256.067993,201.501007,254.550003,-53.049,0.0,,79.000999,,,,79.000999,280.502007,,76.337997,76.337997,,,,0.948,,,,,,57.234007,,,57.234007,134.520004,87.287003,,,,,40.133999,,,,,,40.133999,127.421001,261.941006,0.0,183.561996,,,,,91.067001,274.628998,0.0,274.628998,536.570004,
07/30/1994,573.375,1.141,1.141,0.0,0.0,,,,264.65799,,,,,5.772,,,,,271.571014,224.337997,281.609009,-57.271,0.0,,77.466003,,,,77.466003,301.804001,,102.893997,102.893997,,,,0.948,,,,,,52.145002,,,52.145002,155.987,92.078003,,,,,41.004002,,,,,,41.004002,133.082005,289.069004,0.0,183.761993,,,0.0,,100.543999,284.305992,0.0,284.305992,573.374996,
10/29/1994,725.297974,1.458,1.458,0.0,0.0,,,,373.255005,,,,,8.002,,,,,382.714996,267.381989,329.951996,-62.57,0.0,,75.200996,,,,75.200996,342.582985,,147.947006,147.947006,,,,1.307,,,,,,60.010993,,,60.010993,209.264999,175.078995,,,,,41.667999,,,,,,41.667999,216.746994,426.011993,0.0,184.904007,,,0.0,,114.382004,299.286011,0.0,299.286011,725.298004,
01/28/1995,658.71698,30.406,30.406,0.0,0.0,,,,247.966003,,,,,7.851,,,,,286.222992,298.737,367.091003,-68.353996,0.0,,73.757004,,,,73.757004,372.494004,,98.345001,98.345001,,,,1.262,,,,,,71.978998,,,71.978998,171.585999,108.777,,,,,44.105,,,,,,44.105,152.882,324.467999,0.0,185.998001,,,0.0,,148.251007,334.249008,0.0,334.249008,658.717007,
04/30/1995,715.289001,1.444,1.444,0.0,0.0,,,,310.709015,,,,,10.417,,,,,322.570007,320.372986,393.518005,-73.144997,0.0,,72.346001,,,,72.346001,392.718987,,110.000999,110.000999,,,,1.345,,,,,,55.713006,,,55.713006,167.059006,155.828995,,,,,46.289001,,,,,,46.289001,202.117996,369.177002,0.0,186.065002,,,0.0,,160.046997,346.112,0.0,346.112,715.289001,
07/29/1995,779.606018,1.528,1.528,0.0,0.0,,,,351.227997,,,,,11.575,,,,,364.330994,344.317993,423.446014,-79.127998,0.0,,70.957001,,,,70.957001,415.274994,,137.039001,137.039001,,,,1.345,,,,,,57.337999,,,57.337999,195.722,177.843994,,,,,48.488998,,,,,,48.488998,226.332993,422.054993,0.0,186.360992,,,0.0,,171.190002,357.550995,0.0,357.550995,779.605988,
10/28/1995,935.020996,3.265,3.265,0.0,0.0,,,,469.006989,,,,,6.091,,,,,478.363007,388.761993,474.303986,-85.542,0.0,,67.896004,,,,67.896004,456.657997,,189.311996,189.311996,,,,1.345,,,,,,68.875993,,,68.875993,259.53299,260.25,,,,,49.584,,,,,,49.584,309.834,569.366989,0.0,186.837997,,,0.0,,178.815994,365.653992,0.0,365.653992,935.020981,
02/03/1996,804.924988,2.819,2.819,0.0,0.0,,,,320.325012,,,,,7.02,,,,,330.164001,409.167999,502.406006,-93.237999,0.0,,65.593002,,,,65.593002,474.761001,,68.809998,68.809998,,,,1.425,,,,,,84.561007,,,84.561007,154.796005,187.699005,,,,,51.792,,,,,,51.792,239.491005,394.28701,0.0,189.735001,,,0.0,,220.903,410.638001,0.0,410.638001,804.925011,
05/04/1996,916.637024,1.832,1.832,0.0,0.0,,,,397.190002,,,,,11.237,,,,,410.259003,441.622986,542.846008,-101.223,0.0,,64.754997,,,,64.754997,506.377983,,135.108994,135.108994,,,,1.425,,,,,,75.914005,,,75.914005,212.447998,225.369003,,,,,53.569,,,,,,53.569,278.938004,491.386002,0.0,190.587006,,,0.0,,234.664001,425.251007,0.0,425.251007,916.637009,
08/03/1996,997.507019,4.65,4.65,0.0,0.0,,,,440.540985,,,,,12.36,,,,,457.550995,476.815002,586.495972,-109.681,0.0,,63.140999,,,,63.140999,539.956001,,159.266006,159.266006,,,,1.425,,,,,,70.537997,,,70.537997,231.229004,269.532013,,,,,55.349998,,,,,,55.349998,324.882011,556.111015,0.0,191.904007,,,0.0,,249.492004,441.396011,0.0,441.396011,997.507027,
11/02/1996,1210.31604,1.95,1.95,0.0,0.0,,,,587.090027,,,,,8.264,,,,,597.304016,551.307983,670.622009,-119.314003,0.0,,61.703999,,,,61.703999,613.011982,,208.494995,208.494995,,,,1.425,,,,,,83.159015,,,83.159015,293.07901,395.686005,,,,,57.495998,,,,,,57.495998,453.182003,746.261013,0.0,192.645996,,,0.0,,271.408997,464.054993,0.0,464.054993,1210.316006,
