Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1992,710.674011,-520.116028,190.557983,,-170.121002,20.437,-8.894,,57.636002,69.179002,-23.233999,45.945,0.0,0.0,45.945,0.0,,45.945,,,45.945003,,0.34,0.34,134.805004,0.34,0.34,0.34,134.805004,
12/31/1992,696.924988,-503.276001,193.648987,,-53.837002,139.811996,-9.435,-8.055,-57.188999,65.132997,-23.289,41.844002,0.0,0.0,41.844002,0.0,,41.844002,,,41.843997,0.316667,0.316667,0.316667,131.180625,0.316667,0.316667,0.316667,131.180625,
03/31/1993,671.984985,-478.048004,193.936981,,-145.522003,48.415001,-9.616,,31.921,70.72,-26.843,43.876999,-238.21801,0.0,-194.341003,0.0,,-194.341003,,,43.877,,0.336667,-1.49,130.46838,0.336667,0.336667,-1.49,130.46838,
06/30/1993,710.689026,-509.85199,200.837036,,-115.237999,85.598999,-9.895,,10.793,86.496999,-31.754999,54.742001,0.0,0.0,54.742001,0.0,,54.742001,,,54.742,,0.42,0.42,129.944996,0.42,0.42,0.42,129.944996,
09/30/1993,676.02002,-480.622986,195.397034,,-111.490997,83.905998,-8.536,,2.971,78.340998,-26.823999,51.516998,0.0,0.0,51.516998,0.0,,51.516998,,,51.516999,,0.403333,0.403333,128.094006,0.403333,0.403333,0.403333,128.094006,
12/31/1993,714.710022,-462.492004,252.218018,,-198.445999,53.771999,-8.112,,26.049,71.708999,-13.425,58.284,-3.578,0.0,54.706001,0.0,,54.706001,,,58.283999,0.463333,0.463333,0.433333,126.0,0.463333,0.463333,0.433333,126.0,
03/31/1994,680.028015,-476.45401,203.574005,,-125.083,78.490997,-7.249,,7.142,78.383997,-26.042,52.341999,0.0,0.0,52.341999,0.0,,52.341999,,,52.341998,,0.426667,0.426667,122.549995,0.426667,0.426667,0.426667,122.549995,
06/30/1994,705.974976,-490.354004,215.620972,,-115.362999,100.258003,-7.266,,3.684,96.676003,-32.029999,64.646004,0.0,0.0,64.646004,0.0,,64.646004,,,64.646005,,0.54,0.54,120.092995,0.54,0.54,0.54,120.092995,
09/30/1994,680.955017,-465.553986,215.401031,,-109.556999,105.844002,-6.847,,0.868,99.865002,-33.835999,66.028999,0.0,0.0,66.028999,0.0,,66.028999,,,66.029003,,0.55,0.55,118.959,0.55,0.55,0.55,118.959,
12/31/1994,754.057007,-491.980011,262.076996,,-127.821999,134.255005,-6.775,,5.883,133.363005,-42.223999,91.139,0.0,0.0,91.139,0.0,,91.139,,,91.139006,0.77,0.77,0.77,118.200006,0.77,0.77,0.77,118.200006,
03/31/1995,693.044006,-461.977997,231.06601,,-117.522003,113.543999,-7.091,,34.832001,141.284999,-51.890999,89.393997,0.0,0.0,89.393997,0.0,,89.393997,,,89.394001,,0.76,0.76,117.378998,0.76,0.76,0.76,117.378998,
06/30/1995,614.317993,-392.243011,222.074982,,-104.612999,117.461998,-6.603,,4.816,115.674998,-36.574001,79.100998,0.0,0.0,79.100998,0.0,,79.100998,,,79.100996,,0.7,0.7,113.639999,0.7,0.7,0.7,113.639999,
09/30/1995,570.249023,-366.656006,203.593018,,-98.431999,105.161003,-7.251,,22.292,120.202003,-39.889999,80.311996,0.0,0.0,80.311996,0.0,,80.311996,,,80.312004,,0.72,0.72,111.415001,0.72,0.72,0.72,111.415001,
12/31/1995,549.56897,-370.838013,178.730957,,-151.904999,26.826,-7.438,,108.093002,127.481002,-43.537998,83.943001,0.0,0.0,83.943001,0.0,,83.943001,,,83.943004,0.75,0.75,0.75,111.0,0.75,0.75,0.75,111.0,
03/31/1996,502.570007,-325.778015,176.791992,,-80.091003,96.700996,-7.933,4.286,22.943001,115.996997,-39.848999,76.148003,0.0,0.0,76.148003,0.0,,76.148003,,,76.147998,0.71,0.71,0.71,109.584,0.68,0.68,0.68,111.982002,
06/30/1996,544.935974,-353.980011,190.955963,,-79.129997,111.825996,-8.928,5.129,24.058001,132.084997,-43.869999,88.214996,0.0,0.0,88.214996,0.0,,88.214996,,,88.214998,0.78,0.83,0.83,108.850998,0.75,0.8,0.8,110.268997,
09/30/1996,518.062988,-326.489014,191.573975,,-78.211998,113.362,-8.804,-0.994,24.615,128.178999,-43.306,84.873001,0.0,0.0,84.873001,0.0,,84.873001,-13.502,,71.371,0.75,0.82,0.82,105.886002,0.72,0.79,0.79,107.433998,
12/31/1996,494.431,-313.752991,180.678009,,-80.567001,100.111,-9.335,2.579,15.384,108.739,-32.974998,75.764,0.0,0.0,75.764,0.0,,75.764,,,75.764001,0.7,0.74,0.74,102.099998,0.67,0.71,0.71,106.900002,
03/31/1997,495.0,-320.0,175.0,,-80.0,95.0,-10.0,11.0,178.0,274.0,-166.0,108.0,0.0,0.0,108.0,0.0,,108.0,-216.0,,-108.0,0.71,1.07,1.07,101.199997,0.67,1.03,1.03,105.5,
06/30/1997,502.0,-314.0,188.0,,-82.0,106.0,-9.0,3.0,15.0,115.0,-40.0,75.0,0.0,0.0,75.0,0.0,,75.0,,,75.0,0.75,0.75,0.75,99.800003,0.73,0.73,0.73,103.900002,
09/30/1997,448.0,-270.0,178.0,,-71.0,107.0,-10.0,3.0,23.0,123.0,-41.0,82.0,0.0,0.0,82.0,0.0,,82.0,,,82.0,0.83,0.83,0.83,99.300003,0.81,0.81,0.81,102.0,
12/31/1997,421.0,-265.0,156.0,,-71.0,85.0,-10.0,2.0,4.0,81.0,-22.0,59.0,-5.0,0.0,54.0,0.0,,54.0,146.0,,205.0,0.76,0.62,0.57,96.5,0.75,0.61,0.56,98.400002,
03/31/1998,430.0,-262.0,168.0,,-74.0,94.0,-11.0,,-39.0,44.0,-16.0,28.0,0.0,0.0,28.0,0.0,,28.0,40.0,0.0,68.0,0.7,0.29,0.29,95.900002,0.7,0.29,0.29,97.400002,
06/30/1998,445.0,-267.0,178.0,,-80.0,98.0,-13.0,,24.0,109.0,-35.0,74.0,0.0,0.0,74.0,0.0,,74.0,,,74.0,0.78,0.78,0.78,94.800003,0.77,0.77,0.77,96.099998,
09/30/1998,510.0,-323.0,187.0,,-88.0,99.0,-18.0,,20.0,101.0,-30.0,71.0,0.0,0.0,71.0,0.0,,71.0,,,71.0,0.75,0.75,0.75,94.599998,0.74,0.74,0.74,95.5,
12/31/1998,760.0,-435.0,325.0,,-218.0,107.0,-61.0,,-223.0,-177.0,13.0,-164.0,0.0,0.0,-164.0,0.0,,-164.0,197.0,0.0,33.0,0.33,-1.64,-1.64,99.800003,0.33,-1.64,-1.64,99.800003,
03/31/1999,791.0,-423.0,368.0,,-245.0,123.0,-65.0,,4.0,62.0,-24.0,38.0,0.0,0.0,38.0,0.0,,38.0,7.0,,45.0,0.43,0.37,0.37,100.8,0.43,0.37,0.37,101.5,
06/30/1999,817.0,-440.0,377.0,,-239.0,138.0,-47.0,,-8.0,83.0,-27.0,56.0,0.0,0.0,56.0,0.0,,56.0,3.0,,59.0,0.58,0.56,0.56,100.9,0.58,0.56,0.56,101.5,
09/30/1999,813.0,-445.0,368.0,,-230.0,138.0,-38.0,,-18.0,82.0,-25.0,57.0,0.0,0.0,57.0,0.0,,57.0,6.0,,63.0,0.57,0.54,0.54,104.7,0.57,0.54,0.54,105.4,
12/31/1999,827.0,-462.0,365.0,,-284.0,81.0,-35.0,,-30.0,16.0,1.0,17.0,0.0,0.0,17.0,0.0,,17.0,44.0,,61.0,0.47,0.17,0.17,106.3,0.46,0.16,0.16,106.9,
03/31/2000,798.0,-450.0,348.0,0.0,-242.0,106.0,-32.0,,-18.0,56.0,-20.0,36.0,,,36.0,,0.0,36.0,,,36.0,0.34,0.34,0.34,106.7,0.34,0.34,0.34,106.9,
06/30/2000,822.0,-462.0,360.0,,-246.0,114.0,-42.0,-2.0,-45.0,25.0,-9.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,9.0,0.0,25.0,0.24,0.15,0.15,107.1,0.24,0.15,0.15,107.3,
09/30/2000,815.0,-463.0,352.0,,-250.0,102.0,-42.0,,69.0,129.0,-54.0,75.0,0.0,0.0,75.0,0.0,0.0,75.0,-106.0,0.0,-31.0,0.13,0.7,0.7,107.4,0.13,0.7,0.7,107.6,
12/31/2000,717.0,-409.0,308.0,,-236.0,72.0,-48.0,,-70.0,-46.0,17.0,-29.0,0.0,0.0,-29.0,0.0,0.0,-29.0,23.0,0.0,-6.0,-0.05,-0.28,-0.28,107.2,-0.05,-0.28,-0.28,107.4,
03/31/2001,498.0,-326.0,172.0,0.0,-126.0,46.0,-55.0,,-20.0,-29.0,10.0,-19.0,9.0,,-10.0,,0.0,-10.0,,,-19.0,-0.17,-0.17,-0.09,107.9,-0.17,-0.17,-0.09,107.9,
06/30/2001,459.0,-294.0,165.0,0.0,-62.0,103.0,-53.0,,-11.0,39.0,-25.0,14.0,9.0,,23.0,,0.0,23.0,,,14.0,0.13,0.13,0.21,108.1,0.13,0.13,0.21,108.3,
09/30/2001,422.0,-264.0,158.0,0.0,-155.0,3.0,-46.0,,-27.0,-70.0,-12.0,-82.0,11.0,,-71.0,,0.0,-71.0,0.0,,-82.0,-0.76,-0.76,-0.66,108.4,-0.76,-0.76,-0.66,108.6,
12/31/2001,397.0,-249.0,148.0,,-113.0,35.0,-42.0,3.0,-26.0,-30.0,11.0,-19.0,19.0,0.0,0.0,0.0,0.0,0.0,28.772,,9.772,-0.25,-0.18,0.0,108.4,-0.25,-0.18,0.0,108.2,
03/31/2002,402.0,-243.0,159.0,0.0,-105.0,54.0,-36.0,,-19.0,-1.0,-2.0,-3.0,-577.0,,-580.0,,0.0,-580.0,,,-3.0,-0.03,-0.03,-5.32,109.0,-0.03,-0.03,-5.32,109.0,
06/30/2002,437.0,-267.0,170.0,0.0,-117.0,53.0,-25.0,,-58.0,-30.0,9.0,-21.0,10.0,,-11.0,,0.0,-11.0,,,-21.0,-0.19,-0.19,-0.1,109.0,-0.19,-0.19,-0.1,109.0,
09/30/2002,443.0,-273.0,170.0,0.0,-110.0,60.0,-17.0,,-82.0,-39.0,4.0,-35.0,,,-35.0,0.0,0.0,-35.0,,,-35.0,-0.32,-0.32,-0.32,109.2,-0.32,-0.32,-0.32,109.2,
12/31/2002,423.0,-258.0,165.0,,-107.0,58.0,-18.0,0.0,-22.0,18.0,-7.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,5.0,1.0,17.0,0.16,0.1,0.1,109.3,0.16,0.1,0.1,109.3,
03/31/2003,447.0,-284.0,163.0,0.0,-102.0,61.0,-34.0,,-4.0,23.0,-9.0,14.0,,,14.0,0.0,-28.0,-14.0,,,-14.0,-0.13,-0.13,-0.13,106.8,-0.13,-0.13,-0.13,107.0,
06/30/2003,478.0,-300.0,178.0,,-102.0,76.0,-33.0,,-6.0,37.0,-5.0,32.0,2.0,,34.0,,,34.0,,,32.0,0.3,0.3,0.32,105.9,0.3,0.3,0.32,107.0,
09/30/2003,463.0,-289.0,174.0,0.0,-109.0,65.0,-32.0,,-7.0,26.0,-9.0,17.0,,,17.0,,0.0,17.0,,,17.0,0.16,0.16,0.16,106.8,0.16,0.16,0.16,107.6,
12/31/2003,458.0,-296.0,162.0,,-102.0,60.0,-32.0,0.0,-19.0,9.0,2.0,11.0,-3.0,0.0,8.0,0.0,0.0,8.0,9.0,0.0,20.0,0.18,0.1,0.07,110.9,0.18,0.1,0.07,111.1,
03/31/2004,475.0,-305.0,170.0,0.0,-124.0,46.0,-30.0,,9.0,25.0,1.0,26.0,,,26.0,0.0,0.0,26.0,,,26.0,0.24,0.24,0.24,107.0,0.24,0.24,0.24,108.2,
06/30/2004,510.0,-325.0,185.0,,-120.0,65.0,-30.0,,-27.0,8.0,-4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,24.0,,28.0,0.26,0.04,0.04,107.6,0.26,0.04,0.04,108.4,
09/30/2004,500.5,-327.0,173.5,,-108.5,65.0,-25.1,0.0,-50.0,-10.1,-41.2,-51.3,0.0,0.0,-51.3,0.0,0.0,-51.3,,,-51.3,-0.47,-0.47,-0.47,107.7,-0.47,-0.47,-0.47,107.7,
12/31/2004,511.299988,-358.600006,152.699982,,-113.300003,39.400002,-23.200001,0.0,-8.1,8.1,40.900002,49.0,0.0,0.0,49.0,0.0,0.0,49.0,-22.0,0.0,27.000002,0.25,0.45,0.45,108.099998,0.25,0.45,0.45,110.099998,
03/31/2005,501.9,-339.6,162.3,,-119.7,42.6,-22.2,,-21.3,-0.9,6.5,5.6,-0.7,0.0,4.9,0.0,0.0,4.9,,,5.6,0.06,0.06,0.05,108.4,0.05,0.05,0.04,110.5,
06/30/2005,534.7,-353.2,181.5,,-120.3,61.2,-22.8,0.0,-25.7,12.7,-3.1,9.6,-0.2,-0.2,9.2,0.0,0.0,9.2,30.7,,40.1,0.37,0.09,0.08,108.8,0.36,0.08,0.08,110.7,
09/30/2005,519.6,-355.7,163.9,,-113.9,50.0,-22.5,0.0,0.0,27.5,-2.8,24.7,-0.4,-0.3,24.0,0.0,0.0,24.0,0.1,,24.5,0.22,0.22,0.22,108.9,0.22,0.22,0.22,110.7,
12/31/2005,498.8,-350.6,148.2,,-108.8,39.4,-21.9,,-92.1,-74.6,3.2,-71.4,-7.7,-0.1,-79.2,0.0,0.0,-79.2,52.9,,-18.6,-0.17,-0.66,-0.73,108.4,-0.18,-0.66,-0.73,110.5,
03/31/2006,527.3,-362.3,165.0,,-108.1,56.9,-20.7,,-11.1,25.1,-10.7,14.4,0.3,0.0,14.7,0.0,0.0,14.7,,,14.4,0.13,0.13,0.13,110.2,0.13,0.13,0.13,110.5,
06/30/2006,501.0,-326.7,174.3,,-108.7,65.6,-16.7,0.0,-127.7,-78.8,27.5,-51.3,-0.7,-0.3,-52.3,0.0,0.0,-52.3,86.9,,35.3,0.32,-0.46,-0.47,110.8,0.32,-0.46,-0.47,110.8,
09/30/2006,513.1,-334.0,179.1,,-106.7,72.4,-16.7,0.0,-6.7,49.0,-14.1,34.9,-0.3,-0.4,34.2,0.0,0.0,34.2,6.4,,40.9,0.36,0.31,0.31,110.9,0.36,0.31,0.31,111.7,
12/31/2006,493.9,-327.6,166.3,,-112.6,53.7,-17.1,0.0,-30.9,5.7,189.5,195.2,48.6,-1.7,242.1,0.0,0.0,242.1,-158.7,,34.8,0.31,1.72,2.15,112.4,0.31,1.71,2.14,113.1,
03/31/2007,502.3,-325.2,177.1,,-106.9,70.2,-17.2,0.0,-5.3,47.7,33.1,80.8,0.0,-0.5,80.3,0.0,0.0,80.3,-44.6,,35.7,0.31,0.7,0.7,114.1,0.31,0.7,0.7,114.9,
06/30/2007,549.0,-360.7,188.3,,-103.4,84.9,-17.8,0.0,-33.2,33.9,7.9,41.8,0.0,-0.5,41.3,0.0,0.0,41.3,4.612,,45.912,0.4,0.36,0.36,114.6,0.4,0.36,0.36,115.3,
09/30/2007,544.2,-360.4,183.8,,-100.5,83.3,-17.0,0.0,-3.9,62.4,-14.9,47.5,1.0,0.3,48.8,0.0,0.0,48.8,5.18,,52.98,0.46,0.42,0.43,114.4,0.46,0.41,0.42,115.2,
12/31/2007,540.7,-368.1,172.6,,-115.7,56.9,-16.6,0.0,-2.0,38.3,-16.9,21.4,7.0,0.1,28.5,,,28.5,13.704,,35.204,0.31,0.19,0.25,113.5,0.31,0.19,0.25,114.2,
03/31/2008,558.3,-377.0,181.3,,-113.9,67.4,-16.7,0.0,-8.0,42.7,-11.5,31.2,0.0,1.2,32.4,0.0,0.0,32.4,6.5,,38.9,0.35,0.29,0.29,111.8,0.35,0.29,0.29,112.4,
06/30/2008,612.6,-422.8,189.8,,-114.6,75.2,-18.3,0.0,-8.9,48.0,-12.6,35.4,25.9,-0.3,61.0,0.0,0.0,61.0,8.5,,43.6,0.4,0.32,0.55,111.4,0.39,0.31,0.54,112.1,
09/30/2008,605.8,-424.0,181.8,,-118.7,63.1,-18.6,0.0,1.5,46.0,-6.4,39.6,-0.1,0.0,39.5,0.0,0.0,39.5,2.9,,42.5,0.38,0.35,0.35,111.4,0.38,0.35,0.35,112.1,
12/31/2008,587.5,,,,,64.8,,,,49.5,,38.1,,,38.1,,,38.1,,,,0.343,0.35,0.35,,0.343,0.35,0.35,,
03/31/2009,,,,,,,,,,,,,,,,,,,,,,0.34,,,,0.34,,,,
