Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,445.154999,319.634003,98.289001,221.345001,42.972,,,26.737,,,,,7.146,,,,396.489014,31.490999,45.347,-13.856,0.0,17.174999,,,,17.174999,48.665998,,,,,,,,,,,,35.007,,,35.007,35.007,0.0,,,,1.862,,,,,,1.862,1.862,36.869,0,64.730003,,,0,,343.556,408.286003,0.0,408.286003,445.155003,
12/31/1992,470.419006,338.689995,68.346001,270.343994,42.694,,,27.106001,,,,,7.817,,,,416.307007,35.432999,50.077999,-14.645,0.0,18.679001,,,,18.679001,54.112,,9.218,9.218,,,,0.0,,,,,29.768,,,29.768,38.986,0.0,,,,2.394,,,,,,2.394,2.394,41.38,0,65.583,,,0,,363.455994,429.038994,0.0,429.038994,470.418994,
03/31/1993,497.700989,356.999992,71.612999,285.386993,48.368999,,,26.583,,,,,7.873,,,,439.825012,39.459,55.095001,-15.636,0.0,18.417,,,,18.417,57.875999,,,,,,,,,,,,44.741001,,,44.741001,44.741001,0.0,,,,2.102,,,,,,2.102,2.102,46.843001,0,63.134998,,,0,,387.722992,450.85799,0.0,450.85799,497.700991,
06/30/1993,502.019989,356.393999,21.864,334.529999,47.717999,,,27.055,,,,,8.014,,,,439.181,42.967999,59.581001,-16.613001,0.0,19.871,,,,19.871,62.838999,,,,,,,,,,,,40.798,,,40.798,40.798,0.0,,,,2.102,,,,,,2.102,2.102,42.9,0,48.778999,,,0,,410.341003,459.120003,0.0,459.120003,502.020003,
09/30/1993,512.755981,356.358997,29.549,326.809998,41.381001,,,30.527,,,,,9.689,,,,437.955994,45.576,63.174,-17.598,0.0,29.224001,,,,29.224001,74.800001,,,,,,,,,,,,43.202,,,43.202,43.202,0.0,,,,2.164,,,,,,2.164,2.164,45.366,0,35.508999,,,0,,431.881012,467.390011,0.0,467.390011,512.756011,
12/31/1993,526.817017,368.990998,26.987,342.003998,40.159,,,32.513,,,,,8.247,,,,449.910004,47.185001,65.961998,-18.777,0.0,29.722,,,,29.722,76.907001,,6.837,6.837,,,,0.0,,,,,34.074999,,,34.074999,40.911999,0.0,,,,1.664,,,,,,1.664,1.664,42.575999,0,32.051998,,,0,,452.188995,484.240993,0.0,484.240993,526.816992,
03/31/1994,557.653015,392.284012,78.653,313.631012,46.241001,,,31.204,,,,,10.357,,,,480.085999,48.827,68.651001,-19.823999,0.0,28.74,,,,28.74,77.566999,,49.421001,49.421001,,,,0.0,,,,,0.0,,,0.0,49.421001,0.0,,,,1.664,,,,,,1.664,1.664,51.085001,0,32.202999,,,0,,474.36499,506.567989,0.0,506.567989,557.652991,
06/30/1994,570.286987,403.373993,108.792999,294.580994,45.880001,,,32.106998,,,,,11.151,,,,492.511993,49.772999,70.922997,-21.15,0.0,28.002001,,,,28.002001,77.775,,40.235001,40.235001,,,,,,,,,0.0,,,0.0,40.235001,0.0,,,,1.664,,,,,,1.664,1.664,41.899001,0,32.750999,,,0,,495.636993,528.387993,0.0,528.387993,570.286994,
09/30/1994,909.450012,125.525999,21.565001,103.960999,135.408005,,,118.041,,,,,10.534,,,,389.509003,139.292999,160.403,-21.110001,0.0,380.64801,,,,380.64801,519.94101,,108.223,108.223,,,,,,,,,0.0,,,0.0,108.223,250.0,,,,1.664,,,,,,1.664,251.664,359.887,0,32.84,,,0,,516.723022,549.563023,0.0,549.563023,909.450022,
12/31/1994,919.89801,136.968002,11.791,125.177002,146.061996,,,130.007004,,,,,21.045,,,,434.082001,132.164993,157.016998,-24.851999,0.0,353.651001,,,,353.651001,485.815994,,42.143002,42.143002,,,,0.0,,,,,70.536998,,,70.536998,112.68,0.0,,,,255.0,,,,,,255.0,255.0,367.68,0,32.918999,,,0,,519.299011,552.21801,0.0,552.21801,919.89801,
03/31/1995,945.065002,141.425999,16.937,124.488998,156.970993,,,134.151001,,,,,27.566,,,,460.114014,133.481003,163.903,-30.422001,0.0,351.470001,,,,351.470001,484.951004,,129.227997,129.227997,,,,,,,,,0.0,,,0.0,129.227997,225.0,,,,0.0,,,,,,0.0,225.0,354.227997,0,34.493,,,0,,556.343994,590.836994,0.0,590.836994,945.064991,
06/30/1995,959.846985,144.440998,16.952999,127.487999,163.529007,,,146.067001,,,,,20.576,,,,474.613007,136.322998,171.792999,-35.470001,0.0,348.911011,,,,348.911011,485.234009,,129.873993,129.873993,,,,0.0,,,,,0.0,,,0.0,129.873993,205.0,,,,0.0,,,,,,0.0,205.0,334.873993,0,36.964001,,,0,,588.008972,624.972973,0.0,624.972973,959.846966,
09/30/1995,962.005981,151.513998,16.386999,135.126999,158.306,,,152.399002,,,,,14.177,,,,476.395996,140.813995,182.054993,-41.241001,0.0,344.79599,,,,344.79599,485.609985,,151.882996,151.882996,,,,,,,,,0.0,,,0.0,151.882996,140.0,,,,0.0,,,,,,0.0,140.0,291.882996,0,38.051998,,,0,,632.070984,670.122982,0.0,670.122982,962.005978,
12/31/1995,1053.81604,187.382003,34.766998,152.615005,169.690002,,,163.302994,,,,,31.839001,,,,552.213989,162.070007,217.589005,-55.519001,0.0,339.532013,,,,339.532013,501.60202,,79.893997,79.893997,,,,0.0,,,,,117.548996,,,117.548996,197.442993,120.0,,,,0.0,,,,,,0.0,120.0,317.442993,0,42.761002,,,0,,693.612,736.373002,0.0,736.373002,1053.815995,
03/31/1996,1015.094971,175.183998,15.527,159.656998,169.660004,,,156.481995,,,,,35.205002,,,,536.531006,159.175995,209.770004,-50.594002,0.0,319.388,,,,319.388,478.563995,,184.684998,184.684998,,,,0.0,,,,,0.0,,,0.0,184.684998,81.0,,,,0.0,,,,,,0.0,81.0,265.684998,0,50.304001,,,0,,699.106018,749.410019,0.0,749.410019,1015.095016,
06/30/1996,1066.166992,184.661999,43.801998,140.860001,184.272995,,,159.841003,,,,,18.323,,,,547.098999,183.574997,247.953995,-64.378998,0.0,335.493011,,,,335.493011,519.068008,,188.386002,188.386002,,,,0.0,,,,,0.0,,,0.0,188.386002,49.0,,,,0.0,,,,,,0.0,49.0,237.386002,0,67.355003,,,0,,761.426025,828.781029,0.0,828.781029,1066.16703,
09/30/1996,1059.265015,165.921995,22.441999,143.479996,179.285995,,,160.231995,,,,,35.209999,,,,540.650024,200.554993,271.345001,-70.790001,0.0,318.059998,,,,318.059998,518.61499,,191.977005,191.977005,,,,0.0,,,,,0.0,,,0.0,191.977005,0.0,,,,0.0,,,,,,0.0,0.0,191.977005,0,69.986,,,0,,797.302002,867.288002,0.0,867.288002,1059.265007,
12/31/1996,1472.494019,235.395004,49.388,186.007004,216.813004,,,217.660995,,,,,78.014999,,,,747.883972,289.273987,397.674011,-108.400002,0.0,435.335999,,,,435.335999,724.609986,,201.106995,201.106995,,,,0.0,,,,,119.826019,,,119.826019,320.933014,229.5,,,,0.0,,,,,,0.0,229.5,550.433014,0,237.251007,,,0,,684.809998,922.061005,0.0,922.061005,1472.494019,
03/31/1997,1274.697021,158.287996,20.573,137.714996,218.949997,,,198.158005,50.262001,35.105,112.791,,75.109001,,,,650.505005,260.720001,349.998993,-89.278999,0.0,363.471985,,,,363.471985,624.191986,,240.431,240.431,,,,0.0,,,,,0.0,,,0.0,240.431,185.0,,,,0.0,,,,,,0.0,185.0,425.431,0,72.678001,,,0,,776.588013,849.266014,0.0,849.266014,1274.697014,
06/30/1997,1437.760986,161.365995,28.33,133.035995,249.248993,,,230.815994,63.932999,42.130001,124.752998,,75.839996,,,,717.270996,296.55899,431.863007,-135.304001,0.0,423.931,,,,423.931,720.48999,,247.524994,247.524994,,,,0.0,,,,,0.0,,,0.0,247.524994,241.5,,,,0.0,,,,,,0.0,241.5,489.024994,0,243.776993,,,0,,704.958984,948.735977,0.0,948.735977,1437.760971,
09/30/1997,1466.635986,171.911999,22.311001,149.600998,247.654007,,,240.057007,61.797001,39.053001,139.207001,,71.032997,,,,730.656006,312.825012,455.446014,-142.621002,0.0,423.154999,,,,423.154999,735.980011,,257.812012,257.812012,,,,0.0,,,,,0.0,,,0.0,257.812012,229.5,,,,0.0,,,,,,0.0,229.5,487.312012,0,250.313004,,,0,,729.010986,979.32399,0.0,979.32399,1466.636002,
12/31/1997,1453.115967,184.535997,28.530001,156.005997,243.311005,,,241.039001,64.308998,39.078999,137.651001,,74.396004,,,,743.281982,302.144989,456.687988,-154.542999,0.0,407.688995,,,,407.688995,709.833984,,111.065002,111.065002,,,,0.0,,,,,135.028992,,,135.028992,246.093994,220.0,,,,0.0,,,,,,0.0,220.0,466.093994,0,253.537994,,,0,,733.484009,987.022003,0.0,987.022003,1453.115997,
03/31/1998,1448.101,175.191,21.386,153.805,252.781,252.781,,217.849,67.286,29.111,121.452,0.0,59.765,,,,705.586,341.931,501.787,-159.856,0.0,400.584,,,,400.584,742.515,,230.594,230.594,,,,0.0,,,,,0.0,,,0.0,230.594,487.5,,,,0.0,,,,,,0.0,487.5,718.094,0,8.694,,,0,717.857,3.456,730.007,0.0,730.007,1448.101,
06/30/1998,1458.392944,125.329,27.232,98.097,286.700989,,,231.039001,67.197998,32.23,131.610992,,76.121002,,,,719.190002,343.458008,515.465027,-172.007004,0.0,395.744995,,,,395.744995,739.203003,,220.686005,220.686005,,,,0.0,,,,,0.0,,,0.0,220.686005,490.5,,,,0.0,,,,,,0.0,490.5,711.186005,0,13.747,,,0,,733.460022,747.207022,0.0,747.207022,1458.393026,
09/30/1998,1435.756958,87.742997,10.822,76.920998,292.389008,,,242.059006,73.924004,32.547001,135.587997,,91.456001,,,,713.646973,330.671997,509.549011,-178.876999,0.0,391.437988,,,,391.437988,722.109985,,245.697006,245.697006,,,,0.0,,,,,0.0,,,0.0,245.697006,417.494995,,,,0.0,,,,,,0.0,417.494995,663.192001,0,14.461,,,0,,758.104004,772.565004,0.0,772.565004,1435.757006,
12/31/1998,1384.612061,87.989996,3.775,84.214996,282.071014,,,245.578995,83.522003,35.130001,126.927002,,66.823997,,,,682.463989,328.257812,512.390015,-184.130997,0.0,373.889008,,,,373.889008,702.14682,,94.075996,94.075996,,,,0.0,,,,,109.321007,,,109.321007,203.397003,374.994995,,,,0.0,,,,,,0.0,374.994995,578.391998,0,15.073,,,0,,791.146973,806.219973,0.0,806.219973,1384.611971,
03/31/1999,1532.506,92.958,14.224,78.734,289.783,289.783,,246.885,86.848,35.675,124.362,0.0,73.306,,,,702.932,326.652,525.555,-198.903,0.0,502.922,,,,502.922,829.574,,237.804,237.804,,,,0.0,,,,,0.0,,,0.0,237.804,520.795,,,,0.0,,,,,,0.0,520.795,758.599,0,16.267,,,0,804.883,-47.243,773.907,0.0,773.907,1532.506,
06/30/1999,1548.213989,89.925004,4.293,85.632004,300.791992,,,241.832993,82.987,37.762001,121.084,,71.484001,,,,704.033997,339.515625,545.68103,-206.164993,0.0,504.664001,,,,504.664001,844.179626,,246.386002,246.386002,,,,0.0,,,,,0.0,,,0.0,246.386002,485.494995,,,,0.0,,,,,,0.0,485.494995,731.880997,0,21.441,,,0,,794.892029,816.333029,0.0,816.333029,1548.214025,
09/30/1999,1560.494995,89.364997,8.707,80.657997,296.868011,,,239.843994,81.285004,31.677,126.882004,0.0,68.556999,,,,694.633972,348.847992,569.455017,-220.606995,0.0,517.013,0.0,,,517.013,865.860992,,252.339005,252.339005,,,,0.0,,,,,0.0,,,0.0,252.339005,529.89502,,,,0.0,,,,,,0.0,529.89502,782.234024,0,13.649,,,0,,764.612,778.261,0.0,778.261,1560.495024,
12/31/1999,1554.037964,88.892999,9.655,79.237999,293.815002,,,235.406998,85.491997,41.466,108.448997,0.0,72.183998,,,,690.299011,342.779999,574.531006,-231.751007,0.0,520.958984,452.519012,452.519012,0.0,68.439972,863.738983,,91.874001,91.874001,,,,0.0,,,,,190.648003,,,190.648003,282.522003,477.494995,,,,0.0,,,,,,0.0,477.494995,760.016998,0,8.487,,,0,,785.533997,794.020997,0.0,794.020997,1554.037995,
03/31/2000,1573.897949,108.113997,27.164,80.949997,307.153015,,,226.395996,73.093002,35.497002,117.806,0.0,75.511002,,,,717.174011,336.212006,581.060974,-244.848999,0.0,520.512024,0.0,,,520.512024,856.72403,,231.753006,231.753006,,,,117.0,,,,,56.176987,,,56.176987,404.929993,360.674988,,,,0.0,,,,,,0.0,360.674988,765.60498,0,9.664,,,0,,798.629028,808.293028,0.0,808.293028,1573.898008,
06/30/2000,1549.426025,85.534001,10.94,74.594002,319.363007,,,225.983002,70.028999,42.104,113.849998,0.0,66.777,,,,697.656982,329.626007,588.177002,-258.550995,0.0,522.143005,0.0,,,522.143005,851.769012,,225.789993,225.789993,,,,75.300003,,,,,45.438019,,,45.438019,346.528015,360.674988,,,,0.0,,,,,,0.0,360.674988,707.203003,0,18.886,,,0,,823.336975,842.222975,0.0,842.222975,1549.425978,
09/30/2000,1530.277954,96.217003,17.098,79.119003,305.868988,,,230.257996,70.099998,37.214001,122.944,0.0,80.755997,,,,713.099976,315.506012,586.822998,-271.316986,0.0,501.671997,0.0,,,501.671997,817.178009,,223.880005,223.880005,,,,3.1,,,,,51.720984,,,51.720984,278.700989,350.0,,,,0.0,,,,,,0.0,350.0,628.700989,0,41.984001,,,0,,859.593018,901.577019,0.0,901.577019,1530.278008,
12/31/2000,1532.715942,107.861999,50.438999,57.423,303.307007,,,222.238007,62.902,35.639999,123.695999,0.0,71.235001,,,,704.642029,317.178986,619.392029,-302.213013,0.0,510.894989,430.895996,430.895996,0.0,79.998993,828.073975,,81.339996,81.339996,,,,0.0,0.0,0.0,0.0,,216.027008,,,216.027008,297.367004,294.5,294.5,0.0,0.0,0.0,,,,,,0.0,294.5,591.867004,0,64.257004,,,0,,876.59198,940.848984,0.0,940.848984,1532.715988,
03/31/2001,1517.44397,92.602001,40.150002,52.452,310.716003,,,227.298004,57.207001,42.455002,127.636002,0.0,60.837002,,,,691.453003,316.311005,632.265991,-315.954987,0.0,509.679993,,429.375,,509.679993,825.990997,,85.268997,85.268997,,,,0.0,0.0,0.0,0.0,,192.612015,,,192.612015,277.881012,251.149994,251.149994,0.0,0.0,0.0,,,,,,0.0,251.149994,529.031006,0,78.320999,,,0,,910.09198,988.412979,0.0,988.412979,1517.443985,
06/30/2001,1570.370972,123.341999,69.264999,54.077,316.994995,,,234.662994,61.167999,44.148998,129.345993,0.0,70.490997,,,,745.491028,318.557007,648.843994,-330.286987,0.0,506.322998,,429.848999,,506.322998,824.880005,,90.741997,90.741997,,,,0.0,0.0,0.0,0.0,,221.965004,,,221.965004,312.707001,229.399994,229.399994,0.0,0.0,0.0,,,,,,0.0,229.399994,542.106995,0,90.380997,,,0,,937.882996,1028.263992,0.0,1028.263992,1570.370987,
09/30/2001,1587.462036,136.346001,82.190002,54.155998,329.135986,,,235.182007,67.254997,40.151001,127.776001,0.0,79.526001,,,,780.190002,299.583008,645.343018,-345.76001,0.0,507.688995,,429.566986,,507.688995,807.272003,,88.528,88.528,,,,0.0,0.0,0.0,0.0,,236.041,,,236.041,324.569,162.399994,162.399994,0.0,0.0,0.0,,,,,,0.0,162.399994,486.968994,0,124.100998,,,0,,976.392029,1100.493027,0.0,1100.493027,1587.462021,
12/31/2001,1628.727051,148.335007,148.335007,0.0,320.683014,,,240.389999,68.862999,35.984001,135.542999,0.0,88.138,,,,797.546021,295.643005,631.133972,-335.490997,0.0,535.538025,389.928986,321.562012,68.366974,145.609039,831.18103,,88.925003,88.925003,,,,0.0,0.0,0.0,0.0,,232.929001,,,232.929001,321.854004,123.127998,123.127998,0.0,0.0,0.0,,,,,,0.0,123.127998,444.982002,0,143.447006,,,0,,1040.297974,1183.74498,0.0,1183.74498,1628.726982,
03/31/2002,1685.100952,138.882004,138.882004,0.0,352.44101,,,238.664993,60.594002,37.544998,140.526001,0.0,105.224998,,,,835.213013,295.470001,643.695984,-348.226013,0.0,554.41803,398.433014,321.998993,76.434021,155.985016,849.888031,,95.441002,95.441002,,,,87.75,87.75,0.0,0.0,,224.944008,,,224.944008,408.13501,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,408.13501,0,179.151001,,,0,,1097.814941,1276.965942,0.0,1276.965942,1685.100952,
06/30/2002,1775.274048,172.891006,172.891006,0.0,385.378998,,,244.955002,59.617001,33.942001,151.395996,0.0,105.078003,,,,908.302979,297.027008,662.653992,-365.627014,0.0,569.94397,404.067993,324.330994,79.737,165.875977,866.970978,,99.197998,99.197998,,,,0.0,0.0,0.0,0.0,,282.937988,,,282.937988,382.135986,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,382.135986,0,202.048004,,,0,,1191.089966,1393.13797,0.0,1393.13797,1775.273956,
09/30/2002,1868.436035,276.121002,276.121002,0.0,379.355988,,,231.263,62.012001,30.384001,138.867004,0.0,99.512001,,,,986.252014,303.286011,684.47699,-381.19101,0.0,578.89801,409.046997,323.381012,85.665985,169.851013,882.184021,,99.666,99.666,,,,0.0,0.0,0.0,0.0,,291.460007,,,291.460007,391.126007,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,391.126007,0,218.263,,,0,,1259.046997,1477.309998,0.0,1477.309998,1868.436005,
12/31/2002,1951.379028,401.859985,401.859985,0.0,381.246002,,,227.024002,58.687,27.481001,140.856003,0.0,104.186996,,,,1114.317017,300.480988,701.314026,-400.833008,0.0,536.580994,415.06601,325.575012,89.490997,121.514984,837.061981,,108.931,108.931,,,,0.0,0.0,0.0,0.0,,265.721008,,,265.721008,374.652008,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,374.652008,0,234.681,,,0,1411.19397,-69.147949,1576.72702,0.0,1576.72702,1951.379028,
03/31/2003,2076.518066,497.102997,497.102997,0.0,405.286987,,,231.794006,59.495998,35.442001,136.856003,0.0,103.478996,,,,1237.662964,295.339996,711.674011,-416.334015,0.0,543.515015,414.640015,326.885986,87.754028,128.875,838.855011,,97.741997,97.741997,,,,0.0,0.0,0.0,0.0,,264.659004,,,264.659004,362.401001,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,362.401001,0,276.11499,,,0,,1438.001953,1714.116943,0.0,1714.116943,2076.517944,
06/30/2003,2538.700928,589.142029,589.142029,0.0,493.282013,,,290.731995,57.814999,36.922001,195.994995,0.0,141.218002,,,,1514.374023,302.364014,729.0,-426.635986,0.0,721.963013,549.375,397.494995,151.880005,172.588013,1024.327026,,116.122002,116.122002,,,,31.646999,31.646999,0.0,0.0,,293.306011,,,293.306011,441.075012,176.757004,176.757004,0.0,0.0,48.237999,,,,,,48.237999,224.995003,666.070015,0,320.061005,,,0,1573.113037,-20.543091,1872.630951,0.0,1872.630951,2538.700966,
09/30/2003,2413.520996,428.03299,428.03299,0.0,496.200989,,,301.165985,67.574997,30.829,202.761993,0.0,145.300995,,,,1370.70105,298.567993,735.052979,-436.484985,0.0,744.252014,557.893005,402.643005,155.25,186.359009,1042.820007,,119.447998,119.447998,,,,24.483999,24.483999,0.0,0.0,,304.254007,,,304.254007,448.186005,447.927002,447.927002,0.0,0.0,56.838001,,,,,,56.838001,504.765003,952.951008,0,27.346001,,,0,1451.647949,-18.42395,1460.57,0.0,1460.57,2413.521008,
12/31/2003,2556.093994,461.252991,461.252991,0.0,501.759003,,,311.760986,69.977997,32.547001,209.235992,0.0,217.563995,,,,1492.337036,301.653015,751.094971,-449.441986,0.0,762.104004,561.416992,407.013,154.403992,200.687012,1063.757019,,128.205994,128.205994,,,,12.115,12.115,0.0,0.0,,369.994008,,,369.994008,510.315002,351.812988,351.812988,0.0,0.0,89.719002,,,,,,89.719002,441.53199,951.846992,0,52.928001,,,0,1544.499023,6.819947,1604.246971,0.0,1604.246971,2556.093963,
03/31/2004,2617.14209,486.619995,486.619995,0.0,533.875,,,307.627991,72.032997,28.254,207.340988,0.0,198.664001,,,,1526.786987,300.372986,762.872009,-462.498993,0.0,789.981995,566.226013,408.505005,157.721008,223.755981,1090.35498,,113.931,113.931,,,,6.718,6.718,0.0,0.0,,342.277026,,,342.277026,462.926025,277.096008,277.096008,0.0,0.0,96.693001,,,,,,96.693001,373.789009,836.715034,0,147.014008,,,0,1640.203003,-6.790039,1780.426971,0.0,1780.426971,2617.142006,
06/30/2004,2874.214844,521.440979,521.440979,0.0,552.159973,,,315.617981,74.346001,31.714001,209.557999,0.0,221.887009,,,,1611.106079,307.716003,782.147034,-474.431,0.0,955.393005,738.396973,564.106995,174.289978,216.996033,1263.109009,,123.873001,123.873001,,,,0.0,0.0,0.0,0.0,,377.751999,,,377.751999,501.625,374.664001,374.664001,0.0,0.0,73.153,,,,,,73.153,447.817001,949.442001,0,200.166,,,0,1735.884033,-11.2771,1924.772934,0.0,1924.772934,2874.214935,
09/30/2004,2974.952881,585.185974,585.185974,0.0,592.869019,,,314.782013,61.941002,29.282,223.559006,0.0,186.807999,,,,1679.64502,311.375,795.715027,-484.339996,0.0,983.932983,743.582947,563.686951,179.895996,240.350037,1295.307983,,124.308998,124.308998,,,,0.0,0.0,0.0,0.0,,429.399986,,,429.399986,553.708984,305.70401,305.70401,0.0,0.0,54.519001,,,,,,54.519001,360.223011,913.931995,0,244.526001,,,0,1827.062012,-10.567017,2061.020996,0.0,2061.020996,2974.952991,
12/31/2004,3230.747,688.04,688.04,0.0,630.983,630.983,,330.873,59.315,33.984,237.574,0.0,213.321,,,,1863.217,326.981,812.209,-485.228,0.0,1040.549,800.895,593.799,207.096,239.654,1367.53,,135.499,135.499,,,,0.0,0.0,0.0,0.0,,469.894,,,469.894,605.393,234.865,234.865,0.0,0.0,56.561,,,,,,56.561,291.426,896.819,0,313.023,,,0,1951.821,69.084,2333.928,0.0,2333.928,3230.747,
