Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,225.774994,135.863003,63.978001,71.885002,27.125999,,,27.360001,,,,,4.01,,,,194.358994,17.67,25.34,-7.67,0.0,13.746,,,,13.746,31.416,,,,,,,,,,,,19.801001,,,19.801001,19.801001,0.0,,,,1.334,,,,,,1.334,1.334,21.135001,0,58.999001,,,0,,145.641006,204.640007,0.0,204.640007,225.775008,
06/30/1990,242.906998,151.416,61.139,90.277,27.487,,,28.714001,,,,,4.093,,,,211.710007,17.599001,26.061001,-8.462,0.0,13.598,,,,13.598,31.197001,,,,,,,,,,,,19.958,,,19.958,19.958,0.0,,,,1.334,,,,,,1.334,1.334,21.292,0,59.605,,,0,,162.009995,221.614994,0.0,221.614994,242.906994,
09/30/1990,260.009003,168.465,57.174,111.291,22.379,,,31.51,,,,,4.316,,,,226.669998,19.863001,28.681,-8.818,0.0,13.476,,,,13.476,33.339001,,,,,,,,,,,,20.882,,,20.882,20.882,0.0,,,,1.334,,,,,,1.334,1.334,22.216,0,60.097,,,0,,177.695999,237.792999,0.0,237.792999,260.008999,
12/31/1990,278.145996,179.058996,21.913,157.145996,24.341999,,,32.785,,,,,4.473,,,,240.658997,23.007999,32.089001,-9.081,0.0,14.479,,,,14.479,37.486999,,5.222,5.222,,,,0.0,,,,,16.93,,,16.93,22.152,0.0,,,,1.589,,,,,,1.589,1.589,23.741,0,60.766998,,,0,,193.638,254.404998,0.0,254.404998,278.145998,
03/31/1991,304.700012,196.536995,53.293999,143.242996,32.694,,,30.82,,,,,5.207,,,,265.257996,25.176001,34.922001,-9.746,0.0,14.266,,,,14.266,39.442,,,,,,,,,,,,28.783001,,,28.783001,28.783001,0.0,,,,1.589,,,,,,1.589,1.589,30.372001,0,61.233002,,,0,,213.095001,274.328003,0.0,274.328003,304.700004,
06/30/1991,324.321014,207.356003,34.748001,172.608002,39.181999,,,27.829,,,,,5.305,,,,279.671997,26.500999,36.918999,-10.418,0.0,18.148001,,,,18.148001,44.649,,,,,,,,,,,,26.782,,,26.782,26.782,0.0,,,,1.589,,,,,,1.589,1.589,28.371,0,62.054001,,,0,,233.895996,295.949997,0.0,295.949997,324.320997,
09/30/1991,348.011993,234.184994,42.757,191.427994,37.193001,,,26.257999,,,,,5.563,,,,303.199005,27.351,38.168999,-10.818,0.0,17.462,,,,17.462,44.813,,,,,,,,,,,,25.566,,,25.566,25.566,0.0,,,,1.589,,,,,,1.589,1.589,27.155,0,66.036003,,,0,,254.820999,320.857002,0.0,320.857002,348.012002,
12/31/1991,375.092987,263.314003,56.945,206.369003,37.387001,,,23.867001,,,,,5.03,,,,329.597992,27.452999,38.868999,-11.416,0.0,18.042,,,,18.042,45.494999,,7.309,7.309,,,,0.0,,,,,21.195,,,21.195,28.504,0.0,,,,1.862,,,,,,1.862,1.862,30.366,0,66.688004,,,0,,278.039001,344.727005,0.0,344.727005,375.093005,
03/31/1992,401.404999,281.526995,29.974001,251.552994,44.976002,,,23.534,,,,,6.308,,,,356.345001,27.691999,39.933998,-12.242,0.0,17.368,,,,17.368,45.059999,,,,,,,,,,,,34.289001,,,34.289001,34.289001,0.0,,,,1.862,,,,,,1.862,1.862,36.151001,0,68.197998,,,0,,297.056,365.253998,0.0,365.253998,401.404999,
06/30/1992,427.850006,304.86499,41.391998,263.472992,44.606998,,,24.785,,,,,6.285,,,,380.541992,29.700001,42.841,-13.141,0.0,17.608,,,,17.608,47.308001,,,,,,,,,,,,34.358002,,,34.358002,34.358002,0.0,,,,1.862,,,,,,1.862,1.862,36.220002,0,68.519997,,,0,,323.109985,391.629982,0.0,391.629982,427.849984,
