Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2005,20506.615,306.495,306.495,0.0,301.919,301.919,,114.451,0.0,0.0,114.451,0.0,319.333,,,,,,1042.198,16538.104,,,0.0,2926.313,2018.017,1664.867,353.15,886.301,21.995,19464.417,,182.93,182.93,,,,0.014,,,,,,1330.322,,,,1330.322,1513.266,12268.883,,,,,3548.452,,,3548.452,15817.335,17330.601,0.0,2508.219,,,-1120.528,1796.716,-8.393,3176.014,0.0,3176.014,20506.615,
09/30/2005,20349.963,265.442,265.442,0.0,298.657,298.657,,106.257,0.0,0.0,106.257,0.0,188.309,,,,,,858.665,16396.269,,,0.0,3095.029,1721.659,1695.078,26.581,911.852,461.518,19491.298,,161.013,161.013,,,,0.014,,,,,,1107.468,,,,1107.468,1268.495,12271.362,,,,,3564.929,,,3564.929,15836.291,17104.786,0.0,2567.876,,,-1205.916,1889.926,-6.709,3245.177,0.0,3245.177,20349.963,
12/31/2005,20699.42,377.933,377.933,0.0,352.673,352.673,,111.825,0.0,0.0,111.825,0.0,176.152,,,,,,1018.583,16541.651,18916.751,-2375.1,0.0,3139.186,1692.04,1314.561,377.479,,1447.146,19680.837,,265.601,265.601,,,,0.014,,,,,,1268.953,,,,1268.953,1534.568,12355.433,,,,,3574.347,,,3574.347,15929.78,17464.348,0.0,2590.16,,,-1338.394,1987.725,-4.419,3235.072,0.0,3235.072,20699.42,
03/31/2006,20844.109,297.034,297.034,0.0,314.148,314.148,,117.451,0.0,0.0,117.451,0.0,182.636,,,,,,911.269,16584.518,,,0.0,3348.322,1688.774,1312.194,376.58,964.8,694.748,19932.84,,295.578,295.578,,,,0.0,,,,,,1098.869,,,,1098.869,1394.447,12504.752,,,,,3559.136,,,3559.136,16063.888,17458.335,0.0,2633.325,,,-1376.878,2131.762,-2.435,3385.774,0.0,3385.774,20844.109,
06/30/2006,21071.66,294.992,294.992,0.0,312.932,312.932,,118.144,0.0,0.0,118.144,0.0,179.793,,,,,,905.861,16801.647,,,0.0,3364.152,1684.812,1309.131,375.681,1053.474,625.866,20165.799,,366.812,366.812,,,,0.0,,,,,,1089.706,,,,1089.706,1456.518,12604.145,,,,,3545.604,,,3545.604,16149.749,17606.267,0.0,2678.761,,,-1490.775,2278.156,-0.749,3465.393,0.0,3465.393,21071.66,
09/30/2006,21644.6,343.716,343.716,0.0,343.491,343.491,,117.335,0.0,0.0,117.335,0.0,197.991,,,,,,1002.533,17227.81,,,0.0,3414.257,1553.058,1307.118,245.94,1082.664,778.535,20642.067,,439.782,439.782,,,,0.0,,,,,,1114.374,,,,1114.374,1554.156,12955.822,,,,,3593.211,,,3593.211,16549.033,18103.189,0.0,2704.364,,,-1596.984,2434.418,-0.387,3541.411,0.0,3541.411,21644.6,
12/31/2006,22146.238,452.944,452.944,0.0,362.921,362.921,,118.459,0.0,0.0,118.459,0.0,580.427,,,,,,1514.751,17241.86,20037.093,-2795.233,0.0,3389.627,1667.947,1300.747,367.2,,1721.68,20631.487,,416.64,416.64,,,,0.0,,,,,,1231.46,,,,1231.46,1648.1,12994.869,,,,,3653.72,,,3653.72,16648.589,18296.689,0.0,2810.265,,,-1597.12,2635.989,0.415,3849.549,0.0,3849.549,22146.238,
03/31/2007,22557.769,313.967,313.967,0.0,373.391,373.391,,124.5,0.0,0.0,124.5,0.0,622.961,,,,,,1434.819,17630.756,,,0.0,3492.194,1634.155,1269.591,364.564,1086.189,771.85,21122.95,,453.086,453.086,,,,0.0,,,,,,1181.866,,,,1181.866,1634.952,13240.315,,,,,3750.904,,,3750.904,16991.219,18626.171,0.0,2898.71,,,-1771.707,2804.162,0.433,3931.598,0.0,3931.598,22557.769,
06/30/2007,23498.171,294.609,294.609,0.0,333.295,333.295,,125.485,0.0,0.0,125.485,0.0,228.541,,,,,,981.93,18755.673,,,0.0,3760.568,1631.402,1269.591,361.811,1124.836,1004.33,22516.241,,507.131,507.131,,,,0.0,,,,,,1318.681,,,,1318.681,1825.812,13560.785,,,,,3780.48,,,3780.48,17341.265,19167.077,0.0,2937.549,,,-1771.707,3164.334,0.918,4331.094,0.0,4331.094,23498.171,
09/30/2007,24307.211,311.605,311.605,0.0,378.697,378.697,,124.562,0.0,0.0,124.562,0.0,319.635,,,,,,1134.499,19302.533,,,0.0,3870.179,1630.144,1269.591,360.553,1107.179,1132.856,23172.712,,558.163,558.163,,,,0.0,,,,,,1147.582,,,,1147.582,1705.745,14131.377,,,,,3888.337,,,3888.337,18019.714,19725.459,0.0,3004.147,,,-1771.707,3348.197,1.115,4581.752,0.0,4581.752,24307.211,
12/31/2007,22727.686,416.124,416.124,0.0,412.933,412.933,,126.941,0.0,0.0,126.941,0.0,169.817,,,,,,1125.815,16870.898,20237.219,-3366.321,0.0,4730.973,1625.02,1262.922,362.098,2482.727,623.226,21601.871,,220.495,220.495,,,,,-1.492,1.492,1.492,,,1504.192,,,,1504.192,1724.687,11175.229,11169.947,5.282,5.282,,3767.067,,,3767.067,14942.296,16666.983,0.0,3954.846,,,-2115.107,4220.408,0.556,6060.703,0.0,6060.703,22727.686,
03/31/2008,22895.879,327.745,327.745,0.0,390.452,390.452,,124.19,0.0,0.0,124.19,0.0,246.168,,,,,,1088.555,16845.32,,,0.0,4962.004,1621.909,1262.922,358.987,2487.363,852.732,21807.324,,169.419,169.419,,,,0.0,,,,,,1098.504,,,,1098.504,1267.923,12777.215,,,,,3755.023,,,3755.023,16532.238,17800.161,0.0,3981.902,,,-3222.272,4338.754,-2.666,5095.718,0.0,5095.718,22895.879,
06/30/2008,23131.111,279.995,279.995,0.0,366.133,366.133,,125.781,0.0,0.0,125.781,0.0,169.912,,,,,,941.821,16924.342,,,0.0,5264.948,1623.424,1262.922,360.502,2504.529,1136.995,22189.29,,164.055,164.055,,,,0.0,,,,,,1123.206,,,,1123.206,1287.261,13010.813,,,,,3746.722,,,3746.722,16757.535,18044.796,0.0,4000.172,,,-3355.963,4451.855,-9.749,5086.315,0.0,5086.315,23131.111,
09/30/2008,23390.728,250.087,250.087,0.0,322.821,322.821,,125.423,0.0,0.0,125.423,0.0,214.881,,,,,,913.212,16889.955,,,0.0,5587.561,1622.633,1262.922,359.711,2536.193,1428.735,22477.516,,155.183,155.183,,,,0.0,,,,,,1017.322,,,,1017.322,1172.505,13288.306,,,,,3785.457,,,3785.457,17073.763,18246.268,0.0,4013.807,,,-3355.963,4513.133,-26.517,5144.46,0.0,5144.46,23390.728,
12/31/2008,23274.716,295.644,295.644,0.0,303.416,303.416,,111.505,0.0,0.0,111.505,0.0,822.465,,,,,,1533.03,16289.154,20098.715,-3809.561,0.0,5452.532,433.562,86.353,347.209,4642.865,376.105,21741.686,,142.693,142.693,,,,1047.614,1045.929,1.685,1.685,,,1812.269,,,,1812.269,3002.576,12416.552,12411.792,4.76,4.76,,3881.227,,,3881.227,16297.779,19300.355,0.0,4022.103,,,-3355.963,3365.122,-56.901,3974.361,0.0,3974.361,23274.716,
03/31/2009,23841.649,1365.581,1365.581,0.0,449.468,449.468,0.0,102.828,,,,,172.987,,0.0,53.424,,119.563,2090.864,16067.874,,,0.0,5682.911,432.794,86.353,346.441,4689.12,560.997,21750.785,,1631.756,113.237,176.049,177.4,1165.07,14356.492,0.0,,,,14356.492,26.88,,,3340.759,26.88,16015.128,3.99,3.99,,,,3732.365,,,391.606,3736.355,19751.483,0.0,4030.953,3.693,4027.26,-3355.963,3470.321,-55.145,4090.166,0.0,4090.166,23841.649,
06/30/2009,22409.925,411.356,411.356,0.0,287.862,287.862,0.0,100.401,,,,,275.701,,,58.476,134.367,82.858,1075.32,15924.679,,,0.0,5409.926,432.052,86.353,345.699,4600.375,377.499,21334.605,,1209.865,117.254,,193.23,899.381,0.0,0.0,,,,0.0,22.096,,,3581.454,22.096,1231.961,12364.839,12364.839,,,,3768.195,,,186.741,16133.034,17364.995,0.0,3491.739,4.41,3487.329,0.0,1554.838,-1.647,5044.93,0.0,5044.93,22409.925,
09/30/2009,21726.521,896.99,896.99,0.0,309.281,309.281,0.0,98.121,,,,,320.073,,,45.997,166.907,107.169,1624.465,15751.056,,,0.0,4351.0,431.329,86.353,344.976,3544.425,375.246,20102.056,,1143.921,130.708,,205.786,807.427,0.0,0.0,,,,0.0,13.208,,,3142.22,13.208,1157.129,12910.322,12910.322,,,,3363.927,,,221.707,16274.249,17431.378,0.0,3492.295,4.412,3487.883,0.0,804.45,-1.602,4295.143,0.0,4295.143,21726.521,
12/31/2009,22518.21,2056.207,2056.207,0.0,368.474,368.474,0.0,101.809,,,,,527.011,0.0,,38.487,384.555,103.969,3053.501,15069.952,19431.267,-4361.315,0.0,4394.757,430.606,86.353,344.253,3611.799,352.352,19464.709,,1285.854,155.796,0.0,206.357,923.701,1079.824,0.0,1.698,1.698,,1078.126,17.923,0.0,,3031.303,17.923,2383.601,12976.037,12973.326,2.711,2.711,,3288.14,0.0,,256.837,16264.177,18647.778,0.0,3501.837,4.412,3497.425,0.0,370.532,-1.937,3870.432,0.0,3870.432,22518.21,
03/31/2010,21009.903,440.587,440.587,0.0,563.101,563.101,0.0,96.367,,,,,680.695,,,29.124,532.992,118.579,1780.75,14955.546,,,0.0,4273.607,429.886,86.353,343.533,3492.021,351.7,19229.153,,1165.83,127.697,,203.186,834.947,0.0,0.0,,,,0.0,0.0,,,3115.419,0.0,1165.83,12694.671,12694.671,,,,3368.664,,,253.245,16063.335,17229.165,0.0,3508.954,4.413,3504.541,0.0,273.791,-2.007,3780.738,0.0,3780.738,21009.903,
06/30/2010,19987.547,1013.208,1013.208,0.0,363.031,363.031,0.0,96.805,,,,,318.912,,,34.901,194.474,89.537,1791.956,14814.594,,,0.0,3380.997,429.545,86.353,343.192,2118.498,832.954,18195.591,,1194.987,117.463,,221.447,856.077,0.0,0.0,,,,0.0,0.0,,,2653.47,0.0,1194.987,13046.639,13046.639,,,,2896.763,,,243.293,15943.402,17138.389,0.0,3461.613,4.413,3457.2,0.0,-609.685,-2.77,2849.158,0.0,2849.158,19987.547,
09/30/2010,19136.372,552.757,552.757,0.0,324.206,324.206,0.0,93.479,,,,,318.359,,,22.681,180.181,115.497,1288.801,14697.192,,,0.0,3150.379,429.348,86.353,342.995,2115.76,605.271,17847.571,,1318.957,153.049,,223.106,942.802,0.0,0.0,,,,0.0,0.0,,,2400.984,0.0,1318.957,12623.851,12623.851,,,,2653.193,,,252.209,15277.044,16596.001,0.0,3469.666,4.413,3465.253,0.0,-927.676,-1.619,2540.371,0.0,2540.371,19136.372,
12/31/2010,18951.848,498.964,498.964,0.0,321.894,321.894,0.0,96.392,,,,,538.395,0.0,,110.092,175.982,252.321,1455.645,14554.35,19385.78,-4831.43,0.0,2941.853,419.96,77.156,342.804,1923.155,598.738,17496.203,,1246.221,167.084,0.0,211.914,867.223,0.0,0.0,,,,,0.0,0.0,,2526.519,0.0,1246.221,12047.698,12047.698,,,,2725.767,0.0,,199.248,14773.465,16019.686,0.0,4065.711,4.885,4060.826,0.0,-1133.248,-0.301,2932.162,0.0,2932.162,18951.848,
03/31/2011,18760.349,431.275,431.275,0.0,317.974,317.974,0.0,95.097,,,,,522.065,,,84.567,173.451,264.047,1366.411,14426.622,,,0.0,2967.316,428.979,86.353,342.626,1941.786,596.551,17393.938,,1172.44,138.533,,238.175,795.732,0.0,0.0,,,,0.0,0.0,,,2371.875,0.0,1172.44,12081.108,12081.108,,,,2587.639,,,215.764,14668.747,15841.187,0.0,4073.637,4.886,4068.751,0.0,-1156.736,2.261,2919.162,0.0,2919.162,18760.349,
06/30/2011,27216.19,921.553,921.553,0.0,370.075,370.075,0.0,105.318,,,,,396.334,,,151.044,0.0,245.29,1793.28,15017.905,,,0.0,10405.005,8116.621,2906.755,5209.866,1690.136,598.248,25422.91,,1585.025,179.703,2.244,200.746,1202.332,0.0,0.0,,,,0.0,0.0,,,2736.116,0.0,1585.025,12630.291,12630.291,,,,2955.6,,,219.484,15585.891,17170.916,0.0,4082.122,4.886,4077.236,0.0,2285.249,-1.52,6365.851,3679.423,10045.274,27216.19,
09/30/2011,27853.023,1815.125,1815.125,0.0,463.407,463.407,0.0,104.279,,,,,338.996,,,79.458,0.0,259.538,2721.807,14868.394,,,0.0,10262.822,8026.04,2905.378,5120.662,1659.719,577.063,25131.216,,1663.739,158.477,2.639,240.78,1261.843,351.608,0.0,,,,351.608,0.0,,,2603.418,0.0,2015.347,13099.074,13099.074,,,,2796.996,,,193.578,15896.07,17911.417,0.0,4090.669,4.886,4085.783,0.0,2161.463,-3.276,6248.856,3692.75,9941.606,27853.023,
12/31/2011,27766.276,1865.913,1865.913,0.0,491.73,491.73,0.0,112.735,,,,,342.342,0.0,,91.06,0.0,251.282,2812.72,14866.644,20203.743,-5337.099,0.0,10086.912,7944.726,2896.609,5048.117,1635.572,506.614,24953.556,,1744.764,170.994,7.611,203.422,1362.737,0.0,0.0,,,,,0.0,0.0,,2502.096,0.0,1744.764,13470.167,13470.167,,,,2669.123,0.0,,167.027,16139.29,17884.054,0.0,4099.211,4.888,4094.323,0.0,1981.389,5.978,6086.578,3795.644,9882.222,27766.276,
03/31/2012,27391.028,1634.892,1634.892,0.0,477.484,477.484,0.0,110.674,,,,,370.627,,,99.935,,270.692,2593.677,14786.82,,,0.0,10010.531,7862.636,2897.049,4965.587,1589.915,557.98,24797.351,,1892.387,163.626,62.179,253.075,1413.507,0.0,0.0,,,,0.0,0.0,,,2471.425,0.0,1892.387,13359.953,13359.953,,,,2647.453,,,176.028,16007.406,17899.793,0.0,4107.434,4.889,4102.545,0.0,1764.136,6.837,5878.407,3612.828,9491.235,27391.028,
06/30/2012,27263.008,1731.921,1731.921,0.0,478.588,478.588,0.0,113.316,,,,,353.592,,,122.134,,231.458,2677.417,14783.177,,,0.0,9802.414,7789.548,2900.237,4889.311,1498.864,514.002,24585.591,,1787.71,171.878,0.336,251.373,1364.123,141.674,0.0,,,,141.674,0.0,,,2513.84,0.0,1929.384,13225.319,13225.319,,,,2696.098,,,182.258,15921.417,17850.801,0.0,4096.055,4.889,4091.166,0.0,1618.684,11.046,5725.785,3686.422,9412.207,27263.008,
09/30/2012,27831.361,2443.159,2443.159,0.0,412.39,412.39,0.0,107.772,,,,,384.496,,,140.831,,243.665,3347.817,14765.349,,,0.0,9718.195,7714.456,2901.273,4813.183,1488.662,515.077,24483.544,,2025.854,201.15,0.358,249.676,1574.67,0.0,0.0,,,,0.0,0.0,,,2527.828,0.0,2025.854,13825.451,13825.451,,,,2714.553,,,186.725,16540.004,18565.858,0.0,4103.212,4.89,4098.322,0.0,1437.525,12.533,5553.27,3712.233,9265.503,27831.361,
12/31/2012,26284.738,1543.509,1543.509,0.0,443.677,443.677,0.0,107.577,,,,,412.329,0.0,,179.431,0.0,232.898,2507.092,14194.652,19907.902,-5713.25,0.0,9582.994,7640.68,2902.847,4737.833,1444.547,497.767,23777.646,,1925.392,199.62,1.35,206.736,1517.686,0.279,0.0,0.279,0.279,,,0.0,0.0,,2473.889,0.0,1925.671,13589.283,13588.938,0.345,0.345,,2653.768,0.0,,179.879,16243.051,18168.722,0.0,4137.547,4.892,4132.655,0.0,213.698,14.303,4365.548,3750.468,8116.016,26284.738,
03/31/2013,26057.874,1480.637,1480.637,0.0,475.581,475.581,0.0,105.047,,,,,377.98,,,119.196,0.0,258.784,2439.245,14117.778,,,0.0,9500.851,7564.746,2898.087,4666.659,1435.136,500.969,23618.629,,1870.988,178.435,4.344,205.204,1483.005,0.0,0.0,,,,0.0,0.0,,,2476.384,0.0,1870.988,13690.699,13690.699,,,,2617.134,,,140.75,16307.833,18178.821,0.0,4144.631,4.894,4139.737,0.0,220.244,7.982,4372.857,3506.196,7879.053,26057.874,
06/30/2013,25722.137,1278.673,1278.673,0.0,440.326,440.326,0.0,101.11,,,,,390.131,,,141.516,,248.615,2210.24,14042.309,,,0.0,9469.588,7509.631,2900.543,4609.088,1408.139,551.818,23511.897,,2098.146,229.599,7.682,193.66,1667.205,0.0,0.0,,,,0.0,0.0,,,2505.0,0.0,2098.146,13111.961,13111.961,,,,2654.864,,,149.864,15766.825,17864.971,0.0,4150.467,4.896,4145.571,0.0,127.286,11.308,4289.061,3568.105,7857.166,25722.137,
09/30/2013,25658.835,1375.403,1375.403,0.0,411.077,411.077,0.0,98.33,,,,,399.205,,,126.396,,272.809,2284.015,13969.293,,,0.0,9405.527,7449.173,2900.758,4548.415,1416.462,539.892,23374.82,,2161.47,202.792,2.5,183.958,1772.22,0.0,0.0,,,,0.0,0.0,,,2478.063,0.0,2161.47,13034.518,13034.518,,,,2635.676,,,157.613,15670.194,17831.664,0.0,4155.311,4.898,4150.413,0.0,95.427,11.619,4262.357,3564.814,7827.171,25658.835,
12/31/2013,26084.61,1803.669,1803.669,0.0,488.217,488.217,0.0,107.907,,,,,319.646,0.0,,80.989,0.0,238.657,2719.439,14055.212,20220.265,-6165.053,0.0,9309.959,7409.303,2897.442,4511.861,1469.261,431.395,23365.171,,2214.43,144.99,14.813,188.522,1866.105,0.898,0.0,0.898,0.898,,0.0,0.0,0.0,,2419.967,0.0,2215.328,13448.31,13447.23,1.08,1.08,,2560.477,0.0,,140.51,16008.787,18224.115,0.0,4161.584,4.904,4156.68,0.0,41.964,12.503,4216.051,3644.444,7860.495,26084.61,
03/31/2014,25350.709,1114.736,1114.736,0.0,492.535,492.535,0.0,101.553,,,,,261.806,,,0.0,,261.806,1970.63,14034.075,,,0.0,9346.004,7348.038,2896.542,4451.496,1416.664,581.302,23380.079,,2112.922,220.523,20.549,188.281,1683.569,0.0,0.0,,,,0.0,46.642,,,2305.322,0.0,2159.564,12930.728,12930.728,,,,2437.571,,,132.249,15368.299,17527.863,0.0,4165.801,4.906,4160.895,0.0,165.252,12.236,4343.289,3479.557,7822.846,25350.709,
06/30/2014,25572.303,1365.137,1365.137,0.0,473.922,473.922,0.0,102.524,,,,,224.732,,,,,224.732,2166.315,14113.722,,,0.0,9292.266,7295.297,2898.861,4396.436,1420.924,576.045,23405.988,,2241.6,253.475,32.817,191.141,1764.167,317.194,0.0,,,,317.194,1.522,,,2356.998,0.0,2560.316,12606.52,12606.52,,,,2463.939,,,106.941,15070.459,17630.775,0.0,4171.272,4.907,4166.365,0.0,270.796,15.235,4457.303,3484.225,7941.528,25572.303,
09/30/2014,25448.486,1313.427,1313.427,0.0,433.853,433.853,0.0,99.274,,,,,144.503,,,0.0,,144.503,1991.057,14253.703,,,0.0,9203.726,7225.235,2893.467,4331.768,1555.353,423.138,23457.429,,2158.957,266.696,2.39,180.792,1709.079,1191.542,0.0,,,,1191.542,18.815,,,2339.171,0.0,3369.314,11723.655,11723.655,,,,2456.881,,,117.71,14180.536,17549.85,0.0,4178.114,4.909,4173.205,0.0,234.354,8.388,4420.856,3477.78,7898.636,25448.486,
12/31/2014,26702.511,2283.715,2283.715,0.0,473.345,473.345,0.0,104.011,,,,,166.089,0.0,,0.0,14.675,151.414,3027.16,14441.542,20966.781,-6525.239,0.0,9233.809,7261.966,2897.11,4364.856,1559.034,412.809,23675.351,,2092.196,164.252,0.0,191.155,1736.789,1253.587,0.0,8.267,8.267,,1245.32,62.142,0.0,,2621.86,0.0,3407.925,12918.573,12913.882,4.691,4.691,,2747.739,0.0,,125.879,15666.312,19074.237,0.0,4185.835,4.913,4180.922,0.0,-107.909,12.991,4090.917,3537.357,7628.274,26702.511,
03/31/2015,26798.447,2195.535,2195.535,0.0,461.751,461.751,0.0,103.286,,,,,196.035,,,,7.725,188.31,2956.607,14561.951,,,0.0,9279.889,7207.333,2898.127,4309.206,1661.444,411.112,23841.84,,1825.209,187.325,,184.205,1453.679,0.0,0.0,,,,0.0,70.552,,,2547.15,0.0,1895.761,14551.81,14551.81,,,,2697.841,,,150.691,17249.651,19145.412,0.0,4197.597,4.913,4192.684,0.0,61.941,13.58,4273.118,3379.917,7653.035,26798.447,
06/30/2015,27149.587,2542.545,2542.545,0.0,467.96,467.96,0.0,106.914,,,,,149.603,,,,12.947,136.656,3267.022,14791.558,,,0.0,9091.007,7154.792,2898.383,4256.409,1491.052,445.163,23882.565,,1832.456,174.246,,192.357,1465.853,875.029,0.0,,,,875.029,83.31,,,2525.636,0.0,2790.795,12495.209,12495.209,,,,2681.753,,,156.117,15176.962,17967.757,0.0,5654.919,5.631,5649.288,0.0,159.4,13.891,5828.21,3353.62,9181.83,27149.587,
09/30/2015,26680.266,1807.795,1807.795,0.0,470.842,470.842,0.0,100.533,,,,,203.104,,,,16.054,187.05,2582.274,15014.642,,,0.0,9083.35,7111.656,2898.996,4212.66,1536.531,435.163,24097.992,,1863.021,168.651,,143.361,1551.009,0.0,0.0,,,,0.0,89.834,,,2496.294,0.0,1952.855,12821.037,12821.037,,,,2661.652,,,165.358,15482.689,17435.544,0.0,5660.972,5.632,5655.34,0.0,225.825,14.447,5901.244,3343.478,9244.722,26680.266,
12/31/2015,25215.178,1670.312,1670.312,0.0,480.559,480.559,0.0,104.2,,,,,153.678,0.0,,0.0,15.993,137.685,2408.749,15371.795,22311.733,-6939.938,0.0,7434.634,5595.548,1430.767,4164.781,1491.497,347.589,22806.429,,1909.509,182.031,0.0,165.914,1561.564,328.442,0.0,,,,328.442,0.0,0.0,0.0,2680.576,0.0,2237.951,12368.311,12351.648,16.663,16.663,,2838.239,0.0,,157.663,15206.55,17444.501,0.0,5661.534,5.648,5655.886,0.0,-555.629,14.022,5119.927,2650.75,7770.677,25215.178,
03/31/2016,25497.29,1664.905,1664.905,0.0,452.751,452.751,0.0,97.584,,,,,186.404,0.0,,,9.148,177.256,2401.644,15692.731,,,0.0,7402.915,5546.451,1429.547,4116.904,1478.501,377.963,23095.646,,1845.411,183.777,,143.11,1518.524,242.9,0.0,,,,242.9,0.0,,,2687.946,0.0,2088.311,12686.381,12686.381,,,,2851.338,,,163.392,15537.719,17626.03,0.0,5677.107,5.651,5671.456,0.0,-488.83,11.622,5199.899,2671.361,7871.26,25497.29,
06/30/2016,26549.055,2503.255,2503.255,0.0,443.903,443.903,0.0,97.8,,,,,148.829,,,,11.194,137.635,3193.787,16102.856,,,0.0,7252.412,5501.596,1429.279,4072.317,1364.163,386.653,23355.268,,1917.779,161.42,0.0,160.445,1595.914,0.0,0.0,,,,0.0,0.0,,,2591.317,0.0,1917.779,12364.92,12364.92,,,,2733.223,,,141.906,15098.143,17015.922,0.0,5536.248,5.656,5530.592,0.0,-14.477,10.809,5532.58,4000.553,9533.133,26549.055,
09/30/2016,27705.286,1446.158,1446.158,0.0,492.426,492.426,0.0,97.4,,,,,178.364,,,,0.478,177.886,2214.348,17948.045,,,0.0,7542.893,5952.684,1815.209,4137.475,1196.543,393.666,25490.938,,2130.635,232.49,,115.977,1782.168,0.0,0.0,,,,0.0,0.0,,,2543.815,0.0,2130.635,12786.42,12786.42,,,,2864.522,,,320.707,15650.942,17781.577,0.0,5656.888,5.728,5651.16,0.0,521.142,12.801,6190.831,3732.878,9923.709,27705.286,
12/31/2016,28173.301,1446.581,1446.581,0.0,542.924,542.924,0.0,97.733,,,,,142.349,1.879,,0.0,0.0,142.349,2229.587,18425.023,25993.222,-7568.199,0.0,7518.691,5904.825,1817.119,4087.706,1220.443,391.544,25943.714,,2276.046,250.477,10.654,159.028,1855.887,17.375,0.0,9.0,9.0,,8.375,0.0,0.0,0.0,2551.228,0.0,2293.421,12984.22,12979.22,5.0,5.0,,2872.209,0.0,,320.981,15856.429,18149.85,0.0,5659.316,5.741,5653.575,0.0,545.811,15.053,6220.18,3803.271,10023.451,28173.301,
03/31/2017,28303.092,1395.444,1395.444,0.0,493.765,493.765,0.0,100.502,,,,,183.007,0.0,,,,183.007,2172.718,18619.666,,,0.0,7510.708,5847.784,1814.028,4033.756,1252.432,410.492,26130.374,,2124.764,204.835,77.348,112.096,1730.485,0.0,0.0,,,,0.0,0.0,,,2541.746,0.0,2124.764,13099.19,13099.19,,,,2882.652,,,340.906,15981.842,18106.606,0.0,5679.802,5.745,5674.057,0.0,689.476,7.217,6376.495,3819.991,10196.486,28303.092,
06/30/2017,28542.931,1757.062,1757.062,0.0,469.126,469.126,0.0,103.119,,,,,155.824,,,,7.362,148.462,2485.131,18896.912,,,0.0,7160.888,5779.818,1807.772,3972.046,980.885,400.185,26057.8,,2206.978,206.144,0.0,147.438,1853.396,472.59,0.0,,,,472.59,0.0,,,2560.127,0.0,2679.568,12725.268,12725.268,,,,2849.757,,,289.63,15575.025,18254.593,0.0,5683.716,5.75,5677.966,0.0,836.84,-9.148,6511.408,3776.93,10288.338,28542.931,
09/30/2017,29101.89,1986.688,1986.688,0.0,515.423,515.423,0.0,101.242,,,,,191.183,,,,,191.183,2794.536,19134.748,,,0.0,7172.606,5731.575,1807.009,3924.566,1007.584,433.447,26307.354,,2269.385,242.604,6.013,121.65,1899.118,466.375,0.0,,,,466.375,0.0,,,2668.864,0.0,2735.76,13026.927,13026.927,,,,2955.126,,,286.262,15982.053,18717.813,0.0,5395.726,5.655,5390.071,0.0,922.657,-9.84,6308.543,4075.534,10384.077,29101.89,
12/31/2017,29160.042,1499.995,1499.995,0.0,542.273,542.273,0.0,102.292,,,,,231.795,,,0.0,42.551,189.244,2376.355,19635.459,27885.649,-8250.19,0.0,7148.228,5684.491,1806.531,3877.96,1033.297,430.44,26783.687,,2980.255,255.028,0.0,135.785,2589.442,158.042,0.0,0.0,0.0,,158.042,0.0,,,1295.375,0.0,3138.297,12751.052,12751.052,0.0,0.0,,1579.791,0.0,,284.416,14330.843,17469.14,0.0,5363.372,5.663,5357.709,0.0,2217.299,-3.61,7577.061,4113.841,11690.902,29160.042,
03/31/2018,29298.27,1525.402,1525.402,0.0,505.591,505.591,0.0,107.309,,,,,254.411,,,,41.653,212.758,2392.713,19711.829,,,0.0,7193.728,5619.955,1800.586,3819.369,1050.795,522.978,26905.557,,3047.28,253.391,,125.524,2668.365,539.608,0.0,,,,539.608,0.0,,,1206.591,0.0,3586.888,12742.861,12742.861,,,,1489.47,,,282.879,14232.331,17819.219,0.0,5005.526,5.568,4999.958,0.0,2372.744,-7.48,7370.79,4108.261,11479.051,29298.27,
