Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,EV/Sales,EV/EBITDA,EV/Market Cap,Total Debt/EV,EV/Net Income,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1997,,-8.884,0.0,15.746,47.195999,,,,,,,,,,,,
06/30/1997,,-7.003,0.0,31.690001,46.733002,,,,,,,,,,,,
09/30/1997,318.055495,-15.363,0.0,34.444,46.251999,,383.388494,,,1.205414,0.12064,,382.950005,448.283004,31.190083,,
12/31/1997,318.831809,-12.782,0.0,33.905998,128.82,,468.775807,8.993128,,1.470292,0.274801,41.922358,383.745314,533.689313,38.135695,,
03/31/1998,314.21425,-10.625,,33.864,306.85,,644.30325,10.425956,,2.050522,0.476251,53.943674,317.07725,647.16625,52.41647,,
06/30/1998,535.32,-38.478,109.771,40.699,66.472,,713.784,9.027584,18.902677,1.333378,0.093126,52.391662,414.45,592.914,30.001009,,
09/30/1998,502.991993,-0.976,109.903999,41.652,148.044998,,801.616991,7.178574,15.561752,1.593697,0.184683,33.826357,502.487989,801.112987,33.467644,,
12/31/1998,570.468704,-6.236,109.95,41.491,176.903,,892.576704,6.633693,14.555096,1.564637,0.198194,30.307179,731.5305,1053.6385,37.265226,,
03/31/1999,500.785474,-21.411,110.049,44.949,309.386,,943.758474,5.934953,12.962469,1.884556,0.327823,26.233731,501.6165,944.5895,39.01118,,
06/30/1999,544.042691,-10.068,110.149,45.646,417.179,,1106.948691,6.283662,13.2102,2.034672,0.376873,27.064099,495.81375,1058.71975,45.756808,,
09/30/1999,496.182,-8.409,110.248,45.558,413.136,,1056.715,5.530657,11.368761,2.129692,0.390963,25.700197,497.699,1058.232,43.658693,,
12/31/1999,526.002,-21.561001,110.348,41.493999,435.692993,,1091.975992,5.32152,10.527201,2.075992,0.398995,25.480119,578.810989,1144.784981,45.152828,,
03/31/2000,575.67625,-10.147,110.454,42.43,489.104,,1207.51725,5.661201,11.029066,2.097563,0.405049,21.454387,637.26,1269.101,49.817123,,
06/30/2000,651.596922,-15.317,110.561,42.544,507.211,,1296.595922,5.921016,11.464864,1.989874,0.391187,21.289874,723.031172,1368.030172,53.198044,,
09/30/2000,687.98025,-14.064,110.667,41.753,487.345,,1313.68125,5.833294,9.731261,1.909475,0.370977,19.086437,766.10625,1391.80725,53.584649,,
12/31/2000,686.448028,-10.793,110.774002,43.326,476.01899,,1305.77402,5.669317,9.405764,1.902218,0.364549,15.145203,699.776028,1319.10202,53.262113,,
03/31/2001,678.15225,-8.078,110.888,43.062,755.83,,1579.85425,6.513305,10.758579,2.329645,0.478418,20.817961,752.21235,1653.91435,63.948765,,
06/30/2001,753.47629,-43.742,111.002,43.546,624.086,,1488.36829,5.893594,9.571193,1.975335,0.419309,18.97485,975.46673,1710.35873,59.872412,,
09/30/2001,943.8664,-5.991,111.117,46.474,499.636,,1595.1024,6.343339,11.650141,1.689966,0.313231,21.158571,988.87696,1640.11296,53.267738,,
