Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1998,2379.612964,0,0,0,936,3315.612964,914,102.407002,0.282301,,,,,,2388.9375,3324.9375,35.791454,,
06/30/1998,2117.022145,0,0,0,908,3025.022145,880,103.181818,0.300163,,,,,,2149.42493,3057.42493,32.954106,,
09/30/1998,1708.808977,0,0,0,988,2696.808977,894,110.514541,0.366359,,,,,,1747.43128,2735.43128,30.675883,,
12/31/1998,2073.616343,0,0,0,983,3056.616343,898,109.465479,0.321597,5.724001,7.491707,8.397298,12.520286,17.553333,2078.831323,3061.831323,35.100841,,
03/31/1999,1905.14562,0,0,0,989,2894.14562,900,109.888889,0.341724,5.460652,7.271723,8.10685,11.863803,15.733537,1943.087455,2932.087455,34.085264,,
06/30/1999,2115.116699,-3,0,0,963,3075.116699,896,107.477679,0.313159,5.601305,7.356739,8.244281,14.924748,21.056465,2153.825076,3113.825076,36.710361,,
09/30/1999,1888.171102,0,0,0,967,2855.171102,901,107.325194,0.338684,5.238846,6.639933,7.435341,13.386987,19.518587,1907.775046,2874.775046,34.590106,,
12/31/1999,2040.205824,0,0,0,970,3010.205824,1095,88.584475,0.322237,5.722825,7.288634,8.113762,15.050342,25.08314,2046.337462,3016.337462,36.332765,,
03/31/2000,2096.329974,0,0,0,967,3063.329974,1087,88.960442,0.31567,6.290205,7.89518,8.752371,14.999768,25.269755,2114.0625,3081.0625,37.44536,,
07/01/2000,1721.695935,0,0,0,1027,2748.695935,1109,92.605951,0.373632,6.094669,7.721056,8.536323,13.181196,23.587559,1749.462543,2776.462543,34.524418,,
09/30/2000,2153.198206,0,0,0,978,3131.198206,1085,90.138249,0.31234,7.693362,9.815668,10.760131,14.955256,24.01758,2176.875,3154.875,39.081842,,
12/30/2000,2400.508443,0,0,0,640,3040.508443,785,81.528662,0.210491,7.717027,9.241667,10.067909,15.163025,21.949764,2415.956159,3055.956159,37.919142,,
03/31/2001,2308.254957,0,0,0,621,2929.254957,779,79.717587,0.211999,7.648185,9.731744,10.690712,16.257931,24.579666,2330.439914,2951.439914,36.421287,,
06/30/2001,2898.395411,0,0,0,606,3504.395411,792,76.515152,0.172926,9.471339,11.720386,12.836613,22.914964,33.082045,2913.625,3519.625,43.224653,,
09/30/2001,2980.906111,0,0,0,614,3594.906111,960,63.958333,0.170797,9.078046,11.559184,13.072386,22.604959,32.088281,2980.906111,3594.906111,43.68051,,
09/06/2020,,0,0,0,614,,960,63.9583333333333,,,,,,,,,43.6805100514256,,
