Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1999,128.728,17.6,16.017,1.583,18.553,18.553,,1.003,1.003,,,,4.074,,,,,,41.23,22.435,35.3,-12.865,,65.063,59.524,59.524,0.0,5.539,87.498,,4.747,4.747,,,,1.9,,,,,,6.391,,,6.391,13.038,3.878,,,,,,,,,,,,3.878,16.916,,136.295,,,,-24.483,0.0,111.812,,111.812,128.728,
12/31/1999,595.786,19.629,19.344,0.285,48.284,48.284,,2.035,,0.0,0.0,0.0,7.592,,,,,,77.54,75.112,92.01,-16.898,0.0,443.134,421.001,421.001,0.0,22.133,518.246,,14.347,14.347,,,,5.741,4.472,1.269,1.269,,,30.594,,,30.594,50.682,355.444,350.573,4.871,4.871,,2.351,,,,,,2.351,357.795,408.477,69.195,136.838,,,0.0,-18.724,0.0,187.309,0.0,187.309,595.786,
03/31/2000,599.173,21.048,20.77,0.278,53.418,53.418,,2.702,,,,,7.341,,,,,,84.509,74.199,93.403,-19.204,,440.465,418.19,418.19,0.0,22.275,514.664,,11.308,11.308,,,,7.08,,,,,,34.228,,,34.228,52.616,363.13,,,,,2.161,,,,,,2.161,365.291,417.907,69.855,137.022,,,0.0,-15.611,-10.0,181.266,0.0,181.266,599.173,
06/30/2000,585.507,4.891,4.613,0.278,58.307,58.307,,3.596,3.596,,,0.0,10.527,,,,,,77.321,70.968,87.331,-16.363,0.0,437.218,415.622,415.622,0.0,21.596,508.186,,11.526,11.526,,,,2.39,,,,,,25.043,,,25.043,38.959,349.601,,,,,1.931,,,,,,1.931,351.532,390.491,70.487,137.686,,,0.0,-13.157,0.0,195.016,0.0,195.016,585.507,
09/30/2000,593.008,2.764,2.218,0.546,61.218,61.218,,3.398,3.398,,,,12.945,,,,,,80.325,73.723,96.012,-22.289,,438.96,420.009,420.009,0.0,18.951,512.683,,10.631,10.631,,,,2.932,,,,,,27.73,,,27.73,41.293,348.504,,,,,2.994,,,,,,2.994,351.498,392.791,71.12,139.393,,,,-10.296,0.0,200.217,,200.217,593.008,
12/31/2000,597.982,2.947,2.666,0.281,71.225,71.225,,3.216,,0.0,0.0,0.0,13.623,,,,,,91.011,73.908,98.44,-24.532,0.0,433.063,418.79,418.79,0.0,14.273,506.971,,14.444,14.444,,,,5.097,4.143,0.954,0.954,,,23.572,,,23.572,43.113,345.104,341.309,3.795,3.795,,3.628,,,,,,3.628,348.732,391.845,77.883,135.01,,,0.0,-6.756,0.0,206.137,0.0,206.137,597.982,
03/31/2001,592.927,3.651,3.16,0.491,67.401,67.401,,3.5,3.5,0.0,0.0,0.0,12.384,,,,,,86.936,74.847,101.981,-27.134,,431.144,414.991,414.991,0.0,16.153,505.991,,9.848,9.848,,,,4.906,,,,,,28.21,,,28.21,42.964,336.637,,,,,3.258,,,,,,3.258,339.895,382.859,78.135,136.01,,,0.0,-2.37,-1.707,210.068,0.0,210.068,592.927,
06/30/2001,595.885,3.483,3.164,0.319,68.049,68.049,,3.999,3.999,,,,14.467,,,,,,89.998,77.126,106.846,-29.72,,428.761,412.774,412.774,0.0,15.987,505.887,,10.052,10.052,,,,6.942,,,,,,29.83,,,29.83,46.824,328.562,,,,,3.24,,,,,,3.24,331.802,378.626,72.339,144.434,,,,2.513,-2.027,217.259,,217.259,595.885,
09/30/2001,620.643,13.137,12.804,0.333,68.657,68.657,,3.905,,0.0,0.0,0.0,13.438,,,,,,99.137,83.239,116.834,-33.595,0.0,438.267,422.589,422.589,0.0,15.678,521.506,,12.001,12.001,,,,8.996,,,,,,43.327,,,43.327,64.324,325.857,,,,,3.223,,,,,,3.223,329.08,393.404,79.44,144.753,,,0.0,8.16,-5.114,227.239,0.0,227.239,620.643,
12/31/2001,614.53,13.017,12.737,0.28,65.3,65.3,,6.044,,0.0,0.0,0.0,13.632,,,,,,97.993,82.736,116.731,-33.995,0.0,433.801,422.652,422.652,0.0,11.149,516.537,,13.317,13.317,,,,12.633,11.688,0.945,0.945,,,37.429,,,37.429,63.379,267.365,264.591,2.774,2.774,,6.404,,,,,,6.404,273.769,337.148,48.735,227.231,,,0.0,5.412,-3.996,277.382,0.0,277.382,614.53,
03/31/2002,622.034973,11.793,11.27,0.523,62.372002,,,4.41,4.41,0.0,0.0,0.0,20.33,,,,,,98.904999,84.237999,121.474998,-37.237,0.0,438.891998,422.515991,416.348999,6.166992,16.376007,523.129997,,10.826,10.826,,,,14.097,,,,,,33.887001,,,33.887001,58.810001,249.572006,,,,,19.013,,,,,,19.013,268.585007,327.395008,45.276001,236.259995,,,0.0,,13.104,294.639996,0.0,294.639996,622.035004,
06/30/2002,622.916,9.548,8.91,0.638,61.27,61.27,,4.61,4.61,,,,19.427,,,,,,94.855,84.593,124.69,-40.097,,443.468,432.398,421.837,10.561,11.07,528.061,,11.93,11.93,,,,5.109,,,,,,43.083,,,43.083,60.122,235.74,,,,,19.066,,,,,,19.066,254.806,314.928,49.419,234.179,,,,26.888,-2.498,307.988,,307.988,622.916,
09/30/2002,615.401,6.238,5.911,0.327,63.274,63.274,,4.268,,0.0,0.0,0.0,12.608,,,,,,86.388,85.149,127.716,-42.567,0.0,443.864,432.873,421.479,11.394,10.991,529.013,,10.136,10.136,,,,1.338,,,,,,42.998,,,42.998,54.472,217.539,,,,,21.797,,,,,,21.797,239.336,293.808,49.419,235.924,,,-1.435,39.024,-1.339,321.593,0.0,321.593,615.401,
12/31/2002,667.095,8.887,8.375,0.512,62.836,62.013,,4.494,,0.0,0.0,0.0,18.139,,,,,,94.356,88.501,140.429,-51.928,7.717,476.521,467.382,447.272,20.11,9.139,572.739,,14.33,14.33,,,,3.933,3.073,0.86,0.86,,,35.491,,,35.491,53.754,224.124,222.143,1.981,1.981,,34.439,,,,,,34.439,258.563,312.317,48.735,257.249,,,-1.435,50.458,-0.229,354.778,0.0,354.778,667.095,
03/31/2003,700.186,10.329,9.188,1.141,69.363,68.54,,5.279,5.279,,,,15.13,,,,,,100.101,93.552,,,7.717,498.816,490.431,469.389,21.042,8.385,600.085,,12.637,12.637,,,,25.156,,,,,,40.512,,,40.512,78.305,210.473,,,,,38.589,,,,,,38.589,249.062,327.367,31.919,277.217,,,-1.435,65.139,-0.021,372.819,,372.819,700.186,
06/30/2003,695.849976,6.799,6.099,0.7,64.730003,,,4.82,4.82,0.0,0.0,0.0,16.017,,,,,,92.365997,92.938004,,,0.0,510.54599,495.527008,466.158997,29.368011,15.018982,603.483994,,11.281,11.281,,,,18.576,,,,,,43.947001,,,43.947001,73.804001,185.822006,,,,,41.820999,,,,,,41.820999,227.643005,301.447006,21.032,294.226013,,,-1.435,80.661003,-0.081006,394.40301,0.0,394.40301,695.850016,
09/30/2003,696.797,7.844,6.542,1.302,63.818,62.995,,4.63,,,,,14.966,,,,,,91.258,94.705,,,7.717,503.117,495.369,466.308,29.061,7.748,605.539,,10.254,10.254,,,,9.766,,,,,,46.756,,,46.756,66.776,169.988,,,,,43.421,,,,,,43.421,213.409,280.185,20.944,298.697,,,-1.435,97.832,0.574,416.612,,416.612,696.797,
12/31/2003,707.461975,7.881,7.24,0.641,59.710999,59.710999,,3.244,3.244,0.0,0.0,0.0,26.900999,,,,,,97.737,96.561996,152.462006,-55.900002,0.0,513.163025,496.588013,464.946014,31.641998,16.575012,609.725021,,15.741,15.741,,,,4.83,3.797,1.033,1.033,,,48.423003,,,48.423003,68.994003,163.016006,161.491006,1.525,1.525,,46.688,,,,,,46.688,209.704006,278.698009,20.944,291.050995,,,0.0,116.238998,0.529999,428.763992,0.0,428.763992,707.462002,
03/31/2004,707.645,3.466,3.132,0.334,62.401,58.978,,2.946,2.946,,,,15.577,,,,,,84.39,97.629,,,9.617,516.009,508.608,476.396,32.212,7.401,623.255,,9.587,9.587,,,,5.332,,,,,,52.223,,,52.223,67.142,148.924,,,,,42.781,,,,,,42.781,191.705,258.847,13.438,299.661,,,,135.363,0.336,448.798,,448.798,707.645,
06/30/2004,802.668,15.168,15.066,0.102,73.701,70.278,,3.757,3.757,,,,20.239,,,,,,112.865,125.879,,,9.517,554.407,546.708,515.176,31.532,7.699,689.803,,15.905,15.905,,,,4.508,,,,,,45.293,,,45.293,65.706,208.142,,,,,55.842,,,,,,55.842,263.984,329.69,,318.801,,,,154.23,-0.053,472.978,,472.978,802.668,
09/30/2004,827.843018,10.613,8.955,1.658,77.0,77.0,,3.91,3.91,0.0,0.0,0.0,28.160999,,,,,,119.683998,128.876999,,,0.0,579.281982,561.495972,527.002991,34.492981,17.786011,708.158981,,19.216999,19.216999,,,,7.968,,,,,,56.942999,,,56.942999,84.127998,189.667999,,,,,60.598,,,,,,60.598,250.265999,334.393997,0.0,318.625,,,0.0,175.358002,-0.533997,493.449005,0.0,493.449005,827.843002,
12/31/2004,834.140991,7.949,7.85,0.099,78.310997,74.888,,4.259,4.259,0.0,0.0,0.0,24.973,,,,,,115.491997,135.511993,211.459,-75.946999,9.517,573.619995,567.607971,516.807983,50.799988,6.012024,718.648989,,17.997999,17.997999,,,,13.218,,,,,,52.021999,,,52.021999,83.237999,190.431,,,,,65.099998,,,,,,65.099998,255.530998,338.768997,0.0,298.493988,,,0.0,194.417007,2.460999,495.371994,0.0,495.371994,834.140991,
03/31/2005,838.880005,13.311,13.158,0.153,73.483002,73.483002,,4.395,4.395,,,,29.386999,,,,,,120.575996,136.391998,,,9.517,572.39502,566.338989,516.43103,49.907959,6.05603,718.304018,,17.524,17.524,,,,18.691999,,,,,,60.673,,,60.673,96.889,187.604004,,,,,68.093002,,,,,,68.093002,255.697006,352.586006,,268.097992,,,,216.231995,1.964005,486.293991,,486.293991,838.879997,
06/30/2005,910.546,11.167,10.793,0.374,88.982,86.209,,4.71,4.71,,,,34.162,,,,,,139.021,124.812,,,9.517,637.196,634.787,584.206,50.581,2.409,771.525,,19.371,19.371,,,,8.282,,,,,,57.381,,,57.381,85.034,245.843,,,,,70.983,,,,,,70.983,316.826,401.86,,269.095,,,,239.214,0.377,508.686,,508.686,910.546,
09/30/2005,934.809021,4.085,3.795,0.29,92.681,89.983002,,4.525,4.525,,,,34.004002,,,,,,135.294998,126.349998,,,9.517,663.646973,660.685974,611.057007,49.628967,2.960999,799.513971,,24.872999,24.872999,,,,12.033,,,,,,58.004004,,,58.004004,94.910004,235.281998,,,,,72.622002,,,,,,72.622002,307.903999,402.814003,,268.381012,,,,262.596985,1.017029,531.995026,,531.995026,934.809029,
12/31/2005,1047.66,7.825,7.825,0.0,106.867,103.703,,5.263,5.263,0.0,0.0,0.0,24.087,,,,,,144.042,136.22,235.036,-98.816,10.672,756.726,746.81,685.169,61.641,9.916,903.618,,27.872,27.872,,,,12.044,,,,,,58.844,,,58.844,98.76,348.841,,,,,78.425,,,,,,78.425,427.266,526.026,0.0,259.517,,,0.0,261.571,0.546,521.634,0.0,521.634,1047.66,
03/31/2006,1212.411,10.756,7.761,2.995,122.43,119.435,,6.273,6.273,,,,31.911,,,,,,171.37,147.244,,,11.568,882.229,872.674,811.416,61.258,9.555,1041.041,,28.902,28.902,,,,14.687,,,,,,67.975,,,67.975,111.564,473.93,,,,,83.099,,,,,,83.099,557.029,668.593,,258.675,,,,285.096,0.047,543.818,,543.818,1212.411,
06/30/2006,1235.405,7.292,4.608,2.684,133.146,130.035,,6.985,6.985,,,,26.68,,,,,,174.103,150.73,,,11.807,898.765,890.305,792.961,97.344,8.46,1061.302,,28.393,28.393,,,,13.976,,,,,,74.321,,,74.321,116.69,456.825,,,,,87.482,,,,,,87.482,544.307,660.997,,261.106,,,,310.263,3.039,574.408,,574.408,1235.405,
09/30/2006,1270.026,7.801,4.18,3.621,139.356,136.414,,7.255,7.255,,,,29.16,,,,,,183.572,154.287,,,12.596,919.571,909.991,780.719,129.272,9.58,1086.454,,26.926,26.926,,,,29.041,,,,,,94.836,,,94.836,150.803,422.526,,,,,91.424,,,,,,91.424,513.95,664.753,,263.039,,,,337.795,4.439,605.273,,605.273,1270.026,
12/31/2006,1327.906,16.04,13.492,2.548,133.127,130.354,,6.366,6.366,0.0,0.0,0.0,63.069,,,,,,218.602,156.953,277.76,-120.807,14.546,937.805,929.852,813.973,115.879,7.953,1109.304,,25.033,25.033,,,,22.681,22.306,0.375,0.375,,,94.317,,,94.317,142.031,443.115,442.873,0.242,0.242,,117.679,,,,,,117.679,560.794,702.825,0.0,253.011,,,0.0,366.841,5.229,625.081,0.0,625.081,1327.906,
03/31/2007,1325.309,19.953,18.094,1.859,125.428,125.428,,,0.0,0.0,0.0,0.0,36.554,,,,,,181.935,166.783,,,14.109,962.482,953.264,828.599,124.665,9.218,1143.374,,24.793,24.793,,,,23.477,23.477,0.0,0.0,,,90.698,,,90.698,138.968,448.547,448.547,0.0,0.0,,123.974,,,,,,123.974,572.521,711.489,0.0,213.041,,,0.0,396.227,4.552,613.82,0.0,613.82,1325.309,
06/30/2007,1415.18,2.307,1.707,0.6,154.293,154.293,,,0.0,0.0,0.0,0.0,38.517,,,,,,195.117,177.182,,,15.327,1027.554,1021.539,887.379,134.16,6.015,1220.063,,32.207,32.207,,,,14.219,14.219,0.0,0.0,,,83.165,,,83.165,129.591,508.746,508.746,0.0,0.0,,127.569,,,,,,127.569,636.315,765.906,0.0,211.706,,,0.0,428.225,9.343,649.274,0.0,649.274,1415.18,
09/30/2007,1474.296997,8.515,7.703,0.812,154.763,154.763,,,0.0,0.0,0.0,0.0,40.945,,,,,,204.223007,185.326996,,,12.901,1071.845947,1064.511963,920.848022,143.66394,7.333984,1270.073943,,35.597,35.597,,,,16.440001,16.440001,0.0,0.0,,,88.571001,,,88.571001,140.608002,545.145996,545.145996,0.0,0.0,,132.477005,,,,,,132.477005,677.623001,818.231003,0.0,180.912003,,,0.0,461.121002,14.03299,656.065994,0.0,656.065994,1474.296997,
12/31/2007,1608.159,18.364,17.108,1.256,157.435,157.435,,,0.0,0.0,0.0,0.0,34.477,,,,,,210.276,193.039,333.093,-140.054,,1204.844,1186.022,1033.333,152.689,18.822,1397.883,,40.049,40.049,,,,22.003,21.41,0.593,0.593,,,87.666,,,87.666,149.718,613.781,612.665,1.116,1.116,,130.585,,,,,,130.585,744.366,894.084,0.0,198.336,,,0.0,485.219,30.52,714.075,0.0,714.075,1608.159,
03/31/2008,1626.338013,11.378,11.205,0.173,164.046005,164.046005,,,0.0,0.0,0.0,0.0,34.308998,,,,,,209.733002,193.559998,,,0.0,1223.045044,1204.505981,1048.521973,155.984009,18.539062,1416.605042,,27.875999,27.875999,,,,22.423,22.423,0.0,0.0,,,113.915997,,,113.915997,164.214996,649.888977,649.888977,0.0,0.0,,141.089996,,,,,,141.089996,790.978973,955.19397,0.0,125.611,,,0.0,516.882996,28.650024,671.14402,0.0,671.14402,1626.33799,
06/30/2008,1691.900024,13.523,12.395,1.128,173.266998,173.266998,,,0.0,0.0,0.0,0.0,33.870998,,,,,,220.660995,202.772995,,,0.0,1268.465942,1249.19397,1093.499023,155.694946,19.271973,1471.238937,,33.348999,33.348999,,,,29.118,29.118,0.0,0.0,,,105.764996,,,105.764996,168.231995,706.853027,706.853027,0.0,0.0,,142.263,,,,,,142.263,849.116028,1017.348022,0.0,88.744003,,,0.0,555.567993,30.23999,674.551987,0.0,674.551987,1691.900009,
09/30/2008,1721.628052,8.248,7.043,1.205,174.871002,174.871002,,,0.0,0.0,0.0,0.0,40.722,,,,,,223.841003,208.807007,,,0.0,1288.97998,1268.406006,1105.015991,163.390015,20.573975,1497.786987,,31.597,31.597,,,,34.282001,34.282001,0.0,0.0,,,105.559994,,,105.559994,171.438995,701.679016,701.679016,0.0,0.0,,155.020996,,,,,,155.020996,856.700012,1028.139008,0.0,88.984001,,,0.0,594.794983,9.710022,693.489006,0.0,693.489006,1721.628014,
12/31/2008,1759.298,10.503,9.095,1.408,168.598,168.598,,,0.0,0.0,0.0,0.0,45.329,,,,,,224.43,207.144,353.721,-146.577,,1327.724,1306.402,1135.778,170.624,21.322,1534.868,,33.612,33.612,,,,38.88,38.274,0.606,0.606,,,107.15,,,107.15,179.642,753.846,753.27,0.576,0.576,,155.33,,,,,,155.33,909.176,1088.818,0.0,68.628,,,0.0,633.927,-32.075,670.48,0.0,670.48,1759.298,
03/31/2009,1749.213,12.132,9.096,3.036,158.696,158.696,0.0,0.0,0.0,0.0,0.0,0.0,40.417,,,,11.436,28.981,211.245,207.985,,,0.0,1329.983,1308.046,1136.874,171.172,21.937,1537.968,,120.442,29.475,,,90.967,39.594,0.0,,,,39.594,14.719,,,0.0,174.755,723.999,723.999,,,,161.885,,,,,152.494,9.391,885.884,1060.639,0.0,51.037,0.849,50.188,0.0,674.582,-37.045,688.574,,688.574,1749.213,
06/30/2009,1841.682,3.659,2.682,0.977,163.263,163.263,0.0,0.0,0.0,0.0,0.0,0.0,41.781,,,,11.121,30.66,208.703,216.971,,,0.0,1416.008,1392.941,1188.946,203.995,23.067,1632.979,,107.609,29.821,,,77.788,43.917,0.0,,,,43.917,14.165,,,0.0,165.691,741.641,741.641,,,,167.731,,,,,161.698,6.033,909.372,1075.063,0.0,58.942,0.85,58.092,0.0,718.484,-10.807,766.619,,766.619,1841.682,
09/30/2009,1929.467,15.805,14.286,1.519,167.946,167.946,0.0,0.0,0.0,0.0,0.0,0.0,39.583,,,,10.482,29.101,223.334,227.327,,,0.0,1478.806,1449.743,1222.025,227.718,29.063,1706.133,,132.876,33.412,,,99.464,58.001,0.0,,,,58.001,14.202,,,0.0,205.079,768.041,768.041,,,,169.552,,,,,165.373,4.179,937.593,1142.672,0.0,23.854,0.843,23.011,0.0,765.01,-13.696,775.168,11.627,786.795,1929.467,
12/31/2009,2182.803,16.898,15.767,1.131,179.77,179.77,0.0,0.0,0.0,0.0,0.0,0.0,49.872,12.421,0.0,,14.087,23.364,246.54,246.154,423.275,-177.121,0.0,1690.109,1663.545,1394.091,269.454,26.564,1936.263,,138.634,47.608,7.567,5.726,77.733,65.932,0.0,,,,65.932,16.154,0.0,0.0,0.0,220.72,922.919,922.919,,,,181.991,0.0,0.0,0.0,0.0,171.744,10.247,1104.91,1325.63,0.0,48.369,0.847,47.522,0.0,809.618,-12.292,845.695,11.478,857.173,2182.803,
03/31/2010,2287.011,24.672,22.886,1.786,192.296,192.296,0.0,0.0,0.0,0.0,0.0,0.0,54.846,19.296,,,9.746,25.804,271.814,253.83,,,0.0,1761.367,1733.131,1428.348,304.783,28.236,2015.197,,159.746,45.922,,,113.824,67.68,0.0,,,,67.68,16.377,,,0.0,243.803,929.039,929.039,,,,202.279,,,,,187.797,14.482,1131.318,1375.121,0.0,47.137,0.847,46.29,0.0,857.737,-22.562,882.312,29.578,911.89,2287.011,
06/30/2010,2300.988,10.485,8.251,2.234,194.306,194.306,0.0,0.0,0.0,0.0,0.0,0.0,56.269,13.836,,,16.458,25.975,261.06,252.391,,,0.0,1787.537,1761.613,1452.051,309.562,25.924,2039.928,,143.26,44.051,,,99.209,92.49,0.0,,,,92.49,16.568,,,0.0,252.318,859.429,859.429,,,,209.838,,,,,196.061,13.777,1069.267,1321.585,0.0,70.264,0.854,69.41,0.0,910.831,-31.892,949.203,30.2,979.403,2300.988,
09/30/2010,2434.286,39.259,20.627,18.632,216.508,216.508,0.0,0.0,0.0,0.0,0.0,0.0,57.374,13.49,,,14.935,28.949,313.141,262.65,,,0.0,1858.495,1825.531,1476.156,349.375,32.964,2121.145,,156.132,49.354,,,106.778,96.932,0.0,,,,96.932,16.925,,,0.0,269.989,880.452,880.452,,,,226.861,,,,,214.05,12.811,1107.313,1377.302,0.0,71.514,0.855,70.659,0.0,967.517,-14.448,1024.583,32.401,1056.984,2434.286,
12/31/2010,2639.023,95.524,79.276,16.248,214.899,214.899,0.0,0.0,0.0,0.0,0.0,0.0,58.265,16.038,0.0,,16.824,25.403,368.688,267.971,458.867,-190.896,0.0,2002.364,1970.938,1595.764,375.174,31.426,2270.335,,189.132,54.777,2.703,8.934,122.718,91.406,0.0,,,,91.406,27.951,0.0,0.0,13.496,308.489,1014.222,1010.316,3.906,3.906,,235.962,0.0,0.0,0.0,0.0,222.647,13.315,1250.184,1558.673,0.0,47.797,0.852,46.945,0.0,1017.497,-16.869,1048.425,31.925,1080.35,2639.023,
03/31/2011,2643.637,44.424,24.656,19.768,231.171,231.171,0.0,0.0,0.0,0.0,0.0,0.0,62.068,21.448,,,15.408,25.212,337.663,272.593,,,0.0,2033.381,2005.316,1616.504,388.812,28.065,2305.974,,183.743,56.12,,,127.623,83.516,0.0,,,,83.516,24.986,,,10.307,292.245,921.554,921.554,,,,251.831,,,,,241.096,10.735,1173.385,1465.63,0.0,76.003,0.857,75.146,0.0,1073.171,-3.931,1145.243,32.764,1178.007,2643.637,
