Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2008,8432.0,35.0,35.0,0.0,401.0,401.0,,87.0,0.0,0.0,0.0,87.0,277.0,,,,800.0,7180.0,11540.0,-4360.0,78.0,,374.0,62.0,62.0,0.0,312.0,7632.0,,74.0,74.0,,,,0.0,0.0,0.0,0.0,,929.0,,,,929.0,1003.0,1936.0,1936.0,0.0,0.0,1459.0,,,,,1459.0,3395.0,4398.0,0.0,1323.0,,,-32.0,2753.0,-10.0,4034.0,0.0,4034.0,8432.0,
12/31/2008,7305.0,24.0,24.0,0.0,375.0,375.0,,96.0,0.0,0.0,0.0,96.0,711.0,,,,1206.0,5758.0,10349.0,-4591.0,72.0,,269.0,0.0,0.0,0.0,269.0,6099.0,,103.0,103.0,,,,0.0,0.0,0.0,0.0,,982.0,,,,982.0,1085.0,2213.0,2213.0,0.0,0.0,750.0,,,,,750.0,2963.0,4048.0,0.0,1336.0,,,-32.0,1964.0,-11.0,3257.0,0.0,3257.0,7305.0,
03/31/2009,6243.0,38.0,38.0,0.0,302.0,302.0,0.0,117.0,,,,,862.0,203.0,16.0,87.0,1319.0,4622.0,9374.0,-4752.0,62.0,62.0,240.0,,,,21.0,4924.0,,676.0,76.0,,,600.0,0.0,0.0,,,,368.0,,,232.0,103.0,1044.0,2287.0,2287.0,,,340.0,,,,,108.0,2627.0,3671.0,,1340.0,1.0,1339.0,-25.0,1270.0,-13.0,2572.0,0.0,2572.0,6243.0,
06/30/2009,6058.0,38.0,38.0,0.0,290.0,290.0,0.0,128.0,,,,,624.0,101.0,9.0,75.0,1080.0,4789.0,9676.0,-4887.0,59.0,59.0,130.0,,,,20.0,4978.0,,574.0,79.0,,,495.0,0.0,0.0,,,,244.0,,,288.0,59.0,818.0,2292.0,2292.0,,,401.0,,,,,113.0,2693.0,3511.0,0.0,1360.0,1.0,1359.0,-33.0,1231.0,-11.0,2547.0,0.0,2547.0,6058.0,
09/30/2009,6037.0,96.0,96.0,0.0,293.0,293.0,0.0,110.0,,,,,443.0,48.0,36.0,66.0,942.0,4940.0,9960.0,-5020.0,56.0,56.0,99.0,,,,15.0,5095.0,,600.0,34.0,,,566.0,0.0,0.0,,,,205.0,,25.0,345.0,80.0,805.0,2106.0,2106.0,,,488.0,,,,,118.0,2594.0,3399.0,0.0,1376.0,1.0,1375.0,-33.0,1309.0,-14.0,2638.0,,2638.0,6037.0,
12/31/2009,6254.0,78.0,78.0,0.0,339.0,339.0,0.0,84.0,,,,,392.0,19.0,26.0,123.0,893.0,5247.0,10406.0,-5159.0,55.0,55.0,59.0,0.0,0.0,0.0,14.0,5361.0,,723.0,83.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,,150.0,0.0,5.0,434.0,61.0,873.0,2037.0,2037.0,0.0,0.0,576.0,0.0,0.0,0.0,0.0,137.0,2613.0,3486.0,0.0,1390.0,1.0,1389.0,-33.0,1422.0,-11.0,2768.0,,2768.0,6254.0,
03/31/2010,6827.0,112.0,112.0,0.0,352.0,352.0,0.0,83.0,,,,,431.0,75.0,26.0,82.0,978.0,5671.0,10977.0,-5306.0,54.0,54.0,124.0,,,,23.0,5849.0,,714.0,65.0,,,649.0,32.0,0.0,,,32.0,176.0,,11.0,537.0,59.0,922.0,2189.0,2189.0,,,696.0,,,,,148.0,2885.0,3807.0,0.0,1407.0,1.0,1406.0,-43.0,1666.0,-10.0,3020.0,0.0,3020.0,6827.0,
06/30/2010,7008.0,122.0,122.0,0.0,328.0,328.0,0.0,82.0,,,,,372.0,61.0,27.0,94.0,904.0,5949.0,11413.0,-5464.0,47.0,47.0,108.0,,,,20.0,6104.0,,746.0,102.0,,,644.0,0.0,0.0,,,,175.0,,4.0,602.0,84.0,921.0,2169.0,2169.0,,,790.0,,,,,184.0,2959.0,3880.0,0.0,1419.0,1.0,1418.0,-40.0,1762.0,-13.0,3128.0,0.0,3128.0,7008.0,
09/30/2010,7226.0,128.0,128.0,0.0,276.0,276.0,0.0,86.0,,,,,370.0,73.0,29.0,74.0,860.0,6184.0,11803.0,-5619.0,46.0,46.0,136.0,,,,34.0,6366.0,,706.0,81.0,,,625.0,0.0,0.0,,,,170.0,,20.0,680.0,64.0,876.0,2169.0,2169.0,,,881.0,,,,,181.0,3050.0,3926.0,0.0,1431.0,1.0,1430.0,-41.0,1923.0,-13.0,3300.0,0.0,3300.0,7226.0,
12/31/2010,7494.0,39.0,39.0,0.0,354.0,354.0,0.0,79.0,,,,,259.0,39.0,29.0,62.0,731.0,6608.0,12399.0,-5791.0,48.0,48.0,107.0,0.0,0.0,0.0,39.0,6763.0,,762.0,92.0,,,670.0,0.0,0.0,0.0,0.0,,166.0,0.0,46.0,720.0,62.0,928.0,2304.0,2304.0,0.0,0.0,919.0,0.0,0.0,0.0,0.0,153.0,3223.0,4151.0,0.0,1451.0,1.0,1450.0,-41.0,1945.0,-12.0,3343.0,0.0,3343.0,7494.0,
03/31/2011,7716.0,56.0,56.0,0.0,333.0,333.0,0.0,93.0,,,,,225.0,28.0,31.0,72.0,707.0,6858.0,12835.0,-5977.0,52.0,52.0,99.0,,,,40.0,7009.0,,729.0,70.0,,,659.0,0.0,0.0,,,,202.0,,133.0,739.0,52.0,931.0,2428.0,2428.0,,,1029.0,,,,,157.0,3457.0,4388.0,0.0,1460.0,1.0,1459.0,-51.0,1928.0,-9.0,3328.0,0.0,3328.0,7716.0,
06/30/2011,8481.0,74.0,74.0,0.0,360.0,360.0,0.0,106.0,,,,,208.0,35.0,33.0,80.0,748.0,7564.0,13730.0,-6166.0,53.0,53.0,116.0,,,,48.0,7733.0,,809.0,113.0,,,696.0,0.0,0.0,,,,152.0,,69.0,837.0,65.0,961.0,2889.0,2889.0,,,1069.0,,,,,163.0,3958.0,4919.0,0.0,1473.0,1.0,1472.0,-50.0,2147.0,-8.0,3562.0,0.0,3562.0,8481.0,
09/30/2011,8903.0,31.0,31.0,0.0,322.0,322.0,0.0,107.0,,,,,248.0,67.0,29.0,78.0,708.0,7994.0,14357.0,-6363.0,50.0,50.0,151.0,,,,55.0,8195.0,,844.0,97.0,,,747.0,0.0,0.0,,,,129.0,,1.0,945.0,66.0,973.0,2985.0,2985.0,,,1107.0,,,,,161.0,4092.0,5065.0,,1483.0,1.0,1482.0,-51.0,2416.0,-10.0,3838.0,0.0,3838.0,8903.0,
12/31/2011,8991.0,76.0,76.0,0.0,407.0,407.0,0.0,90.0,,,,,202.0,61.0,28.0,73.0,775.0,8020.0,14526.0,-6506.0,52.0,52.0,144.0,0.0,0.0,0.0,55.0,8216.0,,799.0,112.0,0.0,0.0,687.0,0.0,0.0,0.0,0.0,,133.0,0.0,3.0,951.0,55.0,932.0,3006.0,3006.0,0.0,0.0,1133.0,0.0,0.0,0.0,0.0,179.0,4139.0,5071.0,0.0,1496.0,1.0,1495.0,-50.0,2484.0,-10.0,3920.0,0.0,3920.0,8991.0,
03/31/2012,9037.0,27.0,27.0,0.0,481.0,481.0,0.0,110.0,,,,,216.0,60.0,35.0,68.0,834.0,7999.0,14736.0,-6737.0,55.0,55.0,149.0,,,,54.0,8203.0,,776.0,70.0,,,706.0,0.0,0.0,,,,121.0,,22.0,978.0,30.0,897.0,2920.0,2920.0,,,1178.0,,,,,178.0,4098.0,4995.0,0.0,1498.0,1.0,1497.0,-48.0,2600.0,-8.0,4042.0,0.0,4042.0,9037.0,
06/30/2012,9844.0,656.0,656.0,0.0,416.0,416.0,0.0,104.0,,,,,236.0,81.0,36.0,94.0,1412.0,8201.0,15166.0,-6965.0,55.0,55.0,176.0,,,,59.0,8432.0,,797.0,78.0,,,719.0,0.0,0.0,,,,83.0,,6.0,993.0,29.0,880.0,3595.0,3595.0,,,1178.0,,,,,179.0,4773.0,5653.0,0.0,1509.0,1.0,1508.0,-45.0,2735.0,-8.0,4191.0,0.0,4191.0,9844.0,
09/30/2012,9431.0,125.0,125.0,0.0,427.0,427.0,0.0,125.0,,,,,182.0,22.0,41.0,94.0,859.0,8406.0,15617.0,-7211.0,55.0,55.0,111.0,,,,48.0,8572.0,,823.0,76.0,,,747.0,0.0,0.0,,,,76.0,,16.0,973.0,33.0,899.0,3190.0,3190.0,,,1174.0,,,,,185.0,4364.0,5263.0,0.0,1513.0,1.0,1512.0,-39.0,2702.0,-8.0,4168.0,0.0,4168.0,9431.0,
12/31/2012,7912.0,88.0,88.0,0.0,452.0,452.0,0.0,132.0,,,,,194.0,17.0,24.0,69.0,866.0,6902.0,14346.0,-7444.0,58.0,58.0,86.0,0.0,0.0,0.0,45.0,7046.0,,870.0,69.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,,89.0,0.0,15.0,934.0,41.0,959.0,3045.0,3045.0,0.0,0.0,1128.0,0.0,0.0,0.0,0.0,179.0,4173.0,5132.0,0.0,1523.0,1.0,1522.0,-36.0,1300.0,-7.0,2780.0,0.0,2780.0,7912.0,
03/31/2013,7928.0,44.0,44.0,0.0,408.0,408.0,0.0,110.0,,,,,110.0,22.0,39.0,59.0,672.0,7092.0,14747.0,-7655.0,61.0,61.0,103.0,,,,42.0,7256.0,,827.0,60.0,,,767.0,0.0,0.0,,,,93.0,,24.0,974.0,50.0,920.0,3045.0,3045.0,,,1181.0,,,,,183.0,4226.0,5146.0,0.0,1529.0,1.0,1528.0,-34.0,1292.0,-5.0,2782.0,0.0,2782.0,7928.0,
06/30/2013,8381.0,51.0,51.0,0.0,476.0,476.0,,106.0,,,,,126.0,60.0,37.0,61.0,759.0,7419.0,15297.0,-7878.0,62.0,62.0,141.0,,,,44.0,7622.0,,906.0,57.0,,,849.0,0.0,,,,,70.0,,0.0,1040.0,43.0,976.0,3276.0,3276.0,,,1222.0,,,,,182.0,4498.0,5474.0,0.0,1537.0,1.0,1536.0,-29.0,1403.0,-4.0,2907.0,0.0,2907.0,8381.0,
09/30/2013,8743.0,89.0,89.0,0.0,441.0,441.0,0.0,146.0,,,,,97.0,31.0,26.0,61.0,773.0,7810.0,15920.0,-8110.0,62.0,62.0,98.0,,,,41.0,7970.0,,980.0,87.0,,,893.0,0.0,0.0,,,,96.0,,1.0,1076.0,47.0,1076.0,3485.0,3485.0,,,1263.0,,,,,186.0,4748.0,5824.0,0.0,1529.0,1.0,1528.0,-16.0,1410.0,-4.0,2919.0,0.0,2919.0,8743.0,
12/31/2013,9321.0,95.0,95.0,0.0,474.0,474.0,0.0,163.0,,,,,169.0,26.0,19.0,147.0,901.0,8275.0,16650.0,-8375.0,63.0,63.0,82.0,0.0,0.0,0.0,37.0,8420.0,,1054.0,76.0,0.0,0.0,978.0,0.0,0.0,0.0,0.0,,236.0,0.0,0.0,1142.0,84.0,1290.0,3694.0,3694.0,0.0,0.0,1381.0,0.0,0.0,0.0,0.0,239.0,5075.0,6365.0,0.0,1540.0,1.0,1539.0,-13.0,1427.0,2.0,2956.0,0.0,2956.0,9321.0,
03/31/2014,8651.0,107.0,107.0,0.0,384.0,384.0,0.0,41.0,,,,,55.0,17.0,,35.0,587.0,7988.0,15544.0,-7556.0,25.0,25.0,51.0,,,,34.0,8064.0,,787.0,59.0,,,728.0,0.0,0.0,,,,128.0,,2.0,1301.0,20.0,915.0,3046.0,3046.0,,,1440.0,,,,,137.0,4486.0,5401.0,0.0,1547.0,1.0,1546.0,-10.0,1711.0,2.0,3250.0,0.0,3250.0,8651.0,
06/30/2014,8956.0,36.0,36.0,0.0,384.0,384.0,0.0,41.0,,,,,67.0,5.0,,33.0,528.0,8365.0,16134.0,-7769.0,26.0,26.0,37.0,,,,32.0,8428.0,,930.0,51.0,27.0,73.0,779.0,0.0,0.0,,,,199.0,,58.0,1307.0,32.0,1129.0,3077.0,3077.0,,,1508.0,,,,,143.0,4585.0,5714.0,0.0,1557.0,1.0,1556.0,-6.0,1689.0,2.0,3242.0,0.0,3242.0,8956.0,
09/30/2014,9068.0,396.0,396.0,0.0,395.0,395.0,0.0,38.0,,,,,77.0,56.0,0.0,29.0,906.0,8051.0,16047.0,-7996.0,26.0,26.0,85.0,,,,29.0,8162.0,,892.0,65.0,,,827.0,0.0,0.0,,,,33.0,,,1427.0,32.0,925.0,3046.0,3046.0,,,1572.0,,,,,145.0,4618.0,5543.0,0.0,1565.0,1.0,1564.0,-9.0,1967.0,2.0,3525.0,0.0,3525.0,9068.0,
12/31/2014,9598.0,14.0,14.0,0.0,405.0,405.0,0.0,33.0,,,,,488.0,190.0,0.0,57.0,940.0,8414.0,16642.0,-8228.0,26.0,26.0,218.0,0.0,0.0,0.0,28.0,8658.0,,912.0,32.0,0.0,0.0,880.0,0.0,0.0,0.0,0.0,,189.0,0.0,0.0,1484.0,37.0,1101.0,2892.0,2892.0,0.0,0.0,1712.0,0.0,0.0,0.0,0.0,228.0,4604.0,5705.0,0.0,1577.0,1.0,1576.0,-10.0,2327.0,-1.0,3893.0,0.0,3893.0,9598.0,
03/31/2015,9678.0,783.0,783.0,0.0,354.0,354.0,0.0,27.0,,,,,446.0,224.0,,21.0,1610.0,7779.0,16241.0,-8462.0,22.0,22.0,267.0,,,,43.0,8068.0,,668.0,62.0,39.0,32.0,535.0,0.0,0.0,,,,194.0,,2.0,1202.0,50.0,862.0,3146.0,3146.0,,,1432.0,,,,,228.0,4578.0,5440.0,0.0,2403.0,2.0,2401.0,-11.0,1847.0,-1.0,4238.0,0.0,4238.0,9678.0,
06/30/2015,7458.0,42.0,42.0,0.0,447.0,447.0,0.0,25.0,,,,,371.0,168.0,30.0,18.0,885.0,6309.0,15016.0,-8707.0,21.0,21.0,243.0,,,,45.0,6573.0,,680.0,92.0,,,588.0,0.0,0.0,,,,165.0,,4.0,669.0,43.0,845.0,2450.0,2450.0,,,906.0,,,,,233.0,3356.0,4201.0,0.0,2417.0,2.0,2415.0,-14.0,855.0,-1.0,3257.0,0.0,3257.0,7458.0,
09/30/2015,5513.0,7.0,7.0,0.0,263.0,263.0,0.0,31.0,,,,,362.0,148.0,49.0,28.0,663.0,4586.0,13532.0,-8946.0,20.0,20.0,244.0,,,,47.0,4850.0,,542.0,62.0,,,480.0,0.0,0.0,,,,176.0,,6.0,21.0,56.0,718.0,2498.0,2498.0,,,266.0,,,,,239.0,2764.0,3482.0,0.0,2426.0,2.0,2424.0,-21.0,-372.0,-2.0,2031.0,0.0,2031.0,5513.0,
12/31/2015,4768.0,5.0,5.0,0.0,262.0,262.0,0.0,34.0,,,,,324.0,105.0,0.0,40.0,625.0,3991.0,13134.0,-9143.0,20.0,20.0,132.0,0.0,0.0,0.0,27.0,4143.0,,574.0,41.0,25.0,66.0,442.0,0.0,0.0,0.0,0.0,,73.0,,9.0,26.0,60.0,647.0,2467.0,2467.0,0.0,0.0,275.0,,,,,240.0,2742.0,3389.0,0.0,2438.0,2.0,2436.0,-22.0,-1035.0,-2.0,1379.0,0.0,1379.0,4768.0,
03/31/2016,4777.0,537.0,537.0,0.0,245.0,245.0,0.0,31.0,,,,,275.0,65.0,,41.0,1088.0,3573.0,12887.0,-9314.0,21.0,21.0,95.0,,,,30.0,3689.0,,447.0,49.0,20.0,31.0,347.0,0.0,0.0,,,,78.0,,7.0,26.0,54.0,525.0,2429.0,2429.0,,,285.0,,,,,252.0,2714.0,3239.0,0.0,3223.0,2.0,3221.0,-24.0,-1659.0,-2.0,1538.0,0.0,1538.0,4777.0,
06/30/2016,4285.0,165.0,165.0,0.0,256.0,256.0,0.0,19.0,,,,,198.0,20.0,,48.0,638.0,3573.0,13039.0,-9466.0,21.0,21.0,53.0,,,,33.0,3647.0,,500.0,59.0,15.0,65.0,361.0,0.0,0.0,,,,157.0,,21.0,29.0,79.0,657.0,2430.0,2430.0,,,326.0,,,,,276.0,2756.0,3413.0,0.0,3233.0,2.0,3231.0,-33.0,-2326.0,-2.0,872.0,0.0,872.0,4285.0,
09/30/2016,4213.0,503.0,478.0,25.0,210.0,210.0,0.0,22.0,,,,,164.0,10.0,,49.0,899.0,3247.0,12822.0,-9575.0,21.0,21.0,46.0,,,,36.0,3314.0,,438.0,37.0,9.0,31.0,361.0,0.0,0.0,,,,147.0,,10.0,34.0,92.0,585.0,2430.0,2430.0,,,282.0,,,,,238.0,2712.0,3297.0,0.0,3240.0,2.0,3238.0,-44.0,-2278.0,-2.0,916.0,0.0,916.0,4213.0,
12/31/2016,4312.0,580.0,555.0,25.0,232.0,232.0,0.0,16.0,,,,,121.0,0.0,0.0,46.0,949.0,3307.0,12992.0,-9685.0,19.0,19.0,37.0,0.0,0.0,0.0,37.0,3363.0,,531.0,33.0,15.0,67.0,416.0,0.0,0.0,0.0,0.0,,153.0,,3.0,39.0,56.0,684.0,2431.0,2431.0,0.0,0.0,259.0,,,,,217.0,2690.0,3374.0,0.0,3249.0,2.0,3247.0,-44.0,-2265.0,-2.0,938.0,0.0,938.0,4312.0,
03/31/2017,4388.0,494.0,469.0,25.0,243.0,243.0,0.0,25.0,,,,,103.0,2.0,,51.0,865.0,3460.0,13253.0,-9793.0,22.0,22.0,41.0,0.0,,,39.0,3523.0,,474.0,40.0,13.0,32.0,389.0,0.0,0.0,,,,109.0,,0.0,48.0,63.0,583.0,2432.0,2432.0,,,273.0,,,,,225.0,2705.0,3288.0,0.0,3265.0,2.0,3263.0,-45.0,-2118.0,-2.0,1100.0,0.0,1100.0,4388.0,
06/30/2017,4595.0,547.0,522.0,25.0,224.0,224.0,0.0,19.0,,,,,93.0,1.0,,60.0,883.0,3645.0,13546.0,-9901.0,23.0,23.0,44.0,,,,43.0,3712.0,,590.0,44.0,15.0,67.0,464.0,0.0,0.0,,,,88.0,,0.0,55.0,75.0,678.0,2432.0,2432.0,,,278.0,,,,,223.0,2710.0,3388.0,0.0,3280.0,2.0,3278.0,-52.0,-2020.0,-1.0,1207.0,0.0,1207.0,4595.0,
09/30/2017,4744.0,428.0,428.0,0.0,277.0,277.0,0.0,18.0,,,,,113.0,0.0,,103.0,836.0,3839.0,13857.0,-10018.0,24.0,24.0,45.0,0.0,,,45.0,3908.0,,631.0,88.0,10.0,32.0,501.0,0.0,0.0,,,,81.0,,5.0,64.0,63.0,712.0,2433.0,2433.0,,,298.0,,,,,229.0,2731.0,3443.0,0.0,3293.0,2.0,3291.0,-58.0,-1933.0,-1.0,1301.0,0.0,1301.0,4744.0,
12/31/2017,4961.0,326.0,326.0,0.0,292.0,292.0,0.0,15.0,,,,,113.0,1.0,,98.0,746.0,4099.0,14243.0,-10144.0,24.0,24.0,92.0,0.0,0.0,0.0,91.0,4215.0,,637.0,46.0,11.0,67.0,513.0,0.0,0.0,0.0,0.0,,181.0,0.0,26.0,76.0,83.0,818.0,2434.0,2434.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,199.0,2735.0,3553.0,0.0,3305.0,2.0,3303.0,-59.0,-1838.0,0.0,1408.0,0.0,1408.0,4961.0,
03/31/2018,5122.0,196.0,196.0,0.0,327.0,327.0,0.0,23.0,,,,,100.0,0.0,,88.0,646.0,4354.0,14627.0,-10273.0,24.0,24.0,98.0,0.0,,,98.0,4476.0,,643.0,52.0,12.0,32.0,547.0,0.0,0.0,,,,201.0,,46.0,89.0,48.0,844.0,2434.0,2434.0,,,339.0,,,,,204.0,2773.0,3617.0,0.0,3318.0,2.0,3316.0,-60.0,-1752.0,-1.0,1505.0,0.0,1505.0,5122.0,
06/30/2018,5461.0,293.0,293.0,0.0,348.0,348.0,0.0,24.0,,,,,91.0,0.0,,89.0,756.0,4585.0,15004.0,-10419.0,24.0,24.0,96.0,0.0,,,96.0,4705.0,,749.0,57.0,24.0,67.0,601.0,0.0,0.0,,,,301.0,,39.0,97.0,73.0,1050.0,2435.0,2435.0,,,336.0,,,,,200.0,2771.0,3821.0,0.0,3334.0,2.0,3332.0,-60.0,-1633.0,-1.0,1640.0,0.0,1640.0,5461.0,
09/30/2018,5676.0,264.0,264.0,0.0,386.0,386.0,0.0,25.0,,,,,82.0,0.0,,82.0,757.0,4806.0,15385.0,-10579.0,25.0,25.0,88.0,0.0,,,88.0,4919.0,,751.0,51.0,26.0,33.0,641.0,0.0,0.0,,,,300.0,,24.0,92.0,79.0,1051.0,2436.0,2436.0,,,318.0,,,,,202.0,2754.0,3805.0,0.0,3348.0,2.0,3346.0,-67.0,-1409.0,-1.0,1871.0,0.0,1871.0,5676.0,
