Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/29/2011,2380.5,486.0,311.2,174.8,0.0,0.0,0.0,803.1,,,,,44.2,,0.0,38.0,27.9,1333.3,741.1,1945.4,-1204.3,0.0,306.1,173.1,173.1,0.0,95.0,1047.2,,325.8,261.4,64.4,0.0,0.0,16.5,0.0,,,,16.5,190.5,0.0,0.0,190.5,532.8,250.0,250.0,,,,138.7,0.0,0.0,0.0,0.0,15.2,123.5,388.7,921.5,0.0,1.2,1.2,0.0,0.0,1458.2,-0.4,1459.0,0.0,1459.0,2380.5,
04/30/2011,2381.3,510.3,371.3,139.0,0.0,0.0,0.0,771.2,,,,,44.0,,,25.1,44.0,1325.5,760.2,,,0.0,295.6,175.0,175.0,0.0,95.5,1055.8,,317.6,276.0,41.6,,,16.5,0.0,,,,16.5,170.6,,,170.6,504.7,250.0,250.0,,,,139.9,,,,,15.4,124.5,389.9,894.6,0.0,,,,0.0,,1486.7,1486.7,,1486.7,2381.3,
07/30/2011,2478.9,545.4,421.6,123.8,0.0,0.0,0.0,813.9,,,,,49.0,,,17.8,49.0,1408.3,783.1,,,0.0,287.5,175.0,175.0,0.0,94.7,1070.6,,311.2,302.7,8.5,,,15.5,0.0,,,,15.5,169.1,,,169.1,495.8,250.0,250.0,,,,145.4,,,,,15.5,129.9,395.4,891.2,0.0,,,,0.0,,1587.7,1587.7,,1587.7,2478.9,
10/29/2011,2431.2,280.2,280.2,,0.0,0.0,0.0,1005.4,,,,,46.9,,,15.0,46.9,1332.5,816.5,,,0.0,282.2,173.5,173.5,0.0,93.7,1098.7,,362.6,351.9,10.7,,,15.5,0.0,,,,15.5,209.0,,,209.0,587.1,250.0,250.0,,,,147.2,,,,,15.2,132.0,397.2,984.3,0.0,,,,0.0,,1446.9,1446.9,,1446.9,2431.2,
01/28/2012,2328.6,288.3,288.3,0.0,0.0,0.0,0.0,867.4,,,,,53.7,,0.0,16.8,27.5,1209.4,825.3,2155.8,-1330.5,0.0,293.9,173.1,173.1,0.0,104.0,1119.2,,350.0,286.7,63.3,0.0,0.0,15.5,0.0,,,,15.5,215.5,0.0,0.0,215.5,581.0,250.0,250.0,,,,153.0,0.0,0.0,0.0,0.0,15.5,137.5,403.0,984.0,0.0,1.1,1.1,0.0,0.0,1344.1,-0.6,1344.6,0.0,1344.6,2328.6,
04/28/2012,2451.1,382.3,382.3,0.0,0.0,0.0,0.0,875.0,,,,,47.1,,,19.2,29.2,1304.4,848.8,,,0.0,297.9,174.0,174.0,0.0,104.7,1146.7,,363.5,319.1,44.4,,,265.5,0.0,,,,265.5,187.0,,,187.0,816.0,0.0,0.0,,,,154.5,,,,,15.7,138.8,154.5,970.5,0.0,,,,0.0,,1480.6,1480.6,0.0,1480.6,2451.1,
07/28/2012,2499.7,379.8,379.8,0.0,0.0,0.0,0.0,891.7,,,,,50.1,,,23.8,31.4,1321.6,879.8,,,0.0,298.3,173.1,173.1,0.0,101.4,1178.1,,374.2,352.4,21.8,,,14.3,0.0,,,,14.3,192.3,,,192.3,580.8,250.0,250.0,,,,145.9,,,,,4.2,141.7,395.9,976.7,0.0,,,,0.0,,1523.0,1523.0,0.0,1523.0,2499.7,
10/27/2012,2639.3,222.4,222.4,0.0,0.0,0.0,0.0,1133.2,,,,,52.9,,,19.4,31.1,1408.5,932.4,,,0.0,298.4,173.3,173.3,0.0,105.7,1230.8,,454.3,420.0,34.3,,,14.3,0.0,0.0,0.0,,14.3,232.4,,,232.4,701.0,250.0,250.0,0.0,0.0,,149.4,,,,,5.1,144.3,399.4,1100.4,0.0,,,,0.0,,1538.9,1538.9,0.0,1538.9,2639.3,
02/02/2013,2752.0,399.9,399.9,0.0,0.0,0.0,0.0,971.7,,,,,101.9,,0.0,28.3,79.4,1473.5,960.7,2433.9,-1473.2,0.0,317.8,173.3,173.3,0.0,116.2,1278.5,,426.1,346.5,79.6,0.0,0.0,14.3,0.0,0.0,0.0,,14.3,235.8,0.0,0.0,235.8,676.2,257.0,257.0,0.0,0.0,,151.5,0.0,0.0,0.0,0.0,5.6,145.9,408.5,1084.7,0.0,2.5,2.2,0.3,0.0,1666.3,-1.5,1667.3,0.0,1667.3,2752.0,
05/04/2013,2811.8,383.3,383.3,0.0,0.0,0.0,0.0,1009.5,,,,,97.0,,,29.4,82.5,1489.8,1018.2,,,0.0,303.8,172.9,172.9,0.0,101.5,1322.0,,464.6,392.6,72.0,,,14.3,0.0,,,,14.3,184.1,,,184.1,663.0,257.0,257.0,,,,152.1,,,,,5.2,146.9,409.1,1072.1,0.0,,,,0.0,,1739.7,1739.7,0.0,1739.7,2811.8,
08/03/2013,2908.3,413.7,413.7,0.0,0.0,0.0,0.0,1018.3,,,,,101.2,,,35.4,84.5,1533.2,1066.5,,,0.0,308.6,171.7,171.7,0.0,101.5,1375.1,,437.2,418.8,18.4,,,12.8,0.0,,,,12.8,221.8,,,221.8,671.8,257.0,257.0,,,,153.6,,,,,5.6,148.0,410.6,1082.4,0.0,,,,0.0,,1825.9,1825.9,0.0,1825.9,2908.3,
11/02/2013,2882.8,147.1,147.1,0.0,0.0,0.0,0.0,1237.4,,,,,103.3,,,23.3,83.3,1487.8,1101.9,,,0.0,293.1,171.6,171.6,0.0,98.2,1395.0,,526.4,526.4,0.0,,,12.8,0.0,,,,12.8,227.6,,,227.6,766.8,1007.0,1007.0,,,,150.0,,,,,5.3,144.7,1157.0,1923.8,0.0,,,,0.0,,959.0,959.0,0.0,959.0,2882.8,
02/01/2014,2771.9,267.7,267.7,0.0,0.0,0.0,0.0,1035.3,,,,,75.5,,0.0,24.1,56.6,1378.5,1094.0,2710.1,-1616.1,0.0,299.4,169.3,169.3,0.0,106.0,1393.4,,441.2,393.9,47.3,0.0,0.0,12.8,0.0,0.0,0.0,,12.8,232.3,0.0,0.0,232.3,686.3,757.0,757.0,0.0,0.0,,157.9,0.0,0.0,0.0,0.0,5.5,152.4,914.9,1601.2,0.0,12.8,2.1,10.7,0.0,1174.8,-16.9,1170.7,0.0,1170.7,2771.9,
05/03/2014,2953.9,387.1,387.1,0.0,0.0,0.0,0.0,1042.9,,,,,107.0,,,30.3,92.8,1537.0,1115.5,,,0.0,301.4,169.6,169.6,0.0,101.5,1416.9,,528.1,447.0,81.1,,,0.0,0.0,,,,,196.4,,,196.4,724.5,752.9,752.9,,,,158.7,,,,,5.5,153.2,911.6,1636.1,0.0,,,,0.0,,1317.8,1317.8,0.0,1317.8,2953.9,
08/02/2014,3129.9,467.7,467.7,0.0,0.0,0.0,0.0,1084.0,,,,,111.5,,,42.2,94.4,1663.2,1153.4,,,0.0,313.3,171.9,169.8,2.1,99.2,1466.7,,526.9,524.2,2.7,,,0.0,0.0,,,,0.0,256.1,,,256.1,783.0,740.2,740.2,,,,158.6,,,,,0.0,158.6,898.8,1681.8,0.0,,,,0.0,,1448.1,1448.1,0.0,1448.1,3129.9,
11/01/2014,3367.7,407.6,407.6,0.0,0.0,0.0,0.0,1304.9,,,,,83.6,,,52.9,61.5,1796.1,1193.4,,,0.0,378.2,168.7,168.7,0.0,156.6,1571.6,,559.3,545.0,14.3,,,0.0,0.0,,,,0.0,307.2,,,307.2,866.5,757.0,757.0,,,,159.1,,,,,6.0,153.1,916.1,1782.6,0.0,,,,0.0,,1585.1,1585.1,0.0,1585.1,3367.7,
01/31/2015,3492.7,864.1,864.1,0.0,11.0,11.0,0.0,1035.7,,,,,83.8,55.5,0.0,30.6,0.0,1994.6,1210.5,2970.2,-1759.7,0.0,287.6,165.8,164.6,1.2,91.2,1498.1,,611.4,433.6,42.7,48.3,86.8,0.0,0.0,0.0,0.0,,0.0,250.2,0.0,0.0,227.5,861.6,682.7,682.7,0.0,0.0,,163.4,0.0,0.0,0.0,0.0,0.0,163.4,846.1,1707.7,0.0,45.1,2.1,43.0,0.0,1774.0,-34.1,1785.0,0.0,1785.0,3492.7,
05/02/2015,10869.2,870.4,870.4,0.0,0.0,0.0,0.0,1093.5,,,,,7371.7,,,38.6,7351.9,9335.6,1226.0,3034.5,-1808.5,0.0,307.6,167.2,166.1,1.1,101.8,1533.6,,540.9,515.6,25.3,,,0.0,0.0,,,,0.0,474.3,,,474.3,1015.2,7819.7,7819.7,,,,163.5,,,,,0.0,163.5,7983.2,8998.4,0.0,,,,0.0,,1870.8,1870.8,0.0,1870.8,10869.2,
08/01/2015,16565.1,1306.5,1302.5,4.0,0.0,0.0,0.0,2825.1,,,,,393.1,,,0.0,307.6,4524.7,3151.9,5043.6,-1891.7,0.0,8888.5,8089.1,4982.8,3106.3,799.4,12040.4,,1152.5,1152.5,0.0,,,83.0,0.0,,,,83.0,837.8,,,837.8,2073.3,8265.5,8265.5,,,,2179.3,,,,,1655.1,524.2,10444.8,12518.1,0.0,,,,0.0,,4047.0,4047.0,0.0,4047.0,16565.1,
10/31/2015,16699.0,1110.9,1106.9,4.0,0.0,0.0,0.0,3185.3,,,,,331.8,,,19.2,235.2,4628.0,3141.0,5167.7,-2026.7,0.0,8930.0,8130.2,5024.1,3106.1,780.6,12071.0,,1280.4,1259.3,21.1,,,95.5,0.0,,,,95.5,785.3,,,785.3,2161.2,8248.0,8248.0,,,,2147.6,,,,,1634.7,512.9,10395.6,12556.8,0.0,,,,0.0,,4142.2,4142.2,0.0,4142.2,16699.0,
01/30/2016,15901.2,740.1,736.1,4.0,154.7,154.7,0.0,2885.5,,,,,155.6,155.6,0.0,0.0,0.0,3935.9,3125.5,5297.5,-2172.0,0.0,8839.8,8127.5,5021.7,3105.8,712.3,11965.3,,1421.5,1251.9,12.9,92.8,63.9,108.0,0.0,0.0,0.0,,108.0,565.9,102.2,0.0,530.1,2095.4,7238.4,7238.4,0.0,0.0,,2160.5,0.0,0.0,0.0,0.0,1586.6,471.7,9398.9,11494.3,0.0,2393.6,2.4,2391.2,0.0,2056.4,-43.1,4406.9,0.0,4406.9,15901.2,
04/30/2016,16060.9,933.7,929.7,4.0,0.0,0.0,0.0,2929.5,,,,,308.9,,,0.0,308.9,4172.1,3153.2,5459.6,-2306.4,0.0,8735.6,8130.5,5024.9,3105.6,605.1,11888.8,,1306.5,1260.3,46.2,,,120.5,0.0,,,,120.5,622.1,,,622.1,2049.1,7209.8,7209.8,,,,2132.4,,,,,1566.2,566.2,9342.2,11391.3,0.0,,,,0.0,,4669.6,4669.6,0.0,4669.6,16060.9,
07/30/2016,16329.4,1097.2,1093.2,4.0,0.0,0.0,0.0,2975.1,,,,,377.1,,,0.0,377.1,4449.4,3174.2,5612.1,-2437.9,0.0,8705.8,8129.2,5023.8,3105.4,576.6,11880.0,,1351.5,1351.5,0.0,,,145.5,0.0,,,,145.5,683.0,,,683.0,2180.0,7155.7,7155.7,,,,2136.8,,,,,1556.0,580.8,9292.5,11472.5,0.0,,,,0.0,,4856.9,4856.9,0.0,4856.9,16329.4,
10/29/2016,16195.0,737.8,733.8,4.0,0.0,0.0,0.0,3273.9,,,,,330.7,,,0.0,330.7,4342.4,3176.3,5743.6,-2567.3,0.0,8676.3,8128.1,5022.9,3105.2,548.2,11852.6,,1266.4,1266.4,0.0,,,145.8,0.0,,,,145.8,722.0,,,722.0,2134.2,6938.0,6938.0,,,,2075.1,,,,,1495.5,579.6,9013.1,11147.3,0.0,,,,0.0,,5047.7,5047.7,0.0,5047.7,16195.0,
01/28/2017,15701.6,870.4,866.4,4.0,137.9,137.9,0.0,2865.8,,,,,63.9,63.9,0.0,0.0,0.0,3938.0,3115.8,5810.3,-2694.5,0.0,8647.8,8128.6,5023.5,3105.1,519.2,11763.6,,1364.1,1119.6,90.0,84.7,69.8,152.1,0.0,0.0,0.0,,152.1,589.7,122.6,0.0,553.6,2105.9,6169.7,6169.7,0.0,0.0,,2036.5,0.0,0.0,0.0,0.0,1458.9,455.0,8206.2,10312.1,0.0,2474.5,2.4,2472.1,0.0,2952.6,-37.6,5389.5,0.0,5389.5,15701.6,
04/29/2017,15994.7,1158.9,1154.9,4.0,,,,2878.4,,,,,240.8,,,0.0,240.8,4278.1,3093.9,5908.4,-2814.5,0.0,8622.7,8127.4,5022.4,3105.0,495.3,11716.6,,1445.2,1223.9,221.3,,,165.9,0.0,,,,165.9,629.5,,,629.5,2240.6,6131.7,6131.7,,,,2013.4,,,,,1433.6,579.8,8145.1,10385.7,0.0,,,,0.0,,5609.0,5609.0,0.0,5609.0,15994.7,
07/29/2017,15532.3,697.3,693.3,4.0,,,,2928.5,,,,,189.4,,,0.0,189.4,3815.2,3115.4,6057.2,-2941.8,0.0,8601.7,8130.1,5025.2,3104.9,471.6,11717.1,,1196.3,1196.3,0.0,,,165.9,0.0,,,,165.9,722.5,,,722.5,2084.7,5595.0,5595.0,,,,1992.4,,,,,1449.8,542.6,7587.4,9672.1,0.0,,,,0.0,,5860.2,5860.2,0.0,5860.2,15532.3,
10/28/2017,15730.2,400.1,400.1,0.0,,,,3397.8,,,,,174.7,,,0.0,174.7,3972.6,3178.9,6239.0,-3060.1,0.0,8578.7,8129.2,5024.3,3104.9,449.5,11757.6,,1181.3,1181.3,0.0,,,165.9,0.0,,,,165.9,692.7,,,692.7,2039.9,5557.0,5557.0,,,,2016.8,,,,,1472.4,544.4,7573.8,9613.7,0.0,,,,0.0,,6116.5,6116.5,0.0,6116.5,15730.2,
02/03/2018,16332.8,1097.8,1097.8,0.0,90.4,90.4,0.0,3169.3,,,,,218.8,218.8,0.0,0.0,0.0,4576.3,3200.7,6392.8,-3192.1,0.0,8555.8,8130.0,5025.2,3104.8,425.8,11756.5,,1385.1,1174.8,31.5,91.1,87.7,915.9,0.0,0.0,0.0,,915.9,558.1,136.5,0.0,524.0,2859.1,4762.1,4762.1,0.0,0.0,,1529.3,0.0,0.0,0.0,0.0,985.2,407.6,6291.4,9150.5,0.0,2547.7,2.4,2545.3,0.0,4666.9,-32.3,7182.3,0.0,7182.3,16332.8,
05/05/2018,15827.1,475.2,475.2,0.0,,,,3248.2,,,,,318.6,,,0.0,318.6,4042.0,3249.7,6572.0,-3322.3,0.0,8535.4,8128.9,5024.2,3104.7,406.5,11785.1,,1263.2,1181.5,81.7,,,0.0,0.0,,,,0.0,654.0,,,654.0,1917.2,5040.1,5040.1,,,,1514.1,,,,,976.2,537.9,6554.2,8471.4,0.0,,,,0.0,,7355.7,7355.7,0.0,7355.7,15827.1,
08/04/2018,16103.6,647.3,647.3,0.0,,,,3288.2,,,,,337.3,,,0.0,337.3,4272.8,3316.1,6764.3,-3448.2,0.0,8514.7,8123.9,5023.9,3100.0,390.8,11830.8,,1255.8,1241.7,14.1,,,0.0,0.0,,,,0.0,651.6,,,651.6,1907.4,5041.8,5041.8,,,,1506.9,,,,,976.0,530.9,6548.7,8456.1,0.0,2583.7,2.4,2581.3,0.0,5101.3,-37.5,7647.5,0.0,7647.5,16103.6,
11/03/2018,16649.3,708.3,708.3,0.0,,,,3715.6,,,,,325.6,,,0.0,325.6,4749.5,3406.2,6978.0,-3571.8,0.0,8493.6,8123.6,5023.6,3100.0,370.0,11899.8,,1365.8,1365.1,0.7,,,0.0,0.0,,,,0.0,769.9,,,769.9,2135.7,5043.8,5043.8,,,,1526.7,,,,,999.2,527.5,6570.5,8706.2,0.0,2598.2,2.4,2595.8,0.0,5383.1,-38.2,7943.1,0.0,7943.1,16649.3,
02/02/2019,13501.2,422.1,422.1,0.0,100.9,100.9,0.0,3536.0,,,,,234.3,234.3,,0.0,0.0,4293.3,3445.3,7135.9,-3690.6,0.0,5762.6,5396.6,2296.6,3100.0,366.0,9207.9,,1519.6,1416.4,60.0,,43.2,0.0,0.0,0.0,0.0,,0.0,576.1,142.8,0.0,538.6,2095.7,4265.3,4265.3,0.0,0.0,,1497.3,0.0,0.0,0.0,0.0,973.2,381.3,5762.6,7858.3,0.0,2605.1,2.4,2602.7,0.0,3076.1,-38.3,5642.9,0.0,5642.9,13501.2,
05/04/2019,19354.3,725.8,725.8,0.0,,,,3325.5,,,,,194.8,,,0.0,194.8,4246.1,9636.0,13458.7,-3822.7,0.0,5472.2,5395.9,2295.9,3100.0,76.3,15108.2,,1311.7,1186.5,125.2,,,1965.9,0.0,1215.9,,1215.9,750.0,701.7,,,701.7,3979.3,8366.4,3516.9,4849.5,,4849.5,1252.7,,,,,954.2,298.5,9619.1,13598.4,0.0,2518.3,2.4,2515.9,0.0,3278.7,-41.1,5755.9,0.0,5755.9,19354.3,
08/03/2019,19493.8,623.4,623.4,0.0,,,,3470.9,,,,,246.5,,,0.0,246.5,4340.8,9680.5,13608.5,-3928.0,0.0,5472.5,5396.3,2296.3,3100.0,76.2,15153.0,,1455.4,1455.4,0.0,,,1965.0,0.0,1215.0,,1215.0,750.0,673.6,,,673.6,4094.0,8286.0,3518.6,4767.4,,4767.4,1248.1,,,,,960.2,287.9,9534.1,13628.1,0.0,2446.3,2.4,2443.9,0.0,3459.0,-39.6,5865.7,0.0,5865.7,19493.8,
11/02/2019,19742.1,433.7,433.7,0.0,,,,3882.9,,,,,255.7,,,0.0,255.7,4572.3,9675.3,13731.9,-4056.6,0.0,5494.5,5396.5,2296.5,3100.0,98.0,15169.8,,1473.1,1473.1,0.0,,,1952.6,0.0,1202.6,,1202.6,750.0,754.0,,,754.0,4179.7,8156.2,3520.2,4636.0,,4636.0,1284.9,,,,,1001.5,283.4,9441.1,13620.8,0.0,2445.7,2.4,2443.3,0.0,3714.8,-39.2,6121.3,0.0,6121.3,19742.1,
02/01/2020,19574.6,539.2,539.2,0.0,113.3,113.3,0.0,3522.0,,,,,94.9,94.9,0.0,24.4,0.0,4269.4,10106.8,14300.9,-4194.1,0.0,5198.4,5083.3,1983.3,3100.0,90.7,15305.2,,1450.3,1336.5,62.7,,51.1,1529.3,0.0,1279.3,0.0,1279.3,250.0,566.9,0.0,0.0,566.9,3546.5,8501.7,3522.2,4979.5,0.0,4979.5,1271.6,0.0,0.0,0.0,0.0,984.7,286.9,9773.3,13319.8,0.0,2456.8,2.4,2454.4,0.0,3837.8,-39.8,6254.8,0.0,6254.8,19574.6,
05/02/2020,20471.8,1755.1,1755.1,0.0,,,,3198.5,,,,,211.8,,,23.3,211.8,5165.4,10111.8,14444.8,-4333.0,0.0,5194.6,5081.4,1981.4,3100.0,89.9,15306.4,,1421.1,1336.9,84.2,,,2315.0,0.0,1265.0,,1265.0,1050.0,768.1,,,768.1,4504.2,8108.5,3223.3,4885.2,,4885.2,1338.5,,,,,1037.7,300.8,9447.0,13951.2,0.0,2483.0,2.4,2480.6,0.0,4085.4,-47.8,6520.6,0.0,6520.6,20471.8,
08/01/2020,20671.0,1750.3,1750.3,0.0,,,,3275.7,,,,,206.5,,,24.0,206.5,5232.5,10236.7,14717.3,-4480.6,0.0,5201.8,5083.0,1983.0,3100.0,94.8,15438.5,,1482.9,1481.0,1.9,,,2084.6,0.0,1284.6,,1284.6,800.0,711.3,,,711.3,4278.8,8205.9,3224.3,4981.6,,4981.6,1372.7,,,,,1008.1,364.6,9578.6,13857.4,0.0,2507.9,2.4,2505.5,0.0,4346.9,-41.2,6813.6,0.0,6813.6,20671.0,
