Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1989,112.0,49.400002,73.099998,-3.2,,,-3.2,-7.3,,,,-7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1990,124.599998,60.599998,73.900002,-5.4,,,-5.4,-4.5,,,,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,154.199997,56.799999,78.599998,-6.9,,,-6.9,25.700001,,,,25.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,136.700008,63.099995,77.600014,8.5,,,8.5,-12.500001,,,,-12.500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.700008,,,
12/31/1990,167.600006,60.599998,77.800003,6.6,,,6.6,22.6,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,163.600006,65.800003,80.400002,-1.4,,,-1.4,18.799999,,,,18.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,127.199997,64.099998,78.800003,-9.9,,,-9.9,-5.8,,,,-5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,160.899994,58.400002,82.099998,7.2,,,7.2,13.2,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,108.300003,64.199997,81.400002,35.200001,,,35.200001,-72.5,,,,-72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,172.899994,73.300003,82.800003,9.1,,,9.1,7.7,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,154.899994,68.400002,84.800003,5.7,,,5.7,-4.0,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,163.100006,71.099998,91.199997,-2.2,,,-2.2,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.100006,,,
12/31/1992,140.300003,69.0,85.900002,12.7,,,12.7,-27.299999,,,,-27.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,127.599998,75.300003,84.599998,14.2,,,14.2,-46.5,,,,-46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,148.600006,70.800003,86.699997,1.9,,,1.9,-10.8,,,,-10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,167.899994,-14.2,88.5,111.599998,,,111.599998,-18.0,,,,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.899994,,,
12/31/1993,111.699997,89.400002,85.0,7.0,,,7.0,-69.699997,,,,-69.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,141.199997,13.5,84.599998,90.599998,,,90.599998,-47.5,,,,-47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,190.800003,65.800003,87.099998,27.799999,,,27.799999,10.1,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,307.299988,79.099998,96.099998,27.4,,,27.4,104.699997,,,,104.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.299988,,,
12/31/1994,135.600006,86.699997,90.099998,12.0,,,12.0,-53.200001,,,,-53.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,174.699997,88.599998,92.900002,12.3,,,12.3,-19.1,,,,-19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1995,245.699997,100.099998,92.699997,22.700001,,,22.700001,30.200001,,,,30.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1995,162.0,92.6,106.3,0.0,,,0.0,-36.9,,,,-36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,
12/31/1995,126.0,89.0,99.0,23.0,,,23.0,-85.0,,,,-85.0,,,-184.100006,,,,-184.100006,,,,,,,,,,184.100006,,,,,,,,,,,,,,,
03/31/1996,201.0,135.0,101.0,-52.0,,,-52.0,17.0,,,,17.0,,,-260.200012,,,,-260.200012,,,,,,,,,,260.200012,,,,,,,,,,,,,,,
06/30/1996,197.0,98.0,103.0,-13.0,,,-13.0,9.0,,,,9.0,,,-262.200012,,,,-262.200012,,,,,,,,,,262.200012,,,,,,,,,,,,,,,
09/30/1996,232.0,94.0,109.0,17.0,,,17.0,12.0,,,,12.0,,,-244.5,,,,-244.5,,,,,,,,,,244.5,,,,,,,,,,,,,,,
12/31/1996,229.100006,99.900002,108.099998,46.0,,,46.0,-24.9,,,,-24.9,,,-303.0,,,,-303.0,,,,,,,,,,303.0,,,,,,,,,,,,,,,
03/31/1997,440.200012,106.0,223.5,-7.6,,31.299999,-38.899999,18.4,-71.099998,-69.800003,,159.300001,,-718.599976,-406.199997,82.699997,,,-488.899994,,,,,,,,,,-312.399979,311.500005,-60.599998,452.900002,,,,-100.0,,-100.0,19.200001,,33.099998,,,
06/30/1997,712.700012,116.0,339.399994,26.700001,,40.299999,-13.599998,24.700001,-107.099998,-45.900002,,177.700001,,-890.099976,-563.30001,89.900002,,,-653.200012,,,,,,,,,,-326.799966,169.300001,-93.400002,359.800003,,,,-125.0,,-125.0,27.9,,-8.1,,,
