Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1980,,,,20.625,17.0,,,
12/31/1980,,,,20.25,18.375,,,
03/31/1981,,,,25.0,18.75,,,
06/30/1981,,,,25.875,22.875,,,
09/30/1981,,,,27.25,19.875,,,
12/31/1981,,,,24.25,20.5,,,
03/31/1982,,,,22.125,18.25,,,
06/30/1982,,,,22.0,18.5,,,
09/30/1982,,,,27.375,19.5,,,
12/31/1982,,,,30.375,22.375,,,
03/31/1983,,,,32.5,26.75,,,
06/30/1983,,,,41.75,31.75,,,
09/30/1983,,,,39.25,35.125,,,
12/31/1983,,,,37.75,34.375,,,
03/31/1984,,,,37.75,21.375,,,
06/30/1984,,,,22.25,19.125,,,
09/30/1984,24.75,,24.75,26.375,21.875,,,
12/31/1984,26.5,7.070707,24.75,26.875,23.5,,,
03/31/1985,28.125,6.132075,26.5,29.75,26.375,,,
06/30/1985,31.0,10.222222,28.0,32.375,28.0,,,
09/30/1985,29.875,-3.629032,31.125,34.25,29.125,,,
12/31/1985,34.75,16.317992,29.875,37.25,29.625,,,
03/31/1986,44.0,26.618705,35.0,44.125,34.5,,,
06/30/1986,47.125,7.102273,43.875,47.625,42.25,,,
09/30/1986,41.75,-11.405836,47.375,47.625,39.125,,,
12/31/1986,24.75,-40.718563,41.75,43.25,23.5,,,
03/31/1987,30.0,21.212121,24.75,30.125,24.625,,,
06/30/1987,29.5,-1.666667,29.75,32.125,26.375,,,
09/30/1987,27.0,-8.474576,29.625,31.25,25.625,,,
12/31/1987,20.875,-22.685185,27.125,27.5,18.25,,,
03/31/1988,22.75,8.982036,20.875,24.375,20.25,,,
06/30/1988,26.0,14.285714,22.875,26.125,21.25,,71.719002,
09/30/1988,26.625,2.403846,26.125,27.0,24.625,,71.719002,
12/31/1988,23.5,-11.737089,26.625,27.75,22.0,,71.719002,
03/31/1989,25.125,6.914894,23.625,25.625,22.625,,71.719002,
06/30/1989,26.5,5.472637,25.25,29.875,24.25,,75.060997,
09/30/1989,25.25,-4.716981,26.75,28.875,25.25,,75.060997,
12/31/1989,20.25,-19.80198,25.25,25.625,17.5,,75.060997,
03/31/1990,14.25,-29.62963,20.25,21.0,13.5,1042.922745,75.060997,
06/30/1990,12.125,-14.912281,14.125,15.5,11.75,888.796949,73.187599,
09/30/1990,7.5,-38.14433,12.25,12.25,7.375,550.838356,73.302803,
12/31/1990,4.875,-35.0,7.75,8.375,4.0,359.178734,73.445099,
03/31/1991,6.125,25.641026,5.125,7.625,2.875,451.132148,73.445099,
06/30/1991,4.625,-24.489796,6.125,7.25,4.125,340.869261,73.654198,
09/30/1991,7.75,67.567568,4.75,10.875,4.375,571.586624,73.7015,
12/31/1991,9.25,19.354839,7.75,10.25,7.25,682.328923,73.753098,
03/31/1992,15.0,62.162162,9.0,15.875,8.875,1109.656448,73.753098,
06/30/1992,18.125,20.833333,14.75,19.25,12.125,1655.019011,73.977097,
09/30/1992,16.125,-11.034483,18.0,18.75,13.375,1477.283598,91.311401,
12/31/1992,18.375,13.953488,16.0,19.5,14.5,1700.200603,91.614502,
03/31/1993,23.0,25.170068,18.375,23.875,17.875,2142.371422,91.614502,
06/30/1993,23.875,3.804348,22.875,25.125,19.5,2235.559538,93.146599,
09/30/1993,24.5,2.617801,24.0,26.375,22.5,2310.839993,93.636002,
12/31/1993,21.75,-11.22449,24.5,25.125,19.375,2554.407,94.32,
03/31/1994,20.25,-6.896552,21.5,24.25,19.75,1942.52179,94.32,
06/30/1994,22.0,8.641975,19.5,25.75,19.25,2609.618073,95.927002,
09/30/1994,20.75,-5.681818,21.875,23.125,20.25,2481.305777,118.619003,
12/31/1994,16.375,-21.084337,21.0,21.125,16.375,1977.625186,119.581001,
03/31/1995,26.375,61.068702,16.625,27.0,16.5,3219.200633,119.581001,
06/30/1995,31.875,20.853081,26.375,32.5,25.625,4038.626361,122.055,
09/30/1995,33.625,5.490196,31.75,34.625,28.625,4125.686578,126.702003,
