Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2002,-1.422,-4.892,2.44,0.915,,,0.915,0.115,,,,0.115,,-13.336,-10.462,8.007,,,-18.469,,,0.0,0.0,0.0,,,,,-2.874,-0.008,0.0,-0.008,,,,0.0,0.0,0.0,0.0,,-14.766,,0.006,
06/30/2002,1.616,-7.883,2.158,0.87,,,0.87,6.471,,,,6.471,,-10.627,-10.301,0.0,,,-10.301,,,0.0,0.0,0.0,,,,,-0.326,172.369003,0.0,-0.01,,,,173.494003,173.494003,0.0,-1.115,,163.358002,,,
09/30/2002,-10.08,-8.194,2.167,-0.154,,,-0.154,-3.899,0.363,0.076,,-4.338,,-7.309,-8.757,0.002,,,-8.759,,,0.0,0.0,0.0,,,,,1.448,-2.863,0.0,-0.007,,,,-173.494,0.0,-173.494,170.638,,-20.252,,0.322,
12/31/2002,-2.374,-10.743,2.169,-0.235,,,-0.235,6.435,,,,6.435,,-820.98999,-28.726,0.0,,,-28.726,,,0.0,0.0,0.0,,,,,-792.26399,765.400007,0.0,352.824015,,,,465.289993,491.843994,-26.554001,-52.714001,,-57.964001,,,
03/31/2003,39.325,-9.006,2.759,-1.798,,,-1.798,47.37,0.03,-0.185,,47.525,,,-41.55,0.005,,,-41.555,,,,,,,,,,41.55,-0.009,,-0.009,,,,,,,,,-2.234,,1.1,
06/30/2003,-7.935,-12.677,3.094,0.016,,,0.016,1.632,0.095,-0.156,,1.693,,6.164,-90.445,0.0,,,-90.445,,,0.0,0.0,0.0,,,,,96.609,43.812,0.0,-0.009,,,,45.0,45.0,0.0,-1.179,,42.041,,35.8,
09/30/2003,9.638,-14.842,1.55,8.292,,,8.292,14.638,-0.148,-0.181,,14.967,,-54.814,-118.671,0.0,,,-118.671,,,0.0,0.0,0.0,,,,,63.857,242.299,0.0,249.99,,,,0.0,0.0,0.0,-7.691,,197.123,,7.3,
12/31/2003,-14.25,-12.366,1.667,2.515,,,2.515,-6.066,,,,-6.066,,9.146,-164.316993,0.001,,,-164.317993,,,0.0,0.0,0.0,,,,,173.462993,0.082,0.0,-0.01,,,,-0.121,0.083,-0.204,0.213,,-5.022,0.0,0.0,
03/31/2004,-0.918,-13.248,1.694,2.798,,,2.798,7.838,0.034,0.052,,7.752,,-25.147,-183.36,0.0,,,-183.36,,,0.0,0.0,0.0,,,,,158.213,-0.01,0.0,-0.01,,,,0.0,0.0,0.0,0.0,,-26.075,,16.3,
06/30/2004,-27.278,-41.919,1.956,18.249,,,18.249,-5.564,0.036,-0.133,,-5.467,,-249.651,-257.64,0.038,,,-257.678,,,0.0,0.0,0.0,,,,,7.989,322.461,0.0,64.667,,,,271.25,271.25,0.0,-13.456,,45.532,,33.5,
09/30/2004,-6.993,-22.706,2.815,2.713,,,2.713,10.185,-0.137,-1.323,,11.645,,-438.983,-256.868,33.83,,,-290.698,,,0.0,0.0,0.0,,,,,-182.115,294.213,0.0,293.682,,,,0.213,0.213,0.0,0.318,,-151.763,,-49.8,
12/31/2004,-79.849,-123.359,3.943,40.944,,,40.944,-1.377,-0.082,,,-1.295,,-833.309,-276.857,0.0,,,-276.857,,,0.0,0.0,0.0,,,,,-556.452,1034.173,0.0,569.985,,,,523.534,523.534,0.0,-59.346,,121.015,0.0,0.0,
03/31/2005,-5.892,-29.927,3.494,-4.413,,,-4.413,24.954,-0.575,-5.801,,31.33,,-327.116,-291.946,0.023,,,-291.969,,,,,,,,,,-35.17,369.035,,368.501,,,,0.534,0.534,,,,36.027,0.0,12.6,
06/30/2005,-12.431,-41.777,26.125,20.129,,0.0,20.129,-16.908,-63.341,-25.632,,72.065,,94.067,-267.423,0.001,,,-267.424,,,0.0,0.0,0.0,,,,,361.49,37.872,0.0,45.109,,,,0.531,0.531,0.0,-7.768,,119.508,0.0,50.8,
