Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Other Share Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,566.650024,10.833,10.833,0.0,162.130997,,,0.0,,,,,13.404,,,,186.367996,125.733002,202.526001,-76.792999,0.0,,254.548996,,,,,,254.548996,380.281998,,12.412,12.412,,,,65.783997,,,,,,71.474002,,,71.474002,149.669998,88.109001,,,,,77.893997,,,,77.893997,166.002998,315.672997,0.0,204.210007,,,,0.0,,46.766998,250.977005,0.0,250.977005,566.650002,
06/30/1990,588.573975,4.966,4.966,0.0,166.858994,,,0.0,,,,,12.752,,,,184.576996,131.862,215.582001,-83.720001,0.0,,272.13501,,,,,,272.13501,403.997009,,10.311,10.311,,,,80.303001,,,,,,69.046994,,,69.046994,159.660995,88.152,,,,,81.079002,,,,81.079002,169.231003,328.891998,0.0,204.869003,,,,0.0,,54.813,259.682003,0.0,259.682003,588.574001,
09/30/1990,598.294983,12.479,12.479,0.0,165.169998,,,0.0,,,,,12.675,,,,190.324005,136.238007,226.625,-90.387001,0.0,,271.733002,,,,,,271.733002,407.971008,,9.625,9.625,,,,19.799999,,,,,,76.894001,,,76.894001,106.319,143.138,,,,,82.439003,,,,82.439003,225.577003,331.896004,0.0,204.914001,,,,0.0,,61.485001,266.399002,0.0,266.399002,598.295006,
12/31/1990,754.278992,115.271,68.002998,47.268002,190.473999,,,0.0,,,,,18.740999,,,,324.485992,151.869003,254.647995,-102.778999,0.0,,277.924011,,,,,,277.924011,429.793015,,38.717999,38.717999,,,,15.868,,,,,,98.927002,,,98.927002,153.513,143.050003,,,,,84.410004,,,,84.410004,227.460007,380.973007,0.0,295.011993,,,,0.0,,78.293999,373.305992,0.0,373.305992,754.278999,
03/31/1991,658.377991,43.695999,34.368999,9.327,164.712997,,,0.0,,,,,25.606001,,,,234.014999,149.470993,260.890991,-111.419998,0.0,,274.891998,,,,,,274.891998,424.362991,,25.417,25.417,,,,0.944,,,,,,77.305001,,,77.305001,103.666,92.123001,,,,,90.761002,,,,90.761002,182.884003,286.550003,0.0,302.347992,,,,0.0,,69.480003,371.827995,0.0,371.827995,658.377998,
06/30/1991,687.296997,65.258001,59.970001,5.288,171.820007,,,0.0,,,,,25.471001,,,,262.549011,145.796005,265.315002,-119.518997,0.0,,278.951996,,,,,,278.951996,424.748001,,28.811001,28.811001,,,,0.944,,,,,,87.922001,,,87.922001,117.677002,92.115997,,,,,92.946999,,,,92.946999,185.062996,302.739998,0.0,304.174011,,,,0.0,,80.383003,384.557014,0.0,384.557014,687.297012,
09/30/1991,697.997986,84.132999,80.154999,3.978,166.988998,,,0.0,,,,,22.964001,,,,274.085999,141.080994,268.117004,-127.036003,0.0,,282.830994,,,,,,282.830994,423.911987,,27.629,27.629,,,,15.94,,,,,,92.263001,,,92.263001,135.832001,77.114998,,,,,90.049004,,,,90.049004,167.164001,302.996002,0.0,306.083008,,,,0.0,,88.918999,395.002007,0.0,395.002007,697.998009,
12/31/1991,716.103027,105.149002,105.149002,0.0,172.792007,,,0.0,,,,,25.990999,,,,303.932007,143.123993,263.166992,-120.042999,0.0,,269.046997,,,,,,269.046997,412.17099,,27.466,27.466,,,,15.925,,,,,,109.461997,,,109.461997,152.852997,77.113998,,,,,135.822006,,,,135.822006,212.936005,365.789001,0.0,307.645996,,,,0.0,,42.667999,350.313995,0.0,350.313995,716.102997,
03/31/1992,679.218994,81.839998,67.433998,14.406,165.574005,,,0.0,,,,,27.138,,,,274.552002,138.951004,265.835999,-126.885002,0.0,,265.716003,,,,,,265.716003,404.667007,,27.226999,27.226999,,,,16.014999,,,,,,89.918005,,,89.918005,133.160004,56.108002,,,,,137.167007,,,,137.167007,193.275009,326.435013,0.0,308.455994,,,,0.0,,44.327999,352.783993,0.0,352.783993,679.219006,
06/30/1992,682.143005,93.861,73.346001,20.514999,160.537003,,,0.0,,,,,28.487,,,,282.88501,135.626999,269.48999,-133.863007,0.0,,263.631012,,,,,,263.631012,399.258011,,31.809,31.809,,,,16.129999,,,,,,89.415997,,,89.415997,137.354996,42.158001,,,,,137.425003,,,,137.425003,179.583004,316.938,0.0,309.431,,,,0.0,,55.773998,365.204998,0.0,365.204998,682.142998,
09/30/1992,672.966003,86.573998,75.072998,11.501,160.552002,,,0.0,,,,,24.249001,,,,271.375,143.070999,272.166992,-129.095993,0.0,,258.519989,,,,,,258.519989,401.590988,,28.729,28.729,,,,1.373,,,,,,88.250997,,,88.250997,118.352997,46.750999,,,,,134.820007,,,,134.820007,181.571007,299.924004,0.0,309.591003,,,,0.0,,63.451,373.042004,0.0,373.042004,672.966007,
12/31/1992,708.882019,87.343,83.986,3.357,164.615005,,,0.0,,,,,27.002001,,,,278.959991,146.832993,269.089996,-122.257004,0.0,,283.088989,,,,,,283.088989,429.921982,,32.176998,32.176998,,,,1.165,,,,,,95.497998,,,95.497998,128.839996,191.748993,,,,,130.302994,,,,130.302994,322.051987,450.891983,0.0,310.083008,,,,-126.978996,,74.885997,257.990009,0.0,257.990009,708.881992,
03/31/1993,700.263977,79.198,78.097,1.101,160.970993,,,0.0,,,,,24.214001,,,,264.382996,153.910995,279.627014,-125.716003,0.0,,281.970001,,,,,,281.970001,435.880997,,34.808998,34.808998,,,,1.261,,,,,,88.708002,,,88.708002,124.778,200.591003,,,,,126.228996,,,,126.228996,326.82,451.598,0.0,312.085999,,,,-147.307999,,83.888,248.666,0.0,248.666,700.264,
06/30/1993,703.812988,72.818001,72.818001,0.0,165.281998,,,0.0,,,,,32.676998,,,,270.777008,153.425995,279.946991,-126.521004,0.0,,279.609985,,,,,,279.609985,433.03598,,33.363998,33.363998,,,,1.262,,,,,,83.944001,,,83.944001,118.57,199.518997,,,,,125.587997,,,,125.587997,325.106995,443.676994,0.0,312.48999,,,,-147.315994,,94.961994,260.13599,0.0,260.13599,703.812984,
09/30/1993,704.541992,86.236,86.236,0.0,176.654007,,,0.0,,,,,22.094,,,,284.984009,129.300995,261.303009,-132.001999,0.0,,290.256989,,,,,,290.256989,419.557983,,33.716,33.716,,,,11.75,,,,,,103.670002,,,103.670002,149.136002,200.162003,,,,,113.114998,,,,113.114998,313.277,462.413002,0.0,314.510986,,,,-147.315994,,74.93399,242.128983,0.0,242.128983,704.541985,
12/31/1993,731.200989,85.603996,85.603996,0.0,191.824997,,,0.0,,,,,15.569,,,,292.997986,127.894997,254.367996,-126.473,0.0,,310.308014,,,,,,310.308014,438.203011,,38.726002,38.726002,,,,1.637,,,,,,113.420995,,,113.420995,153.783997,200.070007,,,,,123.316002,,,,123.316002,323.386009,477.170006,0.0,315.360992,,,,-92.870003,,31.540001,254.03099,0.0,254.03099,731.200996,
03/31/1994,695.148987,92.344004,87.813004,4.531,193.283997,,,0.0,,,,,28.906,,,,314.533997,71.93,188.953003,-117.023003,0.0,,308.684998,,,,,,308.684998,380.614998,,33.381001,33.381001,,,,0.695,,,,,,121.060001,,,121.060001,155.136002,200.410004,,,,,117.744003,,,,117.744003,318.154007,473.290009,0.0,321.403992,,,,-135.061005,,35.516006,221.858994,0.0,221.858994,695.149002,
06/30/1994,743.346985,101.251998,96.613998,4.638,199.878006,,,0.0,,,,,31.938,,,,333.067993,72.764999,192.841995,-120.077003,0.0,,337.514008,,,,,,337.514008,410.279007,,49.765999,49.765999,,,,1.028,,,,,,112.105003,,,112.105003,162.899002,207.173996,,,,,118.913002,,,,118.913002,326.086998,488.986,0.0,328.898987,,,,-127.710999,,53.172997,254.360985,0.0,254.360985,743.346985,
09/30/1994,819.828979,98.488998,98.488998,0.0,215.873993,,,0.0,,,,,29.367001,,,,343.730011,72.643997,198.671005,-126.027,0.0,,403.454987,,,,,,403.454987,476.098984,,42.591999,42.591999,,,,22.393999,,,,,,125.879007,,,125.879007,190.865005,207.524002,,,,,121.775002,,,,121.775002,329.299004,520.164009,0.0,337.605011,,,,-113.241997,,75.301998,299.665012,0.0,299.665012,819.829021,
12/31/1994,1021.174011,79.408997,79.408997,0.0,242.645004,,,0.0,,,,,53.825001,,,,375.878998,84.237999,217.029999,-132.792007,0.0,,561.057007,,,,,,561.057007,645.295006,,53.561001,53.561001,,,,63.713001,,,,,,182.771988,,,182.771988,300.04599,211.966995,,,,,147.302002,,,,147.302002,359.268997,659.314987,0.0,354.329987,,,,-87.974998,,95.503998,361.858987,0.0,361.858987,1021.173974,
03/31/1995,1052.578003,96.188004,96.188004,0.0,236.149002,,,0.0,,,,,56.886002,,,,389.222992,85.249001,217.953995,-132.705002,0.0,,578.106018,,,,,,578.106018,663.355019,,59.837002,59.837002,,,,96.459,,,,,,148.823994,,,148.823994,305.119995,211.475998,,,,,144.005005,,,,144.005005,355.481003,660.600998,0.0,363.708008,,,,-86.619003,,114.888002,391.977007,0.0,391.977007,1052.578005,
