Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
09/30/2016,1266.0,629.0,,203.0,434.0,-209.0,0.0,0.0,-1221.0,798.0,214.0,513.0,-162.0,,988.0,-231.0,18.0,-208.0,35.0,73.0,1570.0,
12/31/2016,1867.0,751.0,,-159.0,1275.0,-1217.0,0.0,0.0,-6230.0,5367.0,-354.0,-1061.0,-166.0,,,-380.0,9.0,-200.0,42.0,-366.0,-411.0,
03/31/2017,1757.0,592.0,,122.0,1043.0,-1527.0,0.0,0.0,-3883.0,1972.0,384.0,-884.0,-166.0,0.0,524.0,-654.0,11.0,-610.0,18.0,-7.0,-654.0,
06/30/2017,1408.0,713.0,,36.0,659.0,-990.0,0.0,0.0,-1957.0,2070.0,-1103.0,-359.0,-162.0,0.0,0.0,-2.0,6.0,-203.0,5.0,-3.0,59.0,
09/30/2017,1431.0,716.0,,-11.0,726.0,-370.0,0.0,0.0,-1378.0,1809.0,-801.0,-398.0,-163.0,0.0,0.0,-4.0,6.0,-240.0,16.0,-13.0,663.0,
12/31/2017,1532.0,2351.0,,50.0,-869.0,-2544.0,0.0,0.0,-3095.0,1943.0,-1392.0,-424.0,-170.0,0.0,516.0,-501.0,10.0,-298.0,-4.0,23.0,-1436.0,
03/31/2018,1238.0,717.0,,66.0,455.0,-199.0,0.0,0.0,-4141.0,1150.0,2792.0,-450.0,-195.0,0.0,2.0,0.0,14.0,-296.0,7.0,18.0,589.0,
06/30/2018,1569.0,832.0,,27.0,710.0,-1244.0,0.0,0.0,-2890.0,3813.0,-2167.0,-558.0,-201.0,0.0,0.0,-2.0,0.0,-307.0,2.0,-50.0,-233.0,
09/30/2018,1852.0,845.0,,340.0,667.0,-1729.0,0.0,0.0,-1152.0,2277.0,-2854.0,-541.0,-199.0,0.0,0.0,0.0,22.0,-320.0,-26.0,-18.0,-418.0,
12/31/2018,1355.0,525.0,,310.0,520.0,-410.0,0.0,0.0,-1343.0,2747.0,-1814.0,-37.0,-198.0,0.0,1020.0,-550.0,22.0,-378.0,-14.0,61.0,908.0,
03/31/2019,1544.0,928.0,,-203.0,819.0,-1291.0,0.0,0.0,-3368.0,1561.0,516.0,-698.0,-195.0,0.0,0.0,0.0,12.0,-490.0,-13.0,-12.0,-445.0,
06/30/2019,813.0,817.0,,81.0,-85.0,-1436.0,0.0,0.0,-1165.0,901.0,-1172.0,-250.0,-194.0,0.0,268.0,0.0,14.0,-357.0,-21.0,40.0,-873.0,
09/30/2019,1906.0,777.0,,325.0,804.0,-219.0,0.0,0.0,-1696.0,1672.0,-195.0,-490.0,-190.0,0.0,0.0,0.0,12.0,-310.0,34.0,-36.0,1197.0,
12/31/2019,1192.0,782.0,,120.0,290.0,-225.0,0.0,0.0,-1721.0,2422.0,-926.0,-287.0,-192.0,0.0,347.0,0.0,11.0,-470.0,-1.0,18.0,680.0,
03/31/2020,1414.0,566.0,,312.0,536.0,-1716.0,0.0,0.0,-1823.0,1137.0,-1030.0,-446.0,-195.0,0.0,545.0,-350.0,9.0,-449.0,-5.0,-1.0,-748.0,
06/30/2020,1187.0,805.0,,164.0,218.0,-404.0,0.0,0.0,-1018.0,939.0,-325.0,597.0,-193.0,0.0,1000.0,0.0,12.0,-188.0,-12.0,-22.0,1380.0,
