Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,-3.433,8.636,8.635,-3.598,,-3.598,-17.106001,,,,-17.106001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,25.540001,30.940001,8.724,4.232,,4.232,-18.356001,,,,-18.356001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,42.481998,8.067,9.403,10.05,,10.05,14.962,,,,14.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,123.773003,32.421001,11.017,-6.528,,-6.528,86.862999,,,,86.862999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.773003,,,
03/31/1991,-59.865002,7.902,12.588,11.858,,11.858,-92.212997,,,,-92.212997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,10.827,36.224998,12.381,-11.761,,-11.761,-26.018,,,,-26.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,9.127,9.904,13.944,5.914,,5.914,-20.635,,,,-20.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,133.117996,40.526001,14.996,2.905,,2.905,74.690987,,,,74.690987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.117996,,,
03/31/1992,-54.263,-14.995,13.981,25.989,,25.989,-79.237999,,,,-79.237999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,60.348,43.231998,15.647,4.155,,4.155,-2.686,,,,-2.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,69.358002,12.439,9.632,24.552999,,24.552999,22.733999,,,,22.733999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,113.010002,46.597,19.899,1.700999,,1.700999,44.813,,,,44.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.010002,,,
03/31/1993,-23.778999,10.513,11.547,-6.66,,-6.66,-39.179001,,,,-39.179001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,45.791,48.987,17.444,1.028,,1.028,-21.667999,,,,-21.667999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
