Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2007,-286,1,77,-31,,-9.0,-22,-333,-117.0,-94.0,-122,,-31,-42,0,,,-42,,,0,0,0,,,,,11,-679,0,-679,,,,0,0,0,0,,-996,,,
06/30/2007,44,29,81,17,,1.0,16,-83,-98.0,14.0,1,,-97,-69,0,,,-69,,,0,0,0,,,,,-28,95,0,93,,,,0,0,0,2,,42,,,
09/30/2007,203,112,81,-41,,8.0,-49,51,54.0,49.0,-52,,367,-56,0,,,-56,,,0,0,0,,,,,423,-255,0,-262,,,,0,0,0,7,,315,,,
12/31/2007,221,-46,104,57,,0.0,57,106,152.0,34.0,-80,,-669,357,437,,,-80,,,0,0,0,,,,,-1026,133,0,117,,,,0,0,0,16,,-315,40.0,159.0,
03/31/2008,-107,-13,77,8,5.0,-10.0,13,-179,-65.0,-59.0,-55,,-50,-52,0,,,-52,,,0,0,0,,,,,2,140,0,128,,,,0,0,0,12,,-17,,,
06/30/2008,-18,41,79,-35,,-16.0,-19,-103,-181.0,35.0,43,,128,-95,0,,,-95,,,0,0,0,,,,,223,-107,0,-82,,,,-19,0,-19,-6,,3,,,
09/30/2008,1,-807,161,833,,885.0,-52,-186,-83.0,-87.0,-16,,-153,-199,0,,,-199,,,0,0,0,,,,,46,90,0,121,,,,-43,0,-43,12,,-62,,,
12/31/2008,317,-34,14,31,,34.0,-3,306,,,306,,-87,-88,0,,,-88,,,0,0,0,,,,,1,-53,0,0,,,,-38,0,-38,-15,,177,,,
03/31/2009,-288,-28,84,-21,1.0,-5.0,-17,-323,-121.0,-34.0,-168,0.0,-37,-40,0,,0.0,-40,-40.0,0.0,0,0,0,0.0,0.0,0.0,0.0,3,181,0,181,-11.0,227.0,-35.0,0,0,0,0,-2.0,-146,,,
06/30/2009,190,33,74,14,5.0,18.0,-9,69,13.0,124.0,-68,0.0,-38,-55,0,,0.0,-55,-55.0,0.0,0,0,0,0.0,0.0,0.0,0.0,17,-136,0,-136,-10.0,377.0,-503.0,0,0,0,0,4.0,20,,,
09/30/2009,367,80,80,4,12.0,2.0,-10,203,-43.0,150.0,96,0.0,-37,-56,0,,0.0,-56,-56.0,0.0,0,0,0,0.0,0.0,0.0,0.0,19,-57,0,-57,3.0,1.0,-61.0,0,0,0,0,4.0,277,,,
12/31/2009,138,-21,87,14,34.0,2.0,-22,58,151.0,-240.0,147,0.0,-92,-92,0,,0.0,-92,-92.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,-5,0,1,-2.0,5.0,-2.0,-3,0,-3,-3,2.0,43,,,
03/31/2010,-27,48,80,3,7.0,5.0,-9,-158,0.0,0.0,-158,0.0,-58,-58,5,5.0,0.0,-63,-63.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,-14,0,-12,-9.0,,-3.0,-2,0,-2,0,-2.0,-101,,,
06/30/2010,161,937,79,-841,4.0,-859.0,14,-14,0.0,0.0,-14,0.0,-49,-49,9,9.0,0.0,-58,-58.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,-540,0,-540,3.0,251.0,-794.0,0,0,0,0,-5.0,-433,,,
09/30/2010,147,58,83,-34,5.0,-20.0,-19,40,0.0,0.0,40,0.0,-76,-76,2,2.0,0.0,-78,-78.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,-68,0,30,-2.0,156.0,-124.0,-100,0,-100,2,2.0,5,,,
12/31/2010,207,-110,78,92,7.0,7.0,78,147,0.0,0.0,147,0.0,-66,-66,49,49.0,0.0,-115,-115.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,-128,0,-80,-2.0,229.0,-307.0,-18,0,-18,-30,4.0,17,,,
03/31/2011,-213,24,80,-78,5.0,-4.0,-79,-239,0.0,0.0,-239,0.0,-79,-79,12,12.0,0.0,-91,-91.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,300,0,302,,,,-10,0,-10,8,1.0,9,,,
06/30/2011,79,78,85,-16,5.0,24.0,-45,-68,0.0,0.0,-68,0.0,-56,-56,63,63.0,0.0,-119,-119.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,-35,0,4,,,,-43,0,-43,4,2.0,-10,,,
09/30/2011,193,124,78,14,6.0,9.0,-1,-23,0.0,0.0,-23,0.0,-171,-87,6,6.0,0.0,-93,-93.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-84,0,0,85,,,,-85,0,-85,0,-23.0,-1,,,
12/31/2011,230,50,75,37,5.0,26.0,6,68,0.0,0.0,68,0.0,-139,-139,0,0.0,0.0,-139,-139.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,-91,0,-87,,,,0,0,0,-4,2.0,2,,,
