Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/29/1997,901.387024,60.650002,60.650002,0.0,214.576996,,,196.832993,,,,,11.053,,,,,,,483.113007,304.825012,,,0.0,113.448997,,,,,113.448997,418.27401,,108.250999,108.250999,,,,68.730003,,,,,,19.718002,,,,19.718002,196.699005,195.654999,,,,,69.257004,,,69.257004,264.912003,461.611008,0.0,,,,0.0,,439.776001,439.776001,0.0,439.776001,901.387009,
09/28/1997,914.890015,32.937,32.937,0.0,233.645996,,,203.951004,,,,,5.967,,,,,,,476.501007,317.507996,,,0.0,120.880997,,,,,120.880997,438.388992,,106.362,106.362,,,,70.596001,,,,,,22.674995,,,,22.674995,199.632996,194.800995,,,,,69.584,,,69.584,264.384995,464.01799,0.0,,,,0.0,,450.872009,450.872009,0.0,450.872009,914.889999,
12/28/1997,1079.165039,30.702,30.702,0.0,260.187012,,,218.537994,,,,,57.049999,,,,,,,566.47699,364.013,593.359985,-229.347,0.0,148.675003,,,,,148.675003,512.688004,,80.436996,80.436996,,,,115.728996,,,,,,98.74102,,,,98.74102,294.907013,237.561996,,,,,82.943001,,,82.943001,320.504997,615.41201,0.0,100.276001,,,0.0,,363.47699,463.752991,0.0,463.752991,1079.165001,
03/29/1998,1089.858032,47.226002,47.226002,0.0,286.803009,,,215.300995,,,,,20.048,,,,,,,569.377991,370.388,,,0.0,150.091995,,,,,150.091995,520.479996,,161.639999,161.639999,,,,85.983002,,,,,,31.266006,,,,31.266006,278.889008,242.994995,,,,,82.495003,,,82.495003,325.489998,604.379005,0.0,,,,0.0,,485.479004,485.479004,0.0,485.479004,1089.858009,
06/28/1998,1126.63501,65.885002,65.885002,0.0,294.312012,,,220.151993,76.782997,40.743,102.625999,,18.521,,,,,,,598.869995,381.388,,,0.0,146.376999,113.671997,,,,32.705002,527.764999,,175.255997,175.255997,,,,94.709999,,,,,,24.272011,,,,24.272011,294.238007,247.985992,,,,,82.822998,,,82.822998,330.80899,625.046997,0.0,,,,0.0,,501.588013,501.588013,0.0,501.588013,1126.63501,
09/27/1998,1177.090942,76.047997,76.047997,0.0,303.096008,,,233.757004,83.263,43.766998,106.726997,,16.066999,,,,,,,628.968018,401.984985,,,0.0,146.138,113.911003,,,,32.226997,548.122986,,181.082993,181.082993,,,,112.218002,,,,,,29.183014,,,,29.183014,322.484009,256.28299,,,,,86.303001,,,86.303001,342.585991,665.07,0.0,,,,0.0,,512.020996,512.020996,0.0,512.020996,1177.090996,
12/27/1998,1215.916992,66.689003,66.689003,0.0,295.368988,,,235.869003,80.890999,41.646,113.332001,0.0,19.014999,,,,,,,616.942017,431.756012,689.47699,-257.721008,0.0,167.218994,116.287003,,,,50.931992,598.975006,,99.207001,99.207001,,,,91.651001,,,,,,120.621002,,,,120.621002,311.479004,275.580994,,,,,94.406998,,,94.406998,369.987991,681.466995,0.0,109.695,,,0.0,,424.755005,534.450005,0.0,534.450005,1215.917,
03/28/1999,1248.015991,48.389999,48.389999,0.0,328.233002,328.233002,,232.893005,81.593002,45.097,106.203003,0.0,20.893,,,,,,,630.408997,445.145996,710.085999,-264.940002,0.0,172.460999,122.459,,,,50.001999,617.606995,,206.011993,206.011993,,,,93.023003,,,,,,29.948006,,,,29.948006,328.983002,270.700012,,,,,97.978996,,,97.978996,368.679008,697.66201,0.0,,,,0.0,,550.354004,550.354004,0.0,550.354004,1248.016014,
06/27/1999,1252.484985,32.351002,32.351002,0.0,329.417999,329.417999,,234.781998,83.839996,45.008999,105.932999,0.0,21.500999,,,,,,,618.052002,445.492004,723.682007,-278.184998,0.0,188.936005,138.315994,,,,50.62001,634.428009,,201.535995,201.535995,,,,91.007004,,,,,,25.049011,,,,25.049011,317.59201,275.671997,,,,,86.197998,,,86.197998,361.869995,679.462006,0.0,,,,0.0,,573.02301,573.02301,0.0,573.02301,1252.485016,
09/26/1999,1270.151978,46.200001,46.200001,0.0,321.812012,321.812012,,239.964005,89.394997,41.817001,108.751999,0.0,21.007,,,,,,,628.982971,453.996002,750.078979,-296.083008,0.0,187.173004,136.628006,,,,50.544998,641.169006,,199.722,199.722,,,,94.573997,,,,,,21.859001,,,,21.859001,316.154999,280.264008,,,,,87.557999,,,87.557999,367.822006,683.977005,0.0,,,,0.0,,586.174988,586.174988,0.0,586.174988,1270.151993,
12/26/1999,1263.44397,29.040001,29.040001,0.0,324.628998,,,227.485992,84.489998,38.689999,104.306,0.0,23.785,,,,,,,604.940002,465.901001,766.473022,-300.571991,0.0,192.602997,136.854004,,,,55.748993,658.503998,,99.968002,99.968002,,,,98.5,,,,,,130.943985,,,,130.943985,329.411987,246.190994,,,,,85.277,,,85.277,331.467995,660.879982,0.0,111.805,,,0.0,,490.759003,602.564003,0.0,602.564003,1263.443985,
03/26/2000,1344.989014,35.534,35.534,0.0,353.255005,,,238.063995,90.727997,43.806999,103.528999,0.0,22.186001,,,,,,,649.039001,473.122986,783.067017,-309.944,0.0,222.826996,171.104996,,,,51.722,695.949982,,225.320007,225.320007,,,,110.452003,,,,,,31.570976,,,,31.570976,367.342987,267.989014,,,,,87.181999,,,87.181999,355.171013,722.514,0.0,,,,0.0,,622.474976,622.474976,0.0,622.474976,1344.988976,
06/25/2000,1367.232056,21.000999,21.000999,0.0,341.877014,,,253.203003,100.041,44.073002,109.088997,0.0,25.455999,,,,,,,641.536987,483.640015,802.88501,-319.244995,0.0,242.054993,194.018997,,,,48.035995,725.695007,,238.548004,238.548004,,,,92.705002,,,,,,34.75499,,,,34.75499,366.007996,261.182007,,,,,95.543999,,,95.543999,356.726006,722.734001,0.0,,,,0.0,,644.497986,644.497986,0.0,644.497986,1367.231987,
09/24/2000,1365.581055,41.659,41.659,0.0,328.811005,328.811005,,256.549988,103.348,40.644001,112.557999,0.0,26.077999,,,,,,,653.098022,481.386993,811.888,-330.501007,0.0,231.095993,186.490005,,,,44.605988,712.482986,,223.899994,223.899994,,,,110.251999,,,,,,38.514999,,,,38.514999,372.666992,235.725006,,,,,98.616997,,,98.616997,334.342003,707.008995,0.0,,,,0.0,,658.572021,658.572021,0.0,658.572021,1365.581017,
12/31/2000,1401.287964,45.139,45.139,0.0,334.346008,,,259.845001,108.807999,36.064999,114.972,0.0,22.708,,,,,,,662.038025,489.502991,831.064026,-341.561005,0.0,249.746994,210.231995,,,,39.514999,739.249985,,119.221001,119.221001,,,,118.037003,,,,,,146.614006,,,,146.614006,383.872009,220.557007,,,,,106.436996,,,106.436996,326.994003,710.866013,0.0,117.889999,,,0.0,,572.531982,690.421982,0.0,690.421982,1401.287994,
04/01/2001,1599.21106,42.383999,42.383999,0.0,387.825012,387.825012,,302.872009,132.914001,45.432999,124.525002,0.0,25.23,,,,,,,758.310974,510.031006,,,0.0,330.868988,290.983002,,,,39.885986,840.899994,,255.460999,255.460999,,,,175.945999,,,,,,35.090988,,,,35.090988,466.497986,308.852997,,,,,114.498001,,,114.498001,423.350998,889.848984,0.0,,,,0.0,,709.362,709.362,0.0,709.362,1599.210983,
07/01/2001,1603.352,47.269,47.269,0.0,378.339,378.339,,304.095,134.456,44.0,125.639,0.0,31.069,,,,,,,760.772,516.158,,,0.0,326.422,285.958,,,40.464,0.0,842.58,,236.536,236.536,,,,190.932,,,,,,34.209,,,,34.209,461.677,284.966,,,,,117.485,,,117.485,402.451,864.128,0.0,,,,0.0,,739.224,739.224,0.0,739.224,1603.352,
09/30/2001,1656.972046,44.581001,44.581001,0.0,386.355011,386.355011,,315.54599,146.005005,43.175999,126.364998,0.0,31.322001,,,,,,,777.804016,554.155029,,,0.0,325.013,283.972992,,,,41.040009,879.16803,,258.282013,258.282013,,,,218.595993,,,,,,37.968979,,,,37.968979,514.846985,261.622009,,,,,121.827003,,,121.827003,383.449013,898.295998,0.0,,,,0.0,,758.676025,758.676025,0.0,758.676025,1656.972023,
12/30/2001,1635.02,46.9,46.9,0.0,363.674,,,308.775,133.364,44.53,130.881,0.0,28.128,,,,,,,747.477,565.695,979.711,-414.016,0.0,321.848,280.355,223.911,56.444,,41.493,887.543,,122.518,122.518,,,,212.122,,,,,,160.786,,,,160.786,495.426,228.18,,,,,133.271,,,133.271,361.451,856.877,0.0,135.076,,,0.0,,643.067,778.143,0.0,778.143,1635.02,
03/31/2002,1699.863037,51.817001,51.817001,0.0,394.77301,394.77301,,321.90799,144.475998,55.126999,122.305,0.0,29.155001,,,,,,,797.653015,563.61499,,,0.0,338.595001,296.511993,234.524002,61.987991,,42.083008,902.209991,,270.664001,270.664001,,,,231.020996,,,,,,36.908997,,,,36.908997,538.593994,217.294006,,,,,137.330994,,,137.330994,354.625,893.218994,0.0,,,,0.0,,806.643982,806.643982,0.0,806.643982,1699.862976,
06/30/2002,1775.866943,45.762001,45.762001,0.0,418.161987,418.161987,,353.955994,161.957001,64.533997,127.464996,0.0,28.576,,,,,,,846.455994,585.289978,,,0.0,344.121002,300.260986,240.046997,60.213989,,43.860016,929.41098,,279.845001,279.845001,,,,222.227997,,,,,,40.648987,,,,40.648987,542.721985,226.520996,,,,,145.619003,,,145.619003,372.139999,914.861984,0.0,,,,0.0,,861.005005,861.005005,0.0,861.005005,1775.866989,
09/29/2002,1795.697998,54.429001,54.429001,0.0,398.411011,398.411011,,363.006012,164.457993,63.641998,134.906006,0.0,25.121,,,,,,,840.96698,591.465027,,,0.0,363.265991,318.507996,249.130005,69.377991,,44.757996,954.731018,,274.829987,274.829987,,,,232.854996,,,,,,45.917007,,,,45.917007,553.60199,220.414001,,,,,145.735001,,,145.735001,366.149002,919.750992,0.0,,,,0.0,,875.947021,875.947021,0.0,875.947021,1795.698013,
12/29/2002,1813.384,44.494,44.494,0.0,401.888,,,365.535,154.552,59.596,151.387,0.0,25.978,,,,,,,837.895,604.241,1087.054,-482.813,0.0,371.248,326.809,257.999,68.81,,44.439,975.489,,141.786,141.786,,,,182.776,,,,,,173.921,,,,173.921,498.483,240.123,,,,,162.497,,,162.497,402.62,901.103,0.0,151.641,,,0.0,,760.64,912.281,0.0,912.281,1813.384,
03/30/2003,1911.787964,43.102001,43.102001,0.0,444.575989,444.575989,,394.036987,167.449997,71.237,155.350006,0.0,27.329,,,,,,,909.044006,611.60498,,,0.0,391.139008,353.464996,276.872986,76.59201,,37.674011,1002.743988,,293.640015,293.640015,,,,220.817001,,,,,,49.087967,,,,49.087967,563.544983,226.809998,,,,,171.757004,,,171.757004,398.567001,962.111984,0.0,,,,0.0,,949.676025,949.676025,0.0,949.676025,1911.78801,
06/29/2003,1947.579956,59.585999,59.585999,0.0,449.82901,449.82901,,395.52301,172.764008,73.056999,149.701996,0.0,24.570999,,,,,,,929.508972,622.625,,,0.0,395.446014,357.028015,281.804993,75.223022,,38.417999,1018.071014,,293.635986,293.635986,,,,207.031998,,,,,,46.712021,,,,46.712021,547.380005,226.052994,,,,,177.0,,,177.0,403.052994,950.432999,0.0,,,,0.0,,997.146973,997.146973,0.0,997.146973,1947.579971,
09/28/2003,2007.88501,46.553001,46.553001,0.0,452.335999,452.335999,,430.355011,188.671005,84.329002,157.354996,0.0,23.462,,,,,,,952.705994,635.700012,,,0.0,419.479004,383.516998,278.274994,105.242004,,35.962006,1055.179016,,317.598999,317.598999,,,,234.951996,,,,,,48.779999,,,,48.779999,601.330994,216.990005,,,,,178.643997,,,178.643997,395.634003,996.964996,0.0,,,,0.0,,1010.919983,1010.919983,0.0,1010.919983,2007.884979,
12/28/2003,2110.613,56.58,56.58,0.0,478.433,478.433,,443.145,192.149,84.03,166.966,0.0,28.029,,,,,,,1006.187,667.619,1238.682,-571.063,0.0,436.807,401.512,289.644,111.868,,35.295,1104.426,,187.641,187.641,,,,226.103,,,,,,198.927,,,,198.927,612.671,229.882,,,,,205.758,,,205.758,435.64,1048.311,0.0,165.18,,,0.0,,897.122,1062.302,0.0,1062.302,2110.613,
03/28/2004,2141.429932,62.897999,62.897999,0.0,517.737,517.737,,448.085999,204.776993,82.153999,161.154999,0.0,24.636,,,,,,,1053.357056,655.500977,,,0.0,432.571991,397.233002,288.612,108.621002,,35.338989,1088.072968,,340.230988,340.230988,,,,233.270004,,,,,,44.856979,,,,44.856979,618.357971,222.871994,,,,,212.473007,,,212.473007,435.345001,1053.702972,0.0,,,,0.0,,1087.727051,1087.727051,0.0,1087.727051,2141.430023,
06/27/2004,2097.773926,81.522003,81.522003,0.0,505.838013,505.838013,,425.139008,188.335999,80.855003,155.947998,0.0,22.718,,,,,,,1035.217041,629.531006,,,0.0,433.026001,400.664001,286.130005,114.533997,,32.362,1062.557007,,337.912994,337.912994,,,,172.326004,,,,,,48.578995,,,,48.578995,558.817993,205.692001,,,,,218.384995,,,218.384995,424.076996,982.894989,0.0,,,,0.0,,1114.879028,1114.879028,0.0,1114.879028,2097.774017,
09/26/2004,2513.284,102.58,102.58,,489.731,0.0,,452.738,192.902,84.875,174.961,0.0,28.308,,,,,,,1073.357,665.391,,,,774.536,0.0,0.0,0.0,22.698,751.838,1439.927,,375.106,375.106,,,,112.891,,,,,,50.295,,,,50.295,538.292,688.176,,,,,154.956,,,154.956,843.132,1381.424,,,,,0.0,,1131.86,1131.86,,1131.86,2513.284,
12/26/2004,2691.734,115.955,115.955,0.0,514.179,514.179,,431.399,210.647,76.419,205.609,-61.276,146.366,,,,,,,1207.899,584.252,1197.708,-613.456,0.0,899.583,745.79,524.134,221.656,,153.793,1483.835,,183.7,183.7,,,,101.856,,,,,,287.747,,,,287.747,573.303,685.912,,,,,257.308,,,257.308,943.22,1516.523,0.0,213.463,,,-1.176,839.838,57.608,1109.733,65.478,1175.211,2691.734,
