Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/01/1990,376.194,22.653999,22.653999,0.0,85.442001,,,89.975998,,,,,5.508,,,,,,,203.580002,146.003998,,,0.0,26.610001,,,,,26.610001,172.613998,,43.778,43.778,,,,27.792,,,,,,13.374001,,,,13.374001,84.944,105.752998,,,,,18.504999,,,18.504999,124.257998,209.201998,0.0,,,,,,166.992004,166.992004,0.0,166.992004,376.194002,
07/01/1990,388.897003,34.845001,34.845001,0.0,82.140999,,,91.028,,,,,4.899,,,,,,,212.912994,149.009003,,,0.0,26.975,,,,,26.975,175.984003,,44.981998,44.981998,,,,28.927,,,,,,13.078001,,,,13.078001,86.987,109.255997,,,,,19.226999,,,19.226999,128.482996,215.469995,0.0,,,,,,173.427002,173.427002,0.0,173.427002,388.896997,
09/30/1990,401.093994,37.771,37.771,0.0,81.132004,,,96.436996,,,,,3.438,,,,,,,218.778,154.466003,,,0.0,27.85,,,,,27.85,182.316004,,49.041,49.041,,,,27.5,,,,,,10.934998,,,,10.934998,87.475998,113.747002,,,,,19.639,,,19.639,133.386002,220.862,0.0,,,,,,180.231995,180.231995,0.0,180.231995,401.093994,
12/30/1990,425.100006,44.266998,44.266998,0.0,87.841003,,,98.529999,,,,,6.292,,,,,,,236.929993,159.585999,235.714996,-76.128998,0.0,28.584,,,,,28.584,188.169998,,37.749001,37.749001,,,,38.948002,,,,,,26.392994,,,,26.392994,103.089996,112.941002,,,,,21.194,,,21.194,134.135002,237.224998,0.0,36.543999,,,-2.75,,154.080994,187.874992,0.0,187.874992,425.099991,
03/31/1991,412.811005,42.151001,42.151001,0.0,84.121002,,,101.18,,,,,5.27,,,,,,,232.722,151.554993,,,0.0,28.534,,,,,28.534,180.088993,,42.707001,42.707001,,,,36.653,,,,,,13.741997,,,,13.741997,93.101997,103.668999,,,,,21.157,,,21.157,124.825998,217.927996,0.0,,,,,,194.882996,194.882996,0.0,194.882996,412.810991,
06/30/1991,416.160004,41.168999,41.168999,0.0,81.789001,,,102.003998,,,,,6.553,,,,,,,231.514999,151.75,,,0.0,32.895,,,,,32.895,184.645,,45.837002,45.837002,,,,38.438999,,,,,,11.496002,,,,11.496002,95.772003,99.209999,,,,,19.597,,,19.597,118.806999,214.579002,0.0,,,,,,201.580994,201.580994,0.0,201.580994,416.159996,
09/29/1991,435.175995,45.472,45.472,0.0,87.991997,,,105.021004,,,,,3.931,,,,,,,242.416,158.029007,,,0.0,34.730999,,,,,34.730999,192.760006,,48.125999,48.125999,,,,48.959,,,,,,11.459999,,,,11.459999,108.544998,101.911003,,,,,19.84,,,19.84,121.751003,230.296001,0.0,,,,,,204.880005,204.880005,0.0,204.880005,435.176006,
12/29/1991,477.692993,24.503,24.503,0.0,105.081001,,,117.414001,,,,,8.014,,,,,,,255.011993,178.798996,268.985992,-90.186996,0.0,43.882,,,,,43.882,222.680996,,34.898998,34.898998,,,,54.259998,,,,,,34.265007,,,,34.265007,123.424004,119.370003,,,,,23.198,,,23.198,142.568003,265.992006,0.0,44.869999,,,-1.922,,168.752994,211.700993,0.0,211.700993,477.692999,
03/29/1992,481.862,17.132999,17.132999,0.0,107.264,,,121.241997,,,,,7.915,,,,,,,253.554001,187.190002,,,0.0,41.118,,,,,41.118,228.308002,,54.113998,54.113998,,,,52.046001,,,,,,14.149998,,,,14.149998,120.309998,117.934998,,,,,22.452999,,,22.452999,140.387997,260.697994,0.0,,,,,,221.164001,221.164001,0.0,221.164001,481.861996,
06/28/1992,498.286987,29.341,29.341,0.0,108.867996,,,120.662003,,,,,7.625,,,,,,,266.496002,188.889008,,,0.0,42.902,,,,,42.902,231.791008,,57.383999,57.383999,,,,56.442001,,,,,,12.848003,,,,12.848003,126.674004,119.153,,,,,22.789,,,22.789,141.941999,268.616003,0.0,,,,,,229.671005,229.671005,0.0,229.671005,498.287008,
09/27/1992,508.037994,31.490999,31.490999,0.0,104.301003,,,129.119003,,,,,7.307,,,,,,,272.217987,192.544006,,,0.0,43.276001,,,,,43.276001,235.820007,,61.261002,61.261002,,,,53.929001,,,,,,13.968002,,,,13.968002,129.158005,122.43,,,,,24.205999,,,24.205999,146.636,275.794004,0.0,,,,,,232.244003,232.244003,0.0,232.244003,508.038008,
12/27/1992,534.931091,36.3311,36.3311,0.0,116.817902,,,128.970306,,,,,7.7021,,,,,,,289.821411,199.5923,300.896912,-101.304604,0.0,45.517399,,,,,45.517399,245.109699,,36.962101,36.962101,,,,54.413898,,,,,,31.642204,,,,31.642204,123.018204,134.599899,,,,,36.845798,,,36.845798,171.445698,294.463902,0.0,50.032101,,,-0.4762,,190.911304,240.467205,0.0,240.467205,534.931107,
03/28/1993,563.200012,15.814,15.814,0.0,130.886993,,,137.052002,,,,,8.388,,,,,,,292.140991,225.768997,,,0.0,45.290001,,,,,45.290001,271.058998,,64.688004,64.688004,,,,67.386002,,,,,,7.317001,,,,7.317001,139.391006,139.927994,,,,,36.665001,,,36.665001,176.592995,315.984001,0.0,,,,,,247.216003,247.216003,0.0,247.216003,563.200005,
06/27/1993,570.575989,24.973,24.973,0.0,128.645004,,,136.479004,,,,,8.38,,,,,,,298.47699,226.194,,,0.0,45.904999,,,,,45.904999,272.098999,,71.356003,71.356003,,,,60.208,,,,,,2.381004,,,,2.381004,133.945007,142.440002,,,,,37.155998,,,37.155998,179.596001,313.541008,0.0,,,,,,257.035004,257.035004,0.0,257.035004,570.576012,
09/26/1993,564.554016,16.542,16.542,0.0,126.587997,,,144.843002,,,,,8.121,,,,,,,296.093994,224.522003,,,0.0,43.938,,,,,43.938,268.460003,,67.775002,67.775002,,,,60.848,,,,,,2.358002,,,,2.358002,130.981003,134.832993,,,,,36.577,,,36.577,171.409992,302.390995,0.0,,,,,,262.162994,262.162994,0.0,262.162994,564.553989,
12/26/1993,640.575989,11.255,11.255,0.0,143.488998,,,159.287003,,,,,8.218,,,,,,,322.248993,261.420013,382.80899,-121.389,0.0,56.907001,,,,,56.907001,318.327015,,44.681999,44.681999,,,,70.738998,,,,,,35.431999,,,,35.431999,150.852997,183.503998,,,,,36.429001,,,36.429001,219.932999,370.785995,0.0,55.688,,,0.0,,214.102005,269.790005,0.0,269.790005,640.576,
03/27/1994,652.607971,4.377,4.377,0.0,167.610992,,,156.983994,,,,,7.826,,,,,,,336.798004,258.358002,,,0.0,57.452,,,,,57.452,315.810001,,78.149002,78.149002,,,,70.064003,,,,,,6.008995,,,,6.008995,154.222,182.300995,,,,,36.453999,,,36.453999,218.754993,372.976994,0.0,,,,0.0,,279.631012,279.631012,0.0,279.631012,652.608006,
06/26/1994,678.731995,17.025,17.025,0.0,175.309998,,,158.050003,,,,,7.615,,,,,,,358.0,263.470001,,,0.0,57.262001,,,,,57.262001,320.732002,,86.283997,86.283997,,,,70.080002,,,,,,4.539001,,,,4.539001,160.903,189.229004,,,,,37.021,,,37.021,226.250004,387.153004,0.0,,,,0.0,,291.57901,291.57901,0.0,291.57901,678.732014,
09/25/1994,699.028015,35.964001,35.964001,0.0,176.819,,,164.929993,,,,,7.382,,,,,,,385.095001,256.490997,,,0.0,57.442001,,,,,57.442001,313.932999,,92.385002,92.385002,,,,72.656998,,,,,,8.223,,,,8.223,173.264999,191.078995,,,,,37.398998,,,37.398998,228.477993,401.742992,0.0,,,,0.0,,297.285004,297.285004,0.0,297.285004,699.027996,
12/31/1994,710.789001,24.094,24.094,0.0,183.744995,,,173.104004,,,,,9.274,,,,,,,390.21701,264.317993,412.671997,-148.354004,0.0,56.254002,,,,,56.254002,320.571995,,50.632,50.632,,,,63.678001,,,,,,55.363003,,,,55.363003,169.673004,190.498993,,,,,41.591999,,,41.591999,232.090992,401.763996,0.0,60.526001,,,0.0,,248.498993,309.024994,0.0,309.024994,710.78899,
03/26/1995,728.796997,12.801,12.801,0.0,199.759003,,,189.845993,,,,,5.744,,,,,,,408.149994,265.786011,,,0.0,54.861,,,,,54.861,320.647011,,92.063004,92.063004,,,,69.397003,,,,,,15.404999,,,,15.404999,176.865005,189.216995,,,,,40.944,,,40.944,230.160995,407.026001,0.0,,,,0.0,,321.770996,321.770996,0.0,321.770996,728.796997,
06/25/1995,745.676025,33.812,33.812,0.0,189.481995,,,194.102005,,,,,5.619,,,,,,,423.015015,268.519012,,,0.0,54.141998,,,,,54.141998,322.661011,,94.101997,94.101997,,,,70.424004,,,,,,14.944,,,,14.944,179.470001,190.671997,,,,,39.926998,,,39.926998,230.598995,410.068996,0.0,,,,0.0,,335.606995,335.606995,0.0,335.606995,745.675991,
09/24/1995,760.112,43.202,43.202,0.0,186.093994,,,198.537994,,,,,5.152,,,,,,,432.985992,271.540985,,,0.0,55.584999,,,,,55.584999,327.125984,,93.709999,93.709999,,,,78.304001,,,,,,18.146004,,,,18.146004,190.160004,186.076004,,,,,40.396,,,40.396,226.472004,416.632008,0.0,,,,0.0,,343.480011,343.480011,0.0,343.480011,760.112019,
12/31/1995,785.171021,55.653999,55.653999,0.0,186.076996,,,192.522003,,,,,11.553,,,,,,,445.806,271.786011,448.51001,-176.723999,0.0,67.579002,,,,,67.579002,339.365013,,47.569,47.569,,,,74.218002,,,,,,71.367996,,,,71.367996,193.154999,196.843994,,,,,39.807999,,,39.807999,236.651993,429.806992,0.0,67.536003,,,0.0,,287.828003,355.364006,0.0,355.364006,785.170998,
03/31/1996,811.905029,94.504997,94.504997,0.0,193.326004,,,176.556,,,,,8.834,,,,,,,473.221008,265.178986,,,0.0,73.504997,,,,,73.504997,338.683983,,99.377998,99.377998,,,,77.530998,,,,,,19.988007,,,,19.988007,196.897003,192.279999,,,,,53.478001,,,53.478001,245.757999,442.655003,0.0,,,,0.0,,369.25,369.25,0.0,369.25,811.905003,
06/30/1996,826.89801,115.454002,115.454002,0.0,184.587006,,,183.569,,,,,8.254,,,,,,,491.864014,262.864014,,,0.0,72.169998,,,,,72.169998,335.034012,,102.920998,102.920998,,,,78.759003,,,,,,18.062004,,,,18.062004,199.742004,195.007004,,,,,49.490002,,,49.490002,244.497005,444.23901,0.0,,,,0.0,,382.658997,382.658997,0.0,382.658997,826.898006,
09/29/1996,823.536987,115.003998,115.003998,0.0,182.772995,,,184.919998,,,,,8.318,,,,,,,491.015015,260.815002,,,0.0,71.707001,,,,,71.707001,332.522003,,97.740997,97.740997,,,,72.035004,,,,,,16.970001,,,,16.970001,186.746002,192.811005,,,,,53.273998,,,53.273998,246.085003,432.831005,0.0,,,,0.0,,390.705994,390.705994,0.0,390.705994,823.536999,
12/31/1996,857.854004,68.617996,68.617996,0.0,193.587006,,,190.695999,,,,,13.12,,,,,,,466.020996,291.786987,485.656006,-193.869003,0.0,100.045998,,,,,100.045998,391.832985,,53.728001,53.728001,,,,70.586998,,,,,,72.351002,,,,72.351002,196.666,195.945007,,,,,56.067001,,,56.067001,252.012009,448.678009,0.0,77.052002,,,0.0,,332.123993,409.175995,0.0,409.175995,857.854004,
03/31/1997,890.765991,67.885002,67.885002,0.0,214.434998,,,191.891006,,,,,12.237,,,,,,,486.447998,291.01001,,,0.0,113.307999,,,,,113.307999,404.318008,,112.685997,112.685997,,,,68.900002,,,,,,23.846008,,,,23.846008,205.432007,190.042007,,,,,71.831001,,,71.831001,261.873009,467.305016,0.0,,,,0.0,,423.460999,423.460999,0.0,423.460999,890.766014,
