Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/29/1989,36.341999,25.587999,35.629002,-0.21,,,-0.21,-24.665001,,,,-24.665001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/1989,34.272999,30.791,32.076,5.015,,,5.015,-33.609001,,,,-33.609001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/30/1990,28.312,34.776001,61.416,-10.36,,,-10.36,-57.52,,,,-57.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,83.045998,39.535999,61.085999,-44.401001,,,-44.401001,26.825001,,,,26.825001,,,,,,,,,,,,,,,,,,,,,,,,,,83.045998,,,
09/28/1990,-12.039,17.511999,43.532001,0.168,,,0.168,-73.250999,,,,-73.250999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/1990,58.734001,-55.811001,44.313999,3.484,,,3.484,66.747002,,,,66.747002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/29/1991,33.389,27.062,42.980999,-2.028,,,-2.028,-34.625999,,,,-34.625999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,107.279999,30.691999,58.702999,-35.689999,,,-35.689999,53.575001,,,,53.575001,,,,,,,,,,,,,,,,,,,,,,,,,,107.279999,,,
09/27/1991,23.386999,12.758,41.332001,1.732,,,1.732,-32.435001,,,,-32.435001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/1991,74.335999,19.223,41.710999,-4.831,,,-4.831,18.233,,,,18.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/1992,5.906,18.445,30.931,-11.102,,,-11.102,-32.368,,,,-32.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,171.528,24.743,57.248001,30.864,,,30.864,58.673,,,,58.673,,,,,,,,,,,,,,,,,,,,,,,,,,171.528,,,
09/25/1992,-20.16,20.742001,38.536999,8.231,,,8.231,-87.669998,,,,-87.669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/1992,54.054001,25.385,39.109001,-19.216,,,-19.216,8.776,,,,8.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/1993,59.106998,27.469,39.875,-2.402,,,-2.402,-5.835,,,,-5.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,116.299004,37.504002,39.778999,-35.213001,,,-35.213001,74.228996,,,,74.228996,,,,,,,,,,,,,,,,,,,,,,,,,,116.299004,,,
09/30/1993,-95.900002,14.6,38.299999,-1.9,,,-1.9,-146.899994,,,,-146.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,42.200001,30.0,39.400002,-6.0,,,-6.0,-21.200001,,,,-21.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,37.700001,33.0,38.700001,0.0,,,0.0,-34.0,,,,-34.0,,,,,,,,,,,,,,,,,,,,,,,,,,37.700001,,,
06/30/1994,189.100006,34.200001,37.0,7.8,,,7.8,110.099998,,,,110.099998,,,,,,,,,,,,,,,,,,,,,,,,,,189.100006,,,
