Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,2503.280029,240.363007,104.524002,135.839005,27.101,,,,,,,,14.584,,,,282.048004,540.784973,772.093018,-231.307999,,,1680.447021,,,,,1680.447021,2221.231995,,83.723999,83.723999,,,8.474,,,,,,58.639998,,,58.639998,150.837997,1968.646973,,,,,45.764999,,,,,,45.764999,2014.411972,2165.249969,219.156006,351.936005,,,0.0,,-233.061996,338.030014,,338.030014,2503.279984,
06/30/1990,2485.726074,255.238998,129.488998,125.75,26.968,,,,,,,,14.099,,,,296.306,510.712006,758.155029,-247.442993,,,1678.708008,,,,,1678.708008,2189.420013,,87.288002,87.288002,,,29.316999,,,,,,45.465998,,,45.465998,162.070999,1977.819946,,,,,44.174999,,,,,,44.174999,2021.994946,2184.065945,227.858002,352.059998,,,0.0,,-278.257996,301.660004,,301.660004,2485.725948,
09/30/1990,2456.216064,202.532005,113.035004,89.497002,31.788,,,,,,,,15.417,,,,249.737,516.856995,782.192017,-265.334991,,,1689.621948,,,,,1689.621948,2206.478943,,90.871002,90.871002,,,32.561001,,,,,,53.063999,,,53.063999,176.496002,1975.41394,,,,,42.445,,,,,,42.445,2017.85894,2194.354942,236.559998,352.082001,,,0.0,,-326.781006,261.860992,,261.860992,2456.215935,
12/31/1990,2456.572998,206.230995,88.628998,117.601997,27.496,,,,,,,,17.731001,,,,251.457993,519.151978,790.421021,-271.269012,218.832001,,1467.130981,,,,,1467.130981,2205.11496,,95.722,95.722,,,37.944,,,,,,53.317993,,,53.317993,186.983994,2001.932007,,,,,43.113998,,,,,,43.113998,2045.046005,2232.029999,246.231995,354.031006,,,0.0,,-375.720001,224.542999,,224.542999,2456.572998,
03/31/1991,2694.362061,444.450012,251.240005,193.210007,24.767,,,,,,,,19.488001,,,,488.704987,515.700012,805.70697,-290.006989,,,1689.957031,,,,,1689.957031,2205.657043,,105.033997,105.033997,,,17.365999,,,,,,68.115004,,,68.115004,190.514999,2241.815918,,,,,44.650002,,,,,,44.650002,2286.465919,2476.980919,256.412994,383.061005,,,0.0,,-422.092987,217.381012,,217.381012,2694.361931,
06/30/1991,2575.827881,329.693008,95.440002,234.253006,32.523998,,,,,,,,21.832001,,,,384.049011,517.66803,824.164978,-306.497009,,,1674.110962,,,,,1674.110962,2191.778992,,98.708,98.708,,,24.045,,,,,,52.830999,,,52.830999,175.584,2141.6521,,,,,50.244999,,,,,,50.244999,2191.897099,2367.481098,266.593994,401.062988,,,0.0,,-459.309998,208.346985,,208.346985,2575.828083,
09/30/1991,2686.819092,317.890999,70.898003,246.992996,27.336,,,,,,,,182.578003,,,,527.804993,512.797974,839.031982,-326.234009,,,1646.215942,,,,,1646.215942,2159.013916,,95.864998,95.864998,,,45.275002,,,,,,66.136002,,,66.136002,207.276001,2093.414062,,,,,52.801998,,,,,,52.801998,2146.216061,2353.492062,276.774994,564.700012,,,0.0,,-508.14801,333.326996,,333.326996,2686.819057,
12/31/1991,2793.583984,595.737007,125.657997,470.07901,30.142,,,,,,,,19.611,,,,645.48999,504.824005,845.452026,-340.627991,242.925995,,1400.343994,,,,,1400.343994,2148.093994,,118.336998,118.336998,,,94.68,,,,,,51.290009,,,51.290009,264.307007,2164.884033,,,,,56.884998,,,,,,56.884998,2221.769032,2486.076038,288.028015,568.515991,,,0.0,,-549.036011,307.507996,,307.507996,2793.584034,
03/31/1992,3532.531006,350.461998,111.607002,238.854996,38.215,,,,,,,,23.414,,,,412.091003,572.203979,954.848022,-382.644012,,,2548.236084,,,,,2548.236084,3120.440063,,137.179001,137.179001,,,163.880997,,,,,,64.744995,,,64.744995,365.804993,2734.875977,,,,,55.610001,,,,,,55.610001,2790.485977,3156.29097,300.003998,671.083984,,,0.0,,-594.848022,376.23996,,376.23996,3532.53093,
06/30/1992,3477.36792,291.154999,104.653,186.501999,46.875999,,,,,,,,19.724001,,,,357.755005,573.955017,977.38501,-403.429993,,,2545.657959,,,,,2545.657959,3119.612976,,145.468994,145.468994,,,173.190002,,,,,,54.264008,,,54.264008,372.923004,2691.374023,,,,,58.952,,,,,,58.952,2750.326023,3123.249027,311.915009,673.999023,,,0.0,,-631.794983,354.119049,,354.119049,3477.368076,
09/30/1992,3626.780029,392.658005,157.970001,234.688004,43.952999,,,,,,,,36.868999,,,,473.480011,576.742981,1003.010986,-426.268005,,,2576.556885,,,,,2576.556885,3153.299866,,141.701996,141.701996,,,167.753006,,,,,,64.462997,,,64.462997,373.917999,2891.095947,,,,,59.115002,,,,,,59.115002,2950.210949,3324.128948,323.886993,673.906006,,,0.0,,-695.142029,302.65097,,302.65097,3626.779919,
12/31/1992,4271.897949,347.872009,213.434006,134.438004,57.776001,,,,,,,,22.913,,,,428.561005,957.085999,1522.478027,-565.392029,305.73999,,2580.510986,,,,,2580.510986,3843.336975,,234.507004,234.507004,,,87.205002,,,,,,69.962982,,,69.962982,391.674988,3973.513916,,,,,88.349998,,,,,,88.349998,4061.863914,4453.538902,0.0,675.914978,,,0.0,,-857.55603,-181.641052,,-181.641052,4271.89785,
03/31/1993,4607.058105,535.438995,220.070007,315.368988,51.380001,,,,,,,,25.614,,,,612.432983,1027.822021,1623.223999,-595.401978,,,2966.802979,,,,,2966.802979,3994.625,,214.794998,214.794998,,,100.865997,,,,,,77.883011,,,77.883011,393.544006,4015.239014,,,,,1017.218994,,,,,,1017.218994,5032.458008,5426.002014,0.0,810.539978,,,0.0,,-1629.484009,-818.944031,,-818.944031,4607.057983,
06/30/1993,4443.51123,346.013992,166.091995,179.921997,58.894001,,,,,,,,24.548,,,,429.455994,1015.190002,1641.337036,-626.146973,,,2998.86499,,,,,2998.86499,4014.054993,,227.115997,227.115997,,,81.129997,,,,,,74.842995,,,74.842995,383.088989,3883.4021,,,,,1013.624023,,,,,,1013.624023,4897.026123,5280.115112,0.0,817.721985,,,0.0,,-1654.32605,-836.604065,,-836.604065,4443.511047,
09/30/1993,4683.540039,452.755981,152.054993,300.700989,74.241997,,,,,,,,26.655001,,,,553.653015,1008.60199,1672.282959,-663.68103,608.922974,,2512.362061,,,,,2512.362061,4129.887024,,235.205002,235.205002,,,91.415001,,,,,,70.219994,,,70.219994,396.839996,4074.512939,,,,,1065.194946,,,,,,1065.194946,5139.707886,5536.547882,0.0,842.968994,,,0.0,,-1695.977051,-853.008057,,-853.008057,4683.539825,
12/31/1993,4948.275879,679.819992,160.434006,519.385986,72.181999,,,,,,,,24.569,,,,776.570984,1020.987,1722.578003,-701.591003,554.15802,,2596.560059,,,,,2596.560059,4171.705079,,255.492996,255.492996,,,264.781006,,,,,,74.291977,,,74.291977,594.565979,4162.915039,,,,,1061.32605,,,,,,1061.32605,5224.241089,5818.807068,0.0,868.927979,,,0.0,,-1739.458984,-870.531005,,-870.531005,4948.276063,
03/31/1994,4763.206055,509.783005,330.44101,179.341995,70.615997,,,,,,,,23.117001,,,,603.515991,991.731018,1708.302979,-716.572021,0.0,,3167.958984,,,,,3167.958984,4159.690002,,248.535995,248.535995,,,147.283005,,,,,,69.123993,,,69.123993,464.942993,3918.428955,,,,,1081.735962,,,,,,1081.735962,5000.164917,5465.10791,0.0,1052.708984,,,0.0,,-1754.610962,-701.901978,,-701.901978,4763.205933,
06/30/1994,4621.727051,313.522995,100.546997,212.975998,79.307999,,,,,,,,26.523001,,,,419.354004,1007.622009,1760.668945,-753.046997,0.0,,3194.750977,,,,,3194.750977,4202.372986,,257.411987,257.411987,,,130.151001,,,,,,63.663025,,,63.663025,451.226013,3774.933105,,,,,1116.194946,,,,,,1116.194946,4891.128052,5342.354065,0.0,1053.865967,,,0.0,,-1774.493042,-720.627075,,-720.627075,4621.72699,
09/30/1994,4964.083984,537.908005,339.410004,198.498001,92.815002,,,,,,,,29.239,,,,659.961975,1040.779053,1829.187988,-788.408997,,,3263.343018,,,,,3263.343018,4304.12207,,279.095001,279.095001,,,136.731003,,,,,,69.538986,,,69.538986,485.36499,3820.99292,,,,,936.536987,,,,,,936.536987,4757.529907,5242.894897,0.0,1114.214966,,,0.0,,-1750.842041,-636.627075,357.81601,-278.811066,4964.083832,
