Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1170.095947,115.765999,56.028999,59.737,170.789993,,,203.384003,,,,,18.791,,,,,508.730988,306.787994,543.487,-236.699005,,354.576996,,,,,354.576996,661.36499,,72.778,72.778,,,,47.889999,,,,,99.141006,,,99.141006,219.809006,465.11499,,,,29.139999,,,,29.139999,494.25499,714.063995,0,127.217003,,,-2.23,,331.045002,456.032005,0,456.032005,1170.096001,
12/31/1992,1117.062988,98.332001,41.764,56.568001,146.764999,,,196.871994,,,,,21.493999,,,,,463.463013,296.138,537.559998,-241.421997,0.0,357.462006,,,,,357.462006,653.600006,,65.290001,65.290001,,,,43.286999,,,,,90.081997,,,90.081997,198.658997,420.345001,,,,34.997002,,,,34.997002,455.342003,654.001,0,128.453003,,,-2.723,,337.332009,463.062012,0,463.062012,1117.063012,
04/04/1993,1131.432007,85.737,18.57,67.167,156.638,,,200.455002,,,,,24.514999,,,,,467.345001,312.470001,565.357971,-252.888,,351.617004,,,,,351.617004,664.087006,,76.864998,76.864998,,,,44.437,,,,,83.845005,,,83.845005,205.147003,404.893005,,,,51.771999,,,,51.771999,456.665005,661.812008,0,130.585999,,,-2.113,,341.146996,469.619995,0,469.619995,1131.432003,
06/30/1993,1157.427002,97.405998,45.175999,52.23,173.173004,,,205.214996,,,,,24.434,,,,,500.227997,309.502991,571.062012,-261.55899,,347.696014,,,,,347.696014,657.199005,,84.044998,84.044998,,,,34.307999,,,,,85.238998,,,85.238998,203.591995,429.973999,,,,51.124001,,,,51.124001,481.098,684.689995,0,133.681,,,-3.347,,342.403,472.737,0,472.737,1157.426994,
10/03/1993,1154.624023,94.636002,48.416,46.220001,177.380997,,,208.173996,,,,,22.348,,,,,502.539001,306.058014,580.510986,-274.453003,,346.027008,,,,,346.027008,652.085022,,83.964996,83.964996,,,,29.702,,,,,85.587002,,,85.587002,199.253998,426.088013,,,,53.43,,,,53.43,479.518013,678.772011,0,134.626007,,,-3.494,,344.720013,475.85202,0,475.85202,1154.624031,
12/31/1993,1133.182007,104.052002,72.509003,31.542999,165.162003,,,200.302002,,,,,19.575001,,,,,489.091003,296.003998,571.275024,-275.270996,0.0,348.087006,,,,,348.087006,644.091003,,81.570999,81.570999,,,,27.896999,,,,,95.996998,,,95.996998,205.464996,393.502014,,,,53.382999,,,,53.382999,446.885014,652.35001,0,134.863007,,,-3.589,,349.557994,480.832001,0,480.832001,1133.182011,
04/03/1994,1167.58606,107.590002,76.509003,31.080999,171.940994,,,212.442001,,,,,23.004,,,,,514.97699,307.802002,608.362,-300.559998,0.0,344.807007,,,,,344.807007,652.609009,,85.844002,85.844002,,,,26.899,,,,,100.046991,,,100.046991,212.789993,396.78299,,,,53.422001,,,,53.422001,450.20499,662.994984,0,151.679993,,,-2.191,,355.102011,504.591003,0,504.591003,1167.585987,
07/03/1994,1210.959961,120.308998,82.199997,38.109001,202.125,,,215.281006,,,,,23.535,,,,,561.25,309.865997,611.372986,-301.506989,0.0,339.843994,,,,,339.843994,649.709991,,99.686996,99.686996,,,,28.688,,,,,103.190006,,,103.190006,231.565002,414.231995,,,,52.980999,,,,52.980999,467.212994,698.777996,0,152.108994,,,-2.145,,362.217998,512.181992,0,512.181992,1210.959988,
10/02/1994,1212.594971,131.995998,88.973999,43.021999,185.347,,,189.720993,,,,,41.155998,,,,,548.219971,257.057007,550.617981,-293.561005,0.0,407.317993,,,,,407.317993,664.375,,100.18,100.18,,,,24.521,,,,,163.894001,,,163.894001,288.595001,321.423004,,,,57.567001,,,,57.567001,378.990005,667.585007,0,177.694,,,-2.276,,369.59201,545.01001,0,545.01001,1212.595016,
12/31/1994,1208.212036,122.239998,69.670998,52.569,168.076996,,,198.421997,,,,,45.254002,,,,,533.992981,275.524994,547.098999,-271.574005,0.0,398.694,,,,,398.694,674.218994,,118.052002,118.052002,,,,18.659,,,,,143.632992,,,143.632992,280.343994,319.519012,,,,55.306,,,,55.306,374.825012,655.169006,0,179.113007,,,-2.609,,376.538993,553.043,0,553.043,1208.212006,
04/02/1995,1233.980957,105.407997,40.668999,64.738998,181.009003,,,224.210999,,,,,41.695,,,,,552.322998,285.223999,566.864014,-281.640015,0.0,396.43399,,,,,396.43399,681.65799,,117.975998,117.975998,,,,20.087999,,,,,133.400999,,,133.400999,271.464996,341.993011,,,,57.466999,,,,57.466999,399.460011,670.925007,0,179.572006,,,-1.366,,384.850009,563.056015,0,563.056015,1233.981022,
07/02/1995,1249.805054,115.638,38.317001,77.320999,185.643997,,,218.628006,,,,,37.745998,,,,,557.656006,297.197998,577.405029,-280.207001,0.0,394.950989,,,,,394.950989,692.148987,,103.257004,103.257004,,,,20.174999,,,,,129.782001,,,129.782001,253.214005,364.049988,,,,58.981998,,,,58.981998,423.031986,676.245991,0,180.832993,,,-1.936,,394.662013,573.559006,0,573.559006,1249.804996,
10/01/1995,1238.260986,105.543999,53.495998,52.048,195.688004,,,212.501007,,,,,36.701,,,,,550.434021,300.988007,571.114014,-270.126007,0.0,386.838989,,,,,386.838989,687.826996,,105.835999,105.835999,,,,23.183001,,,,,124.861006,,,124.861006,253.880005,343.852997,,,,59.063999,,,,59.063999,402.916996,656.797001,0,182.080994,,,-2.289,,401.671996,581.463989,0,581.463989,1238.26099,
12/31/1995,1666.858032,135.792999,75.154999,60.638,272.471985,,,304.989014,,,,,37.132,,,,,750.385986,472.833008,891.903992,-419.071014,0.0,443.639008,,,,,443.639008,916.472016,,146.654007,146.654007,,,,79.220001,,,,,176.999985,,,176.999985,402.873993,353.665985,,,,60.006001,,,,60.006001,413.671986,816.545979,0,269.830994,,,-3.404,,583.885018,850.312012,0,850.312012,1666.857991,
03/31/1996,1626.906006,119.042,56.688999,62.353001,222.554993,,,256.052002,,,,,33.59,,,,,631.239014,415.27301,698.177979,-282.904999,0.0,580.393982,,,,,580.393982,995.666992,,115.462997,115.462997,,,,57.566002,,,,,153.542015,,,153.542015,326.571014,599.698975,,,,88.655998,,,,88.655998,688.354973,1014.925987,0,191.259003,,,-2.217,,422.938008,611.980011,0,611.980011,1626.905998,
06/30/1996,1638.668945,119.237,37.694,81.542999,248.037994,,,258.713013,,,,,35.257,,,,,661.244995,418.893005,711.458008,-292.565002,0.0,558.531006,,,,,558.531006,977.424011,,111.022003,111.022003,,,,59.736,,,,,149.800011,,,149.800011,320.558014,592.710999,,,,98.685997,,,,98.685997,691.396996,1011.955009,0,193.093994,,,0.0,,433.619995,626.713989,0,626.713989,1638.668999,
09/30/1996,1648.260986,131.966999,59.883999,72.083,273.035004,,,256.406006,,,,,23.726999,,,,,685.13501,407.196991,706.969971,-299.77301,0.0,555.929016,,,,,555.929016,963.126007,,123.072998,123.072998,,,,58.07,,,,,145.38401,,,145.38401,326.527008,586.288025,,,,93.123001,,,,93.123001,679.411026,1005.938034,0,193.893997,,,0.0,,448.428986,642.322983,0,642.322983,1648.261017,
12/29/1996,2131.237061,162.295002,126.355003,35.939999,361.510986,,,363.306,,,,,69.939003,,,,,957.051025,539.94397,999.976013,-460.032013,0.0,634.242004,,,,,634.242004,1174.185974,,190.184006,190.184006,,,,65.055,,,,,236.660988,,,236.660988,491.899994,645.096008,,,,125.859001,,,,125.859001,770.955009,1262.855003,0,284.639008,,,0.0,,583.742981,868.381989,0,868.381989,2131.236992,
03/30/1997,2123.238037,128.946003,97.078003,31.868,366.487,,,371.024994,,,,,66.615997,,,,,933.073975,540.203003,1010.202026,-469.998993,0.0,649.960999,,,,,649.960999,1190.164001,,171.570007,171.570007,,,,60.608002,,,,,216.921997,,,216.921997,449.100006,670.934998,,,,118.438004,,,,118.438004,789.373001,1238.473007,0,300.057007,,,0.0,,584.708008,884.765015,0,884.765015,2123.238022,
06/29/1997,2210.243896,175.226002,143.537003,31.688999,406.287994,,,373.597992,,,,,70.374001,,,,,1025.485962,553.010986,1041.421021,-488.410004,0.0,631.747009,,,,,631.747009,1184.757995,,178.544998,178.544998,,,,76.156998,,,,,224.739014,,,224.739014,479.44101,694.310974,,,,117.577003,,,,117.577003,811.887977,1291.328987,0,308.681,,,0.0,,610.234009,918.915009,0,918.915009,2210.243996,
09/28/1997,2221.925049,145.543999,76.084,69.459999,430.820007,,,375.838013,,,,,52.862,,,,,1005.064026,568.828979,1073.114014,-504.285004,0.0,648.031982,,,,,648.031982,1216.860961,,182.102997,182.102997,,,,47.403,,,,,194.630996,,,194.630996,424.136993,730.294983,,,,116.403999,,,,116.403999,846.698982,1270.835975,0,316.187988,,,0.0,,634.901001,951.088989,0,951.088989,2221.924964,
12/29/1997,2094.288086,97.606998,45.224998,52.382,293.721985,,,402.601013,177.738998,67.725998,157.136002,,52.542,,,,,846.471985,574.052002,1082.30896,-508.256989,0.0,673.763977,506.225006,,,,167.538971,1247.815979,,226.542007,226.542007,,,,42.639,,,,,204.053001,,,204.053001,473.234009,503.076996,,,,118.672997,,,,118.672997,621.749992,1094.984001,0,317.143005,,,0.0,,682.161011,999.304016,0,999.304016,2094.288017,
04/05/1998,2076.135986,111.601002,59.909,51.692001,260.368988,,,400.44101,131.421005,91.871002,177.149002,,50.743999,,,,,823.155029,581.51001,1098.561035,-517.051025,0.0,671.471008,501.145996,,,,170.325012,1252.981018,,170.843994,170.843994,,,,32.452,,,,,165.843014,,,165.843014,369.139008,585.580017,,,,120.353996,,,,120.353996,705.934013,1075.073021,0,324.845001,,,0.0,,676.218018,1001.063019,0,1001.063019,2076.13604,
07/05/1998,2282.235107,87.414997,21.146999,66.267998,375.916992,,,436.324005,139.921005,82.120003,214.283005,,47.708,,,,,947.364014,601.388977,1134.468994,-533.080017,0.0,733.481995,558.55603,,,,174.925964,1334.870972,,222.871994,222.871994,,,,40.203999,,,,,169.675014,,,169.675014,432.751007,692.283997,,,,113.440002,,,,113.440002,805.723999,1238.475006,0,326.485992,,,0.0,,717.273987,1043.759979,0,1043.759979,2282.234985,
10/04/1998,2278.447998,86.360003,25.530001,60.830002,364.627014,,,419.647003,172.973007,81.399002,165.274994,,83.753998,,,,,954.388,583.101013,1125.447998,-542.346985,0.0,740.958984,558.559998,,,,182.398987,1324.059998,,221.574005,221.574005,,,,57.299999,,,,,241.367023,,,241.367023,520.241028,659.77301,,,,110.483002,,,,110.483002,770.256012,1290.49704,0,326.544006,,,0.0,,661.406982,987.950989,0,987.950989,2278.448029,
01/03/1999,2499.586914,106.506001,64.028,42.478001,404.783997,,,469.640991,171.837006,95.435997,202.367996,0.0,77.471001,,,,,1058.401978,631.021973,1162.942017,-531.919983,0.0,810.163025,621.487,,,,188.676025,1441.184998,,262.483002,262.483002,,,,97.656998,,,,,227.409012,,,227.409012,587.549011,790.963013,,,,105.970001,,,,105.970001,896.933014,1484.482025,0,327.696014,,,0.0,,687.408997,1015.105011,0,1015.105011,2499.587036,
04/04/1999,2554.087,63.721,37.055,26.666,452.335,,,492.506,190.805,84.529,217.172,0.0,75.915,,,,,1084.477,646.804,1207.39,-560.586,0.0,822.806,620.589,,,,202.217,1469.61,,274.22,274.22,,,,87.284,,,,,204.035,,,204.035,565.539,850.672,,,,118.364,,,,118.364,969.036,1534.575,0,331.727,,,0.0,,687.785,1019.512,0,1019.512,2554.087,
07/04/1999,2578.6,91.322,72.321,19.001,454.916,,,486.172,186.863,96.231,203.078,0.0,78.797,,,,,1111.207,646.6094,1234.016,-587.398,0.0,820.775,619.729,,,,201.046,1467.3844,,280.159,280.159,,,,67.169,,,,,223.716,,,223.716,571.044,840.905,,,,116.456,,,,116.456,957.361,1528.405,0,332.436,,,0.0,,717.759,1050.195,0,1050.195,2578.6,
10/03/1999,2639.284,85.74,69.675,16.065,473.784,,,491.217,181.393,93.315,216.509,0.0,89.461,,,,,1140.202,667.695,1262.275,-594.58,0.0,831.387,614.728,,,,216.659,1499.082,,315.139,315.139,,,,80.033,,,,,198.992,,,198.992,594.164,837.103,,,,117.752,,,,117.752,954.855,1549.019,0,337.941,,,0.0,,752.324,1090.265,0,1090.265,2639.284,
01/02/2000,2468.204102,83.856999,69.639999,14.217,210.843002,210.843002,,397.691986,101.835999,62.816002,233.039993,0.0,572.515991,,,,,1264.907959,476.675995,859.112,-382.436005,0.0,726.619995,569.015991,,,,157.604004,1203.29599,,209.983002,209.983002,,,,34.436001,,,,,165.475986,,,165.475986,409.894989,921.59198,,,,100.836998,,,,100.836998,1022.428978,1432.323967,0,338.261993,,,0.0,736.955994,-39.338013,1035.879974,0,1035.879974,2468.203941,
04/02/2000,2748.333,64.359,51.49,12.869,563.393,563.393,,548.273,173.317,95.578,279.378,0.0,80.119,,,,,1256.144,673.422,1269.48,-596.058,0.0,818.767,606.745,,,,212.022,1492.189,,309.855,309.855,,,,49.868,49.868,0.0,0.0,,176.916,,,176.916,536.639,991.653,991.653,0.0,0.0,111.64,,,,111.64,1103.293,1639.932,0,342.25,,,0.0,814.851,-48.7,1108.401,0,1108.401,2748.333,
07/02/2000,2868.491,44.664,32.027,12.637,402.9,402.9,,357.065,92.292,58.717,206.056,0.0,861.686,,,,,1666.315,482.589,896.335,-413.746,0.0,719.587,560.957,,,,158.63,1202.176,,211.837,211.837,,,,56.078,,,,,279.84,,,279.84,547.755,1144.62,,,,118.391,,,,118.391,1263.011,1810.766,0,342.433,,,0.0,766.047,-50.755,1057.725,0,1057.725,2868.491,
10/01/2000,2221.448975,172.046006,159.531006,12.515,371.877991,,,341.36499,82.044998,58.756001,200.563995,0.0,138.020004,,,,,1023.309021,484.028992,899.98999,-415.960999,0.0,714.111023,551.286987,,,,162.824036,1198.140015,,196.729004,196.729004,,,,7.302,,,,,223.230989,,,223.230989,427.261993,672.801025,,,,118.32,,,,118.32,791.121025,1218.383018,0,342.932007,,,0.0,,660.133972,1003.065979,0,1003.065979,2221.448997,
12/31/2000,2085.696,218.675,207.331,11.344,325.671,325.671,,296.785,75.696,48.226,174.93,0.0,125.363,,,,,966.494,425.477,865.973,-440.496,0.0,693.725,537.502,,,,156.223,1119.202,,156.84,156.84,,,,22.478,,,,,239.942,,,239.942,419.26,669.983,,,,91.885,,,,91.885,761.868,1181.128,0,343.025,,,0.0,627.457,-65.914,904.568,0,904.568,2085.696,
04/01/2001,1989.701,183.973,171.609,12.364,283.602,283.602,,299.658,76.782,43.174,179.702,0.0,126.478,,,,,893.711,415.229,853.999,-438.77,0.0,680.761,525.193,,,,155.568,1095.99,,157.625,157.625,,,,6.163,,,,,199.228,,,199.228,363.016,667.866,,,,87.171,,,,87.171,755.037,1118.053,0,345.901,,,0.0,606.25,-80.503,871.648,0,871.648,1989.701,
07/01/2001,1955.372,183.744,172.131,11.613,261.033,261.033,,283.705,84.023,38.443,161.239,0.0,141.235,,,,,869.717,410.005,859.678,-449.673,0.0,675.65,522.281,,,,153.369,1085.655,,136.541,136.541,,,,6.3,,,,,196.802,,,196.802,339.643,661.773,,,,96.128,,,,96.128,757.901,1097.544,0,345.938,,,0.0,584.603,-72.713,857.828,0,857.828,1955.372,
09/30/2001,1879.562988,167.199998,155.544998,11.655,257.800995,,,254.352997,77.197998,31.483,145.671997,0.0,123.962997,,,,,803.317017,390.580994,826.572998,-435.992004,0.0,685.664978,483.279999,,,,202.384979,1076.245972,,130.595001,130.595001,,,,6.691,,,,,174.411997,,,174.411997,311.697998,664.343994,,,,96.439003,,,,96.439003,760.782997,1072.480995,0,345.860992,,,0.0,,461.221008,807.082001,0,807.082001,1879.562996,
12/30/2001,1761.61,241.825,234.843,6.982,188.16,,,192.079,64.79,23.839,103.45,0.0,148.239,,,,,770.303,309.08,690.319,-381.239,0.0,682.227,474.83,474.83,0.0,,207.397,991.307,,120.688,120.688,,,,54.002,,,,,181.019,,,181.019,355.709,618.035,,,,104.581,,,,104.581,722.616,1078.325,0,346.081,,,0.0,447.202,-109.998,683.285,0,683.285,1761.61,
03/31/2002,1704.301025,192.304994,185.940994,6.364,188.664993,,,193.526993,64.149002,22.836,106.542,0.0,198.990997,,,,,773.487976,299.76001,686.247986,-386.488007,0.0,631.052979,473.656006,,,,157.396973,930.812988,,117.611,117.611,,,,107.885002,,,,,135.497009,,,135.497009,360.993011,557.963989,,,,113.528999,,,,113.528999,671.492989,1032.486,0,348.45401,,,0.0,,323.360992,671.815002,0,671.815002,1704.301003,
06/30/2002,1671.029053,254.007004,205.574005,48.432999,195.141006,,,186.182007,68.959999,25.188,92.033997,0.0,146.908997,,,,,782.239014,300.290985,694.40802,-394.117004,0.0,588.499023,434.035004,434.035004,0.0,,154.46402,888.790009,,125.450996,125.450996,,,,110.741997,,,,,133.389008,,,133.389008,369.582001,557.807007,,,,104.363998,,,,104.363998,662.171005,1031.753006,0,348.740997,,,0.0,,290.535004,639.276001,0,639.276001,1671.029007,
09/29/2002,1677.011963,270.425003,217.145004,53.279999,190.791,,,198.494003,73.838997,28.214001,96.441002,0.0,124.009003,,,,,783.718994,291.462006,683.911987,-392.450012,0.0,601.830994,437.738007,436.872009,0.865997,,164.092987,893.292999,,125.042,125.042,,,,110.292,,,,,153.94899,,,153.94899,389.28299,560.682983,,,,100.347,,,,100.347,661.029984,1050.312973,0,348.740997,,,0.0,,277.958008,626.699005,0,626.699005,1677.011978,
12/29/2002,1619.755981,243.857002,177.994003,65.862999,161.091003,161.091003,,182.281998,69.898003,22.059,90.324997,0.0,117.700996,,,,,704.93103,287.415009,684.702026,-397.286987,0.0,627.409973,437.174988,437.174988,0.0,,190.234985,914.824982,,109.478996,109.478996,,,,65.125999,,,,,122.554001,,,122.554001,297.158997,559.981995,,,,138.479004,,,,138.479004,698.460999,995.619995,0,348.740997,,,0.0,394.174988,-118.779999,624.135986,0,624.135986,1619.755981,
03/30/2003,1571.43396,170.226002,117.040001,53.186001,167.287003,167.287003,,207.748993,73.436996,31.250999,103.060997,0.0,75.862,,,,,621.124023,313.009003,772.651001,-459.641998,0.0,637.301025,439.247986,439.247986,0.0,,198.05304,950.310028,,120.728996,120.728996,,,,128.847,,,,,104.977989,,,104.977989,354.553986,435.880005,,,,141.884003,,,,141.884003,577.764008,932.317993,0,351.364014,,,0.0,399.178986,-111.426971,639.116028,0,639.116028,1571.434021,
06/29/2003,1729.737,297.805,275.506,22.299,185.537,185.537,,204.047,68.604,31.247,104.196,0.0,73.344,,,,,760.733,312.796,791.18,-478.384,0.0,656.208,447.645,447.645,0.0,,208.563,969.004,,110.604,110.604,,,,127.872,,,,,112.632,,,112.632,351.108,565.61,,,,143.495,,,,143.495,709.105,1060.213,0,351.598,,,0.0,405.933,-88.007,669.524,0,669.524,1729.737,
09/28/2003,1746.160034,327.783993,305.804993,21.979,197.529999,197.529999,,191.468994,64.408997,30.775999,96.283997,0.0,70.638,,,,,787.421021,305.319,789.299011,-483.980011,0.0,653.419983,447.803986,447.803986,0.0,,205.615997,958.738983,,111.043999,111.043999,,,,127.639999,,,,,120.032005,,,120.032005,358.716003,557.062988,,,,148.203995,,,,148.203995,705.266983,1063.982986,0,351.610992,,,0.0,417.684998,-87.118988,682.177002,0,682.177002,1746.159988,
12/31/2003,1782.625,389.128988,387.424988,1.704,168.542007,168.542007,,190.242996,63.346001,30.903999,95.992996,0.0,64.364998,,,,,812.278992,303.709991,803.866028,-500.156006,0.0,666.635986,455.113007,455.113007,0.0,,211.52298,970.345978,,113.723999,113.723999,,,,133.343994,,,,,117.891998,,,117.891998,364.959991,551.971985,,,,134.266006,,,,134.266006,686.237991,1051.197983,0,351.493988,,,0.0,436.988007,-57.054993,731.427002,0,731.427002,1782.624985,
03/31/2004,1671.430054,251.812998,250.253998,1.559,198.843994,198.843994,,192.774994,68.523003,32.997002,91.254997,0.0,63.828999,,,,,707.260986,295.542999,805.557007,-510.014008,0.0,668.625,455.748993,455.748993,0.0,,212.876007,964.167999,,120.772003,120.772003,,,,7.076,,,,,108.056995,,,108.056995,235.904999,558.25,,,,130.188004,,,,130.188004,688.438004,924.343002,0,355.01001,,,0.0,452.600006,-60.524017,747.085999,0,747.085999,1671.429001,
06/30/2004,1694.5,269.430001,267.526001,1.904,209.947006,209.947006,,205.220993,72.480003,30.089001,102.652,0.0,62.029999,,,,,746.627991,286.226013,799.122986,-512.896973,0.0,661.642029,454.506012,454.506012,0.0,,207.136017,947.868042,,131.858002,131.858002,,,,4.484,,,,,111.378991,,,111.378991,247.720993,545.760986,,,,131.764008,,,,131.764008,677.524994,925.245987,0,360.877014,,,0.0,472.569,-64.196014,769.25,0,769.25,1694.495987,
09/30/2004,1758.500977,336.32401,334.56601,1.758,220.313004,220.313004,,215.617996,76.886002,33.048,105.683998,0.0,58.808998,,,,,831.064026,276.472992,806.614014,-530.140991,0.0,650.963989,455.390991,455.390991,0.0,,195.572998,927.436981,,138.154999,138.154999,,,,8.989,,,,,120.384016,,,120.384016,267.528015,546.077026,,,,128.891998,,,,128.891998,674.969025,942.49704,0,361.772003,,,0.0,505.997009,-51.765015,816.003998,0,816.003998,1758.501038,
