Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,397.01001,2.046,2.046,0.0,94.261002,,,39.484001,,,,,14.734,,,,,,150.524994,199.143997,,,0.0,,47.341,,,,47.341,246.484997,,44.077,44.077,,,,9.1,,,,28.312998,,,28.312998,81.489998,108.049004,,,,22.941,,,,22.941,130.990004,212.480001,0,,,,0.0,,184.529999,184.529999,0.0,184.529999,397.01,
09/30/1994,410.06601,3.218,3.218,0.0,103.753998,,,38.679001,,,,,12.708,,,,,,158.358994,198.843994,505.812012,-306.967987,0.0,,52.862999,,,,52.862999,251.706993,,54.609001,54.609001,,,,33.450001,,,,32.997997,,,32.997997,121.056999,74.699997,,,,22.82,,,,22.82,97.519997,218.576996,0,152.906998,,,0.0,,37.02,189.926998,1.562,191.488998,410.065994,
12/31/1994,411.171997,6.934,6.934,0.0,102.910004,,,38.845001,,,,,13.682,,,,,,162.371002,195.192001,,,0.0,,53.609001,,,,53.609001,248.801003,,45.728001,45.728001,,,,29.712999,,,,39.250002,,,39.250002,114.691002,74.699997,,,,26.493999,,,,26.493999,101.193996,215.884998,0,,,,0.0,,195.287003,195.287003,0.0,195.287003,411.172001,
03/31/1995,413.618011,5.698,5.698,0.0,98.053001,,,42.813,,,,,14.26,,,,,,160.824005,197.033005,,,0.0,,55.761002,,,,55.761002,252.794006,,48.912998,48.912998,,,,29.291,,,,36.568005,,,36.568005,114.772003,74.699997,,,,27.0,,,,27.0,101.699997,216.472,0,,,,0.0,,197.145996,197.145996,0.0,197.145996,413.617996,
06/30/1995,978.27301,1.383,1.383,0.0,167.186005,,,63.133999,,,,,22.736,,,,,,254.438995,427.437012,,,0.0,,296.397003,,,,296.397003,723.834015,,76.688004,76.688004,,,,28.941999,,,,86.492998,,,86.492998,192.123001,274.665985,,,,54.174999,,,,54.174999,328.840984,520.963985,0,,,,0.0,,457.30899,457.30899,0.0,457.30899,978.272976,
09/30/1995,989.682983,1.842,1.842,0.0,168.770996,,,66.850998,,,,,19.471001,,,,,,256.934998,416.809998,730.927979,-314.118011,0.0,,315.937988,,,,315.937988,732.747986,,85.675003,85.675003,,,,37.599998,,,,80.995995,,,80.995995,204.270996,259.56601,,,,36.641998,,,,36.641998,296.208008,500.479004,0,418.036987,,,0.0,,48.757999,466.794986,22.409,489.203986,989.68299,
12/31/1995,1002.098022,3.799,3.799,0.0,173.632996,,,72.839996,,,,,22.726,,,,,,272.997986,414.791992,,,0.0,,314.308014,,,,314.308014,729.100006,,90.533997,90.533997,,,,47.681,,,,75.07901,,,75.07901,213.294006,252.181,,,,58.352001,,,,58.352001,310.533001,523.827007,0,,,,0.0,,478.270996,478.270996,0.0,478.270996,1002.098003,
03/31/1996,995.966003,3.091,3.091,0.0,168.574005,,,70.992996,,,,,23.603001,,,,,,266.260986,414.079987,,,0.0,,315.625,,,,315.625,729.704987,,87.670998,87.670998,,,,20.275,,,,68.714006,,,68.714006,176.660004,282.020996,,,,52.126999,,,,52.126999,334.147995,510.807999,0,,,,0.0,,485.15799,485.15799,0.0,485.15799,995.965988,
06/30/1996,1675.151001,2.012,2.012,0.0,249.858002,,,88.111,,,,,29.610001,,,,,,369.591003,545.114014,,,0.0,,760.445984,,,,760.445984,1305.559998,,133.298996,133.298996,,,,329.708008,,,,99.154984,,,99.154984,562.161987,563.864014,,,,54.395,,,,54.395,618.259014,1180.421001,0,,,,0.0,,494.730011,494.730011,0.0,494.730011,1675.151012,
09/30/1996,1709.160034,2.897,2.897,0.0,271.583008,,,87.100998,,,,,56.566002,,,,,,418.147003,558.156006,949.262024,-391.105988,0.0,,732.856995,,,,732.856995,1291.013001,,141.966003,141.966003,,,,34.358002,,,,115.700989,,,115.700989,292.024994,523.004028,,,,37.806999,,,,37.806999,560.811027,852.836021,0,752.520996,,,0.0,,89.181999,841.702995,14.621,856.323995,1709.160016,
12/31/1996,1728.555054,5.215,5.215,0.0,283.881012,,,84.919998,,,,,56.005001,,,,,,430.020996,574.538025,,,0.0,,723.995972,,,,723.995972,1298.533997,,140.682999,140.682999,,,,60.487999,,,,116.974998,,,116.974998,318.145996,494.036011,,,,50.598,,,,50.598,544.63401,862.780006,0,,,,0.0,,865.775024,865.775024,0.0,865.775024,1728.555031,
03/31/1997,1713.43396,3.284,3.284,0.0,287.572998,,,88.542999,,,,,34.050999,,,,,,413.450989,569.93103,,,0.0,,730.052002,,,,730.052002,1299.983032,,134.548996,134.548996,,,,80.683998,,,,115.449013,,,115.449013,330.682007,447.06601,,,,46.834999,,,,46.834999,493.901009,824.583015,0,,,,0.0,,888.851013,888.851013,0.0,888.851013,1713.434029,
06/30/1997,1731.331055,3.483,3.483,0.0,294.816986,,,96.663002,,,,,33.606998,,,,,,428.570007,576.320984,988.653015,-412.332001,0.0,,726.440002,,,,726.440002,1302.760986,,143.684006,143.684006,,,,92.902,,,,119.756004,,,119.756004,356.34201,412.223999,,,,40.938,,,,40.938,453.161999,809.504009,0,,,,0.0,,921.827026,921.827026,0.0,921.827026,1731.331036,
09/30/1997,1726.767944,3.9,3.9,0.0,332.851013,,,104.234001,,,,,33.758999,,,,,,474.743988,540.356018,932.580994,-392.225006,0.0,,711.66803,,,,711.66803,1252.024048,,162.466995,162.466995,,,,102.697998,,,,120.179001,,,120.179001,385.343994,298.634003,,,,34.826,,,,34.826,333.460003,718.803997,0,766.916016,,,0.0,,193.311005,960.227021,47.737,1007.964021,1726.768018,
12/31/1997,1736.583008,8.157,8.157,0.0,343.117004,,,103.867996,,,,,34.077,,,,,,489.218994,546.968994,941.692017,-394.722992,0.0,,700.39502,,,,700.39502,1247.364014,,153.811005,153.811005,,,,114.212997,,,,127.412003,,,127.412003,395.436005,282.970001,,,,83.737,,,,83.737,366.707001,762.143005,0,,,,0.0,,974.440002,974.440002,0.0,974.440002,1736.583008,
03/31/1998,1717.227051,2.45,2.45,0.0,326.220001,,,105.903,,,,,33.682999,,,,,,468.256012,564.713989,974.85498,-410.140991,0.0,,684.257019,,,,684.257019,1248.971008,,140.472,140.472,,,,120.642998,,,,117.62899,,,117.62899,378.743988,273.365997,,,,84.272003,,,,84.272003,357.638,736.381989,0,,,,0.0,,980.844971,980.844971,0.0,980.844971,1717.226959,
06/30/1998,1723.07605,2.513,2.513,0.0,314.045013,,,108.757004,,,,,30.655001,,,,,,455.970001,589.065979,1012.572021,-423.506012,0.0,,678.039978,,,,678.039978,1267.105957,,154.417007,154.417007,,,,190.431,,,,109.042984,,,109.042984,453.890991,257.414001,,,,83.404999,,,,83.404999,340.819,794.709991,0,,,,0.0,,928.366028,928.366028,0.0,928.366028,1723.076019,
09/30/1998,1743.70105,1.625,1.625,0.0,300.140015,,,111.185997,,,,,38.845001,,,,,,451.79599,602.028015,1049.204956,-447.177002,0.0,,689.877014,,,,689.877014,1291.905029,,140.725998,140.725998,,,,224.806,,,,147.593002,,,147.593002,513.125,241.869003,,,,37.374001,,,,37.374001,279.243004,792.368004,0,773.184998,,,-193.804001,,320.682999,900.063995,51.269001,951.332996,1743.701,
12/31/1998,1724.796997,3.387,3.387,0.0,270.222992,,,107.901001,29.958,2.012,75.931,0.0,39.390999,,,,,,420.902008,610.213989,1076.024048,-465.809998,0.0,,693.68103,499.867004,,,193.814026,1303.89502,,106.862999,106.862999,,,,182.990005,,,,140.101982,,,140.101982,429.954987,310.04599,,,,87.821999,,,,87.821999,397.867989,827.822975,0,,,,,,896.973999,896.973999,,896.973999,1724.796974,
03/31/1999,1719.880981,1.1,1.1,0.0,257.980988,257.980988,,102.579002,29.316,2.718,70.544998,0.0,45.145,,,,,,406.804993,613.578979,1089.140015,-475.561005,0.0,,699.497009,496.484985,496.484985,0.0,203.012024,1313.075989,,107.681,107.681,,,,198.054001,,,,133.982986,,,133.982986,439.717987,311.825012,,,,87.815002,,,,87.815002,399.640015,839.358002,0,,,,,,880.52301,880.52301,,880.52301,1719.881012,
06/30/1999,1806.618042,7.677,7.677,0.0,262.47699,262.47699,,106.030998,28.875,2.315,74.841003,,39.584999,,,,,,415.769989,665.437012,1146.635986,-481.199005,0.0,,725.411011,494.069,494.069,0.0,231.34201,1390.848022,,95.199997,95.199997,,,,219.259995,,,,157.285004,,,157.285004,471.744995,383.675995,,,,86.412003,,,,86.412003,470.087997,941.832993,0,,,,,,864.784973,864.784973,,864.784973,1806.617966,
09/30/1999,1824.764038,3.924,3.924,0.0,297.975006,,,97.287003,30.176001,2.116,64.995003,0.0,39.777,,,,,,438.963013,659.71698,1139.834961,-480.118011,0.0,,726.083984,489.735992,489.735992,0.0,236.347992,1385.800964,,128.421997,128.421997,,,,150.451996,150.451996,0.0,0.0,166.272003,,,166.272003,445.145996,422.764008,422.764008,0.0,0.0,36.509998,,,,36.509998,459.274006,904.420002,0,773.504028,,,-170.522003,,274.107002,877.089027,43.255001,920.344028,1824.76403,
12/31/1999,1784.563965,3.713,3.713,0.0,322.221008,322.221008,,100.242996,38.064999,1.953,60.224998,0.0,40.570999,,,,,,466.747986,594.796997,1040.322021,-445.524994,0.0,,723.018982,486.364014,486.364014,0.0,236.654968,1317.815979,,127.764999,127.764999,,,,113.235001,,,,158.502014,,,158.502014,399.502014,192.384003,,,,142.929993,,,,142.929993,335.313995,734.81601,0,,,,,,1049.748047,1049.748047,,1049.748047,1784.564056,
03/31/2000,1796.792969,5.58,5.58,0.0,339.795013,339.795013,,106.763,50.521999,1.362,54.879002,0.0,43.743,,,,,,495.881012,591.593018,1049.307007,-457.713989,0.0,,709.31897,482.983002,482.983002,0.0,226.335968,1300.911987,,141.302002,141.302002,,,,83.181,,,,150.131989,,,150.131989,374.61499,164.546005,,,,141.983002,,,,141.983002,306.529007,681.143997,0,,,,,,1115.649048,1115.649048,,1115.649048,1796.793045,
06/30/2000,1752.484009,4.231,4.231,0.0,317.63501,317.63501,,110.124001,56.161999,1.48,52.481998,0.0,44.868999,,,,,,476.859009,583.768982,1059.207031,-475.437988,0.0,,691.856018,479.613007,479.613007,0.0,212.243011,1275.625,,136.453003,136.453003,,,,41.740002,,,,156.55901,,,156.55901,334.752014,149.998001,,,,138.839996,,,,138.839996,288.837997,623.590012,0,934.828003,,,-142.679993,334.17099,2.574997,1128.893997,,1128.893997,1752.484009,
09/30/2000,1785.233032,6.472,6.472,0.0,348.105988,,,112.794998,53.398998,1.408,57.987999,0.0,39.005001,,,,,,506.377991,585.393982,1073.899048,-488.505005,0.0,,693.460999,476.237,476.237,0.0,217.223999,1278.85498,,147.580994,147.580994,,,,34.099998,34.099998,0.0,0.0,155.410011,,,155.410011,337.091003,141.981003,141.981003,0.0,0.0,136.389999,,,,136.389999,278.371002,615.462006,0,957.546997,,,-165.154007,,377.378006,1169.770996,,1169.770996,1785.233002,
12/31/2000,1803.708008,7.883,7.883,0.0,387.932007,387.932007,,119.170998,56.952999,2.526,59.692001,0.0,38.970001,,,,,,553.955994,584.585022,,,0.0,,665.166992,472.860992,472.860992,0.0,192.306,1249.752014,,148.988998,148.988998,,,,0.056,0.056,0.0,0.0,222.080002,,,222.080002,371.125,134.313995,134.313995,0.0,0.0,137.378006,,,,137.378006,271.692001,642.817001,0,960.549011,,,-228.757996,431.838013,-2.738022,1160.891006,,1160.891006,1803.708008,
03/31/2001,1873.634033,8.376,8.376,0.0,445.911011,445.911011,,128.792007,91.819,2.647,64.325996,0.0,40.858002,,,,,,623.937012,608.940979,,,0.0,,640.755981,482.822998,482.822998,0.0,157.932983,1249.69696,,167.940994,167.940994,,,,34.828999,34.828999,0.0,0.0,153.801022,,,153.801022,356.571014,126.630997,126.630997,0.0,0.0,137.766006,,,,137.766006,264.397003,620.968018,0,960.551025,,,-202.466003,496.144012,-1.563019,1252.666016,,1252.666016,1873.634033,
06/30/2001,1933.307007,60.188999,60.188999,0.0,463.306,463.306,,132.194,63.453999,2.773,65.967003,0.0,40.051998,,,,,,695.741028,642.476013,,,,,595.090027,479.593994,479.593994,0.0,115.496033,1237.56604,,178.181,178.181,,,,6.573,6.573,0.0,0.0,173.483,,,173.483,358.237,79.472,79.472,0.0,0.0,136.602997,,,,136.602997,216.074997,574.311996,0,967.315979,,,-202.246994,591.465027,2.460953,1358.994965,,1358.994965,1933.306961,
09/30/2001,1985.366943,84.102997,84.102997,0.0,475.714996,,,135.138,64.543999,2.85,67.744003,0.0,37.676998,,,,,,732.632996,676.445007,1221.534058,-545.088989,0.0,,576.289001,476.795013,476.795013,0.0,99.493988,1252.734009,,190.802994,190.802994,,,,13.976,13.976,0.0,0.0,184.818998,,,184.818998,389.597992,79.392998,79.392998,0.0,0.0,146.294998,,,,146.294998,225.687996,615.285988,0,983.926025,,,-295.449005,,681.604004,1370.081024,0.0,1370.081024,1985.367012,
12/31/2001,1885.54895,44.013,44.013,0.0,396.673004,396.673004,,142.725998,67.525002,3.086,72.114998,0.0,45.334,,,,,,628.745972,704.166016,,,0.0,,552.637024,476.765015,476.765015,0.0,75.872009,1256.80304,,160.917999,160.917999,,,,4.057,,,,161.556006,,,161.556006,326.531006,79.314003,,,,140.334,,,,140.334,219.648003,546.179008,0,983.926025,,,-390.588989,754.351013,-8.318024,1339.370026,0.0,1339.370026,1885.549034,
03/31/2002,1897.729004,68.559998,68.559998,0.0,358.395996,358.395996,,137.552002,65.695,1.901,69.956001,0.0,52.453999,,,,,,616.961975,721.601013,,,0.0,,559.166016,476.770996,476.770996,0.0,82.39502,1280.767029,,141.867004,141.867004,,,,4.012,,,,154.508996,,,154.508996,300.388,79.234001,,,,143.067993,,,,143.067993,222.301994,522.689995,0,983.926025,,,-387.453003,791.294983,-12.728973,1375.039032,0.0,1375.039032,1897.729027,
06/30/2002,2431.487061,66.486,66.486,0.0,377.391998,377.391998,,164.414001,93.712997,1.174,69.527,0.0,53.362999,,,,,,661.655029,794.580017,,,0.0,,975.252014,862.893982,862.893982,0.0,112.358032,1769.832031,,158.811005,158.811005,,,,36.411999,36.411999,0.0,0.0,190.028004,,,190.028004,385.251007,488.230988,488.230988,0.0,0.0,145.690002,,,,145.690002,633.92099,1019.171997,0,983.031006,,,-383.614014,816.776978,-3.878967,1412.315002,0.0,1412.315002,2431.487,
09/30/2002,2442.370117,84.726997,84.726997,0.0,364.213989,,,159.850006,62.339001,1.971,95.540001,0.0,40.0,,,,,,648.791016,798.955994,1413.953979,-614.997986,0.0,,994.622986,872.958984,872.958984,0.0,121.664001,1793.578979,,168.875,168.875,,,,3.778,,,,183.767013,,,183.767013,356.420013,489.062012,,,,178.259995,,,,178.259995,667.322006,1023.74202,0,982.926025,,,-382.270996,,817.972992,1418.628021,0.0,1418.628021,2442.370041,
12/31/2002,2483.821045,92.626999,92.626999,0.0,387.104004,387.104004,,157.679001,71.066002,3.199,83.414001,0.0,51.810001,,,,,,689.219971,803.437012,,,0.0,,991.164001,871.146973,871.146973,0.0,120.017029,1794.601013,,155.125,155.125,,,,8.024,8.024,0.0,0.0,187.633013,,,187.633013,350.782013,490.229004,490.229004,0.0,0.0,177.121994,,,,177.121994,667.350998,1018.133011,0,979.237,,,-361.94101,876.861023,-28.469025,1465.687988,0.0,1465.687988,2483.820999,
03/31/2003,2568.918945,122.042,122.042,0.0,438.196014,438.196014,,163.022003,71.75,3.511,87.761002,0.0,46.367001,,,,,,769.627014,816.75,,,0.0,,982.541992,874.367004,874.367004,0.0,108.174988,1799.291992,,187.380005,187.380005,,,,2.659,2.659,0.0,0.0,182.445981,,,182.445981,372.484985,491.398987,491.398987,0.0,0.0,183.539001,,,,183.539001,674.937988,1047.422974,0,979.237,,,-357.451996,919.492004,-19.781036,1521.495972,0.0,1521.495972,2568.918945,
06/30/2003,2669.7229,193.408005,193.408005,0.0,451.786011,451.786011,,162.302002,63.362,2.318,96.622002,0.0,37.527,,,,,,845.02301,844.09198,,,0.0,,980.607971,879.710022,879.710022,0.0,100.897949,1824.699951,,183.559006,183.559006,,,,4.243,4.243,0.0,0.0,212.570004,,,212.570004,400.372009,492.575012,492.575012,0.0,0.0,188.839996,,,,188.839996,681.415009,1081.787018,0,979.237,,,-349.248993,966.689026,-8.741058,1587.935974,0.0,1587.935974,2669.722992,
09/30/2003,2785.957031,277.665985,277.665985,0.0,469.656006,,,162.567993,51.137001,2.048,109.383003,0.0,31.818001,,,,,,941.708008,850.340027,1581.092041,-730.752014,0.0,,993.908997,879.710022,879.710022,0.0,114.198975,1844.249023,,220.031006,220.031006,,,,5.888,5.888,0.0,0.0,244.742005,,,244.742005,470.661011,493.753998,493.753998,0.0,0.0,170.910004,,,,170.910004,664.664001,1135.325012,0,981.723999,,,-348.277008,1026.832031,-9.647003,1650.632019,0.0,1650.632019,2785.957031,
12/31/2003,2837.490967,298.287994,298.287994,0.0,479.925995,479.925995,,164.395004,49.833,2.352,112.209999,0.0,43.491001,,,,,,986.099976,855.146973,,,0.0,,996.244019,884.705994,884.705994,0.0,111.538025,1851.390991,,201.647003,201.647003,,,,7.224,7.224,0.0,0.0,243.602996,,,243.602996,452.473999,494.938995,494.938995,0.0,0.0,158.192001,,,,158.192001,653.130997,1105.604996,0,985.893982,,,-333.955994,1088.978027,-9.030029,1731.885986,0.0,1731.885986,2837.490982,
03/31/2004,2972.180908,387.93399,387.93399,0.0,520.801025,520.801025,,169.100998,52.945,2.107,114.049004,0.0,38.195,,,,,,1116.031006,865.192017,,,0.0,,990.958008,885.809998,885.809998,0.0,105.14801,1856.150024,,231.307999,231.307999,,,,12.315,12.315,0.0,0.0,241.981006,,,241.981006,485.604004,496.127991,496.127991,0.0,0.0,159.175003,,,,159.175003,655.302994,1140.906998,0,985.893982,,,-294.186005,1148.417969,-8.851959,1831.273987,0.0,1831.273987,2972.180984,
06/30/2004,3129.477051,536.944016,307.170013,229.774002,526.973999,526.973999,,174.365005,51.540001,2.173,120.652,0.0,42.298,,,,,,1280.581055,884.71698,,,0.0,,964.179016,885.815979,885.815979,0.0,78.363037,1848.895996,,227.352997,227.352997,,,,19.924999,19.924999,0.0,0.0,271.073994,,,271.073994,518.35199,478.924011,478.924011,0.0,0.0,167.432999,,,,167.432999,646.35701,1164.709,0,988.02301,,,-285.68399,1276.17395,-13.744965,1964.768005,0.0,1964.768005,3129.477005,
09/30/2004,3330.674072,654.654999,424.725006,229.929993,544.945984,,,182.869995,55.040001,2.656,125.174004,0.0,41.251999,,,,,,1423.723022,913.713013,1756.392944,-842.679993,0.0,,993.237976,885.905029,885.905029,0.0,107.332947,1906.950989,,260.524994,260.524994,,,,423.338989,423.338989,0.0,0.0,226.027008,,,226.027008,909.890991,78.935997,78.935997,0.0,0.0,247.710999,,,,247.710999,326.646996,1236.537987,0,1012.099976,,,-268.410004,1358.314941,-7.868927,2094.135986,0.0,2094.135986,3330.673973,
12/31/2004,3424.452881,693.942017,563.950012,129.992004,551.094971,551.094971,,194.559006,61.394001,3.945,129.220001,0.0,46.367001,,,,,,1485.963013,940.221985,,,0.0,,998.268005,885.906006,885.906006,0.0,112.362,1938.48999,,235.584,235.584,,,,426.039001,,,,177.837997,,,177.837997,839.460999,78.996002,,,,311.350006,,,,311.350006,390.346008,1229.807007,0,1017.611023,,,-257.35199,1442.069946,-7.682922,2194.646057,0.0,2194.646057,3424.453064,
