Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,1411.775024,,-1136.290039,,275.484985,,-207.240005,,,,,,68.245003,-23.635,,32.618,,,-8.983,44.610003,-35.938999,,,,8.671,0.0,,,8.671003,0.0,8.671,0.0,,8.671,8.671,,277.779007,0.036667,0.036667,,277.779007,0.036667,0.036667,0.036667,
12/31/1992,1575.574951,,-1260.218994,,315.355957,,-282.987,,,,,,32.368999,11.552998,,31.804001,0.707,,-44.063999,43.921997,-26.018,,,,17.903999,0.0,,,17.903997,0.0,17.903999,0.0,,17.903999,17.903999,,277.756509,0.07,0.07,0.07,277.756509,0.07,0.07,0.07,
03/31/1993,1565.168945,,-1292.314941,,272.854004,,-206.951004,,,,,,65.903,-16.067001,,30.113001,-1.199,,-12.847,49.835999,-46.362,,,,3.474,-29.459,,,32.932999,0.0,32.932999,0.0,,32.932999,32.932999,,277.788002,0.12,0.013333,,277.788002,0.12,0.013333,0.013333,
06/30/1993,1414.740967,,-1279.527954,,135.213013,,-222.554001,,,,,,-87.341003,-36.392,,30.396999,-1.41,,7.405,-123.733003,-21.364,,,,-145.097,0.0,,,-145.097003,0.0,-145.097,0.0,,-145.097,-145.097,,277.80899,-0.523333,-0.523333,,277.80899,-0.523333,-0.523333,-0.523333,
09/30/1993,1248.866943,,-987.104004,,261.762939,,-234.039001,,,,,,27.724001,-35.384999,,36.272999,2.565,,-3.453,-7.660998,-14.749,,,,-22.41,0.0,,,-22.409997,0.0,-22.41,0.0,,-22.41,-22.41,,277.77301,-0.08,-0.08,,277.77301,-0.08,-0.08,-0.08,
12/31/1993,1650.744019,,-1497.582031,,153.161988,,-247.462006,,,,,,-94.300003,-47.618001,,59.832001,1.832,,-14.046,-141.918004,8.289,,,,-133.628998,0.0,,,-133.629004,0.0,-133.628998,0.0,,-133.628998,-133.628998,,277.799994,-0.483333,-0.483333,-0.483333,277.799994,-0.483333,-0.483333,-0.483333,
03/31/1994,1857.628052,,-1435.496948,,422.131104,,-227.960007,,,,,,194.171005,-51.021002,,60.566002,2.053,,-11.598,143.150003,-59.493999,,,,83.655998,0.0,,,83.656003,0.0,83.655998,0.0,,83.655998,83.655998,,278.714996,0.3,0.3,,278.714996,0.3,0.3,0.3,
06/30/1994,1488.225952,,-1218.130005,,270.095947,,-213.376007,,,,,,56.720001,-53.266,,59.728001,1.226,,-7.688,3.454001,-20.184999,,,,-16.731001,0.0,,,-16.730999,0.0,-16.731001,0.0,,-16.731001,-16.731001,,279.014992,-0.06,-0.06,,279.014992,-0.06,-0.06,-0.06,
09/30/1994,1494.041992,,-1232.498047,,261.543945,,-217.830002,,,,,,43.714001,-11.085,,62.126999,2.223,,-53.264999,32.629001,-34.541,,,,-1.912,0.0,,,-1.911999,0.0,-1.912,0.0,,-1.912,-1.912,,278.98201,-0.006667,-0.006667,,278.98201,-0.006667,-0.006667,-0.006667,
12/31/1994,1762.088013,,-1443.373047,,318.714966,,-229.167999,,,,,,89.546997,-32.968002,,62.728001,-4.571,,-25.188999,56.578995,-47.877998,,,,8.701,0.0,,,8.700997,0.0,8.701,0.0,,8.701,8.701,,279.0,0.03,0.03,0.03,279.0,0.03,0.03,0.03,
03/31/1995,1892.21106,,-1571.677979,,320.533081,,-225.966003,,,,,,94.567001,17.605005,,64.950996,3.567,,-86.123001,112.172006,-87.010002,,,,25.162001,0.0,,,25.162004,0.0,25.162001,0.0,,25.162001,25.162001,,278.98201,0.09,0.09,,278.98201,0.09,0.09,0.09,
06/30/1995,1773.32605,,-1470.215942,,303.110107,,-235.927002,,,,,,67.182999,-58.303001,,63.026001,-2.533,,-2.19,8.879998,-49.098999,,,,-40.219002,0.0,,,-40.219001,0.0,-40.219002,0.0,,-40.219002,-40.219002,,278.985008,-0.143333,-0.143333,,278.985008,-0.143333,-0.143333,-0.143333,
09/30/1995,1641.904053,,-1408.821045,,233.083008,,-263.696014,,,,,,-30.613001,-37.530002,,58.879002,1.135,,-22.483999,-68.143003,-36.439999,,,,-104.583,0.0,,,-104.583002,0.0,-104.583,0.0,,-104.583,-104.583,,279.021011,-0.376667,-0.376667,,279.021011,-0.376667,-0.376667,-0.376667,
12/31/1995,1994.865967,,-1663.009033,,331.856934,,-206.498993,,,,,,125.358002,-530.91599,,60.609001,-3.644,,473.950989,-405.557988,130.785004,,,,-274.77301,0.0,,,-274.772984,0.0,-274.77301,0.0,,-274.77301,-274.77301,,279.0,-0.983333,-0.983333,-0.983333,279.0,-0.983333,-0.983333,-0.983333,
03/31/1996,2214.537109,,-1846.420044,,368.117065,,-213.945007,,,,,,154.171997,-32.667001,,52.805,-2.127,,-18.011,121.504997,-55.528,,,,65.976997,0.0,,,65.976997,0.0,65.976997,0.0,,65.976997,65.976997,,279.002998,0.236667,0.236667,0.236667,279.002998,0.236667,0.236667,0.236667,
06/30/1996,2094.840088,,-1781.078979,,313.761108,,-213.574997,,,,,,100.185997,407.529985,,41.902,-0.516,,-448.915985,507.715982,-131.268997,,,,376.446991,0.0,,,376.446984,0.0,376.446991,0.0,,376.446991,376.446991,,279.396011,1.346667,1.346667,0.093333,279.396011,1.346667,1.346667,0.093333,
09/30/1996,1746.573975,,-1451.277954,,295.296021,,-214.570007,,,,,,80.725998,90.009997,,33.594002,-0.282,,-123.321999,170.735995,-72.908997,,,,97.827003,0.0,,,97.826998,0.0,97.827003,0.0,,97.827003,97.827003,,279.47699,0.35,0.35,0.096667,279.47699,0.35,0.35,0.096667,
12/31/1996,2216.235107,,-1773.724976,,442.510131,,-255.673996,,,,,,186.835999,27.150996,,37.200001,1.112,,-65.462997,213.986995,-94.139,,,,119.848,0.0,,,119.847995,0.0,119.848,0.0,,119.848,119.848,,279.299994,0.43,0.43,0.42,279.299994,0.43,0.43,0.42,
03/31/1997,2396.830078,,-2068.394043,,328.436035,,-200.636993,,,,,,127.799004,-13.001001,,33.652,-1.383,,-19.268,114.798003,-110.209999,,,,4.588,0.0,,,4.588004,0.0,4.588,0.0,,4.588,4.588,,278.135994,0.016667,0.016667,0.016667,278.135994,0.016667,0.016667,0.016667,
06/30/1997,1833.959961,,-1530.918945,,303.041016,,-236.117004,,,,,,66.924004,9.276997,,33.755001,1.832,,-44.863998,76.201001,-34.543999,,,,41.657001,0.0,,,41.657002,0.0,41.657001,0.0,,41.657001,41.657001,,274.161003,0.15,0.15,0.11,275.361009,0.15,0.15,0.11,
09/30/1997,1884.578003,,-1550.359009,,334.218994,,-281.212006,,,,,,53.007,-16.055,,33.819,-1.045,,-16.719,36.952,-14.273,,,,22.679001,0.0,,,22.679,0.0,22.679001,0.0,,22.679001,22.679001,,272.429993,0.083333,0.083333,0.083333,273.932991,0.083333,0.083333,0.083333,
12/31/1997,2118.35498,,-1824.042969,,294.312011,,-305.028992,,,,,,-10.717,-90.648999,,34.923,-4.477,,60.202999,-101.365999,39.942001,,,,-61.424,0.0,,,-61.423998,0.0,-61.424,0.0,,-61.424,-61.424,,274.799994,-0.223333,-0.223333,-0.163333,274.799994,-0.223333,-0.223333,-0.163333,
03/31/1998,1825.789,,-1463.796,,361.993,,-392.532,,,,,,-30.539,63.442,33.988,33.988,0.0,,-97.43,32.903,-45.497,,,,-12.594,0.0,,,-12.594,0.0,-12.594,0.0,0.0,-12.594,-12.594,,270.237,-0.046667,-0.046667,-0.046667,270.237,-0.046667,-0.046667,-0.046667,
06/30/1998,1608.459,,-1319.86,,288.599,,-302.856,,,,,,-14.257,-6.59,33.329,33.329,0.0,,-26.739,-20.847,-0.872,,,,-21.719,0.0,,,-21.719,0.0,-21.719,0.0,0.0,-21.719,-21.719,,269.712,-0.08,-0.08,-0.08,269.712,-0.08,-0.08,-0.08,
09/30/1998,1528.484,,-1261.033,,267.451,,-256.186,,,,,,11.265,-18.131,41.709,41.709,1.357,,-24.935,-6.866,0.547,,,,-6.319,0.0,,,-6.319,0.0,-6.319,0.0,0.0,-6.319,-6.319,,267.804,-0.023333,-0.023333,-0.023333,267.804,-0.023333,-0.023333,-0.023333,
12/31/1998,1616.025024,,-1458.530029,,157.494995,,-308.143005,,,,,,-150.647995,-368.653016,,43.908001,-0.839,,325.584015,-519.301011,101.040001,,,,-418.260986,0.0,,,-418.26101,0.0,-418.260986,0.0,,-418.260986,-418.260986,,267.447006,-1.566667,-1.566667,-0.373333,267.447006,-1.566667,-1.566667,-0.373333,
03/31/1999,1539.0,,-1255.0,,284.0,,-264.0,,,,,,20.0,75.0,39.0,39.0,0.0,,-114.0,95.0,-24.0,,,,71.0,0.0,,,71.0,0.0,71.0,0.0,0.0,71.0,71.0,,268.5,0.263333,0.263333,0.153333,269.7,0.263333,0.263333,0.153333,
06/30/1999,1533.0,,-1099.0,,434.0,,-287.0,,,,,,147.0,-38.0,38.0,38.0,9.0,,-9.0,109.0,-32.0,,,,77.0,0.0,,,77.0,0.0,77.0,0.0,0.0,77.0,77.0,,268.8,0.286667,0.286667,0.136667,270.3,0.286667,0.286667,0.136667,
09/30/1999,1977.0,,-1343.0,,634.0,,-275.0,,,,,,359.0,-39.0,39.0,39.0,,,0.0,320.0,-162.0,,,,158.0,0.0,,,158.0,0.0,158.0,0.0,0.0,158.0,158.0,,269.4,0.59,0.59,0.2,271.5,0.583333,0.583333,0.193333,
12/31/1999,2268.836914,,-1609.949951,,658.886963,,-349.447998,,,,,,309.438995,-131.910996,,42.237999,-6.041,,95.713997,177.527999,-46.432999,,,,131.095001,0.0,,,131.095,0.0,131.095001,,,131.095001,131.095001,,269.397012,0.483333,0.483333,0.656667,272.099991,0.483333,0.483333,0.646667,
03/31/2000,2831.0,,-2182.0,,649.0,,-276.0,,,,,,373.0,1.0,38.0,38.0,0.0,,-39.0,374.0,-150.0,,,,224.0,0.0,,,224.0,0.0,224.0,0.0,0.0,224.0,224.0,,269.7,0.83,0.83,0.83,271.5,0.823333,0.823333,0.823333,
06/30/2000,2714.0,,-2013.0,,701.0,,-314.0,,,,,,387.0,-39.0,39.0,39.0,-2.0,,2.0,348.0,-146.0,,,,202.0,0.0,,,202.0,0.0,202.0,0.0,0.0,202.0,202.0,,269.4,0.75,0.75,0.75,271.5,0.746667,0.746667,0.746667,
09/30/2000,2887.0,,-2083.0,,804.0,,-332.0,,,,,,472.0,-42.0,42.0,42.0,,,0.0,430.0,-173.0,,,,257.0,0.0,,,257.0,0.0,257.0,0.0,0.0,257.0,257.0,,266.4,0.963333,0.963333,0.963333,269.4,0.953333,0.953333,0.953333,
12/31/2000,3685.0,,-2943.0,,742.0,,-301.0,,,,,,441.0,78.0,,43.0,-43.0,,-78.0,519.0,-179.0,,,,340.0,0.0,,,340.0,0.0,340.0,0.0,,340.0,340.0,,266.400009,1.276667,1.276667,1.14,266.400009,1.276667,1.276667,1.14,
12/31/2001,2881.0,,-2209.0,,672.0,,-513.0,,,,,,159.0,-58.0,,62.0,-6.0,,2.0,101.0,-47.0,,,,54.0,0.0,,,54.0,0.0,54.0,0.0,0.0,54.0,54.0,,266.099991,0.203333,0.203333,0.32,266.099991,0.203333,0.203333,0.32,
03/31/2002,2958.0,,-2379.0,,579.0,,-319.0,,,,,,260.0,-30.0,66.0,66.0,,,-36.0,230.0,-102.0,,,,128.0,-13.0,,,141.0,,141.0,,,141.0,141.0,,263.52,0.533333,0.483333,0.483333,266.4,0.526667,0.48,0.48,
06/30/2002,2694.0,,-2071.0,,623.0,,-347.0,,,,,,276.0,-49.0,67.0,67.0,10.0,,-28.0,227.0,-98.0,,,,129.0,-20.0,,,149.0,,149.0,,,149.0,149.0,,264.606,0.56,0.486667,0.486667,268.5,0.553333,0.48,0.48,
09/30/2002,2724.0,,-2121.0,,603.0,,-357.0,,,,,,246.0,-305.0,61.0,61.0,6.0,,238.0,-59.0,-46.0,,,,-105.0,31.0,,,-136.0,,-136.0,0.0,,-136.0,-136.0,,264.984,-0.513333,-0.396667,-0.396667,264.9,-0.513333,-0.396667,-0.396667,
12/31/2002,3297.0,,-2336.0,,961.0,,-278.0,,,,,,683.0,-1114.0,,65.0,-3.0,,1052.0,-431.0,60.0,,,,-371.0,0.0,,,-371.0,0.0,-371.0,0.0,0.0,-371.0,-371.0,,265.200006,-1.4,-1.4,0.55,265.200006,-1.4,-1.4,0.55,
03/31/2003,4254.0,,-3556.0,,698.0,,-404.0,,,,,,294.0,35.0,74.0,74.0,13.0,,-122.0,329.0,-139.0,,,,190.0,14.0,,,176.0,,176.0,,,176.0,176.0,,267.3,0.66,0.71,0.71,267.195,0.66,0.71,0.71,
06/30/2003,3199.0,,-2601.0,,598.0,,-410.0,,,,,,188.0,-63.0,77.0,77.0,-12.0,,-2.0,125.0,-62.0,,,,63.0,-189.0,,,252.0,,252.0,,,252.0,252.0,,265.842,0.95,0.236667,0.236667,267.0,0.943333,0.236667,0.236667,
09/30/2003,3230.0,,-2654.0,,576.0,,-344.0,,,,,,232.0,-7.0,73.0,73.0,2.0,,-68.0,225.0,-79.0,,,,146.0,,,,146.0,,146.0,0.0,,146.0,146.0,,267.3,0.55,0.55,0.55,267.42,0.546667,0.546667,0.546667,
12/31/2003,3628.0,,-2984.0,,644.0,,-453.0,,,,,,191.0,-89.0,,69.0,10.0,,10.0,102.0,-34.0,,,,68.0,0.0,,,68.0,0.0,68.0,-5.0,0.0,63.0,63.0,,267.599991,0.236667,0.236667,0.34,267.599991,0.236667,0.236667,0.34,
03/31/2004,4488.0,,-3701.0,,787.0,,-379.0,,,,,,408.0,17.0,57.0,57.0,3.0,,-77.0,425.0,-144.0,,,,281.0,,,,281.0,,281.0,-12.0,,269.0,269.0,,266.079,1.01,1.01,1.01,304.2,0.923333,0.923333,0.923333,
06/30/2004,3803.0,,-3054.0,,749.0,,-380.0,,,,,,369.0,73.0,60.0,60.0,-15.0,,-118.0,442.0,-161.0,,,,281.0,-7.0,,,288.0,0.0,288.0,-12.0,0.0,276.0,276.0,,267.447,1.036667,1.01,0.966667,304.2,0.946667,0.923333,0.883333,
09/30/2004,3830.0,,-3174.0,,656.0,,-383.0,,,,,,273.0,38.0,62.0,62.0,9.0,,-109.0,311.0,-133.0,,,,178.0,,,,178.0,,178.0,-12.0,,166.0,166.0,,269.439,0.616667,0.616667,0.616667,307.2,0.58,0.58,0.58,
12/31/2004,4612.0,,-3776.0,,836.0,,-484.0,,,,,,352.0,27.0,,62.0,40.0,,-129.0,379.0,-150.0,,,,229.0,0.0,,,229.0,0.0,229.0,-12.0,0.0,217.0,217.0,,275.04,0.796667,0.796667,0.653333,309.0,0.74,0.74,0.58,
03/31/2005,4957.0,,-4107.0,,850.0,,-446.0,,,,,,404.0,52.0,61.0,61.0,2.0,,-115.0,456.0,-237.0,,,,219.0,0.0,,,219.0,0.0,219.0,-12.0,0.0,207.0,207.0,19.0,271.179,0.763333,0.763333,0.833333,309.6,0.706667,0.706667,0.766667,
06/30/2005,4963.0,,-4124.0,,839.0,,-416.0,,,,,,423.0,65.0,54.0,54.0,9.0,,-128.0,488.0,-189.0,,,,299.0,0.0,,,299.0,0.0,299.0,-12.0,0.0,287.0,287.0,-4.0,272.133,1.056667,1.056667,1.043333,311.1,0.963333,0.963333,0.95,
09/30/2005,5769.0,,-4931.0,,838.0,,-407.0,,,,,,431.0,133.0,54.0,54.0,5.0,,-192.0,564.0,-292.0,,,,272.0,0.0,,,272.0,0.0,272.0,-12.0,0.0,260.0,260.0,31.0,273.576,0.95,0.95,1.063333,313.2,0.866667,0.866667,0.966667,
12/31/2005,7058.0,,-5911.0,,1147.0,,-463.0,,,,,,684.0,34.0,,55.0,-16.0,,-73.0,718.0,-266.0,,,,452.0,0.0,,,452.0,0.0,452.0,-12.0,0.0,440.0,440.0,,314.4,1.436667,1.436667,1.34,314.4,1.436667,1.436667,1.34,
03/31/2006,7159.0,,-5760.0,,1399.0,,-478.0,,,,,,921.0,250.0,57.0,57.0,0.0,,-307.0,1171.0,-472.0,,,,699.0,0.0,,,699.0,0.0,699.0,-12.0,0.0,687.0,687.0,-186.0,275.031,2.5,2.5,1.823333,314.802,2.22,2.22,1.63,
06/30/2006,6718.0,,-5310.0,,1408.0,,-467.0,,,,,,941.0,157.0,44.0,44.0,-3.0,,-198.0,1098.0,-532.0,,,,566.0,0.0,,,566.0,0.0,566.0,-12.0,0.0,554.0,554.0,-32.0,275.215,2.01,2.01,1.89,315.5,1.79,1.79,1.69,
09/30/2006,7035.0,,-5545.0,,1490.0,,-600.0,,,,,,890.0,46.0,49.0,49.0,-2.0,,-93.0,936.0,-639.0,,,,297.0,0.0,,,297.0,0.0,297.0,-12.0,0.0,285.0,285.0,105.0,288.35,1.03,1.03,1.39,316.0,0.94,0.94,1.27,
12/31/2006,7155.0,,-5769.0,,1386.0,0.0,-546.0,371.0,254.0,,,175.0,840.0,3.0,,51.0,0.0,-32.0,-22.0,843.0,-484.0,,,,359.0,0.0,,,359.0,0.0,359.0,-8.0,0.0,351.0,351.0,,316.4,1.13,1.13,1.13,316.4,1.13,1.13,1.13,
03/31/2007,7319.0,,-6084.0,,1235.0,,-479.0,,,,,,756.0,-9.0,64.0,64.0,0.0,,-55.0,747.0,-377.0,,,,370.0,0.0,,,370.0,0.0,370.0,0.0,0.0,370.0,370.0,,310.525,1.19,1.19,1.19,317.3,1.17,1.17,1.17,
06/30/2007,7421.0,,-5921.0,,1500.0,,-510.0,,,,,,990.0,63.0,62.0,62.0,0.0,,-125.0,1053.0,-496.0,,,,557.0,0.0,,,557.0,0.0,557.0,0.0,0.0,557.0,557.0,,311.971,1.78,1.78,1.78,318.6,1.75,1.75,1.75,
09/30/2007,7451.0,,-6081.0,,1370.0,,-547.0,,,,,,823.0,-6.0,59.0,59.0,0.0,,-53.0,817.0,-422.0,,,,395.0,0.0,,,395.0,0.0,395.0,0.0,0.0,395.0,395.0,33.0,313.617,1.26,1.26,1.37,319.9,1.23,1.23,1.33,
12/31/2007,9456.0,,-7644.0,,1812.0,,-697.0,,,,,,1115.0,-28.0,,71.0,0.0,,-43.0,1087.0,-577.0,,,,510.0,0.0,,,510.0,0.0,510.0,0.0,0.0,510.0,510.0,,313.176,1.63,1.63,1.89,319.6,1.59,1.59,1.84,
03/31/2008,10647.0,,-8157.0,,2490.0,0.0,-1006.0,385.0,233.0,,,621.0,1484.0,-14.0,,67.0,,10.0,-63.0,1470.0,-718.0,,,,752.0,0.0,,,752.0,7.0,759.0,0.0,0.0,759.0,759.0,0.0,317.506,2.39,2.39,2.39,323.8,2.34,2.34,2.34,
06/30/2008,11711.0,,-9313.0,,2398.0,0.0,-628.0,423.0,267.0,,,205.0,1770.0,-47.0,,65.0,,19.0,-37.0,1723.0,-812.0,,,,911.0,0.0,,,911.0,-11.0,900.0,0.0,0.0,900.0,900.0,0.0,320.936,2.81,2.81,2.81,326.2,2.76,2.76,2.76,
09/30/2008,11396.0,,-8661.0,,2735.0,0.0,-1158.0,436.0,266.0,,,722.0,1577.0,-78.0,,68.0,,-52.0,62.0,1499.0,-725.0,,,,774.0,0.0,0.0,0.0,774.0,1.0,775.0,0.0,0.0,775.0,775.0,0.0,322.365,2.4,2.4,2.4,327.4,2.37,2.37,2.37,
12/31/2008,7380.0,,-6410.0,,970.0,,-766.0,,,,,,204.0,-199.0,67.0,67.0,0.0,,132.0,5.0,-85.0,,,,-80.0,0.0,,,-80.0,6.0,-74.0,0.0,0.0,-74.0,-74.0,,322.9,-0.23,-0.23,-0.15,322.9,-0.23,-0.23,-0.15,
03/31/2009,6915.0,6915.0,-5182.0,5182.0,1733.0,0.0,-1553.0,417.0,257.0,160.0,486.0,650.0,180.0,-120.0,,77.0,,41.0,2.0,60.0,-77.0,,,,-17.0,0.0,0.0,0.0,-17.0,-42.0,-59.0,0.0,0.0,-59.0,-175.6,-116.6,323.431,-0.18,-0.18,-0.542929,323.431,-0.18,-0.18,-0.542929,
06/30/2009,6751.0,6751.0,-4705.0,4705.0,2046.0,0.0,-1738.0,381.0,245.0,136.0,558.0,799.0,308.0,-91.0,,95.0,,75.0,-79.0,217.0,-115.0,,,,102.0,0.0,0.0,0.0,102.0,-2.0,100.0,0.0,0.0,100.0,-2.05,-102.05,323.975,0.31,0.31,-0.006328,325.8,0.31,0.31,-0.006328,
09/30/2009,7270.0,7270.0,-5069.0,5069.0,2201.0,0.0,-1684.0,388.0,240.0,148.0,626.0,670.0,517.0,17.0,,97.0,,49.0,-163.0,534.0,-182.0,,,,352.0,0.0,0.0,0.0,352.0,-11.0,341.0,,0.0,341.0,229.6,-111.4,324.066,1.05,1.05,0.708498,326.0,1.05,1.05,0.708282,
12/31/2009,8678.0,8678.0,-6005.0,6005.0,2673.0,0.0,-1751.0,469.0,266.0,203.0,584.0,698.0,922.0,-211.0,,91.0,,64.0,56.0,711.0,-341.0,,,,370.0,0.0,0.0,0.0,370.0,-12.0,358.0,0.0,0.0,358.0,431.9,73.9,326.4,1.1,1.1,1.323223,326.4,1.1,1.1,1.323223,
03/31/2010,9259.0,9259.0,-6540.0,6540.0,2719.0,0.0,-1630.0,408.0,253.0,155.0,542.0,680.0,1089.0,-123.0,,84.0,,85.0,-46.0,966.0,-398.0,,,,568.0,0.0,0.0,0.0,568.0,-30.0,538.0,0.0,0.0,538.0,468.95,-69.05,324.768,1.66,1.66,1.443954,327.0,1.65,1.65,1.438838,
06/30/2010,7732.0,7732.0,-5316.0,5316.0,2416.0,0.0,-1654.0,404.0,245.0,159.0,558.0,692.0,762.0,-65.0,,83.0,,6.0,-24.0,697.0,-301.0,,,,396.0,0.0,0.0,0.0,396.0,-21.0,375.0,,0.0,375.0,365.25,-9.75,325.383,1.15,1.15,1.122523,327.482,1.15,1.15,1.120227,
09/30/2010,7864.0,7864.0,-5330.0,5330.0,2534.0,0.0,-2238.0,383.0,232.0,151.0,584.0,1271.0,296.0,995.0,,94.0,,83.0,-1172.0,1291.0,-200.0,,,,1091.0,0.0,0.0,0.0,1091.0,63.0,1154.0,0.0,0.0,1154.0,452.4,-701.6,325.452,3.54,3.54,1.390067,327.6,3.52,3.52,1.378364,
12/31/2010,9007.0,9007.0,-6221.0,6221.0,2786.0,0.0,-2012.0,488.0,291.0,197.0,633.0,891.0,774.0,-417.0,,100.0,,348.0,-31.0,357.0,-274.0,,,,83.0,0.0,0.0,0.0,83.0,-25.0,58.0,0.0,0.0,58.0,75.85,17.85,330.5,0.18,0.18,0.229501,330.5,0.18,0.18,0.229501,
