Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,4.765,1.967,0.424,-0.011,,,-0.011,2.385,,,2.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,5.61,2.553,0.435,0.065,,,0.065,2.557,,,2.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,-4.14,2.722,0.42,-0.059,,,-0.059,-7.223,,,-7.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,8.07,2.484,0.524,-0.085,,,-0.085,5.147,,,5.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07,,,
03/31/1991,-1.328,1.975,0.541,0.0,,,0.0,-3.844,,,-3.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,4.102,2.557,0.56,0.031,,,0.031,0.954,,,0.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,-1.571,2.901,0.637,0.044,,,0.044,-5.153,,,-5.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,2.373,2.763,0.637,0.052,,,0.052,-1.079,,,-1.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.373,,,
03/31/1992,0.742,2.159,0.631,0.177,,,0.177,-2.225,,,-2.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,3.814,2.852,0.711,-0.087,,,-0.087,0.338,,,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,-5.613,3.172,0.749,0.227,,,0.227,-9.761,,,-9.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,9.978,3.096,0.933,-0.285,,,-0.285,6.234,,,6.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.978,,,
03/31/1993,2.357,1.849,0.838,0.332,,,0.332,-0.662,,,-0.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,-2.205,2.489,0.926,0.186,,,0.186,-5.806,,,-5.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,-2.413,2.91,0.959,0.639,,,0.639,-6.921,,,-6.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,8.033,2.919,0.969,0.362,,,0.362,3.783,,,3.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.033,,,
03/31/1994,11.844,2.282,1.01,0.346,,,0.346,8.206,,,8.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,-1.906,3.153,1.13,0.398,,,0.398,-6.587,,,-6.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,-6.787,3.902,1.318,0.274,,,0.274,-12.281,,,-12.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,7.303,3.88,1.461,-1.762,,,-1.762,3.724,,,3.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.303,,,
03/31/1995,11.966,3.218,1.531,0.528,,,0.528,6.689,,,6.689,,,-1.662,,,,-1.662,,,,,,,,,,1.662,,,,,,,,,,,,,,,
06/30/1995,-8.277,4.087,1.603,0.307,,,0.307,-14.274,,,-14.274,,,-2.225,,,,-2.225,,,,,,,,,,2.225,,,,,,,,,,,,,,,
09/30/1995,-1.248,5.015,1.686,-0.397,,,-0.397,-7.552,,,-7.552,,,-2.595,,,,-2.595,,,,,,,,,,2.595,,,,,,,,,,,,,,,
12/31/1995,21.103001,5.075,1.809,-1.389,,,-1.389,15.608,,,15.608,,-2.82,-2.82,,,,-2.82,,,,,,,,,,0.0,,,,,,,,,,,,18.283001,,,
03/31/1996,7.65,3.789,1.887,0.01,,,0.01,1.964,,,1.964,,,-1.622,,,,-1.622,,,,,,,,,,1.622,,,,,,,,,,,,,,,
06/30/1996,1.39,5.371,1.942,0.491,,,0.491,-6.414,,,-6.414,,,-16.285,,,,-16.285,,,,,,,,,,16.285,,,,,,,,,,,,,,,
09/30/1996,3.339,7.68,2.07,0.813,,,0.813,-7.224,,,-7.224,,,-2.602,,,,-2.602,,,,,,,,,,2.602,,,,,,,,,,,,,,,
12/31/1996,11.788,7.423,2.248,1.132,,,1.132,0.985,,,0.985,,-0.315,-0.315,,,,-0.315,,,,,,,,,,0.0,,,,,,,,,,,,11.473,,,
03/31/1997,18.408001,5.598,2.382,1.035,,,1.035,9.393,,,9.393,,-11.006,-11.556,0.0,,,-11.556,,,0.0,0.0,0.0,,,,,0.55,-0.691,0.0,-0.549,,,,0.501,0.507,-0.006,-0.643,,6.711,,,
06/30/1997,1.692,8.174,2.662,-0.353,,,-0.353,-8.791,,,-8.791,,-10.705,-1.299,0.0,,,-1.299,,,0.0,0.0,0.0,,,,,-9.406,9.922,-1.217,11.206,,,,0.229,0.376,-0.147,-0.296,,0.909,,,
09/30/1997,2.919,11.777,2.878,1.16,,,1.16,-12.896,,,-12.896,,-11.606,-13.8,0.0,,,-13.8,,,0.0,0.0,0.0,,,,,2.194,11.517,0.0,13.548,,,,-0.168,2.653,-2.821,-1.863,,2.83,,,
12/31/1997,36.785,12.862,3.237,4.255,,,4.255,16.431,,,16.431,,-10.604,-9.352,0.0,,,-9.352,,,0.0,0.0,0.0,,,,,-1.252,-31.502999,-1.227,-27.091999,,,,-0.025,0.092,-0.117,-3.159,,-5.322,,,
03/31/1998,29.319,8.034,3.264,0.655,,,0.655,17.365999,,,17.365999,,-14.104,-14.208,0.0,,,-14.208,,,0.0,0.0,0.0,,,,,0.104,-1.372,0.0,-1.005,,,,0.0,0.271,-0.271,-0.367,,13.843,,,
06/30/1998,1.919,11.08,3.61,0.943,,,0.943,-13.714,,,-13.714,,-15.502,-16.725,0.0,,,-16.725,,,0.0,0.0,0.0,,,,,1.223,-2.703,-1.722,0.007,,,,0.081,0.336,-0.255,-1.069,,-16.285999,,,
09/30/1998,-3.968,14.217,3.993,3.052,,,3.052,-25.23,,,-25.23,,-15.521,-13.74,0.0,,,-13.74,,,0.0,0.0,0.0,,,,,-1.781,25.775,0.0,25.153,,,,-0.07,3.868,-3.938,0.692,,6.286,,,
12/31/1998,25.968,13.943,4.68,-1.41,,,-1.41,8.755,,,8.755,,-7.542,-7.782,0.0,,,-7.782,,,0.0,0.0,0.0,,,,,0.24,-14.934,-1.727,-14.088,,,,0.23,0.501,-0.271,0.651,,3.492,,,
03/31/1999,22.67,9.521,4.771,6.134,,6.027,0.107,2.244,0.729,,1.515,,-6.872,-5.366,0.0,,,-5.366,,,0.0,0.0,0.0,,,,,-1.506,2.318,0.0,4.088,,,,-0.023,2.282,-2.305,-1.747,,18.116,2.118,0.17,
06/30/1999,-4.924,13.229,5.101,1.5,,1.044,0.456,-24.754,-30.782,,6.028,,-8.874,-7.307,0.0,,,-7.307,,,0.0,0.0,0.0,,,,,-1.567,13.149,-2.503,16.0,,,,-0.122,0.852,-0.974,-0.226,,-0.649,11.867,0.207,
09/30/1999,13.245,17.839,5.359,1.424,,0.903,0.521,-11.377,-48.166,,36.789,,-8.758,-5.955,0.0,,,-5.955,,,0.0,0.0,0.0,,,,,-2.803,-10.777,0.0,-15.545,,,,4.45,4.758,-0.308,0.318,,-6.29,3.251,0.324,
12/31/1999,22.32,18.586,6.336,3.181,,,3.181,-5.783,,,-5.783,,-7.209,-7.954,0.0,,,-7.954,,,0.0,0.0,0.0,,,,,0.745,-4.534,-2.524,2.785,,,,-4.57,0.835,-5.405,-0.225,,10.577,2.109,0.288,
03/31/2000,67.962,13.356,5.575,4.943,,4.532,0.411,44.088,34.423,,9.665,,-6.148,-4.978,0.0,,,-4.978,,,0.0,0.0,0.0,,,,,-1.17,-18.186,0.0,-17.655,,,,0.193,1.07,-0.877,-0.724,,43.628,3.001,0.11,
06/30/2000,23.583,18.099,5.563,5.734,,1.031,4.703,-5.813,-25.723,,19.91,,-5.912,-6.361,0.0,,,-6.361,,,0.0,0.0,0.0,,,,,0.449,-3.879,-3.583,0.903,,,,-0.089,2.535,-2.624,-1.11,,13.792,8.947,0.047,
09/30/2000,20.607,25.642,5.62,4.03,,1.087,2.943,-14.685,-59.015,,44.33,,-5.766,-5.756,0.0,,,-5.756,,,0.0,0.0,0.0,,,,,-0.01,-0.446,0.0,2.014,,,,0.355,6.095,-5.74,-2.815,,14.395,3.464,0.009,
