Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2012,342.66,298.821,327.336,295.698,31.638,-28.515,43.839,12.547,0.0,12.547,0.0,18.696,12.596,-16.505,326.155,-178.39,0.0,178.39,147.765,0.0,0.0,147.765,-45.069,102.696,0.0,0.0,0.0,102.696,0.0,102.696,-5.667,0.0,97.029,97.029,0.0,130.194,0.75,0.75,0.75,134.374,0.72,0.72,0.72,
12/31/2012,357.945,302.334,328.587,295.309,33.278,-26.253,55.611,17.721,0.0,17.721,0.0,23.636,14.254,-17.204,340.741,-177.39,0.0,177.39,163.351,0.0,0.0,163.351,-53.762,109.589,0.0,0.0,0.0,109.589,0.0,109.589,-6.534,0.0,103.055,103.055,0.0,130.614,0.79,0.79,0.79,134.731,0.76,0.76,0.76,
03/31/2013,370.317,298.049,323.746,288.267,35.479,-25.697,72.268,25.99,0.0,25.99,0.0,31.798,14.48,-6.478,363.839,-186.534,0.0,186.534,177.305,0.0,0.0,177.305,-54.752,122.553,0.0,0.0,0.0,122.553,0.0,122.553,-7.776,0.0,114.777,114.777,0.0,130.846,0.88,0.88,0.88,135.252,0.85,0.85,0.85,
06/30/2013,365.342,303.092,332.744,294.314,38.43,-29.652,62.25,8.779,0.0,8.779,0.0,36.502,16.969,-12.653,352.689,-188.859,0.0,188.859,163.83,0.0,0.0,163.83,-51.36,112.47,0.0,0.0,0.0,112.47,0.0,112.47,-9.706,0.0,102.764,102.764,0.0,131.102,0.78,0.78,0.78,135.595,0.76,0.76,0.76,
09/30/2013,361.842,308.21,346.05,304.838,41.212,-37.84,53.632,1.215,0.0,1.215,0.0,39.032,13.385,-10.023,351.819,-203.647,0.0,203.647,148.172,0.0,0.0,148.172,-36.189,111.983,0.0,0.0,0.0,111.983,0.0,111.983,-10.389,0.0,101.594,101.594,0.0,131.436,0.77,0.77,0.77,136.133,0.75,0.75,0.75,
12/31/2013,371.024,314.824,353.478,309.513,43.965,-38.654,56.2,0.306,0.0,0.306,0.0,41.014,14.88,-7.815,363.209,-200.929,0.0,200.929,162.28,0.0,0.0,162.28,-46.981,115.299,0.0,0.0,0.0,115.299,0.0,115.299,-12.8,0.0,102.499,102.499,0.0,131.905,0.78,0.78,0.78,136.522,0.75,0.75,0.75,
03/31/2014,381.715,320.703,357.311,308.467,48.844,-36.608,61.012,2.845,0.0,2.845,0.0,42.636,15.531,-7.095,374.62,-217.491,0.0,217.491,157.129,0.0,0.0,157.129,-42.425,114.704,0.0,0.0,0.0,114.704,0.0,114.704,-13.889,0.0,100.815,100.815,0.0,132.88,0.76,0.76,0.76,137.295,0.73,0.73,0.73,
06/30/2014,410.051,333.213,370.303,319.492,50.811,-37.09,76.838,14.85,0.0,14.85,0.0,46.153,15.835,-21.8,388.251,-222.728,0.0,222.728,165.523,0.0,0.0,165.523,-44.691,120.832,0.0,0.0,0.0,120.832,0.0,120.832,-13.889,0.0,106.943,106.943,0.0,137.279,0.78,0.78,0.78,141.473,0.76,0.76,0.76,
09/30/2014,440.66,335.989,376.396,323.967,52.429,-40.407,104.671,37.293,,37.293,0.0,49.825,17.553,-13.515,427.145,-238.377,0.0,238.377,188.768,0.0,0.0,188.768,-52.757,136.011,0.0,0.0,0.0,136.011,0.0,136.011,-13.889,0.0,122.122,122.122,0.0,137.661,0.89,0.89,0.89,141.548,0.86,0.86,0.86,
12/31/2014,416.689,340.855,378.999,323.347,55.652,-38.144,75.834,3.54,,3.54,0.0,52.472,19.822,-14.076,402.613,-244.15,0.0,244.15,158.463,0.0,0.0,158.463,-43.004,115.459,0.0,0.0,0.0,115.459,0.0,115.459,-13.889,0.0,101.57,101.57,0.0,137.794,0.74,0.74,0.74,141.753,0.72,0.72,0.72,
03/31/2015,422.938,348.019,384.903,322.98,61.923,-36.884,74.919,2.112,0.0,2.112,0.0,53.246,19.561,-11.887,411.051,-255.673,0.0,255.673,155.378,0.0,0.0,155.378,-39.466,115.912,0.0,0.0,0.0,115.912,0.0,115.912,-13.889,0.0,102.023,102.023,0.0,138.839,0.73,0.73,0.73,142.791,0.71,0.71,0.71,
06/30/2015,455.3,375.064,411.955,334.732,77.223,-36.891,80.236,4.588,0.0,4.588,0.0,56.761,18.887,-17.005,438.295,-263.115,0.0,263.115,175.18,0.0,0.0,175.18,-43.835,131.345,0.0,0.0,0.0,131.345,0.0,131.345,-14.411,0.0,116.934,116.934,0.0,141.927,0.82,0.82,0.82,145.713,0.8,0.8,0.8,
09/30/2015,468.628,388.881,426.028,350.058,75.97,-37.147,79.747,2.881,0.0,2.881,0.0,56.928,19.938,-14.502,454.126,-275.897,0.0,275.897,178.229,0.0,0.0,178.229,-43.387,134.842,0.0,0.0,0.0,134.842,0.0,134.842,-15.314,0.0,119.528,119.528,0.0,142.152,0.84,0.84,0.84,145.89,0.82,0.82,0.82,
12/31/2015,494.85,404.699,441.206,360.176,81.03,-36.507,90.151,0.965,0.0,0.965,0.0,67.64,21.546,-12.045,482.805,-300.924,0.0,300.924,181.881,0.0,0.0,181.881,-41.835,140.046,0.0,0.0,0.0,140.046,0.0,140.046,-15.314,0.0,124.732,124.732,0.0,144.006,0.87,0.87,0.87,147.814,0.84,0.84,0.84,
03/31/2016,519.565,424.315,459.553,374.165,85.388,-35.238,95.25,9.989,0.0,4.671,5.318,75.552,9.709,-4.492,515.073,-319.194,0.0,319.194,195.879,0.0,0.0,195.879,-38.384,157.495,0.0,0.0,0.0,157.495,0.0,157.495,-16.46,0.0,141.035,141.035,0.0,145.963,0.97,0.97,0.97,151.701,0.93,0.93,0.93,
06/30/2016,535.075,441.618,479.412,384.828,94.584,-37.794,93.457,5.879,0.0,0.635,5.244,77.521,10.057,-14.2,520.875,-320.082,0.0,320.082,200.793,0.0,0.0,200.793,-35.796,164.997,0.0,0.0,0.0,164.997,0.0,164.997,-17.376,0.0,147.621,147.621,0.0,147.208,1.0,1.0,1.0,152.602,0.97,0.97,0.97,
09/30/2016,557.875,460.604,504.314,405.929,98.385,-43.71,97.271,6.582,0.0,1.122,5.46,78.654,12.035,-18.0,539.875,-337.736,0.0,337.736,202.139,0.0,0.0,202.139,-30.321,171.818,0.0,0.0,0.0,171.818,0.0,171.818,-17.377,0.0,154.441,154.441,0.0,149.8,1.03,1.03,1.03,154.824,1.0,1.0,1.0,
12/31/2016,599.459,490.625,537.594,430.6,106.994,-46.969,108.834,5.839,0.0,-0.545,6.384,85.393,17.602,-10.5,588.959,-360.174,0.0,360.174,228.785,0.0,0.0,228.785,-49.667,179.118,0.0,0.0,0.0,179.118,0.0,179.118,-17.376,0.0,161.742,161.742,0.0,151.99,1.06,1.06,1.06,157.217,1.03,1.03,1.03,
03/31/2017,601.144,499.685,552.495,434.437,118.058,-52.81,101.459,7.79,0.0,1.929,5.861,83.545,10.124,-9.088,592.056,-378.539,0.0,378.539,213.517,0.0,0.0,213.517,-36.743,176.774,0.0,0.0,0.0,176.774,0.0,176.774,-15.152,0.0,161.622,161.622,0.0,155.012,1.04,1.04,1.04,160.433,1.01,1.01,1.01,
06/30/2017,641.336,531.964,599.155,468.72,130.435,-67.191,109.372,7.32,0.0,0.239,7.081,91.839,10.213,-23.938,617.398,-397.1,0.0,397.1,220.298,0.0,0.0,220.298,-33.698,186.6,0.0,0.0,0.0,186.6,0.0,186.6,-14.344,0.0,172.256,172.256,0.0,157.302,1.1,1.1,1.1,162.335,1.06,1.06,1.06,
09/30/2017,670.286,550.953,637.167,504.219,132.948,-86.214,119.333,9.718,0.0,3.167,6.551,94.411,15.204,-10.113,660.173,-418.359,0.0,418.359,241.814,0.0,0.0,241.814,-41.805,200.009,0.0,0.0,0.0,200.009,0.0,200.009,-14.272,0.0,185.737,185.737,0.0,157.752,1.18,1.18,1.18,162.377,1.14,1.14,1.14,
12/31/2017,699.158,568.861,662.801,522.405,140.396,-93.94,130.297,11.263,0.0,3.065,8.198,108.397,10.637,-17.042,682.116,-445.543,0.0,445.543,236.573,0.0,0.0,236.573,-42.296,194.277,0.0,0.0,0.0,194.277,0.0,194.277,-14.272,0.0,180.005,219.705,39.7,160.371,1.12,1.12,1.36998,164.197,1.1,1.1,1.341783,
03/31/2018,720.86,587.758,688.474,545.226,143.248,-100.716,133.102,17.283,0.0,9.886,7.397,105.259,10.56,-13.0,707.86,-461.581,0.0,461.581,246.279,0.0,0.0,246.279,-47.196,199.083,0.0,0.0,0.0,199.083,0.0,199.083,-12.222,0.0,186.861,186.861,0.0,161.752,1.16,1.16,1.16,164.839,1.13,1.13,1.13,
06/30/2018,744.114,611.693,734.439,600.447,133.992,-122.746,132.421,12.565,0.0,3.018,9.547,108.957,10.899,-19.37,724.744,-472.557,0.0,472.557,252.187,0.0,0.0,252.187,-42.406,209.781,0.0,0.0,0.0,209.781,0.0,209.781,-12.163,0.0,197.618,197.618,0.0,162.152,1.22,1.22,1.22,165.013,1.2,1.2,1.2,
09/30/2018,768.829,634.454,780.038,645.927,134.111,-145.584,134.375,7.087,0.0,-1.352,8.439,114.684,12.604,-18.633,750.196,-483.999,0.0,483.999,266.197,0.0,0.0,266.197,-52.651,213.546,0.0,0.0,0.0,213.546,0.0,213.546,-17.112,0.0,196.434,196.434,0.0,163.048,1.2,1.2,1.2,165.498,1.19,1.19,1.19,
12/31/2018,810.75,667.203,828.655,694.275,134.38,-161.452,143.547,9.489,0.0,-0.734,10.223,123.218,10.84,-25.089,785.661,-498.582,0.0,498.582,287.079,0.0,0.0,287.079,-55.661,231.418,0.0,0.0,0.0,231.418,0.0,231.418,-16.228,0.0,215.19,215.19,0.0,164.804,1.31,1.31,1.31,167.1,1.29,1.29,1.29,
03/31/2019,807.356,675.038,847.017,708.077,138.94,-171.979,132.318,8.841,0.0,0.21,8.631,112.701,10.776,-14.2,793.156,-524.812,0.0,524.812,268.344,0.0,0.0,268.344,-41.753,226.591,0.0,0.0,0.0,226.591,0.0,226.591,-12.787,0.0,213.804,213.804,0.0,167.112,1.28,1.28,1.28,169.41,1.26,1.26,1.26,
06/30/2019,819.376,674.026,885.732,746.875,138.857,-211.706,145.35,9.267,0.0,-1.078,10.345,124.23,11.853,-21.2,798.176,-528.854,0.0,528.854,269.322,0.0,0.0,269.322,-46.758,222.564,0.0,0.0,0.0,222.564,0.0,222.564,-12.788,0.0,209.776,209.776,0.0,167.685,1.25,1.25,1.25,169.572,1.24,1.24,1.24,
09/30/2019,837.192,694.985,909.776,775.677,134.099,-214.791,142.207,11.124,0.0,-0.561,11.685,117.323,13.76,-16.711,820.481,-533.95,0.0,533.95,286.531,0.0,0.0,286.531,-51.687,234.844,0.0,0.0,0.0,234.844,0.0,234.844,-12.787,0.0,222.057,222.057,0.0,168.272,1.32,1.32,1.32,169.346,1.31,1.31,1.31,
12/31/2019,877.463,720.118,936.954,790.874,146.08,-216.836,157.345,8.893,0.0,-1.472,10.365,132.608,15.844,-9.579,867.884,-558.845,0.0,558.845,309.039,0.0,0.0,309.039,-62.709,246.33,0.0,0.0,0.0,246.33,0.0,246.33,-10.708,0.0,235.622,235.622,0.0,168.544,1.4,1.4,1.4,169.776,1.39,1.39,1.39,
03/31/2020,916.176,752.132,956.121,807.552,148.569,-203.989,164.044,16.737,0.0,4.553,12.184,136.618,10.689,-48.097,868.079,-596.29,0.0,596.29,271.789,0.0,0.0,271.789,-53.103,218.686,0.0,0.0,0.0,218.686,0.0,218.686,-13.02,0.0,205.666,205.666,0.0,170.835,1.2,1.2,1.2,172.039,1.2,1.2,1.2,
06/30/2020,918.981,787.412,943.424,791.85,151.574,-156.012,131.569,10.487,0.0,0.382,10.105,112.06,9.022,-31.117,887.864,-569.458,0.0,569.458,318.406,0.0,0.0,318.406,-61.638,256.768,0.0,0.0,0.0,256.768,0.0,256.768,-14.817,0.0,241.951,241.951,0.0,171.627,1.41,1.41,1.41,172.659,1.4,1.4,1.4,
09/30/2020,954.909,,,,,,,,,,,,,,,,,,,,,320.75,,239.118,,,,,,239.118,,,239.118,238.7,,,1.379,1.379,1.37,,1.379,1.379,1.37,
12/31/2020,982.273,,,,,,,,,,,,,,,,,,,,,327.625,,244.412,,,,,,244.412,,,244.412,243.7,,,1.423,1.423,1.408,,1.423,1.423,1.408,
