Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1989,2747.9729,,-1847.594971,,900.37793,,-708.981995,,,191.395996,-38.549,,45.181,,0.0,-6.632,152.846996,-59.074001,93.773003,0.0,,,93.772995,0.0,93.773003,-3.276,,90.497003,90.497003,,184.233606,0.46875,0.46875,,184.233606,0.46875,0.46875,0.46875,
12/30/1989,3105.860107,,-2043.947021,,1061.913086,,-794.958984,,,266.95401,-34.127001,,46.540001,,0.0,-12.413,232.827009,-83.487999,149.339005,0.0,,,149.33901,0.0,149.339005,-16.336,,133.003004,133.003004,,184.787195,0.7625,0.7625,,184.787195,0.7625,0.7625,0.7625,
03/31/1990,2798.241943,,-1869.48999,,928.751953,,-730.687988,,,198.063995,-36.914999,,47.335999,,0.0,-10.421,161.148996,-52.278,108.871002,0.0,,,108.870996,0.0,108.871002,-9.682,,99.189002,99.189002,,185.126404,0.55,0.55,,185.126404,0.55,0.55,0.55,
06/30/1990,2953.858887,,-1993.642944,,960.215943,,-757.698975,,,202.516998,-35.936998,,52.495998,,0.0,-16.559,166.58,-48.222,118.358002,0.0,,,118.358,0.0,118.358002,,,118.358002,118.358002,,184.093603,0.6,0.6,0.6,184.093603,0.6,0.6,0.6,
09/29/1990,3067.356934,,-2040.116943,,1027.239991,,-828.59198,,,198.647995,-33.822,,52.088001,,0.0,-18.266001,164.825995,-58.513,106.313004,0.0,,,106.312995,0.0,106.313004,-11.946,,94.367004,94.367004,,184.620801,0.525,0.525,0.525,184.620801,0.525,0.525,0.525,
12/29/1990,3364.051025,,-2192.22998,,1171.821045,,-880.780029,,,291.040985,-32.423999,,50.555,,0.0,-18.131001,258.616986,-91.808998,166.807999,0.0,,,166.807988,0.0,166.807999,-12.11,,154.697999,154.697999,,185.0104,0.85,0.85,0.85,185.0104,0.85,0.85,0.85,
03/30/1991,2910.905029,,-1891.366943,,1019.538086,,-808.20697,,,211.330994,-24.008001,,40.852001,,0.0,-16.844,187.322993,-66.5,120.822998,0.0,,,120.822993,0.0,120.822998,-11.455,,109.367998,109.367998,,186.387195,0.6,0.6,0.6,186.387195,0.6,0.6,0.6,
06/29/1991,3039.169922,,-1948.371948,,1090.797974,,-841.648987,,,249.149002,-30.4,,51.952999,,0.0,-21.552999,218.749002,-77.655998,141.093002,0.0,,,141.093004,0.0,141.093002,-0.376,,140.717002,140.717002,,198.025266,0.7125,0.7125,0.7125,198.025266,0.7125,0.7125,0.7125,
09/28/1991,3106.856934,,-2008.404053,,1098.452881,,-882.857971,,,215.595001,195.438004,,43.641998,,0.0,-239.080002,411.033005,-147.669006,263.364014,0.0,,,263.363999,0.0,263.364014,-7.534,,255.830014,255.830014,,187.598401,1.36375,1.36375,1.36375,187.598401,1.36375,1.36375,1.36375,
12/28/1991,3593.706055,,-2278.13501,,1315.571045,,-1001.195984,,,314.375,-23.865,,43.860001,,0.0,-19.995001,290.51,-101.056999,189.453003,0.0,,,189.453001,0.0,189.453003,-7.629,,181.824003,181.824003,,189.049597,0.9625,0.9625,0.9625,189.049597,0.9625,0.9625,0.9625,
