Date,Level 1 Assets,Level 2 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
01/30/2009,0.0,15.125,15.125,0.0,57.409,57.409,0.0,2.651183,2.651183,0.0,0.554701,0.554701,
05/01/2009,0.0,10.245,10.245,,40.901,40.901,0.0,1.433372,1.433372,0.0,0.364553,0.364553,
07/31/2009,0.0,14.631,14.631,0.0,16.732,16.732,0.0,1.653985,1.653985,0.0,0.51588,0.51588,
10/30/2009,471.685,7.008,478.693,388.892,152.923,541.815,57.965146,0.86121,58.826356,15.679563,0.232957,15.91252,
01/29/2010,0.0,4.095,4.095,0.0,12.742,12.742,0.0,0.463735,0.463735,0.0,0.137884,0.137884,
04/30/2010,583.033,3.393,586.426,411.063,145.386,556.449,57.712554,0.335862,58.048416,19.040927,0.11081,19.151737,
07/30/2010,748.642,7.831,756.473,411.251,138.766,550.017,66.788114,0.698622,67.486736,22.792451,0.238415,23.030867,
10/29/2010,815.581,10.643,826.224,425.563,4.212,429.775,60.756977,0.792854,61.549831,24.933591,0.325373,25.258964,
01/28/2011,819.546,8.322,827.868,428.22,1.765,429.985,54.480296,0.553215,55.033511,24.421217,0.247983,24.6692,
04/29/2011,1071.141,18.625,1089.766,438.856,9.219,448.075,62.199012,1.081516,63.280528,28.066967,0.488028,28.554996,
07/29/2011,577.906,14.388,592.294,445.433,505.207,950.64,30.76634,0.765983,31.532322,11.72138,0.291825,12.013205,
10/28/2011,1241.249,8.904,1250.153,982.732,490.953,1473.685,63.595255,0.456195,64.05145,22.874457,0.164088,23.038545,
01/27/2012,559.56,10.792,570.352,988.585,490.791,1479.376,22.015308,0.4246,22.439908,9.074138,0.175009,9.249147,
04/27/2012,407.277,7.381,414.658,1014.773,846.469,1861.242,17.371326,0.314817,17.686143,6.545137,0.118616,6.663754,
07/27/2012,49.513,16.78,66.293,0.0,1479.304,1479.304,1.981158,0.671416,2.652574,0.785001,0.266038,1.051039,
10/26/2012,49.513,16.78,66.293,0.0,1479.304,1479.304,1.921202,0.651097,2.572299,0.806072,0.273179,1.079251,
01/25/2013,29.221,9.593,38.814,0.0,1416.985,1416.985,1.077252,0.353653,1.430905,0.473077,0.155307,0.628384,
04/26/2013,81.105,11.05,92.155,0.0,1508.766,1508.766,2.81907,0.384079,3.203149,1.310576,0.178557,1.489133,
07/26/2013,27.241,16.857,44.098,0.0,1439.852,1439.852,0.907023,0.561275,1.468298,0.440135,0.27236,0.712495,
10/25/2013,29.221,9.593,38.814,0.0,1416.985,1416.985,1.022296,0.335611,1.357907,0.504717,0.165694,0.670411,
01/31/2014,15.091,12.261,27.352,0.0,1394.907,1394.907,0.55379,0.449939,1.003729,0.273206,0.221972,0.495177,
05/02/2014,1.624,9.68,11.304,0.0,1389.94,1389.94,0.057695,0.343895,0.401589,0.029116,0.173547,0.202663,
08/01/2014,20.221,7.297,27.518,0.0,1380.012,1380.012,0.719612,0.259681,0.979293,0.361689,0.13052,0.492209,
10/31/2014,20.776,2.82,23.596,0.0,1386.522,1386.522,0.732488,0.099423,0.831911,0.371508,0.050426,0.421934,
01/30/2015,30.107,9.284,39.391,0.0,1417.96,1417.96,1.120731,0.345596,1.466327,0.568582,0.175332,0.743913,
05/01/2015,10.724,4.725,15.449,0.0,1393.119,1393.119,0.391118,0.172327,0.563445,0.198679,0.087538,0.286217,
07/31/2015,5.141,16.246,21.387,0.0,1320.414,1320.414,0.187336,0.591998,0.779334,0.096416,0.304681,0.401097,
10/30/2015,9.831,20.267,30.098,0.0,1008.835,1008.835,0.69232,1.427244,2.119564,0.264812,0.54592,0.810732,
01/29/2016,8.78,12.29,21.07,0.0,823.593,823.593,0.653071,0.91415,1.567221,0.252246,0.353086,0.605332,
04/29/2016,5.493,9.488,14.981,0.0,945.376,945.376,0.398111,0.687652,1.085763,0.15658,0.27046,0.42704,
07/29/2016,0.301,13.191,13.492,0.0,1085.851,1085.851,0.021925,0.960851,0.982776,0.008767,0.384195,0.392961,
10/28/2016,0.302,13.067,13.369,0.0,1095.345,1095.345,0.021857,0.945715,0.967572,0.008822,0.381708,0.39053,
01/27/2017,0.302,6.614,6.916,0.0,1079.387,1079.387,0.021654,0.474227,0.49588,0.008765,0.19196,0.200725,
