Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,36.409498,36.396091,36.396091,,5.015182,2.407154,0.438646,0.333333,0.333333,,0.333333,0.333333,0.333333,0.155556,0.688041,,17.822629,11.335146,,
06/30/1990,36.539999,36.466395,36.466395,,5.034388,2.398674,0.490095,0.368889,0.368889,,0.368889,0.368889,0.368889,0.155556,0.506,,16.64502,11.51976,,
09/30/1990,36.548999,36.545351,36.545351,,5.241104,2.526833,0.563382,0.413333,0.413333,,0.413333,0.413333,0.413333,0.155556,0.700116,,19.115626,11.744863,,
12/31/1990,36.57825,36.563624,36.563624,,5.463299,2.651023,0.615803,0.44,0.44,,0.44,0.44,0.44,0.155556,1.192579,,23.04282,12.029936,,
03/31/1991,36.67275,36.639606,36.639606,,5.32301,2.672572,0.59725,0.417778,0.417778,,0.417778,0.417778,0.417778,0.155556,0.994279,,19.548384,12.312494,,
06/30/1991,40.248001,37.825014,37.825014,,5.076932,2.706939,0.604124,0.422222,0.422222,,0.422222,0.422222,0.422222,0.155556,0.876325,,15.952196,12.554587,,
09/30/1991,40.290749,40.272124,40.272124,,4.833517,2.62452,0.607095,0.426667,0.426667,,0.426667,0.426667,0.426667,0.155556,0.675753,,25.494363,12.838803,,
12/31/1991,41.411252,40.851,40.851,,4.755551,2.64679,0.603853,0.444444,0.444444,,0.444444,0.444444,0.444444,0.155556,1.296345,,21.022644,13.187817,,
03/31/1992,48.111749,48.075099,48.075099,,4.481925,2.666037,0.67068,0.453333,0.453333,,0.453333,0.453333,0.453333,0.155556,1.311199,,20.358374,12.956835,,
06/30/1992,51.635249,50.391,50.391,,4.581195,2.7852,0.695819,0.471111,0.471111,,0.471111,0.471111,0.471111,0.155556,0.180747,,16.284689,13.592808,,
