Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2007,1872.0,205.0,501.0,0.0,501.0,-296.0,1667.0,0.0,,,,1233.0,434.0,0.0,1872.0,-1595.0,0.0,1595.0,277,-60.0,60.0,217.0,-19.0,198.0,0.0,,,198.0,0.0,198.0,0.0,0.0,198.0,198.0,,235.4,0.84,0.84,1.01,239.2,0.83,0.83,0.99,
12/31/2007,2130.0,286.0,582.0,0.0,582.0,-296.0,1844.0,0.0,,,,1345.0,499.0,0.0,2130.0,-1764.0,0.0,1764.0,366,-28.0,28.0,338.0,-83.0,255.0,0.0,,,255.0,0.0,255.0,0.0,0.0,255.0,255.0,,231.4,1.08,1.08,1.11,235.4,1.08,1.08,1.11,
03/31/2008,1770.0,133.0,401.0,0.0,401.0,-268.0,1637.0,0.0,,,,1224.0,413.0,0.0,1770.0,-1580.0,0.0,1580.0,190,0.0,0.0,190.0,-4.0,186.0,0.0,,,186.0,5.0,191.0,0.0,0.0,191.0,191.0,,228.4,0.84,0.84,1.01,231.5,0.82,0.82,0.99,
06/30/2008,1748.0,131.0,393.0,0.0,393.0,-262.0,1617.0,0.0,,,,1202.0,415.0,0.0,1748.0,-1516.0,0.0,1516.0,232,0.0,0.0,232.0,-27.0,205.0,0.0,,,205.0,5.0,210.0,0.0,0.0,210.0,210.0,,223.2,0.94,0.94,1.04,226.0,0.93,0.93,1.03,
09/30/2008,1402.0,-208.0,62.0,0.0,62.0,-270.0,1610.0,0.0,,,,1097.0,513.0,0.0,1402.0,-1578.0,0.0,1578.0,-176,0.0,0.0,-176.0,92.0,-84.0,0.0,,,-84.0,14.0,-70.0,0.0,0.0,-70.0,-70.0,,219.1,-0.32,-0.32,1.15,221.7,-0.32,-0.32,1.13,
12/31/2008,1104.0,-310.0,-32.0,0.0,-32.0,-278.0,1414.0,0.0,,,,941.0,473.0,0.0,1104.0,-1775.0,0.0,1775.0,-671,0.0,0.0,-671.0,272.0,-399.0,0.0,,,-399.0,30.0,-369.0,0.0,0.0,-369.0,-369.0,,218.5,-1.69,-1.69,0.8,220.3,-1.69,-1.69,0.8,
03/31/2009,1485.0,145.0,418.0,0.0,418.0,-273.0,1340.0,0.0,0.0,0.0,0.0,865.0,475.0,,1485.0,-1351.0,0.0,1351.0,134,0.0,0.0,134.0,-18.0,116.0,0.0,0.0,0.0,116.0,14.0,130.0,0.0,0.0,130.0,130.0,12.0,222.3,0.58,0.58,0.638776,223.5,0.58,0.58,0.633691,
06/30/2009,1734.0,208.0,511.0,0.0,511.0,-303.0,1526.0,0.0,0.0,0.0,0.0,957.0,569.0,,1734.0,-1619.0,0.0,1619.0,115,0.0,0.0,115.0,-28.0,87.0,0.0,0.0,0.0,87.0,8.0,95.0,0.0,0.0,95.0,95.0,16.0,228.8,0.41,0.41,0.48514,230.0,0.41,0.41,0.47,
09/30/2009,1733.0,228.0,538.0,0.0,538.0,-310.0,1505.0,0.0,0.0,0.0,0.0,1056.0,449.0,,1733.0,-1393.0,0.0,1393.0,340,0.0,0.0,340.0,-80.0,260.0,0.0,0.0,0.0,260.0,,260.0,0.0,0.0,260.0,260.0,21.0,258.7,1.0,1.0,1.0862,260.7,1.0,1.0,1.080552,
12/31/2009,2012.0,250.0,535.0,0.0,535.0,-285.0,1762.0,0.0,0.0,0.0,0.0,1246.0,516.0,,2012.0,-1681.0,0.0,1681.0,331,0.0,0.0,331.0,-57.0,274.0,0.0,0.0,0.0,274.0,-37.0,237.0,0.0,0.0,237.0,237.0,15.0,258.9,0.92,0.92,0.973349,263.3,0.9,0.9,0.956969,
03/31/2010,1979.0,277.0,590.0,0.0,590.0,-313.0,1702.0,0.0,0.0,0.0,0.0,1165.0,537.0,,1979.0,-1618.0,0.0,1618.0,361,0.0,0.0,361.0,-65.0,296.0,0.0,0.0,0.0,296.0,-82.0,214.0,0.0,0.0,214.0,214.0,4.0,260.8,0.82,0.82,0.83589,265.0,0.81,0.81,0.825094,
06/30/2010,2157.0,330.0,655.0,0.0,655.0,-325.0,1827.0,0.0,0.0,0.0,0.0,1297.0,530.0,,2157.0,-1695.0,0.0,1695.0,462,0.0,0.0,462.0,-66.0,396.0,-2.0,-2.0,0.0,398.0,-139.0,259.0,0.0,0.0,259.0,259.0,37.05,261.1,0.99,0.984297,1.126197,265.3,0.98,0.972461,1.112115,
09/30/2010,2279.0,209.0,525.0,0.0,525.0,-316.0,2070.0,0.0,0.0,0.0,0.0,1345.0,725.0,,2279.0,-1833.0,0.0,1833.0,446,0.0,0.0,446.0,-132.0,314.0,2.0,2.0,0.0,312.0,32.0,344.0,0.0,0.0,344.0,344.0,12.0,255.3,1.35,1.355268,1.402272,259.9,1.32,1.327695,1.373867,
12/31/2010,2257.0,225.0,540.0,0.0,540.0,-315.0,2032.0,0.0,0.0,0.0,0.0,1531.0,501.0,,2257.0,-1889.0,0.0,1889.0,368,0.0,0.0,368.0,-88.0,280.0,26.0,26.0,0.0,254.0,26.0,280.0,0.0,0.0,280.0,280.0,20.0,252.7,1.108033,1.210922,1.290067,258.9,1.081499,1.181924,1.259173,
03/31/2011,2249.0,219.0,515.0,0.0,515.0,-296.0,2030.0,0.0,0.0,0.0,0.0,1534.0,496.0,,2249.0,-1863.0,0.0,1863.0,386,0.0,0.0,386.0,-92.0,294.0,71.0,71.0,0.0,223.0,18.0,241.0,0.0,0.0,241.0,241.0,19.0,251.6,0.96,1.240064,1.31558,257.7,0.94,1.215514,1.289243,
06/30/2011,2336.0,200.0,498.0,0.0,498.0,-298.0,2136.0,0.0,0.0,0.0,0.0,1588.0,548.0,,2336.0,-1927.0,0.0,1927.0,409,0.0,0.0,409.0,-118.0,291.0,4.0,4.0,0.0,287.0,28.0,315.0,0.0,0.0,315.0,315.0,14.0,245.5,1.28,1.299389,1.356415,251.0,1.25,1.265936,1.321713,
09/30/2011,2170.0,148.0,445.0,0.0,445.0,-297.0,2022.0,0.0,0.0,0.0,0.0,1516.0,506.0,,2170.0,-1844.0,0.0,1844.0,326,0.0,0.0,326.0,-109.0,217.0,-2.0,-2.0,0.0,219.0,105.0,324.0,0.0,0.0,324.0,324.0,15.0,238.0,1.36,1.352941,1.415966,242.0,1.34,1.331736,1.393719,
12/31/2011,2264.0,259.0,588.0,0.0,588.0,-329.0,2005.0,0.0,0.0,0.0,0.0,1472.0,533.0,,2264.0,-1938.0,0.0,1938.0,326,0.0,0.0,326.0,-58.0,268.0,-13.0,-13.0,0.0,281.0,-45.0,236.0,0.0,0.0,236.0,236.0,14.0,230.6,1.03,0.967042,1.027754,234.5,1.01,0.954563,1.014264,
03/31/2012,2286.0,245.0,531.0,0.0,531.0,-286.0,2041.0,0.0,0.0,0.0,0.0,1534.0,507.0,,2286.0,-1964.0,0.0,1964.0,322,0.0,0.0,322.0,-73.0,249.0,1.0,1.0,0.0,248.0,-4.0,244.0,0.0,0.0,244.0,244.0,15.0,227.3,1.07,1.08,1.143863,231.7,1.05,1.06,1.124739,
06/30/2012,2233.0,181.0,472.0,0.0,472.0,-291.0,2052.0,0.0,0.0,0.0,0.0,1548.0,504.0,,2233.0,-1934.0,0.0,1934.0,299,0.0,0.0,299.0,-128.0,171.0,1.0,1.0,0.0,170.0,53.0,223.0,0.0,0.0,223.0,223.0,17.0,221.7,1.01,1.01,1.087055,225.6,0.99,0.99,1.065355,
09/30/2012,2193.0,141.0,427.0,0.0,427.0,-286.0,2052.0,0.0,0.0,0.0,0.0,1582.0,470.0,,2193.0,-1994.0,0.0,1994.0,199,0.0,0.0,199.0,-47.0,152.0,1.0,1.0,0.0,151.0,22.0,173.0,0.0,0.0,173.0,173.0,11.0,215.0,0.8,0.81,0.860465,219.1,0.79,0.79,0.840205,
12/31/2012,2398.0,217.0,503.0,0.0,503.0,-286.0,2181.0,0.0,0.0,0.0,0.0,1644.0,537.0,,2398.0,-1980.0,0.0,1980.0,418,0.0,0.0,418.0,-87.0,331.0,-1.0,-1.0,0.0,332.0,57.0,389.0,0.0,0.0,389.0,389.0,3.0,210.8,1.85,1.84,1.854839,215.1,1.81,1.8,1.813947,
03/31/2013,2427.0,217.0,489.0,0.0,489.0,-272.0,2210.0,0.0,0.0,0.0,0.0,1678.0,532.0,,2427.0,-1940.0,0.0,1940.0,487,0.0,0.0,487.0,-121.0,366.0,1.0,1.0,0.0,365.0,-30.0,335.0,0.0,0.0,335.0,335.0,1.0,208.4,1.61,1.61,1.617083,212.3,1.58,1.58,1.58471,
06/30/2013,2491.0,185.0,451.0,0.0,451.0,-266.0,2306.0,0.0,0.0,0.0,0.0,1742.0,564.0,,2491.0,-2089.0,0.0,2089.0,402,0.0,0.0,402.0,-120.0,282.0,1.0,1.0,0.0,281.0,40.0,321.0,0.0,0.0,321.0,321.0,1.0,204.9,1.57,1.57,1.576379,208.6,1.54,1.54,1.544794,
09/30/2013,2555.0,211.0,491.0,0.0,491.0,-280.0,2344.0,0.0,0.0,0.0,0.0,1759.0,585.0,,2555.0,-1953.0,0.0,1953.0,602,0.0,0.0,602.0,-154.0,448.0,-1.0,-1.0,0.0,449.0,-67.0,382.0,0.0,0.0,382.0,382.0,0.0,201.3,1.9,1.9,1.9,205.1,1.86,1.86,1.86,
12/31/2013,2653.0,158.0,458.0,0.0,458.0,-300.0,2495.0,0.0,0.0,0.0,0.0,1845.0,650.0,,2653.0,-2174.0,0.0,2174.0,479,0.0,0.0,479.0,-97.0,382.0,2.0,2.0,0.0,380.0,-84.0,296.0,0.0,0.0,296.0,296.0,80.0,198.3,1.49,1.5,1.906203,202.3,1.46,1.47,1.865452,
03/31/2014,2731.0,199.0,471.0,0.0,471.0,-272.0,2532.0,0.0,0.0,0.0,0.0,1862.0,670.0,,2731.0,-2081.0,0.0,2081.0,650,0.0,0.0,650.0,-134.0,516.0,1.0,1.0,0.0,515.0,-115.0,400.0,0.0,0.0,400.0,400.0,0.0,195.5,2.05,2.05,2.05,199.1,2.01,2.01,2.01,
06/30/2014,2818.0,172.0,433.0,0.0,433.0,-261.0,2646.0,0.0,0.0,0.0,0.0,1922.0,724.0,,2818.0,-2199.0,0.0,2199.0,619,0.0,0.0,619.0,-152.0,467.0,0.0,0.0,0.0,467.0,-93.0,374.0,0.0,0.0,374.0,374.0,0.0,192.7,1.94,1.94,1.94,196.2,1.91,1.91,1.91,
09/30/2014,2864.0,174.0,428.0,0.0,428.0,-254.0,2690.0,0.0,0.0,0.0,0.0,1947.0,743.0,,2864.0,-2144.0,0.0,2144.0,720,0.0,0.0,720.0,-155.0,565.0,0.0,0.0,0.0,565.0,-145.0,420.0,0.0,0.0,420.0,420.0,-10.0,190.3,2.21,2.21,2.154493,193.7,2.17,2.17,2.118374,
12/31/2014,2814.0,127.0,409.0,0.0,409.0,-282.0,2687.0,0.0,0.0,0.0,0.0,1973.0,714.0,,2814.0,-2256.0,0.0,2256.0,558,0.0,0.0,558.0,-104.0,454.0,1.0,1.0,0.0,453.0,-28.0,425.0,0.0,0.0,425.0,425.0,9.0,187.9,2.26,2.27,2.315061,191.2,2.22,2.23,2.277071,
03/31/2015,2797.0,221.0,484.0,0.0,484.0,-263.0,2576.0,0.0,0.0,0.0,0.0,1934.0,642.0,,2797.0,-2179.0,0.0,2179.0,618,0.0,0.0,618.0,-139.0,479.0,0.0,0.0,0.0,479.0,-86.0,393.0,0.0,0.0,393.0,393.0,26.0,186.3,2.11,2.11,2.249061,189.1,2.08,2.08,2.217493,
06/30/2015,2879.0,167.0,423.0,0.0,423.0,-256.0,2712.0,0.0,0.0,0.0,0.0,1990.0,722.0,,2879.0,-2264.0,0.0,2264.0,615,0.0,0.0,615.0,-139.0,476.0,0.0,0.0,0.0,476.0,-61.0,415.0,0.0,0.0,415.0,415.0,22.392857,183.8,2.26,2.26,2.379722,186.4,2.23,2.23,2.350133,
09/30/2015,2617.0,45.0,321.0,0.0,321.0,-276.0,2572.0,0.0,0.0,0.0,0.0,1916.0,656.0,,2617.0,-2154.0,0.0,2154.0,463,0.0,0.0,463.0,-111.0,352.0,0.0,0.0,0.0,352.0,45.0,397.0,0.0,0.0,397.0,397.0,25.6,180.4,2.2,2.2,2.342572,182.7,2.17,2.17,2.31012,
12/31/2015,2822.0,170.0,460.0,0.0,460.0,-290.0,2652.0,0.0,0.0,0.0,0.0,1957.0,695.0,,2822.0,-2376.0,0.0,2376.0,446,0.0,0.0,446.0,-66.0,380.0,0.0,0.0,0.0,380.0,-23.0,357.0,0.0,0.0,357.0,357.0,82.645669,176.6,2.02,2.02,2.4895,178.9,2.0,2.0,2.461966,
03/31/2016,2564.0,121.0,331.0,0.0,331.0,-210.0,2443.0,0.0,0.0,0.0,0.0,1821.0,622.0,,2564.0,-2089.0,0.0,2089.0,475,0.0,0.0,475.0,-111.0,364.0,0.0,0.0,0.0,364.0,0.0,364.0,0.0,0.0,364.0,364.0,2.6,172.6,2.11,2.11,2.123986,174.4,2.09,2.09,2.104908,
06/30/2016,2660.0,153.0,372.0,0.0,372.0,-219.0,2507.0,0.0,0.0,0.0,0.0,1887.0,620.0,,2660.0,-2250.0,0.0,2250.0,410,0.0,0.0,410.0,-75.0,335.0,0.0,0.0,0.0,335.0,0.0,335.0,0.0,0.0,335.0,335.0,47.283582,168.3,1.99,1.99,2.271441,170.1,1.97,1.97,2.247975,
09/30/2016,2785.0,162.0,387.0,0.0,387.0,-225.0,2623.0,0.0,0.0,0.0,0.0,1919.0,704.0,,2785.0,-2547.0,0.0,2547.0,238,0.0,0.0,238.0,-23.0,215.0,0.0,0.0,0.0,215.0,0.0,215.0,0.0,0.0,215.0,215.0,19.354839,164.0,1.31,1.31,1.428993,165.8,1.3,1.3,1.416736,
12/31/2016,2927.0,237.0,486.0,0.0,486.0,-249.0,2690.0,0.0,0.0,,0.0,1956.0,734.0,,2927.0,-2459.0,0.0,2459.0,468,0.0,0.0,468.0,-69.0,399.0,0.0,0.0,0.0,399.0,0.0,399.0,0.0,0.0,399.0,399.0,41.05152,160.3,2.489083,2.489083,2.745175,162.5,2.455385,2.455385,2.708009,
03/31/2017,2714.0,169.0,391.0,0.0,391.0,-222.0,2545.0,0.0,0.0,0.0,0.0,1928.0,617.0,,2714.0,-2239.0,0.0,2239.0,475,0.0,0.0,475.0,-72.0,403.0,0.0,0.0,0.0,403.0,0.0,403.0,0.0,0.0,403.0,403.0,49.282051,157.5,2.56,2.56,2.871632,160.1,2.52,2.52,2.82782,
06/30/2017,2789.0,156.0,391.0,0.0,391.0,-235.0,2633.0,0.0,0.0,0.0,0.0,1993.0,640.0,,2789.0,-2278.0,0.0,2278.0,511,0.0,0.0,511.0,-118.0,393.0,0.0,0.0,0.0,393.0,0.0,393.0,0.0,0.0,393.0,393.0,60.972973,155.1,2.53,2.53,2.92697,157.5,2.5,2.5,2.88713,
09/30/2017,2786.0,132.0,372.0,0.0,372.0,-240.0,2654.0,0.0,0.0,0.0,0.0,2074.0,580.0,,2786.0,-2153.0,0.0,2153.0,633,0.0,0.0,633.0,-126.0,507.0,0.0,0.0,0.0,507.0,0.0,507.0,0.0,0.0,507.0,507.0,43.071429,153.0,3.31,3.31,3.595238,155.4,3.26,3.26,3.537165,
12/31/2017,2980.0,141.0,355.0,0.0,355.0,-214.0,2839.0,0.0,0.0,0.0,0.0,2177.0,662.0,,2980.0,-2385.0,0.0,2385.0,595,0.0,0.0,595.0,-418.0,177.0,0.0,0.0,0.0,177.0,0.0,177.0,0.0,0.0,177.0,177.0,0.65,151.0,1.17,1.17,1.17649,153.8,1.15,1.15,1.154226,
03/31/2018,2976.0,188.0,396.0,0.0,396.0,-208.0,2788.0,0.0,0.0,0.0,0.0,2137.0,651.0,,2976.0,-2280.0,0.0,2280.0,696,0.0,0.0,696.0,-102.0,594.0,0.0,0.0,0.0,594.0,0.0,594.0,0.0,0.0,594.0,594.0,-36.0,149.5,3.97,3.97,3.732441,152.1,3.91,3.91,3.673314,
06/30/2018,2936.0,139.0,419.0,0.0,419.0,-280.0,2797.0,0.0,0.0,0.0,0.0,2156.0,641.0,,2936.0,-2388.0,0.0,2388.0,548,0.0,0.0,548.0,-86.0,462.0,0.0,0.0,0.0,462.0,0.0,462.0,0.0,0.0,462.0,462.0,74.0,147.0,3.14,3.14,3.646259,149.0,3.1,3.1,3.596644,
09/30/2018,3064.0,134.0,386.0,0.0,386.0,-252.0,2930.0,0.0,0.0,0.0,0.0,2209.0,721.0,,3064.0,-2476.0,0.0,2476.0,588,0.0,0.0,588.0,-85.0,503.0,0.0,0.0,0.0,503.0,0.0,503.0,0.0,0.0,503.0,503.0,53.508772,144.4,3.48,3.48,3.853939,146.5,3.43,3.43,3.795248,
12/31/2018,2940.0,127.0,395.0,0.0,395.0,-268.0,2813.0,0.0,0.0,0.0,0.0,2151.0,662.0,,2940.0,-2288.0,0.0,2288.0,652,0.0,0.0,652.0,-113.0,539.0,0.0,0.0,0.0,539.0,0.0,539.0,0.0,0.0,539.0,539.0,-52.208955,141.5,3.81,3.81,3.440219,143.2,3.76,3.76,3.395412,
03/31/2019,2861.0,105.0,397.0,0.0,397.0,-292.0,2756.0,0.0,0.0,0.0,0.0,2107.0,649.0,,2861.0,-2391.0,0.0,2391.0,470,0.0,0.0,470.0,-75.0,395.0,0.0,0.0,0.0,395.0,0.0,395.0,0.0,0.0,395.0,395.0,130.0,138.8,2.85,2.85,3.782421,140.1,2.82,2.82,3.747909,
06/30/2019,3000.0,86.0,368.0,0.0,368.0,-282.0,2914.0,0.0,0.0,0.0,0.0,2222.0,692.0,,3000.0,-2413.0,0.0,2413.0,587,0.0,0.0,587.0,-95.0,492.0,0.0,0.0,0.0,492.0,0.0,492.0,0.0,0.0,492.0,492.0,69.204545,136.1,3.61,3.61,4.123472,138.0,3.57,3.57,4.071482,
09/30/2019,3138.0,143.0,356.0,0.0,356.0,-213.0,2995.0,0.0,0.0,0.0,0.0,2274.0,721.0,,3138.0,-2497.0,0.0,2497.0,641,0.0,0.0,641.0,-98.0,543.0,0.0,0.0,0.0,543.0,0.0,543.0,0.0,0.0,543.0,543.0,-11.7,132.7,4.09,4.09,4.003768,134.5,4.04,4.04,3.953011,
12/31/2019,2872.0,110.0,342.0,0.0,342.0,-232.0,2762.0,0.0,0.0,0.0,0.0,2331.0,431.0,,2872.0,-2338.0,0.0,2338.0,534,0.0,0.0,534.0,-71.0,463.0,0.0,0.0,0.0,463.0,0.0,463.0,0.0,0.0,463.0,463.0,85.211009,129.0,3.59,3.59,4.249698,131.3,3.53,3.53,4.17898,
03/31/2020,2864.0,166.0,328.0,0.0,328.0,-162.0,2698.0,0.0,0.0,0.0,0.0,2234.0,464.0,,2864.0,-513.0,0.0,513.0,2351,0.0,0.0,2351.0,-315.0,2036.0,0.0,0.0,0.0,2036.0,0.0,2036.0,0.0,0.0,2036.0,2036.0,-1344.0,126.4,16.11,16.11,5.474684,128.2,15.88,15.88,5.396381,
06/30/2020,2657.0,-16.0,305.0,0.0,305.0,-321.0,2673.0,0.0,0.0,0.0,0.0,2077.0,596.0,,2657.0,-3183.0,0.0,3183.0,-526,0.0,0.0,-526.0,-13.0,-539.0,0.0,0.0,0.0,-539.0,0.0,-539.0,0.0,0.0,-539.0,-539.0,872.0,125.0,-4.31,-4.31,2.664,126.2,-4.31,-4.31,2.599667,
09/30/2020,2973.0,,,,,,,,,,,,,,,,,,522,,,624.625,,477.6,,,,,,477.6,,,477.6,477.6,,,3.79,3.79,4.127,,3.79,3.79,4.127,
12/31/2020,3034.857,,,,,,,,,,,,,,,,,,515,,,622.75,,521.6,,,,,,521.6,,,521.6,521.6,,,4.167,4.167,4.202,,4.167,4.167,4.202,
