Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
12/31/1993,4.40625,,4.5,4.625,3.9375,,,,
03/31/1994,5.3125,20.567376,4.34375,6.1875,4.34375,351.772518,66.216003,,
06/30/1994,5.65625,6.470588,5.25,5.65625,4.625,375.439247,66.216003,,
09/30/1994,6.15625,8.839779,5.625,6.5,5.53125,410.129392,66.375999,,
12/31/1994,5.0,-18.781726,6.15625,6.46875,4.9375,333.35998,66.620003,,
03/31/1995,5.375,7.5,4.96875,5.71875,4.5,361.737516,66.671997,,
06/30/1995,7.09375,31.976744,5.4375,7.125,5.375,485.013887,67.300003,,
09/30/1995,7.53125,6.167401,7.0625,8.03125,6.1875,517.095653,68.372002,,
12/31/1995,6.75,-10.373444,7.5,7.625,6.65625,463.833027,68.660004,,
03/31/1996,7.625,12.962963,6.75,7.625,6.25,530.120516,68.716003,,
06/30/1996,9.71875,27.459016,7.5625,10.0,7.5625,679.185151,69.524002,,
09/30/1996,11.25,15.755627,9.75,11.375,9.03125,788.985043,69.884003,,
12/31/1996,13.0,15.555556,11.25,13.25,11.15625,458.068,70.132004,,
03/31/1997,9.5,-26.923077,12.875,14.0,9.25,671.688023,35.236,,
06/30/1997,10.0,5.263158,9.5,11.9375,8.4375,713.560028,70.704002,,
09/30/1997,14.03125,40.3125,10.09375,14.0625,9.96875,1006.854483,71.356003,,
12/31/1997,11.65625,-16.926503,14.0625,16.5,10.0,838.690547,71.758003,,
03/31/1998,13.03125,11.796247,11.71875,13.84375,9.78125,942.133267,71.952003,,
06/30/1998,12.4375,-4.556355,13.09375,13.1875,8.90625,900.225877,72.297997,,
09/30/1998,11.25,-9.547739,12.4375,12.4375,7.71875,905.186025,72.379997,,
12/31/1998,10.4375,-7.222222,11.1875,13.21875,8.3125,843.976256,80.459999,,
03/31/1999,11.3125,8.383234,10.46875,12.375,7.4375,921.900875,80.860001,,
06/30/1999,14.21875,25.690608,11.40625,14.25,11.0625,1177.028125,81.494003,,
09/30/1999,16.46875,15.824176,14.25,17.5,13.71875,1370.33175,82.779999,,
12/31/1999,13.375,-18.785579,16.46875,16.46875,10.5,1116.41125,83.208,,
03/31/2000,17.625,31.775701,13.3125,19.15625,12.25,1471.15875,83.470001,,
06/30/2000,19.570312,11.037234,17.75,22.6875,16.4375,1662.69375,84.667603,,
09/30/2000,23.34375,19.281437,19.1875,25.125,15.90625,1985.479313,84.968597,,
12/31/2000,23.71875,1.606426,23.71875,24.75,18.125,2021.169562,85.058197,,
03/31/2001,17.45,-26.429513,23.625,23.875,16.25,1558.8783,88.858002,,
06/30/2001,16.03,-8.137536,17.445,18.9,15.5,1417.08406,89.340202,,
09/30/2001,14.6,-8.920774,16.035,18.055,13.125,1282.8436,88.416801,,
12/31/2001,17.755,21.609589,14.6,18.65,13.5,1566.02651,87.9804,,
03/31/2002,18.495,4.16784,17.75,19.1,15.17,1640.43252,88.551598,,
06/30/2002,18.585,0.486618,18.495,19.575,17.05,1650.64536,88.700401,,
09/30/2002,16.795,-9.631423,18.625,18.745,13.58,1493.17627,88.823196,,
12/31/2002,18.025,7.323608,16.715,19.62,15.62,1864.90255,103.199402,,
03/31/2003,16.945,-5.991678,18.06,18.45,15.675,1764.04228,104.0998,,
06/30/2003,18.775,10.799646,16.925,19.55,16.245,2095.02715,111.302803,,
09/30/2003,19.285,2.716378,18.865,20.165,16.82,2159.61144,111.619003,,
12/31/2003,22.27,15.478351,19.175,22.755,19.1,2505.64224,112.039597,102.5002,
03/31/2004,23.965,7.611136,22.2,25.1,22.075,2702.53305,112.670403,103.3382,
06/30/2004,27.87,16.294596,23.925,28.36,23.46,3159.00876,112.7696,109.516,
09/30/2004,30.62,9.867241,27.995,31.41,26.285,3813.04736,124.599998,121.346,
12/31/2004,29.525,-3.576094,30.85,32.915,27.875,3685.834333,124.530403,121.1146,
03/31/2005,37.13,25.757832,29.52,38.43,27.435,4693.188706,126.206398,122.9722,
06/30/2005,39.89,7.433342,37.375,41.28,32.035,5054.95514,126.398804,123.1614,
09/30/2005,49.1,23.088493,40.14,50.9,39.0,6335.45264,126.7285,123.5155,
12/31/2005,50.07,1.97556,49.39,53.52,39.98,6476.863031,126.7285,123.2899,
03/31/2006,41.9,-16.317156,51.0,54.5,35.07,5467.95,128.502701,124.796,
06/30/2006,48.94,16.801909,42.09,51.75,38.65,6396.458,128.609497,124.8865,
09/30/2006,38.54,-21.250511,49.3,49.72,34.99,5042.132317,130.759094,127.0356,
12/31/2006,45.95,19.226777,38.54,50.16,34.9,5935.990142,128.976593,125.1931,
03/31/2007,41.71,-9.227421,45.35,45.36,39.3,5419.948223,129.9953,125.9417,
06/30/2007,45.55,9.206425,41.66,54.28,41.15,5938.684375,129.984802,125.914,
09/30/2007,48.16,5.729967,45.91,51.38,41.82,6381.2,130.463303,126.3857,
12/31/2007,52.7,9.42691,48.25,55.0,46.98,6921.40251,130.905106,126.815,
03/31/2008,52.85,0.28463,52.69,57.75,44.15,6961.527307,131.496094,128.6588,
06/30/2008,65.25,23.46263,53.34,69.77,51.88,8622.541377,131.748505,128.9013,
09/30/2008,31.99,-50.97318,64.68,68.31,28.0,4229.811371,132.194504,129.3605,
12/31/2008,19.75,-38.261957,31.08,31.28,15.45,2608.530783,132.245102,129.3693,
03/31/2009,22.7,14.936709,19.85,26.5,17.09,3008.284517,132.794693,130.4072,
06/30/2009,32.67,43.920705,21.99,38.74,21.65,4333.592649,132.615707,129.9887,
09/30/2009,42.56,30.272421,33.52,46.62,27.92,5653.929165,132.6577,130.1092,
12/31/2009,48.23,13.322368,42.38,51.27,39.26,6414.816777,132.868393,130.5682,
03/31/2010,52.05,7.920382,49.66,55.2,47.21,6937.517926,133.063904,130.7673,
06/30/2010,48.86,-6.128722,52.52,60.5,44.81,6528.042417,133.399307,131.0825,
09/30/2010,57.44,17.560377,49.0,57.99,46.11,7685.828185,133.606003,131.3415,
12/31/2010,72.11,25.539694,58.11,73.58,56.7,9680.486487,133.876404,131.6507,
03/31/2011,76.01,5.408404,73.09,77.93,65.72,10219.104478,133.606003,131.2885,
06/30/2011,68.02,-10.511775,77.07,77.32,62.1,9155.740205,134.475296,132.1431,
09/30/2011,39.69,-41.649515,67.91,73.3,39.16,5342.206964,134.618805,132.7502,
12/31/2011,37.73,-4.938272,39.22,47.396,34.419875,5081.655919,134.598007,132.7331,
03/31/2012,34.68,-8.083753,38.85,42.47,33.74,4675.258589,134.816101,132.694,
06/30/2012,29.31,-15.484429,34.58,36.66,25.01,3956.152422,134.808105,132.6744,
09/30/2012,31.32,6.857728,29.15,35.65,27.91,4235.058923,134.983398,132.8678,
12/31/2012,26.78,-14.49553,31.6,34.79,23.56,3623.717382,134.983398,132.8728,
03/31/2013,22.42,-16.280807,27.41,30.5,22.14,3036.621836,135.437302,133.373,
