Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1989,43.166,,-24.069,,19.097,,-15.149,,,,3.948,-0.018,,0.159,,,-0.141,3.93,-1.376,2.554,0.0,,,2.554,0.0,2.554,0.0,,2.554,2.554,,71.987999,0.035,0.035,,71.987999,0.035,0.035,0.035,
12/31/1989,38.912998,,-19.478001,,19.434998,,-14.963,,,,4.472,0.666,,0.144,,,-0.81,5.138,-1.76,3.378,0.875,,,2.503,0.0,2.503,0.0,,2.503,2.503,,71.720001,0.035,0.0475,,71.720001,0.035,0.0475,0.0475,
03/31/1990,39.403999,,-20.879999,,18.524,,-14.771,,,,3.753,0.301,,0.185,,,-0.486,4.054,-1.398,2.656,0.496,,,2.16,0.0,2.16,0.0,,2.16,2.16,,71.972,0.03,0.0375,,71.972,0.03,0.0375,0.0375,
06/30/1990,40.159,,-21.719,,18.44,,-12.878,,,,5.562,0.2,,0.12,,,-0.32,5.762,-2.176,3.586,1.423,,,2.163,0.0,2.163,0.0,,2.163,2.163,,72.568,0.03,0.05,0.05,72.568,0.03,0.05,0.05,
10/01/1990,36.176998,,-19.622999,,16.553999,,-14.461,,,,2.093,-0.3,,0.53,,,-0.23,1.793,-0.556,1.237,0.866,,,0.371,0.0,0.371,0.0,,0.371,0.371,,72.556,0.005,0.0175,,72.556,0.005,0.0175,0.0175,
12/31/1990,34.765999,,-18.663,,16.102999,,-15.422,,,,0.681,-0.157,,0.806,,,-0.649,0.524,-0.162,0.362,12.134,,,-11.772,0.0,-11.772,0.0,,-11.772,-11.772,,72.435997,-0.1625,0.005,,72.435997,-0.1625,0.005,0.005,
03/31/1991,36.598999,,-20.518,,16.080999,,-15.046,,,,1.035,-0.455,,1.096,,,-0.641,0.58,-0.18,0.4,0.0,,,0.4,0.0,0.4,0.0,,0.4,0.4,,74.916,0.005,0.005,,74.916,0.005,0.005,0.005,
06/30/1991,40.889999,,-24.018,,16.871999,,-15.701,,,,1.171,-0.569,,0.896,,,-0.327,0.602,-0.186,0.416,0.0,,,0.416,0.0,0.416,0.0,,0.416,0.416,,76.928,0.005,0.005,0.005,76.928,0.005,0.005,0.005,
09/30/1991,40.984001,,-24.240999,,16.743002,,-15.348,,,,1.395,-0.802,,1.053,,,-0.251,0.593,-0.181,0.412,0.0,,,0.412,0.0,0.412,0.0,,0.412,0.412,,75.959999,0.005,0.005,,75.959999,0.005,0.005,0.005,
12/31/1991,39.627998,,-22.882,,16.745998,,-15.509,,,,1.237,-0.77,,0.99,,,-0.22,0.467,-0.137,0.33,0.0,,,0.33,0.0,0.33,0.0,,0.33,0.33,,75.307999,0.005,0.005,,75.307999,0.005,0.005,0.005,
