Date,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/17/1980,,,,,,,,25.046883,,
03/17/1981,,,,,,,,27.890633,,
06/17/1981,,,,,,,,29.312509,,
09/17/1981,,,,,,,,28.218758,,
12/17/1981,,,,,,,,33.68751,,
03/17/1982,,,,,,,,29.531259,,
06/17/1982,,,,,,,,29.093759,,
09/17/1982,,,,,,,,39.375012,,
12/17/1982,,,,,,,,42.000013,,
03/17/1983,,,,,,,,48.343765,,
06/17/1983,,,,,,,,57.312517,,
09/17/1983,,,,,,,,61.468768,,
12/17/1983,,,,,,,,49.000015,,
03/17/1984,,,,,,,,44.625013,,
06/17/1984,,,,,,,,48.562515,,
09/17/1984,,,,,,,,53.156266,,
12/17/1984,,,,,,,,54.468766,,
03/17/1985,,,,,,,,54.906266,,
06/17/1985,,,,,,,,63.437519,,
09/17/1985,,,,,,,,66.50002,,
12/17/1985,,,,,,,,78.750024,,
03/17/1986,,,,,,,,86.187526,,
06/17/1986,,,,,,,,96.250029,,
09/17/1986,,,,,,,,73.500022,,
12/17/1986,,,,,,,,89.250027,,
03/17/1987,,,,,,,,93.625028,,
06/17/1987,,,,,,,,103.250031,,
09/17/1987,,,,,,,,87.500026,,
12/17/1987,,,,,,,,59.062518,,
03/17/1988,,,,,,,,77.875023,,
06/17/1988,,,,,,,,74.812522,,
09/17/1988,,,,,,,,83.125025,,
12/17/1988,,,,,,,,82.687525,,
03/17/1989,,,,,,,,82.687525,,
06/17/1989,,2798.555955,2798.555955,2798.555955,,,,94.500028,2801.769044,
09/09/1989,,2930.363736,3026.59205,2817.261455,,,,101.50003,2955.898008,
12/02/1989,,2759.110519,2945.25442,2609.09238,,,,91.437527,2793.728648,
02/24/1990,,2829.321588,3008.762002,2728.098401,0.245869,6.404569,9.229446,91.875028,2737.998228,
06/16/1990,,2725.123241,2971.91611,2569.05698,0.273025,,10.671723,100.18753,2973.547704,
09/08/1990,,2796.423112,2962.530485,2512.02049,0.249151,,9.844275,84.000025,2660.110081,
12/01/1990,,2702.103591,2837.444214,2546.268971,0.26243,,11.258144,79.625024,2728.715238,
02/23/1991,,2808.12467,3048.132069,2661.760201,0.275295,,13.119307,91.437527,2781.831043,
06/15/1991,,2867.190512,2988.699801,2705.70167,0.280873,,13.377544,96.250029,2872.774059,
09/07/1991,,2915.800281,3042.136071,2752.226054,0.267973,,12.459969,89.250027,2753.067473,
11/30/1991,,2755.686886,2884.851231,2630.696855,0.258672,,11.999187,90.562527,2678.314555,
02/29/1992,,2731.890933,2810.117555,2650.071051,0.247139,7.457148,10.908601,90.562527,2627.652981,
06/20/1992,,2656.289337,2735.802582,2345.444966,0.216308,6.372778,9.258556,83.562525,2328.517605,
09/12/1992,,2429.751763,2524.193846,2337.411975,0.224668,6.549924,9.563889,94.500028,2438.54307,
12/05/1992,,2680.582818,4238.529402,2420.773832,0.37367,10.879992,15.892201,119.875036,4238.529386,
02/27/1993,,4149.310011,4282.952529,3915.183354,0.313003,9.136974,13.57666,112.875034,3933.82371,
06/19/1993,,3935.370135,4075.106612,3746.375471,0.282238,8.288006,12.567658,119.437536,3996.351965,
09/11/1993,,4094.115559,4247.477991,3843.882567,0.252607,7.444771,11.329599,122.062537,3888.567757,
12/04/1993,,3783.396925,3945.963121,3681.840423,0.244384,7.07037,10.740346,115.500035,3935.466978,
02/26/1994,,4244.817387,4448.295961,3897.161834,0.254519,7.30436,10.990819,128.187538,4056.249795,
06/18/1994,,3800.264351,4080.200916,3648.344929,0.245866,6.966102,10.568236,111.125033,3946.707543,
09/10/1994,,3761.707456,3974.415576,3634.026294,0.232864,6.660199,10.17378,99.75003,3754.267377,
12/03/1994,,3528.038387,3771.593469,3423.630771,0.217845,6.374809,9.879082,84.000025,3563.957989,
02/25/1995,,3543.871605,3655.01771,3439.948103,0.213711,6.406646,10.00493,91.000027,3539.8641,
06/17/1995,,3625.019969,3767.515096,3536.534349,0.222555,6.687038,10.457911,99.31253,3682.324684,
09/09/1995,,3795.312166,3904.34767,3655.39608,0.220382,6.483785,10.219107,104.562531,3647.628503,
12/02/1995,,3702.442125,3905.326284,3612.756706,0.235951,6.780571,10.730245,112.437534,3900.218523,
02/24/1996,11.438043,3863.423463,3947.803157,3791.972535,0.229309,6.453113,10.307962,111.562533,3780.465665,
06/15/1996,8.745297,3770.392405,3842.825536,3696.161907,0.226619,6.349458,10.215935,108.062532,3737.418154,
09/07/1996,11.034094,3610.615453,3785.406929,3517.955416,0.213226,5.930463,9.556257,98.87503,3516.396548,
11/30/1996,16.3273,3573.615628,3788.906719,3455.90381,0.228851,6.282828,10.116668,103.687531,3778.241693,
02/22/1997,25.221929,3796.377126,3962.266199,3662.76047,0.22689,6.130339,9.868984,110.250033,3755.464061,
06/14/1997,64.205829,3729.083599,4075.763438,3563.178293,0.231578,6.213571,9.96436,128.187538,3845.684976,
09/06/1997,54.457053,4123.246569,4410.173457,3807.407971,0.227134,6.122393,9.80801,137.375041,3791.70807,
11/29/1997,22.923419,3765.048911,3977.783539,3528.333058,0.236645,6.407577,10.184538,137.593791,3974.088095,
02/28/1998,19.204644,4198.263697,4530.068585,3992.833539,0.259014,7.010949,10.989877,166.68755,4455.395,
06/20/1998,15.467406,4295.667405,4545.595825,4037.868423,0.238466,6.483509,10.126232,151.593795,4142.3075,
09/12/1998,19.433342,4279.827969,4550.601448,3979.745958,0.232949,,9.817661,149.625045,4063.078375,
12/05/1998,16.82082,4536.143342,4921.619547,4088.438955,0.279911,,11.739274,190.750057,4903.22475,
02/27/1999,9.109566,4816.552095,5095.687797,4478.278783,0.257128,,10.711717,169.750051,4479.29725,
06/19/1999,9.841745,4294.873388,4636.940342,3915.464714,0.24767,,10.272278,179.812554,4336.123562,
09/11/1999,8.79322,4097.773897,4997.676303,3804.213681,0.306747,,12.629406,154.875046,5434.3575,
12/04/1999,28.69603,5096.853417,5364.555584,4772.925684,0.279999,,11.25104,133.00004,5319.469,
02/26/2000,,5179.778781,5458.902078,4926.807544,0.242544,,9.436398,115.062535,4933.122625,
06/17/2000,76.949788,5337.5254,5791.102145,4709.101344,0.239648,,9.170437,133.87504,5272.909375,
09/09/2000,139.578001,5070.989509,5402.702489,4700.392737,0.203306,,7.639059,106.312532,4714.827188,
12/02/2000,5.984695,4784.34372,5177.47586,4565.96605,0.222736,,8.605908,125.125038,5178.459,
02/24/2001,,4629.390439,5103.045298,4367.00974,,,,98.42003,4492.96344,
06/16/2001,,4494.042285,4805.868566,4326.20043,,,,109.340033,,
09/08/2001,,,,,,,,142.100043,,
12/01/2001,,,,,,,,158.690048,,
02/23/2002,,5500.153036,5500.153036,5500.153036,0.271613,5.685972,10.002051,172.130052,5511.85051,
06/15/2002,,5975.811003,6305.508262,5554.442489,,,,191.940058,,
09/07/2002,,,,,,,,148.820045,,
11/30/2002,,,,,,,,125.860038,,
02/22/2003,8.612035,4129.353104,4129.353104,4129.353104,0.215515,4.746847,7.208291,104.580031,4129.34872,
06/14/2003,10.075023,4330.228742,5088.654405,3816.522498,0.26057,5.856555,8.974548,158.480048,5039.99856,
09/06/2003,11.129751,5099.903576,5345.465001,4862.929661,0.261229,5.900601,9.064514,171.500051,5118.341,
11/29/2003,10.502404,5166.606723,5348.181762,5029.562821,0.270052,6.112132,9.358782,180.740054,5341.3192,
02/28/2004,7.700758,5644.422282,5839.131469,5286.921409,0.270238,5.945953,8.852701,198.100059,5461.417,
06/19/2004,8.279757,5701.588724,6026.95527,5334.279068,,,,223.650067,,
09/11/2004,6.842713,4823.272083,4823.272083,4823.272083,0.236647,5.023926,7.400579,189.350057,4775.62335,
12/04/2004,9.811825,5134.696139,5679.092768,4817.833343,0.284658,5.90525,8.656982,227.570068,5692.16503,
02/26/2005,8.104526,5776.954333,5997.267401,5551.272628,0.284664,5.944523,8.791163,224.700067,5563.2588,
06/18/2005,8.488688,5632.601215,5836.343332,5394.86215,0.284186,5.880042,8.660618,229.600069,5571.4276,
09/10/2005,7.464997,5739.143182,5985.731822,5163.531759,0.262892,5.912964,9.113946,219.660066,5172.16422,
12/03/2005,,5174.780263,5502.240622,4955.614083,,,,233.87007,,
02/25/2006,,5081.582117,5081.582117,5081.582117,,,,224.140067,5103.74,
