Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,75.211,0.004,,75.215,,,,,3.283176,0.000175,,3.283351,0.598413,3.2e-05,,0.598445,
06/30/2008,109.842,8.352,,118.194,,,,,4.763912,0.362231,,5.126143,0.826985,0.062881,,0.889866,
09/30/2008,706.827,2.932,,709.759,,,,,31.023213,0.128688,,31.151901,4.788992,0.019865,,4.808857,
12/31/2008,2458.701,3.706,,2462.407,,,,,51.866985,0.078179,,51.945164,14.341372,0.021617,,14.362989,
03/31/2009,2219.439,1.05,,2220.489,,,,,47.493324,0.022469,,47.515792,13.085056,0.00619,,13.091246,
06/30/2009,2109.182,1.695,,2110.877,,,,,46.890509,0.037683,,46.928192,12.193922,0.009799,,12.203721,
09/30/2009,2097.319,3.596,,2100.915,,,,,47.477037,0.081403,,47.55844,11.477657,0.019679,,11.497337,
12/31/2009,3499.874,2.466,,3502.34,,,,,47.608129,0.033545,,47.641674,17.012716,0.011987,,17.024703,
03/31/2010,2510.568,0.813,,2511.381,,,,,33.97563,0.011002,,33.986632,12.494455,0.004046,,12.498501,
06/30/2010,2328.357,0.723,,2329.08,,,,,31.207087,0.00969,,31.216777,11.488327,0.003567,,11.491895,
09/30/2010,1094.958,1.139,,1096.097,,,,,14.033931,0.014598,,14.048529,5.407735,0.005625,,5.41336,
12/31/2010,2490.809,1.617,,2492.426,,,,,29.530965,0.019171,,29.550136,11.836022,0.007684,,11.843706,
03/31/2011,2202.759,1.414,,2204.173,,,,,24.95823,0.016021,,24.974252,10.372275,0.006658,,10.378933,
06/30/2011,1993.951,1.316,,1995.267,,,,,21.287771,0.01405,,21.301821,9.173007,0.006054,,9.179061,
09/30/2011,2229.081,1.418,,2230.499,,,,,22.984392,0.014621,,22.999013,10.148215,0.006456,,10.154671,
12/31/2011,2766.796,1.195,,2767.991,,,,,29.311913,0.01266,,29.324573,12.438324,0.005372,,12.443696,
03/31/2012,2796.052,0.201,,2796.253,,,,,27.151809,0.001952,,27.153761,12.225299,0.000879,,12.226178,
06/30/2012,1797.939,0.371,,1798.31,,,,,17.649295,0.003642,,17.652937,8.020496,0.001655,,8.022151,
09/30/2012,2167.575,0.437,,2168.012,,,,,20.596388,0.004152,,20.60054,9.359794,0.001887,,9.361681,
12/31/2012,1377.33,0.218,,1377.548,,,,,15.90742,0.002518,,15.909938,6.214364,0.000984,,6.215348,
03/31/2013,1365.975,0.171,,1366.146,,,,,15.444999,0.001933,,15.446932,6.205888,0.000777,,6.206664,
06/30/2013,1589.352,0.34,,1589.692,,,,,17.744152,0.003796,,17.747948,7.296019,0.001561,,7.29758,
09/30/2013,1826.658,0.242,,1826.9,,,,,19.788309,0.002622,,19.79093,8.123862,0.001076,,8.124938,
03/31/2014,1879.704,0.097,0.0,1879.801,,,,,21.28044,0.001098,0.0,21.281538,8.363681,0.000432,0.0,8.364113,
06/30/2014,1871.228,0.058,0.0,1871.286,,,,,21.413464,0.000664,0.0,21.414128,8.410345,0.000261,0.0,8.410606,
09/30/2014,1867.842,0.026,,1867.868,,,,,21.092218,0.000294,,21.092511,8.479483,0.000118,,8.479601,
12/31/2014,2072.177,0.003,0.0,2072.18,,,,,22.971655,3.3e-05,0.0,22.971689,9.269807,1.3e-05,0.0,9.26982,
03/31/2015,903.456,0.0,0.0,903.456,,,,,10.335981,0.0,0.0,10.335981,4.292751,0.0,0.0,4.292751,
06/30/2015,1519.647,0.0,0.0,1519.647,,,,,17.944152,0.0,0.0,17.944152,7.03273,0.0,0.0,7.03273,
09/30/2015,526.045,0.0,0.0,526.045,,,,,6.272633,0.0,0.0,6.272633,2.565711,0.0,0.0,2.565711,
12/31/2015,905.0,4.0,0.0,909.0,,,,,10.750772,0.047517,0.0,10.798289,4.337823,0.019173,0.0,4.356996,
03/31/2016,612.291,0.0,0.0,612.291,0.0,32.865,0.0,32.865,7.640289,0.0,0.0,7.640289,3.003648,0.0,0.0,3.003648,
