Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
03/31/1990,20.57,14.994,21.246,8.105,,,8.105,-23.775,,,,-23.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,53.889,18.648001,21.417,10.735,,,10.735,3.089,,,,3.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/1990,76.507004,21.021999,21.506001,11.008,,,11.008,22.971001,,,,22.971001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,63.363998,20.400999,20.791,55.022999,,,55.022999,-32.851002,,,,-32.851002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,39.321999,13.986,24.355,6.031,,,6.031,-5.05,,,,-5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/1991,35.835999,13.365,23.809999,4.885,,,4.885,-6.224,,,,-6.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/1991,73.598999,15.536,23.690001,4.541,,,4.541,29.832001,,,,29.832001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,24.639,21.829,21.723,22.32,,,22.32,-41.233002,,,,-41.233002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/1992,43.254002,16.219999,24.523001,5.873,,,5.873,-3.362,,,,-3.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1992,59.189999,17.431,23.472,4.275,,,4.275,14.012,,,,14.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/1992,33.348,20.427,24.593,5.698,,,5.698,-17.370001,,,,-17.370001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,69.616997,25.148001,25.191,30.65,,,30.65,-11.372,,,,-11.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/1993,54.535,21.745001,29.441999,7.261,,,7.261,-3.913,,,,-3.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1993,53.437332,30.417048,31.236437,9.67911,,,9.67911,-17.895262,,,,-17.895262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/1993,93.888,34.806999,30.215,-8.11,,,-8.11,36.976002,,,,36.976002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,69.932671,36.540955,31.371565,1.91689,,,1.91689,0.103261,,,,0.103261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,54.963001,34.880001,35.527,2.127,,,2.127,-17.570999,,,,-17.570999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/1994,114.007004,49.68,38.095001,12.852,,,12.852,13.38,,,,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/1994,138.223999,64.524002,39.533001,15.489,,,15.489,18.677999,,,,18.677999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,117.751999,77.549004,44.497002,-14.795,,,-14.795,10.501,,,,10.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/1995,123.575996,67.307999,40.432999,3.355,,,3.355,12.48,,,,12.48,,,-22.124001,,,,-22.124001,,,,,,,,,,22.124001,,,,,,,,,,,,,,
07/01/1995,98.777,69.933998,42.310001,12.84,,,12.84,-26.306999,,,,-26.306999,,,-54.268002,,,,-54.268002,,,,,,,,,,54.268002,,,,,,,,,,,,,,
09/30/1995,143.597,63.002998,41.328999,-22.537001,,,-22.537001,61.801998,,,,61.801998,,,-66.556,,,,-66.556,,,,,,,,,,66.556,,,,,,,,,,,,,,
12/31/1995,81.209999,74.290001,49.816002,39.523998,,,39.523998,-82.419998,,,,-82.419998,,-120.473999,-120.473999,,,,-120.473999,,,,,,,,,,0.0,,,,,,,,,,,,-39.264,,
03/30/1996,98.162003,52.584,42.187,13.464,,,13.464,-10.073,,,,-10.073,,,-108.119003,,,,-108.119003,,,,,,,,,,108.119003,,,,,,,,,,,,,,
06/29/1996,109.043999,55.243,42.694,34.342999,,,34.342999,-23.236,,,,-23.236,,,-134.906998,,,,-134.906998,,,,,,,,,,134.906998,,,,,,,,,,,,,,
09/28/1996,136.294006,57.887001,45.650002,14.06,,,14.06,18.697001,,,,18.697001,,,-151.541,,,,-151.541,,,,,,,,,,151.541,,,,,,,,,,,,,,
