Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
12/31/2009,,,,,,,,,1.482774,0.0,9.539904,11.088094,0.63988,0.0,4.116872,4.784982,
09/30/2010,151.0,0.0,267.0,516.0,-207.0,0.0,-1.0,-208.0,1.779611,0.0,3.14673,6.08132,0.687363,0.0,1.215404,2.348871,
12/31/2010,61.0,0.0,2405.0,2544.0,103.0,0.0,3.0,106.0,0.739932,0.0,29.172732,30.858806,0.262569,0.0,10.352101,10.950413,
06/30/2011,161.0,5.0,3.0,243.0,109.0,1.0,5.0,115.0,1.793472,0.055698,0.033419,2.706918,0.671841,0.020865,0.012519,1.014021,
09/30/2011,215.0,20.0,3.0,259.0,93.0,0.0,4.0,97.0,2.139516,0.199025,0.029854,2.577371,0.852329,0.079286,0.011893,1.026759,
12/31/2011,28.0,20.0,0.0,155.0,45.0,1.0,0.0,46.0,0.294582,0.210416,0.0,1.630721,0.108759,0.077685,0.0,0.602059,
03/31/2012,151.0,1.0,0.0,178.0,92.0,4.0,0.0,96.0,1.638455,0.010851,0.0,1.931424,0.596696,0.003952,0.0,0.703391,
06/30/2012,136.0,0.0,0.0,151.0,90.0,0.0,0.0,149.0,1.317064,0.0,0.0,1.462328,0.551031,0.0,0.0,0.611807,
09/30/2012,101.0,,,174.0,75.0,0.0,0.0,75.0,0.880788,0.0,0.0,1.517398,0.379942,0.0,0.0,0.654554,
12/31/2012,51.0,0.0,0.0,2.0,88.0,0.0,,88.0,0.421314,0.0,0.0,0.016522,0.187342,0.0,0.0,0.007347,
03/31/2013,80.0,0.0,0.0,218.0,116.0,0.0,600.0,716.0,0.644538,0.0,0.0,1.756365,0.259968,0.0,0.0,0.708413,
06/30/2013,60.0,0.0,0.0,30.0,30.0,0.0,611.0,611.0,0.491924,0.0,0.0,0.245962,0.202054,0.0,0.0,0.101027,
09/30/2013,90.0,,,28.0,62.0,,606.0,606.0,0.799006,0.0,0.0,0.24858,0.310313,0.0,0.0,0.096542,
12/31/2013,23.0,0.0,0.0,2.0,53.0,0.0,625.0,625.0,0.202965,0.0,0.0,0.017649,0.081029,0.0,0.0,0.007046,
03/31/2014,43.0,0.0,0.0,4.0,81.0,0.0,639.0,639.0,0.399703,0.0,0.0,0.037182,0.147467,0.0,0.0,0.013718,
06/30/2014,46.0,0.0,0.0,2.0,91.0,0.0,647.0,647.0,0.41678,0.0,0.0,0.018121,0.15659,0.0,0.0,0.006808,
09/30/2014,89.0,0.0,0.0,34.0,55.0,0.0,475.0,475.0,0.789988,0.0,0.0,0.301793,0.280713,0.0,0.0,0.107239,
12/31/2014,319.0,0.0,0.0,61.0,180.0,0.0,478.0,478.0,2.800702,0.0,0.0,0.535558,1.04848,0.0,0.0,0.200493,
03/31/2015,96.0,0.0,0.0,30.0,79.0,0.0,490.0,490.0,0.801336,0.0,0.0,0.250417,0.31807,0.0,0.0,0.099397,
06/30/2015,63.0,0.0,0.0,20.0,55.0,0.0,307.0,307.0,0.512612,0.0,0.0,0.162734,0.205526,0.0,0.0,0.065246,
09/30/2015,70.0,0.0,0.0,11.0,63.0,0.0,312.0,312.0,0.541586,0.0,0.0,0.085106,0.232088,0.0,0.0,0.036471,
12/31/2015,106.0,2.0,7.0,53.0,39.0,0.0,349.0,349.0,0.538755,0.010165,0.035578,0.269377,0.245854,0.004639,0.016236,0.122927,
03/31/2016,69.0,1.0,1.0,4.0,107.0,0.0,359.0,359.0,0.353955,0.00513,0.00513,0.020519,0.165238,0.002395,0.002395,0.009579,
06/30/2016,160.0,1.0,2.0,17.0,156.0,0.0,173.0,171.0,0.764526,0.004778,0.009557,0.081231,0.362541,0.002266,0.004532,0.03852,
09/30/2016,279.0,1.0,0.0,2.0,312.0,0.0,176.0,175.0,1.331297,0.004772,0.0,0.009543,0.644446,0.00231,0.0,0.00462,
12/31/2016,690.0,0.0,0.0,2.0,712.0,0.0,190.0,190.0,3.254256,0.0,0.0,0.009433,1.553599,0.0,0.0,0.004503,
03/31/2017,392.0,0.0,2.0,3.0,416.0,0.0,177.0,174.0,1.884887,0.0,0.009617,0.014425,0.855503,0.0,0.004365,0.006547,
06/30/2017,537.0,0.0,3.0,44.0,546.0,0.0,44.0,43.0,2.61136,0.0,0.014589,0.213966,1.181596,0.0,0.006601,0.096816,
09/30/2017,260.0,0.0,0.0,3.0,296.0,0.0,57.0,57.0,1.24988,0.0,0.0,0.014422,0.555484,0.0,0.0,0.006409,
12/31/2017,130.0,0.0,0.0,12.0,126.0,0.0,66.0,66.0,0.595565,0.0,0.0,0.054975,0.265052,0.0,0.0,0.024466,
03/31/2018,24.0,0.0,0.0,3.0,60.0,0.0,60.0,60.0,0.120828,0.0,0.0,0.015103,0.047653,0.0,0.0,0.005957,
06/30/2018,137.0,0.0,0.0,3.0,171.0,0.0,68.0,68.0,0.691186,0.0,0.0,0.015135,0.264806,0.0,0.0,0.005799,
09/30/2018,65.0,0.0,0.0,3.0,99.0,0.0,84.0,84.0,0.324448,0.0,0.0,0.014975,0.12257,0.0,0.0,0.005657,
12/31/2018,370.0,31.0,0.0,78.0,255.0,37.0,61.0,69.0,0.821255,0.068808,0.0,0.173129,0.398106,0.033355,0.0,0.083925,
03/31/2019,122.0,18.0,0.0,140.0,142.0,24.0,65.0,231.0,0.278145,0.041038,0.0,0.319183,0.126509,0.018665,0.0,0.145174,
06/30/2019,227.0,12.0,0.0,39.0,193.0,12.0,65.0,67.0,0.515136,0.027232,0.0,0.088504,0.234272,0.012384,0.0,0.040249,
09/30/2019,176.0,9.0,0.0,24.0,165.0,12.0,54.0,55.0,0.403448,0.020631,0.0,0.055016,0.179337,0.009171,0.0,0.024455,
12/31/2019,57.0,6.0,0.0,8.0,95.0,11.0,60.0,60.0,0.132229,0.013919,0.0,0.018558,0.057835,0.006088,0.0,0.008117,
03/31/2020,754.0,32.0,0.0,107.0,610.0,19.0,60.0,689.0,2.341906,0.099391,0.0,0.332339,0.873524,0.037073,0.0,0.123962,
06/30/2020,255.0,8.0,0.0,3.0,350.0,8.0,51.0,51.0,0.801458,0.025144,0.0,0.009429,0.301443,0.009457,0.0,0.003546,
