Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,45.02,28.372999,29.660999,0.0,-0.11,7.331,-1.444,5.555,0.0,19.844999,-17.292,,,-33.721001,11.208,-4.386,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,47.462002,39.271999,29.59,0.0,-0.211,6.945,-1.443,-7.528,0.0,-19.483,-3.484,,,4.921,-0.995,-0.122,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,96.431999,46.223,30.631001,0.0,-0.203,12.496,-1.44,-12.866,0.0,-15.228,3.738,,,20.381001,7.886,4.814,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,24.860001,29.131001,31.202,0.0,-0.224,-6.157,-1.362,7.183,0.0,17.868999,-8.529,,,-10.703,-20.820999,-12.729,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,73.747002,27.283001,32.189999,0.0,-0.186,-1.272,-1.416,5.622,0.0,9.577,-13.504,,,-2.204,16.101,1.556,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,49.103001,38.602001,33.307999,0.0,-0.264,-1.773,-1.413,-4.874,0.0,-16.653999,2.749,,,0.614,4.117,-5.309,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,122.166,50.167999,34.174999,0.0,-0.29,4.266,-1.414,1.366,0.0,-8.52,16.737,,,6.43,14.318,4.93,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,49.347,32.814999,33.013,0.0,-0.358,8.662,-1.409,10.941,0.0,13.9,1.142,,,7.614,-39.478001,-17.495001,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,87.589996,27.32,35.206001,0.0,-0.209,2.356,-0.83,9.811,0.0,16.798,-15.183,,,-7.086,16.878,2.529,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,32.605,35.540001,35.335999,0.0,-0.222,2.96,-1.298,0.857,0.0,-19.35,-2.915,,,-14.442,2.652,-6.513,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,130.828995,54.310001,35.831001,0.0,-0.311,-2.045,-1.3,1.737,0.0,-23.691,20.158001,,,19.547001,20.028,6.565,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,73.279999,35.424999,36.106998,0.0,-0.362,3.692,-1.365,-5.943,0.0,20.254999,9.087,,,12.14,-35.564999,-0.191,,,0.0,,,,,,,,,,,,,0.0,,,73.279999,
03/31/1993,98.638,36.937,40.303001,0.0,-0.571,4.52,-1.393,-10.039,0.0,12.652,-1.885,,,3.953,7.865,6.296,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,51.094002,39.099998,40.931,0.0,-0.765,-3.557,-1.391,-3.473,0.0,-16.615,3.681,,,-8.902,10.042,-7.957,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,123.878998,52.726002,41.646,0.0,-1.013,1.221,-1.393,-4.097,0.0,-11.727,14.241,,,15.167,22.757999,-5.65,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,47.358002,36.341,42.467999,0.0,-1.332,5.599,-1.391,2.991,0.0,12.902,-6.15,,,-7.558,-44.551998,8.04,,,0.0,,,,,,,,,,,,,0.0,,,47.358002,
03/31/1994,96.068001,34.493999,43.173,0.0,-0.909,-4.327,-1.376,4.783,0.0,8.259,-7.723,,,-8.609,19.922001,8.381,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,70.760002,42.751999,44.021,0.0,-1.191,-6.387,-1.379,11.996,0.0,-23.517,-2.871,,,-4.312,4.915,6.733,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,130.623001,55.459,43.535999,0.0,-1.53,6.553,-1.376,5.177,0.0,-1.307,3.978,,,19.606001,4.947,-4.42,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,44.342999,24.040001,43.257,0.0,-2.045,-7.98,-2.65,-0.027,0.0,6.044,-17.089001,,,23.924999,-30.785999,7.654,,,0.0,,,,,,,,,,,,,0.0,,,44.342999,
03/31/1995,75.712997,37.396,44.597,0.0,-2.883,-3.229,-1.334,2.796,0.0,15.493,-7.169,,,-28.889,16.327999,2.607,,,-99.230003,-99.230003,0.0,0.0,,,,,,,,,,0.0,,,,
06/30/1995,92.001999,47.271999,44.611,0.0,-4.04,-10.986,-1.315,4.106,0.0,-23.856001,20.778,,,-6.116,17.684,3.864,,,-135.912994,-135.912994,0.0,0.0,,,,,,,,,,0.0,,,,
09/30/1995,164.835999,64.139,41.235001,0.0,-5.183,-5.776,-1.315,15.299,0.0,-17.597,17.240999,,,20.556,23.825001,12.412,,,-79.700996,-79.700996,0.0,0.0,,,,,,,,,,0.0,,,,
12/31/1995,78.249001,40.893002,44.257,0.0,-7.194,2.691,-1.336,23.099001,0.0,7.06,-5.05,,,13.349,-46.337002,6.817,,,-98.556,-98.556,0.0,0.0,,,,,,,,,,0.0,,,,
