Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
12/31/1989,32.666,32.630001,32.630001,,12.474103,2.57582,2.185014,1.18,1.18,1.18,1.18,1.18,1.18,0.4,-0.035581,-0.035581,1.396559,16.973672,,33.498226,
03/31/1990,32.683998,32.672001,32.672001,,13.992134,2.660933,2.236839,1.22,1.22,1.22,1.22,1.22,1.22,0.415,3.261692,3.261692,3.277414,17.764931,,33.68566,
06/30/1990,32.701,32.692001,32.692001,,6.214578,1.042212,0.609476,0.26,0.26,0.26,0.26,0.26,0.26,0.415,1.961122,1.961122,4.230727,17.615394,,33.993515,
09/30/1990,32.701,32.694,32.694,,2.991986,-0.330642,-0.760659,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,0.415,-1.217777,-1.217777,2.420752,16.611877,,34.670529,
12/31/1990,32.733002,32.721001,32.721001,,10.151829,2.039822,1.616943,0.83,0.83,0.83,0.83,0.83,0.83,0.415,-0.773448,-0.773448,1.38536,17.020987,,34.959182,
03/31/1991,32.737,32.736,32.736,,14.952773,3.177969,2.731183,1.5,1.5,1.5,1.5,1.5,1.5,0.43,3.542736,3.542736,4.094053,18.086813,,35.184228,
06/30/1991,32.756001,32.747002,32.747002,,5.216264,0.723822,0.33313,0.07,0.07,0.07,0.07,0.07,0.07,0.43,2.120347,2.120347,5.513463,17.72173,,35.497313,
09/30/1991,32.762001,32.759998,32.759998,,3.394811,0.027747,-0.403877,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,0.43,-0.994444,-0.994444,2.309291,16.946431,,36.045143,
12/31/1991,32.794998,32.782001,32.782001,,10.553688,2.261027,1.847508,0.94,0.94,0.94,0.94,0.94,0.94,0.43,-0.29202,-0.29202,1.047629,17.449917,,36.263059,
03/31/1992,34.749001,34.261002,34.261002,,12.748343,2.794489,2.368349,1.29,1.29,1.29,1.29,1.29,1.29,0.44,3.660605,3.660605,4.574808,18.730697,,34.544303,
06/30/1992,34.764999,34.757,34.757,,5.746699,0.960526,0.52634,0.3,0.3,0.3,0.3,0.3,0.3,0.44,1.377564,1.377564,4.473752,18.595571,,35.121271,
09/30/1992,34.773998,34.77,34.77,,3.286511,-0.145298,-0.55082,-0.43,-0.43,-0.43,-0.43,-0.43,-0.43,0.44,-1.689704,-1.689704,1.164865,17.722178,,35.759822,
12/31/1992,34.806999,34.792999,34.792999,,10.810393,2.132642,1.715949,0.89,0.89,0.89,0.89,0.89,0.89,0.44,-0.62708,-0.62708,0.96676,18.173127,,35.989111,
03/31/1993,34.807999,34.807999,34.807999,,15.009625,3.043812,2.605809,1.45,1.45,1.45,1.45,1.45,1.45,0.445,4.516318,4.516318,2.010371,19.184154,,36.312486,
