Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,463.091003,0.268,0.268,0.0,93.537003,,,11.82,,,,,2.105,,,,,107.730003,295.200989,505.311005,-210.110001,0.0,60.16,,,,,60.16,355.360989,,75.789001,75.789001,,,,12.244,,,,,,2.569995,,,,2.569995,90.602997,98.862,,,,,72.936996,,,,,72.936996,171.798996,262.401993,0.0,84.280998,,,0.0,,116.407997,200.688995,0.0,200.688995,463.090988,
12/31/1992,472.427002,6.686,6.686,0.0,92.716003,,,12.36,,,,,7.048,,,,,118.809998,295.708008,511.251007,-215.542999,0.0,57.909,,,,,57.909,353.617008,,34.542,34.542,,,,3.737,,,,,,46.815002,,,,46.815002,85.094002,114.959,,,,,69.471001,,,,,69.471001,184.43,269.524002,0.0,83.438004,,,0.0,,119.464996,202.903,0.0,202.903,472.427002,
03/31/1993,479.904999,0.149,0.149,0.0,99.278999,,,12.252,,,,,12.3,,,,,123.980003,299.735992,521.61499,-221.878998,0.0,56.188999,,,,,56.188999,355.924992,,71.575996,71.575996,,,,3.661,,,,,,14.977,,,,14.977,90.213997,107.619003,,,,,71.039001,,,,,71.039001,178.658005,268.872002,0.0,82.957001,,,0.0,,128.076004,211.033005,0.0,211.033005,479.905006,
06/30/1993,476.643005,0.42,0.42,0.0,88.730003,,,12.54,,,,,12.615,,,,,114.305,303.429993,533.184021,-229.753998,0.0,58.908001,,,,,58.908001,362.337994,,82.126999,82.126999,,,,3.483,,,,,,5.759004,,,,5.759004,91.369003,92.585999,,,,,75.152,,,,,75.152,167.737999,259.107002,0.0,82.982002,,,0.0,,134.554001,217.536003,0.0,217.536003,476.643005,
09/30/1993,478.348999,1.426,1.426,0.0,77.632004,,,12.681,,,,,12.577,,,,,104.316002,312.813995,549.26001,-236.445999,0.0,61.219002,,,,,61.219002,374.032997,,78.116997,78.116997,,,,3.863,,,,,,6.126006,,,,6.126006,88.106003,93.117996,,,,,76.981003,,,,,76.981003,170.098999,258.205002,0.0,80.432999,,,0.0,,139.710999,220.143997,0.0,220.143997,478.348999,
12/31/1993,460.421997,0.569,0.569,0.0,78.605003,,,12.617,,,,,10.208,,,,,101.999001,302.432007,533.940979,-231.509003,0.0,55.991001,,,,,55.991001,358.423008,,34.037998,34.037998,,,,4.313,,,,,,48.148002,,,,48.148002,86.499001,75.081001,,,,,74.353996,,,,,74.353996,149.434998,235.933998,0.0,81.012001,,,0.0,,143.475998,224.487999,0.0,224.487999,460.421997,
03/31/1994,476.502014,2.799,2.799,0.0,84.551003,,,12.939,,,,,13.734,,,,,114.023003,307.915985,547.973999,-240.057999,0.0,54.563,,,,,54.563,362.478985,,74.387001,74.387001,,,,4.82,,,,,,8.331001,,,,8.331001,87.538002,78.844002,,,,,74.819,,,,,74.819,153.663002,241.201004,0.0,81.538002,,,0.0,,153.763,235.301003,0.0,235.301003,476.502007,
06/30/1994,481.0,3.658,3.658,0.0,77.978996,,,13.37,,,,,17.223,,,,,112.230003,310.513,559.075989,-248.563004,0.0,58.257,,,,,58.257,368.77,,82.296997,82.296997,,,,4.94,,,,,,2e-06,,,,2e-06,87.237,54.883999,,,,,76.147003,,,,,76.147003,131.031002,218.268002,0.0,100.816002,,,0.0,,161.916,262.732002,0.0,262.732002,481.000004,
09/30/1994,498.127991,0.985,0.985,0.0,76.394997,,,14.076,,,,,18.313,,,,,109.768997,324.433014,580.638977,-256.205994,0.0,63.925999,,,,,63.925999,388.359013,,85.716003,85.716003,,,,5.078,,,,,,0.109996,,,,0.109996,90.903999,58.005001,,,,,82.218002,,,,,82.218002,140.223003,231.127003,0.0,99.25,,,0.0,,167.751007,267.001007,0.0,267.001007,498.12801,
12/31/1994,521.492004,0.78,0.78,0.0,84.818001,,,15.723,,,,,17.068001,,,,,118.389,331.643005,596.702026,-265.05899,0.0,71.459999,,,,,71.459999,403.103004,,37.185001,37.185001,,,,7.236,,,,,,59.360997,,,,59.360997,103.781998,85.125,,,,,71.956001,,,,,71.956001,157.081001,260.862999,0.0,88.432999,,,0.0,,172.195999,260.628998,0.0,260.628998,521.491997,
03/31/1995,539.231995,1.832,1.832,0.0,90.511002,,,15.827,,,,,23.898001,,,,,132.067993,335.420013,608.070007,-272.649994,0.0,71.744003,,,,,71.744003,407.164016,,92.071999,92.071999,,,,7.175,,,,,,17.227999,,,,17.227999,116.474998,75.038002,,,,,74.831001,,,,,74.831001,149.869003,266.344001,0.0,88.850998,,,0.0,,184.037003,272.888001,0.0,272.888001,539.232002,
06/30/1995,539.625977,3.809,3.809,0.0,71.233002,,,15.903,,,,,18.517,,,,,109.461998,347.554993,628.322021,-280.766998,0.0,82.609001,,,,,82.609001,430.163994,,104.402,104.402,,,,7.568,,,,,,2.769998,,,,2.769998,114.739998,66.82,,,,,75.428001,,,,,75.428001,142.248001,256.987999,0.0,89.045998,,,0.0,,193.591995,282.637993,0.0,282.637993,539.625992,
09/30/1995,741.870972,0.156,0.156,0.0,91.647003,,,19.35,,,,,24.591999,,,,,135.744995,407.890015,664.786987,-256.897003,0.0,198.235992,,,,,198.235992,606.126007,,115.289001,115.289001,,,,7.367,,,,,,5.774999,,,,5.774999,128.431,244.830002,,,,,78.223,,,,,78.223,323.053002,451.484002,0.0,89.566002,,,0.0,,200.820999,290.387001,0.0,290.387001,741.871003,
12/31/1995,748.051025,0.034,0.034,0.0,114.163002,,,18.207001,,,,,24.518,,,,,156.921997,392.988007,641.528015,-248.539993,0.0,198.141006,,,,,198.141006,591.129013,,52.855,52.855,,,,7.125,,,,,,75.036998,,,,75.036998,135.016998,237.085999,,,,,78.248001,,,,,78.248001,315.334,450.350998,0.0,90.019997,,,0.0,,207.679993,297.69999,0.0,297.69999,748.050988,
03/31/1996,767.942017,0.762,0.762,0.0,116.400002,,,18.33,,,,,20.865999,,,,,156.358002,411.214996,668.036987,-256.821991,0.0,200.369003,,,,,200.369003,611.583999,,126.871002,126.871002,,,,6.98,,,,,,6.382,,,,6.382,140.233002,230.401001,,,,,81.482002,,,,,81.482002,311.883003,452.116005,0.0,92.644997,,,0.0,,223.181,315.825997,0.0,315.825997,767.942002,
06/30/1996,955.507019,0.338,0.338,0.0,134.860992,,,20.895,,,,,22.312,,,,,178.406006,541.981995,798.801025,-256.819,0.0,235.119003,,,,,235.119003,777.100998,,148.494995,148.494995,,,,7.646,,,,,,0.643002,,,,0.643002,156.783997,285.509003,,,,,83.688004,,,,,83.688004,369.197007,525.981004,0.0,194.128998,,,0.0,,235.397003,429.526001,0.0,429.526001,955.507005,
09/30/1996,960.096985,0.105,0.105,0.0,135.988998,,,21.451,,,,,15.856,,,,,173.401001,560.273987,824.421021,-264.147003,0.0,226.421997,,,,,226.421997,786.695984,,151.154007,151.154007,,,,8.095,,,,,,1.489,,,,1.489,160.738007,274.429993,,,,,84.073997,,,,,84.073997,358.50399,519.241997,0.0,194.173004,,,0.0,,246.682007,440.855011,0.0,440.855011,960.097008,
12/31/1996,965.794983,0.288,0.288,0.0,145.363998,,,22.018999,,,,,26.282,,,,,193.953003,567.627991,839.564026,-271.936005,0.0,204.214005,,,,,204.214005,771.841996,,57.117001,57.117001,,,,6.866,,,,,,76.095994,,,,76.095994,140.078995,275.634003,,,,,97.101997,,,,,97.101997,372.736,512.814995,0.0,194.628998,,,0.0,,258.351013,452.980011,0.0,452.980011,965.795006,
03/31/1997,989.963013,2.281,2.281,0.0,154.951996,,,21.915001,,,,,24.223,,,,,203.371002,583.859009,870.619995,-286.760986,0.0,202.733002,,,,,202.733002,786.592011,,144.751999,144.751999,,,,6.319,,,,,,10.113007,,,,10.113007,161.184006,258.692993,,,,,91.967003,,,,,91.967003,350.659996,511.844002,0.0,198.238007,,,0.0,,279.881012,478.119019,0.0,478.119019,989.963021,
06/30/1997,1004.172974,0.622,0.622,0.0,149.406006,,,23.455,,,,,27.309,,,,,200.792007,605.307007,904.690002,-299.382996,0.0,198.074005,,,,,198.074005,803.381012,,145.292999,145.292999,,,,5.634,,,,,,3e-06,,,,3e-06,150.927002,263.11499,,,,,94.391998,,,,,94.391998,357.506988,508.43399,0.0,198.951004,,,0.0,,296.787994,495.738998,0.0,495.738998,1004.172988,
09/30/1997,1082.477051,7.919,7.919,0.0,166.75,,,27.468,,,,,13.792,,,,,215.929001,622.549988,936.497009,-313.946991,0.0,243.998001,,,,,243.998001,866.547989,,173.908997,173.908997,,,,5.239,,,,,,-2e-06,,,,-2e-06,179.147995,272.244995,,,,,120.305,,,,,120.305,392.549995,571.69799,0.0,200.171997,,,0.0,,310.606995,510.778992,0.0,510.778992,1082.476982,
12/31/1997,1085.348999,0.332,0.332,0.0,180.251999,,,28.214001,,,,,21.224001,,,,,230.022003,663.111023,991.992004,-328.881012,0.0,192.216003,,,,,192.216003,855.327026,,70.806999,70.806999,,,,5.655,,,,,,83.993995,,,,83.993995,160.455994,272.466003,,,,,125.82,,,,,125.82,398.286003,558.741997,0.0,200.979996,,,0.0,,325.627014,526.60701,0.0,526.60701,1085.349007,
03/31/1998,1464.704,8.379,8.379,,259.679,259.679,,36.397,,,,,23.823,,,,,328.278,782.902,1129.81,-346.908,,353.524,268.313,268.313,0.0,,85.211,1136.426,,192.487,192.487,,,,5.853,,,,,,5.33,,,,5.33,203.67,419.458,,,,,245.167,,,,,245.167,664.625,868.295,0.0,210.962,,,0.0,385.447,0.0,596.409,,596.409,1464.704,
06/30/1998,1459.52002,2.704,2.704,0.0,252.529999,,,36.654999,,,,,31.516001,,,,,323.404999,812.913025,1173.921021,-361.007996,0.0,323.201996,,,,,323.201996,1136.115021,,180.968002,180.968002,,,,4.895,,,,,,5e-06,,,,5e-06,185.863007,418.434998,,,,,236.216003,,,,,236.216003,654.651001,840.514008,0.0,247.268005,,,0.0,,371.738007,619.006012,0.0,619.006012,1459.52002,
09/30/1998,1469.092041,3.34,3.34,0.0,265.162994,,,37.283001,,,,,30.121,,,,,335.907013,818.741028,1199.68396,-380.942993,0.0,314.444,,,,,314.444,1133.185028,,196.695999,196.695999,,,,4.526,,,,,,1e-06,,,,1e-06,201.222,405.971008,,,,,235.350998,,,,,235.350998,641.322006,842.544006,0.0,241.417007,,,0.0,,385.131012,626.548019,0.0,626.548019,1469.092025,
12/31/1998,1448.095,1.26,1.26,0.0,256.354,256.354,,38.842,38.842,,,,23.159,,,,,319.615,765.409,1161.939,-396.53,0.0,363.071,279.141,279.141,0.0,,83.93,1128.48,,83.13,83.13,,,,4.082,,,,,,82.841,,,,82.841,170.053,418.188,,,,,103.424,,,,,103.424,521.612,691.665,0.0,221.822,,,0.0,405.185,0.0,627.007,129.423,756.43,1448.095,
03/31/1999,1467.84,10.508,10.508,0.0,276.506,276.506,,38.771,,,,,27.286,,,,,353.071,758.368,1171.33,-412.962,0.0,356.401,274.062,274.062,0.0,,82.339,1114.769,,182.061,182.061,,,,3.762,,,,,,18.239,,,,18.239,204.062,389.851,,,,,107.615,,,,,107.615,497.466,701.528,0.0,202.775,,,0.0,435.207,0.0,637.982,128.33,766.312,1467.84,
06/30/1999,1499.682007,8.155,8.155,0.0,299.412994,,,38.480999,,,,,31.360001,,,,,377.408997,787.872009,1191.18103,-403.30899,0.0,334.401001,292.790985,292.790985,0.0,,41.610016,1122.27301,,186.373993,186.373993,,,,4.287,,,,,,2e-06,,,,2e-06,190.660995,406.096008,,,,,117.103996,,,,,117.103996,523.200004,713.860999,0.0,198.375,,,0.0,,458.237,656.612,129.207993,785.819993,1499.680992,
09/30/1999,1485.32605,7.088,7.088,0.0,285.066986,,,38.554001,,,,,40.335999,,,,,371.045013,785.460999,1208.812988,-423.35199,0.0,328.820007,288.669006,288.669006,0.0,,40.151001,1114.281006,,201.709,201.709,,,,3.806,,,,,,-1e-06,,,,-1e-06,205.514999,400.445007,,,,,118.662003,,,,,118.662003,519.10701,724.622009,0.0,169.569,,,0.0,,469.031006,638.600006,122.103996,760.704002,1485.326011,
12/31/1999,1497.973,6.181,6.181,0.0,307.294,307.294,,41.173,41.173,,,,48.601,,,,,403.249,735.59,1173.427,-437.837,0.0,359.134,276.031,276.031,0.0,,83.103,1094.724,,105.334,105.334,,,,3.506,1.91,1.596,1.596,,,108.36,,,,108.36,217.2,419.203,417.719,1.484,1.484,,104.324,,,,,104.324,523.527,740.727,0.0,158.651,,,0.0,482.96,0.0,641.611,115.635,757.246,1497.973,
03/31/2000,1530.626953,7.95,7.95,0.0,316.880005,,,39.627998,39.627998,0.0,0.0,0.0,53.222,,,,,417.679993,783.625,1239.793945,-456.169006,0.0,329.321991,272.795013,272.795013,0.0,,56.526978,1112.946991,,202.360992,202.360992,,,,2.935,,,,,,14.338011,,,,14.338011,219.634003,419.622986,,,,,108.316002,,,,,108.316002,527.938988,747.572991,0.0,152.807007,,,0.0,,511.588989,664.395996,118.657997,783.053993,1530.626984,
06/30/2000,1525.090942,5.552,5.552,0.0,313.56601,,,40.166,40.166,0.0,0.0,0.0,49.640999,,,,,408.924988,780.343994,1255.155029,-474.806,0.0,335.816986,269.381989,269.381989,0.0,,66.434997,1116.16098,,207.697998,207.697998,,,,1.309,,,,,,0.593008,,,,0.593008,209.600006,404.203003,,,,,111.138,,,,,111.138,515.341003,724.941009,0.0,145.054993,,,0.0,,534.89801,679.953003,120.196999,800.150002,1525.091011,
09/30/2000,1701.168945,5.975,5.975,0.0,349.006012,,,43.403999,43.403999,0.0,0.0,0.0,53.872002,,,,,452.256989,821.177979,1316.324951,-495.147003,0.0,427.734009,316.681,316.681,0.0,,111.053009,1248.911988,,235.533997,235.533997,,,,0.559,,,,,,6.125997,,,,6.125997,242.218994,533.109985,,,,,114.897003,,,,,114.897003,648.006988,890.225982,0.0,133.731003,,,0.0,,557.232971,690.963974,119.978996,810.94297,1701.168952,
12/31/2000,1742.377,10.545,10.545,0.0,376.601,376.601,,45.518,45.518,0.0,0.0,0.0,43.791,,,,,476.455,838.246,1350.95,-512.704,0.0,427.676,316.777,316.777,0.0,,110.899,1265.922,,113.294,113.294,,,,0.689,0.021,0.668,0.668,,,134.857,,,,134.857,248.84,548.064,545.911,2.153,2.153,,108.111,,,,,108.111,656.175,905.015,0.0,140.252,,,0.0,576.322,0.0,716.574,120.788,837.362,1742.377,
03/31/2001,1990.015015,13.044,13.044,0.0,430.34201,,,48.949001,48.949001,0.0,0.0,0.0,50.924,,,,,543.258972,931.570984,1465.458008,-533.887024,0.0,515.184998,395.917999,395.917999,0.0,,119.266999,1446.755982,,276.455994,276.455994,,,,0.87,,,,,,22.464991,,,,22.464991,299.790985,700.127991,,,,,123.266998,,,,,123.266998,823.394989,1123.185974,0.0,142.360001,,,0.0,,603.309021,745.669022,121.160004,866.829026,1990.015,
06/30/2001,1980.619019,24.525,24.525,0.0,406.52301,,,48.633999,48.633999,0.0,0.0,0.0,49.841999,,,,,529.523987,979.809998,1535.858032,-556.047974,0.0,471.285004,391.553009,391.553009,0.0,,79.731995,1451.095002,,282.480011,282.480011,,,,0.844,,,,,,6.216974,,,,6.216974,289.540985,663.79303,,,,,122.625999,,,,,122.625999,786.419029,1075.960014,0.0,143.802994,,,0.0,,638.653015,782.456009,122.203003,904.659012,1980.619026,
09/30/2001,2011.244019,24.591,24.591,0.0,404.584991,,,49.994999,49.994999,0.0,0.0,0.0,50.678001,,,,,529.848999,989.257019,1563.718994,-574.461975,0.0,492.138,396.225006,396.225006,0.0,,95.912994,1481.395019,,297.877991,297.877991,,,,1.273,,,,,,21.596018,,,,21.596018,320.747009,623.857971,,,,,136.923004,,,,,136.923004,760.780975,1081.527984,0.0,138.253006,,,0.0,,660.958984,799.21199,130.503998,929.715988,2011.243972,
12/31/2001,2168.589,22.848,22.848,0.0,418.083,,,54.764,54.764,0.0,0.0,0.0,52.567,,,,,548.262,1031.205,1625.807,-594.602,0.0,589.122,372.627,372.627,0.0,,216.495,1620.327,,144.163,144.163,,,,2.436,-0.007,2.443,2.443,,,176.117,,,,176.117,322.716,718.83,709.354,9.476,9.476,,193.229,,,,,193.229,912.059,1234.775,0.0,137.998,,,0.0,,669.902,807.9,125.914,933.814,2168.589,
03/31/2002,2194.377,16.382,16.382,0.0,481.931,481.931,,57.654,57.654,0.0,0.0,0.0,62.158,,,,,618.125,1098.922,1719.957,-621.035,0.0,477.33,386.185,386.185,0.0,,91.145,1576.252,,341.578,341.578,,,,2.751,,,,,,27.734,,,,27.734,372.063,703.291,,,,,138.287,,,,,138.287,841.578,1213.641,0.0,136.964,,,0.0,721.737,-5.159,853.542,127.194,980.736,2194.377,
06/30/2002,2208.89,14.82,14.82,0.0,464.987,464.987,,59.28,59.28,0.0,0.0,0.0,69.373,,,,,608.46,1127.685,1774.85,-647.165,0.0,472.745,391.929,391.929,0.0,,80.816,1600.43,,344.124,344.124,,,,2.641,,,,,,0.0,,,,0.0,346.765,688.018,,,,,146.837,,,,,146.837,834.855,1181.62,0.0,140.041,,,0.0,766.084,-6.717,899.408,127.862,1027.27,2208.89,
09/30/2002,2255.949,15.794,15.794,0.0,472.316,472.316,,58.597,58.597,0.0,0.0,0.0,56.146,,,,,602.853,1154.252,1824.457,-670.205,0.0,498.844,408.5,408.5,0.0,,90.344,1653.096,,356.667,356.667,,,,3.495,,,,,,0.91,,,,0.91,361.072,658.065,,,,,156.588,,,,,156.588,814.653,1175.725,0.0,149.547,,,0.0,807.535,-10.161,946.921,133.303,1080.224,2255.949,
12/31/2002,2329.137,17.75,17.75,0.0,474.763,474.763,,58.217,58.217,0.0,0.0,0.0,42.888,,,,,593.618,1173.195,1860.625,-687.43,0.0,562.324,410.32,410.32,0.0,,152.004,1735.519,,170.471,170.471,,,,8.253,4.757,3.496,3.496,,,191.689,,,,191.689,370.413,680.514,666.089,14.425,14.425,,220.504,,,,,220.504,901.018,1271.431,0.0,84.724,,,0.0,851.425,-18.69,917.459,140.247,1057.706,2329.137,
06/30/2003,2423.676,26.704,26.704,,472.829,472.829,,58.929,58.929,,,,52.414,,,,,610.876,1250.786,1989.265,-738.479,,562.014,433.962,433.962,0.0,,128.052,1812.8,,355.295,355.295,,,,11.935,,,,,,5.205,,,,5.205,372.435,690.184,,,,,239.227,,,,,239.227,929.411,1301.846,,35.412,,,,955.165,-14.145,976.432,145.398,1121.83,2423.676,
09/30/2003,2435.8479,28.261,28.261,0.0,482.817993,482.818,,53.658,53.658,0.0,0.0,0.0,35.098,,,,,599.835,1282.259,2032.484985,-750.226,0.0,553.754,431.36499,431.36499,0.0,,122.38901,1836.013,,369.946991,369.946991,,,,11.225,,,,,,11.683009,,,,11.683009,392.855,632.526,,,,,227.07,,,,,227.07,859.596,1252.451,0.0,39.576,,,0.0,1004.226,-19.263,1024.539,158.858,1183.397,2435.848,
12/31/2003,2772.72998,34.862999,34.862999,0.0,503.928986,,,61.736,61.736,0.0,0.0,0.0,45.263,,,,,645.791016,1304.340942,2079.279053,-774.937988,0.0,822.598022,442.503998,442.503998,0.0,,380.094024,2126.938964,,178.824005,178.824005,,,,10.871,7.009,3.862,3.862,,,206.057986,,,,206.057986,395.752991,868.565979,858.484979,10.081,10.081,,257.934998,,,,,257.934998,1126.500977,1522.253968,0.0,43.060001,,,0.0,1050.69397,-2.831909,1090.922062,159.554001,1250.476063,2772.730031,
03/31/2004,2965.219971,38.381001,38.381001,0.0,602.158997,,,64.570999,64.570999,0.0,0.0,0.0,59.674999,,,,,764.786011,1418.959961,2214.399902,-795.434021,0.0,781.473999,587.179993,587.179993,0.0,,194.294006,2200.43396,,431.869995,431.869995,,,,12.528,,,,,,39.477005,,,,39.477005,483.875,895.882019,,,,,273.716003,,,,,273.716003,1169.598022,1653.473022,0.0,46.339001,,,0.0,1096.880005,-9.890015,1133.328991,178.419006,1311.747997,2965.221019,
06/30/2004,2964.209961,36.334999,36.334999,0.0,575.36499,,,63.066002,63.066002,0.0,0.0,0.0,37.006001,,,,,711.771973,1433.780029,2237.149902,-803.362976,0.0,818.653015,648.695007,648.695007,0.0,,169.958008,2252.433044,,444.321991,444.321991,,,,13.193,13.193,0.0,0.0,,,16.382012,,,,16.382012,473.897003,849.586975,849.586975,0.0,0.0,,277.166992,,,,,277.166992,1126.753967,1600.65097,0.0,47.381001,,,0.0,1145.170044,-13.609985,1178.94106,184.615997,1363.557057,2964.208027,
09/30/2004,2978.302,34.554,34.554,0.0,580.01,580.01,,63.679,63.679,0.0,0.0,0.0,49.925,,,,,728.168,1449.964,2287.912,-837.948,0.0,800.17,652.16,652.16,0.0,,148.01,2250.134,,442.02,442.02,,,,11.924,,,,,,9.795,,,,9.795,463.739,828.766,,,,,284.25,,,,,284.25,1113.016,1576.755,0.0,48.984,,,0.0,1183.012,-17.619,1214.377,187.17,1401.547,2978.302,
