Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2007,27696.0,4.0,4.0,0.0,905.0,905.0,,95.0,95.0,,,,289.0,,,,,1293.0,25363.0,31751.0,-6388.0,643.0,,397.0,0.0,0.0,0.0,,397.0,26403.0,,918.0,918.0,,,,0.0,0.0,0.0,0.0,,,1295.0,,,,1295.0,2213.0,9417.0,9417.0,0.0,0.0,,4440.0,,,,,4440.0,13857.0,16070.0,1958.0,5934.0,,,-12.0,3576.0,170.0,11626.0,0.0,11626.0,27696.0,
09/30/2007,29889.0,2.0,2.0,0.0,876.0,876.0,,112.0,112.0,,,,290.0,,,,,1280.0,27548.0,34413.0,-6865.0,618.0,,443.0,0.0,0.0,0.0,,443.0,28609.0,,979.0,979.0,,,,0.0,0.0,0.0,0.0,,,1411.0,,,,1411.0,2390.0,10872.0,10872.0,0.0,0.0,,4623.0,,,,,4623.0,15495.0,17885.0,1958.0,5981.0,,,-6.0,3892.0,179.0,12004.0,0.0,12004.0,29889.0,
12/31/2007,30734.0,1.0,1.0,0.0,1074.0,1074.0,,87.0,87.0,,,,234.0,,,,,1396.0,28337.0,35744.0,-7407.0,612.0,,389.0,0.0,0.0,0.0,,389.0,29338.0,,1262.0,1262.0,,,,0.0,,,,,,1499.0,,,,1499.0,2761.0,10950.0,,,,,4893.0,,,,,4893.0,15843.0,18604.0,960.0,7037.0,,,-6.0,4150.0,-11.0,12130.0,0.0,12130.0,30734.0,
03/31/2008,33462.0,1.0,1.0,,1278.0,1278.0,,107.0,,,,,560.0,,,,,1946.0,30519.0,38473.0,-7954.0,603.0,,394.0,,,,,394.0,31516.0,,1478.0,1478.0,,,,0.0,0.0,0.0,0.0,,,2742.0,,,,2742.0,4220.0,12250.0,12250.0,0.0,0.0,,5522.0,,,,,5522.0,17772.0,21992.0,960.0,7086.0,,,-6.0,3973.0,-543.0,11470.0,,11470.0,33462.0,
06/30/2008,38023.0,0.0,0.0,,1603.0,1603.0,,159.0,,,,,1413.0,,,,,3175.0,33463.0,41973.0,-8510.0,644.0,,741.0,,,,,741.0,34848.0,,1389.0,1389.0,,,,690.0,,,,,,5218.0,,,,5218.0,7297.0,13014.0,,,,,7436.0,,,,,7436.0,20450.0,27747.0,688.0,8430.0,,,-6.0,2338.0,-1174.0,10276.0,,10276.0,38023.0,
09/30/2008,40018.0,1964.0,1964.0,0.0,1330.0,1330.0,,292.0,,,,,525.0,,,,,4111.0,34845.0,43877.0,-9032.0,603.0,,459.0,0.0,0.0,0.0,,459.0,35907.0,,1564.0,1564.0,,,,0.0,0.0,0.0,0.0,,,2037.0,,,,2037.0,3601.0,14345.0,14345.0,0.0,0.0,,5665.0,,,,,5665.0,20010.0,23611.0,505.0,10263.0,,,-9.0,5604.0,44.0,16407.0,0.0,16407.0,40018.0,
12/31/2008,38593.0,1749.0,1749.0,0.0,1324.0,1324.0,,58.0,58.0,,,,1161.0,,,,,4292.0,33308.0,45670.0,-12362.0,444.0,,549.0,0.0,0.0,0.0,,549.0,34301.0,,1611.0,1611.0,,,,0.0,,,,,,2010.0,,,,2010.0,3621.0,13175.0,13174.0,1.0,1.0,,4780.0,,,,,4780.0,17955.0,21576.0,505.0,11686.0,,,-10.0,4569.0,267.0,17017.0,0.0,17017.0,38593.0,
03/31/2009,29661.0,83.0,83.0,0.0,1185.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,275.0,,,139.0,2853.0,25856.0,48320.0,-22464.0,378.0,378.0,574.0,0.0,,0.0,,299.0,26808.0,,2421.0,1424.0,16.0,155.0,826.0,0.0,0.0,,,,0.0,941.0,54.0,271.0,800.0,0.0,3362.0,12933.0,12933.0,,,,1548.0,,,,,423.0,14481.0,17843.0,502.0,11916.0,6.0,11910.0,-11.0,-1171.0,582.0,11818.0,0.0,11818.0,29661.0,
06/30/2009,30469.0,554.0,554.0,0.0,1122.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,88.0,,,139.0,2948.0,26736.0,49551.0,-22815.0,394.0,394.0,391.0,0.0,,0.0,,303.0,27521.0,,2174.0,971.0,,220.0,983.0,0.0,0.0,,,,0.0,800.0,,322.0,906.0,0.0,2974.0,13568.0,13568.0,,,,1925.0,,,,,697.0,15493.0,18467.0,466.0,12038.0,6.0,12032.0,-11.0,-929.0,438.0,12002.0,0.0,12002.0,30469.0,
09/30/2009,29719.0,520.0,520.0,0.0,1298.0,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,89.0,,,152.0,2508.0,26378.0,49633.0,-23255.0,422.0,422.0,411.0,0.0,,0.0,,322.0,27211.0,,1922.0,932.0,1.0,151.0,838.0,0.0,0.0,,,,0.0,592.0,,256.0,1316.0,0.0,2514.0,12073.0,12073.0,,,,2303.0,,,,,731.0,14376.0,16890.0,466.0,11987.0,6.0,11981.0,-12.0,-737.0,274.0,11978.0,851.0,12829.0,29719.0,
12/31/2009,29914.0,307.0,307.0,0.0,1325.0,1325.0,0.0,25.0,,,,,789.0,60.0,,24.0,73.0,2446.0,26710.0,51763.0,-25053.0,404.0,404.0,354.0,0.0,0.0,0.0,,294.0,27468.0,,2096.0,957.0,1.0,218.0,920.0,0.0,0.0,,,,,592.0,0.0,787.0,1059.0,0.0,2688.0,12295.0,12295.0,,,,2590.0,0.0,0.0,0.0,0.0,744.0,14885.0,17573.0,466.0,12152.0,6.0,12146.0,-15.0,-1261.0,102.0,11444.0,897.0,12341.0,29914.0,
03/31/2010,30288.0,516.0,516.0,0.0,1419.0,1419.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,15.0,,,103.0,3335.0,25655.0,50744.0,-25089.0,1005.0,1005.0,293.0,0.0,,0.0,,278.0,26953.0,,2260.0,1296.0,,152.0,812.0,0.0,0.0,,,,0.0,863.0,78.0,699.0,1295.0,0.0,3123.0,12204.0,12204.0,,,,2745.0,,,,,673.0,14949.0,18072.0,466.0,12167.0,7.0,12160.0,-17.0,-665.0,265.0,12216.0,0.0,12216.0,30288.0,
06/30/2010,32169.0,601.0,601.0,0.0,1359.0,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,10.0,,,93.0,3018.0,27830.0,53296.0,-25466.0,1047.0,1047.0,274.0,0.0,,0.0,,264.0,29151.0,,2726.0,1564.0,4.0,188.0,970.0,0.0,0.0,,,,0.0,929.0,82.0,972.0,1546.0,0.0,3655.0,10501.0,10501.0,,,,3198.0,,,,,598.0,13699.0,17354.0,3065.0,12103.0,7.0,12096.0,-18.0,-410.0,75.0,14815.0,0.0,14815.0,32169.0,
09/30/2010,34333.0,609.0,609.0,0.0,1454.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0,29.0,,0.0,123.0,3273.0,29480.0,55381.0,-25901.0,1189.0,1189.0,391.0,0.0,,0.0,,362.0,31060.0,,3068.0,1773.0,2.0,122.0,1171.0,0.0,0.0,,,,,1055.0,75.0,967.0,1839.0,0.0,4123.0,11445.0,11445.0,,,,3492.0,,,,,611.0,14937.0,19060.0,3065.0,12145.0,7.0,12138.0,-19.0,57.0,25.0,15273.0,0.0,15273.0,34333.0,
12/31/2010,37179.0,102.0,102.0,0.0,1974.0,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,241.0,,139.0,104.0,3266.0,32378.0,58692.0,-26314.0,1208.0,1208.0,327.0,0.0,0.0,0.0,,86.0,33913.0,,2260.0,2069.0,0.0,191.0,0.0,0.0,0.0,,,,0.0,2230.0,0.0,1693.0,2384.0,2215.0,4490.0,12640.0,12640.0,,,,4785.0,0.0,0.0,0.0,0.0,708.0,17425.0,21915.0,3065.0,12201.0,7.0,12194.0,-24.0,190.0,-168.0,15264.0,0.0,15264.0,37179.0,
03/31/2011,34800.0,849.0,849.0,0.0,2317.0,2317.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,240.0,,2.0,112.0,3544.0,29709.0,56407.0,-26698.0,1228.0,1228.0,319.0,0.0,,0.0,,79.0,31256.0,,2350.0,2227.0,,123.0,,0.0,0.0,,,,0.0,2319.0,,2380.0,2115.0,2103.0,4669.0,9915.0,9915.0,,,,5221.0,,,,,726.0,15136.0,19805.0,3065.0,12168.0,7.0,12161.0,-26.0,,-212.0,14995.0,0.0,14995.0,34800.0,
06/30/2011,36656.0,109.0,109.0,0.0,2708.0,2708.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,7.0,,15.0,125.0,3126.0,32052.0,59172.0,-27120.0,1105.0,1105.0,373.0,0.0,,0.0,,366.0,33530.0,,2780.0,2600.0,,180.0,,0.0,0.0,,,,0.0,2948.0,,2138.0,2482.0,2815.0,5728.0,10047.0,10047.0,,,,5398.0,,,,,778.0,15445.0,21173.0,3065.0,12132.0,7.0,12125.0,-26.0,411.0,-99.0,15483.0,0.0,15483.0,36656.0,
09/30/2011,40122.0,111.0,111.0,0.0,2737.0,2737.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,36.0,,474.0,143.0,3470.0,35138.0,62743.0,-27605.0,1166.0,1166.0,348.0,0.0,,0.0,,312.0,36652.0,,2950.0,2844.0,,106.0,,0.0,0.0,,,,,3245.0,,1502.0,3524.0,3109.0,6195.0,11789.0,11789.0,,,,5840.0,,,,,814.0,17629.0,23824.0,3062.0,12135.0,7.0,12128.0,-27.0,1234.0,-106.0,16298.0,,16298.0,40122.0,
12/31/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2012,45589.0,438.0,438.0,0.0,2596.0,2596.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,11.0,,632.0,211.0,3924.0,39616.0,68504.0,-28888.0,1618.0,1618.0,431.0,0.0,,0.0,,420.0,41665.0,,2991.0,2854.0,,137.0,,0.0,0.0,,,,,3673.0,,1605.0,3984.0,3420.0,6664.0,13082.0,12939.0,143.0,143.0,,6949.0,,,,,1360.0,20031.0,26695.0,3062.0,12183.0,7.0,12176.0,-36.0,1481.0,-159.0,16531.0,2363.0,18894.0,45589.0,
06/30/2012,47526.0,1024.0,1024.0,0.0,2123.0,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,8.0,99.0,785.0,373.0,4516.0,41874.0,71305.0,-29431.0,544.0,544.0,592.0,0.0,,0.0,,584.0,43010.0,,2796.0,2552.0,,244.0,,0.0,0.0,,,,,3463.0,,1042.0,4783.0,3357.0,6259.0,14329.0,14329.0,,,,7150.0,,,,,1325.0,21479.0,27738.0,3062.0,12233.0,7.0,12226.0,-39.0,2352.0,-181.0,17427.0,2361.0,19788.0,47526.0,
09/30/2012,45671.0,142.0,142.0,0.0,2291.0,2291.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.0,6.0,111.0,692.0,344.0,3611.0,40603.0,74176.0,-33573.0,647.0,647.0,810.0,0.0,,0.0,,804.0,42060.0,,2570.0,2357.0,,213.0,,463.0,0.0,,,,463.0,3423.0,,999.0,3418.0,3273.0,6456.0,15755.0,15755.0,,,,5769.0,,,,,1352.0,21524.0,27980.0,3062.0,12253.0,7.0,12246.0,-41.0,241.0,-188.0,15327.0,2364.0,17691.0,45671.0,
12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2013,42481.0,33.0,33.0,0.0,2382.0,2382.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,2.0,11.0,216.0,237.0,2884.0,38147.0,73190.0,-35043.0,711.0,711.0,739.0,0.0,,0.0,,737.0,39597.0,,2053.0,1909.0,,144.0,,464.0,0.0,,,,464.0,3268.0,,693.0,3021.0,2844.0,5785.0,13449.0,13306.0,143.0,143.0,,5233.0,,,,,1519.0,18682.0,24467.0,3062.0,12362.0,7.0,12355.0,-49.0,495.0,-170.0,15700.0,2314.0,18014.0,42481.0,
06/30/2013,42145.0,677.0,677.0,0.0,2417.0,2417.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,7.0,2.0,71.0,375.0,3592.0,37349.0,73118.0,-35769.0,636.0,636.0,568.0,0.0,,0.0,,561.0,38553.0,,2100.0,1787.0,,313.0,,247.0,0.0,,,,247.0,3273.0,,546.0,3260.0,3219.0,5620.0,13057.0,12916.0,141.0,141.0,,5264.0,,,,,1458.0,18321.0,23941.0,3062.0,12390.0,7.0,12383.0,-52.0,805.0,-170.0,16035.0,2169.0,18204.0,42145.0,
09/30/2013,42288.0,987.0,987.0,0.0,2440.0,2440.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,2.0,0.0,185.0,371.0,3994.0,37121.0,73593.0,-36472.0,615.0,615.0,558.0,0.0,,0.0,,556.0,38294.0,,1883.0,1730.0,,153.0,,0.0,0.0,,,,0.0,3795.0,,519.0,3423.0,3625.0,5678.0,12736.0,12545.0,191.0,191.0,,5526.0,,,,,1584.0,18262.0,23940.0,3062.0,12450.0,7.0,12443.0,-52.0,905.0,-169.0,16196.0,2152.0,18348.0,42288.0,
12/31/2013,41782.0,837.0,837.0,0.0,2222.0,2222.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,4.0,0.0,223.0,345.0,3656.0,37134.0,74295.0,-37161.0,477.0,477.0,515.0,0.0,0.0,0.0,,511.0,38126.0,,1897.0,1596.0,0.0,301.0,0.0,0.0,0.0,,,,0.0,3618.0,0.0,445.0,3407.0,3410.0,5515.0,12917.0,12886.0,31.0,31.0,,5210.0,0.0,0.0,0.0,0.0,1358.0,18127.0,23642.0,3062.0,12453.0,7.0,12446.0,-46.0,688.0,-162.0,15995.0,2145.0,18140.0,41782.0,
03/31/2014,42605.0,1004.0,1004.0,0.0,2593.0,2593.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,11.0,,243.0,433.0,4275.0,37522.0,75366.0,-37844.0,288.0,288.0,520.0,0.0,,0.0,,509.0,38330.0,,2032.0,1786.0,,246.0,,316.0,0.0,,,,316.0,3610.0,,395.0,3828.0,3193.0,5958.0,12653.0,12623.0,30.0,30.0,,5517.0,,,,,1294.0,18170.0,24128.0,3062.0,12466.0,7.0,12459.0,-46.0,1012.0,-153.0,16341.0,2136.0,18477.0,42605.0,
06/30/2014,41127.0,1462.0,1462.0,0.0,2310.0,2310.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,7.0,,205.0,392.0,4370.0,36011.0,73700.0,-37689.0,264.0,264.0,482.0,0.0,,0.0,,475.0,36757.0,,2184.0,1930.0,,254.0,,0.0,0.0,,,,,3608.0,,389.0,3773.0,3191.0,5792.0,11549.0,11519.0,30.0,30.0,,5461.0,,,,,1299.0,17010.0,22802.0,3062.0,12502.0,7.0,12495.0,-41.0,833.0,-154.0,16202.0,2123.0,18325.0,41127.0,
09/30/2014,40518.0,90.0,90.0,0.0,2447.0,2447.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,14.0,,129.0,363.0,3129.0,36652.0,75001.0,-38349.0,254.0,254.0,483.0,0.0,,0.0,,469.0,37389.0,,2498.0,2258.0,,240.0,,0.0,0.0,,,,,3104.0,,294.0,4285.0,3033.0,5602.0,11592.0,11562.0,30.0,30.0,,5693.0,,,,,1114.0,17285.0,22887.0,3062.0,12502.0,7.0,12495.0,-38.0,945.0,-151.0,16320.0,1311.0,17631.0,40518.0,
12/31/2014,40751.0,4108.0,4108.0,0.0,2236.0,2236.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,6.0,,,245.0,7468.0,32422.0,71465.0,-39043.0,265.0,265.0,596.0,0.0,0.0,0.0,,590.0,33283.0,,2300.0,2049.0,0.0,251.0,0.0,381.0,0.0,,,,381.0,2975.0,0.0,218.0,4392.0,2960.0,5656.0,11154.0,11124.0,30.0,30.0,,5736.0,0.0,0.0,0.0,0.0,1126.0,16890.0,22546.0,3062.0,12538.0,7.0,12531.0,-37.0,1483.0,-143.0,16903.0,1302.0,18205.0,40751.0,
03/31/2015,34373.0,2907.0,2907.0,0.0,1643.0,1643.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,0.0,,,236.0,5398.0,28292.0,72992.0,-44700.0,268.0,268.0,415.0,0.0,,0.0,,415.0,28975.0,,1869.0,1630.0,,239.0,,885.0,0.0,,,,885.0,2612.0,,191.0,2817.0,2372.0,5366.0,10623.0,10593.0,30.0,30.0,,4011.0,,,,,1003.0,14634.0,20000.0,1170.0,14335.0,7.0,14328.0,-37.0,-2256.0,-134.0,13078.0,1295.0,14373.0,34373.0,
06/30/2015,28598.0,2051.0,2051.0,0.0,1501.0,1501.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,186.0,,,292.0,4231.0,23522.0,73824.0,-50302.0,255.0,255.0,590.0,0.0,,0.0,,404.0,24367.0,,1480.0,1284.0,,196.0,,889.0,0.0,,,,889.0,2759.0,,155.0,1408.0,2606.0,5128.0,10655.0,10626.0,29.0,29.0,,2572.0,,,,,1009.0,13227.0,18355.0,1170.0,14319.0,7.0,14312.0,-36.0,-6364.0,-131.0,8958.0,1285.0,10243.0,28598.0,
09/30/2015,21286.0,1759.0,1759.0,0.0,1275.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,257.0,,,203.0,3579.0,16865.0,73061.0,-56196.0,225.0,225.0,617.0,0.0,,0.0,,360.0,17707.0,,1250.0,1070.0,,180.0,,893.0,0.0,,,,893.0,2414.0,,106.0,574.0,2331.0,4557.0,10674.0,10645.0,29.0,29.0,,1509.0,,,,,829.0,12183.0,16740.0,1170.0,14284.0,7.0,14277.0,-36.0,-11017.0,-119.0,4282.0,264.0,4546.0,21286.0,
12/31/2015,17357.0,825.0,825.0,0.0,1129.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,246.0,,,160.0,2480.0,14203.0,73568.0,-59365.0,136.0,136.0,538.0,0.0,0.0,0.0,,292.0,14877.0,,1045.0,944.0,0.0,101.0,0.0,381.0,0.0,,,,381.0,2259.0,0.0,60.0,0.0,2219.0,3685.0,10354.0,10325.0,29.0,29.0,,921.0,0.0,0.0,0.0,0.0,861.0,11275.0,14960.0,3062.5,12409.5,7.0,12402.5,-33.0,-13202.0,-99.0,2138.0,259.0,2397.0,17357.0,
03/31/2016,15357.0,16.0,16.0,0.0,937.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,263.0,,,189.0,1492.0,13160.0,73666.0,-60506.0,0.0,,705.0,,,,,442.0,13865.0,,860.0,723.0,,137.0,,343.0,0.0,,,,343.0,1630.0,,12.0,,1544.0,2833.0,10062.0,10033.0,29.0,29.0,,891.0,,,,,879.0,10953.0,13786.0,3036.0,12528.0,7.0,12521.0,-31.0,-14123.0,-99.0,1311.0,260.0,1571.0,15357.0,
06/30/2016,13487.0,4.0,4.0,0.0,952.0,952.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,250.0,,,218.0,1204.0,11593.0,73350.0,-61757.0,0.0,,690.0,0.0,,0.0,,440.0,12283.0,,802.0,702.0,,100.0,,1028.0,0.0,,,,1028.0,1947.0,,41.0,,1632.0,3777.0,8621.0,8621.0,,,,860.0,,,,,819.0,9481.0,13258.0,3062.5,12911.5,8.0,12903.5,-29.0,-15873.0,-104.0,-32.0,261.0,229.0,13487.0,
09/30/2016,12523.0,4.0,4.0,0.0,893.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,,,170.0,1067.0,10975.0,73271.0,-62296.0,0.0,,481.0,0.0,,0.0,,481.0,11456.0,,797.0,660.0,,137.0,,656.0,0.0,,,,656.0,2153.0,,17.0,,1993.0,3606.0,9022.0,9022.0,,,,827.0,,,,,810.0,9849.0,13455.0,3036.0,12931.0,8.0,12923.0,-29.0,-17028.0,-101.0,-1191.0,259.0,-932.0,12523.0,
12/31/2016,13028.0,882.0,882.0,0.0,1057.0,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,,,203.0,2142.0,10580.0,73306.0,-62726.0,0.0,,306.0,0.0,0.0,0.0,,306.0,10886.0,,817.0,672.0,32.0,113.0,0.0,503.0,0.0,,,,503.0,2328.0,0.0,15.0,,1766.0,3648.0,9938.0,9938.0,0.0,0.0,,645.0,0.0,0.0,0.0,0.0,630.0,10583.0,14231.0,1771.1,14494.9,9.0,14485.9,-27.0,-17603.0,-96.0,-1460.0,257.0,-1203.0,13028.0,
03/31/2017,11699.0,249.0,249.0,0.0,943.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,7.0,,,167.0,1360.0,10068.0,73002.0,-62934.0,0.0,,271.0,0.0,,0.0,,264.0,10339.0,,818.0,678.0,,140.0,,15.0,0.0,,,,15.0,1955.0,,1.0,,1798.0,2788.0,9509.0,9509.0,,,,605.0,,,,,604.0,10114.0,12902.0,1671.0,14448.0,9.0,14439.0,-33.0,-17463.0,-82.0,-1459.0,256.0,-1203.0,11699.0,
06/30/2017,11920.0,13.0,13.0,0.0,1019.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,14.0,,,144.0,1247.0,10397.0,73535.0,-63138.0,0.0,,276.0,0.0,,0.0,,262.0,10673.0,,855.0,718.0,,137.0,,3.0,0.0,,,,3.0,1300.0,,1.0,,1297.0,2158.0,9850.0,9850.0,,,,596.0,,,,,595.0,10446.0,12604.0,1671.0,14467.0,9.0,14458.0,-32.0,-16969.0,-75.0,-938.0,254.0,-684.0,11920.0,
09/30/2017,11981.0,5.0,5.0,0.0,992.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,,,153.0,1178.0,10562.0,73937.0,-63375.0,0.0,,241.0,0.0,,0.0,,241.0,10803.0,,813.0,678.0,,135.0,,0.0,0.0,,,,0.0,1405.0,,11.0,,1397.0,2218.0,9899.0,9899.0,,,,568.0,,,,,557.0,10467.0,12685.0,1671.0,14458.0,9.0,14449.0,-32.0,-16987.0,-67.0,-957.0,253.0,-704.0,11981.0,
12/31/2017,12425.0,5.0,5.0,0.0,1322.0,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,,,171.0,1525.0,10664.0,74328.0,-63664.0,0.0,,236.0,0.0,0.0,0.0,,236.0,10900.0,,834.0,654.0,43.0,137.0,0.0,52.0,0.0,0.0,0.0,,52.0,1470.0,0.0,4.0,,1412.0,2356.0,9921.0,9921.0,0.0,0.0,,520.0,0.0,0.0,0.0,0.0,516.0,10441.0,12797.0,1671.0,14446.0,9.0,14437.0,-31.0,-16525.0,-57.0,-496.0,124.0,-372.0,12425.0,
03/31/2018,12086.0,4.0,4.0,0.0,1082.0,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,,,135.0,1224.0,10576.0,74479.0,-63903.0,0.0,,286.0,0.0,,0.0,,286.0,10862.0,,796.0,657.0,,139.0,,52.0,0.0,,,,52.0,1506.0,,6.0,,1357.0,2354.0,9325.0,9325.0,,,,504.0,,,,,498.0,9829.0,12183.0,1671.0,14428.0,9.0,14419.0,-32.0,-16240.0,-47.0,-220.0,123.0,-97.0,12086.0,
06/30/2018,12341.0,3.0,3.0,0.0,1060.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,,,177.0,1240.0,10839.0,75024.0,-64185.0,0.0,,262.0,0.0,,0.0,,262.0,11101.0,,867.0,742.0,,125.0,,432.0,0.0,,,,432.0,1574.0,,21.0,,1277.0,2873.0,9238.0,9238.0,,,,347.0,,,,,326.0,9585.0,12458.0,1671.0,14417.0,9.0,14408.0,-31.0,-16257.0,-40.0,-240.0,123.0,-117.0,12341.0,
09/30/2018,12659.0,4.0,4.0,0.0,1051.0,1051.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,,,180.0,1235.0,11130.0,75630.0,-64500.0,0.0,,294.0,0.0,,0.0,,294.0,11424.0,,919.0,670.0,123.0,126.0,,432.0,0.0,,,,432.0,1625.0,,28.0,,1315.0,2976.0,9380.0,9380.0,,,,342.0,,,,,314.0,9722.0,12698.0,1671.0,14403.0,9.0,14394.0,-31.0,-16173.0,-32.0,-162.0,123.0,-39.0,12659.0,
12/31/2018,12735.0,4.0,4.0,0.0,1247.0,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,76.0,,,138.0,1598.0,10803.0,28689.0,-17886.0,0.0,,334.0,0.0,0.0,0.0,,258.0,11137.0,,1214.0,763.0,108.0,141.0,202.0,381.0,0.0,,,,381.0,1292.0,0.0,0.0,,1289.0,2887.0,7341.0,7341.0,,,,374.0,0.0,0.0,0.0,0.0,374.0,7715.0,10602.0,1671.0,14387.0,9.0,14378.0,-31.0,-13912.0,-23.0,2092.0,41.0,2133.0,12735.0,
03/31/2019,16637.0,8.0,8.0,0.0,1196.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,48.0,,,136.0,1365.0,14955.0,33351.0,-18396.0,0.0,,349.0,0.0,,0.0,,269.0,15304.0,,1003.0,751.0,105.0,147.0,,399.0,0.0,28.0,9.0,19.0,371.0,1528.0,,15.0,,1467.0,2930.0,9182.0,9152.0,30.0,15.0,15.0,387.0,,,,,372.0,9569.0,12499.0,1671.0,16408.0,16.0,16392.0,-36.0,-13933.0,-13.0,4097.0,41.0,4138.0,16637.0,
06/30/2019,16540.0,4.0,4.0,0.0,1021.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,63.0,,,135.0,1384.0,14845.0,33705.0,-18860.0,0.0,,311.0,0.0,,0.0,,248.0,15156.0,,768.0,611.0,,157.0,,21.0,0.0,21.0,9.0,12.0,0.0,1431.0,36.0,3.0,,1352.0,2220.0,9729.0,9701.0,28.0,13.0,15.0,361.0,,,,,322.0,10090.0,12310.0,1671.0,16396.0,16.0,16380.0,-36.0,-13835.0,-5.0,4191.0,39.0,4230.0,16540.0,
09/30/2019,16579.0,14.0,14.0,0.0,977.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,51.0,,,140.0,1403.0,14876.0,34308.0,-19432.0,0.0,,300.0,0.0,,0.0,,249.0,15176.0,,650.0,526.0,,124.0,,226.0,0.0,18.0,9.0,9.0,208.0,1472.0,,,,1472.0,2348.0,9160.0,9133.0,27.0,11.0,16.0,336.0,,,,,336.0,9496.0,11844.0,1631.0,16994.0,19.0,16975.0,-36.0,-13896.0,3.0,4696.0,39.0,4735.0,16579.0,
