Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1989,272.983002,-158.723007,114.259995,-70.067001,44.193001,-4.072,0,2.907,43.028001,-16.211,26.816999,0.0,0,26.816999,,26.816999,26.817001,0.35,0.35,0.35,76.086,0.35,0.35,0.35,76.086,
09/30/1989,290.651001,-175.863007,114.787994,-70.785004,44.002998,-4.089,0,3.318,43.231998,-16.104,27.128,-0.637,0,26.490999,,26.490999,27.127998,0.36,0.36,0.35,75.363998,0.36,0.36,0.35,75.363998,
12/31/1989,269.158997,-165.046005,104.112992,-67.987999,36.125,-3.961,0,-1.936,30.228,-12.77,17.458,0.0,0,17.458,,17.458,17.458,0.23,0.23,0.23,75.811996,0.23,0.23,0.23,75.811996,
03/31/1990,303.643005,-178.584,125.059005,-76.383003,48.675999,-4.365,0,-6.423,37.887999,-14.737,23.150999,0.158,0,23.309,,23.309,23.150999,0.31,0.31,0.31,75.585998,0.31,0.31,0.31,75.585998,
06/30/1990,295.906006,-174.511002,121.395004,-72.041,49.354,-4.967,0,5.555,49.942,-18.674999,31.267,0.0,0,31.267,,31.267,31.267001,0.415,0.415,0.415,75.452004,0.415,0.415,0.415,75.452004,
09/30/1990,293.579987,-173.524002,120.055985,-71.953003,48.103001,-4.286,0,6.319,50.136001,-18.416,31.719999,0.0,0,31.719999,,31.719999,31.720001,0.42,0.42,0.42,75.517998,0.42,0.42,0.42,75.517998,
12/31/1990,276.057007,-161.714005,114.343002,-74.443001,39.900002,-4.074,0,6.595,42.421002,-15.213,27.208,0.0,0,27.208,,27.208,27.208002,0.36,0.36,0.36,75.314002,0.36,0.36,0.36,75.314002,
03/31/1991,313.398987,-181.778,131.620987,-73.348999,58.271999,-4.216,0,-13.205,40.850999,-18.228001,22.622999,0.0,0,22.622999,,22.622999,22.622998,0.3045,0.3045,0.3045,74.946,0.3045,0.3045,0.3045,74.946,
06/30/1991,281.623993,-158.455002,123.168991,-71.238998,51.93,-4.234,0,6.0,53.696,-20.042999,33.653,0.0,0,33.653,,33.653,33.653001,0.45,0.45,0.45,74.821998,0.45,0.45,0.45,74.821998,
09/30/1991,315.320007,-188.897995,126.422012,-74.314003,52.108002,-4.33,0,5.976,53.754002,-18.188999,35.564999,0.0,0,35.564999,,35.564999,35.565003,0.475,0.475,0.475,74.844002,0.475,0.475,0.475,74.844002,
12/31/1991,298.158997,-174.445999,123.712998,-79.411003,44.301998,-3.788,0,-15.236,25.277998,-10.757,14.521,0.0,0,14.521,,14.521,14.520998,0.1945,0.1945,0.1945,74.760002,0.1945,0.1945,0.1945,74.760002,
03/31/1992,373.040009,-189.498993,183.541016,-121.291,62.25,-3.165,0,6.244,65.329,-21.499001,43.830002,0.0,0,43.830002,,43.830002,43.829999,0.59,0.59,0.59,74.605004,0.59,0.59,0.59,74.605004,
06/30/1992,315.471008,-174.154007,141.317001,-92.834,48.483002,-3.345,0,5.539,50.677002,-18.157,32.52,-90.389999,0,-57.869999,,-57.869999,32.520002,0.435,0.435,-0.78,74.278,0.435,0.435,-0.78,74.278,
09/30/1992,344.729004,-198.003998,146.725006,-98.396004,48.328999,-3.269,0,5.006,50.065999,-17.407,32.659,0.0,0,32.659,,32.659,32.658999,0.44,0.44,0.44,74.108238,0.44,0.44,0.44,74.108238,
12/31/1992,299.234985,-172.602005,126.63298,-93.096001,33.536999,-3.21,0,6.963,37.289999,-12.676,24.614,0.0,0,24.614,0.0,24.614,24.613999,0.33,0.33,0.33,74.163002,0.33,0.33,0.33,74.163002,
03/31/1993,310.049011,-171.860992,138.188019,-92.299004,45.889,-2.537,0,18.263,61.615,-18.563,43.051998,0.0,0,43.051998,0.0,43.051998,43.052,0.59,0.59,0.59,73.183998,0.59,0.59,0.59,73.183998,
06/30/1993,282.946991,-151.542999,131.403992,-94.932999,36.471001,-3.036,0,7.878,41.313001,-14.822,26.490999,0.0,0,26.490999,0.0,26.490999,26.491001,0.38,0.38,0.38,70.480003,0.38,0.38,0.38,70.480003,
09/30/1993,310.687988,-167.845001,142.842987,-94.058998,48.784,-3.04,0,5.976,51.72,-18.16,33.560001,0.0,0,33.560001,0.0,33.560001,33.56,0.48,0.48,0.48,69.330002,0.48,0.48,0.48,69.330002,
12/31/1993,272.970001,-146.699005,126.270996,-87.683998,38.587002,-3.133,0,6.581,42.035002,-14.103,27.931999,0.0,0,27.931999,0.0,27.931999,27.932002,0.4,0.4,0.4,69.335999,0.4,0.4,0.4,69.335999,
03/31/1994,305.233002,-158.860001,146.373001,-116.792999,29.58,-2.126,0,8.764,36.218,-10.571,25.646999,0.0,0,25.646999,0.0,25.646999,25.647,,0.37,0.37,69.348999,,,,,
06/30/1994,285.053986,-151.016006,134.037979,-95.473,38.564999,-2.853,0,7.196,42.907999,-15.834,27.073999,0.0,0,27.073999,0.0,27.073999,27.073999,,0.39,0.39,69.459,,,,,
