Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/31/2016,14381.314,1174.283,1115.226,59.057,1323.114,1323.114,0.0,0.0,0.0,0.0,0.0,0.0,780.602,23.504,,22.545,753.243,3277.999,1728.243,2805.663,-1077.42,1093.921,548.258,545.663,8281.151,7469.024,6029.895,1439.129,789.582,11103.315,,1563.769,101.404,,,1462.365,0.0,0.0,,,,,3812.327,15.361,,0.0,5376.096,1796.929,1796.929,,,,1075.713,,,,,,1060.352,2872.642,8248.738,0.0,6519.952,0.685,6519.267,0.0,-376.161,-11.215,6132.576,0.0,6132.576,14381.314,
10/31/2016,14387.669,1200.807,1145.736,55.071,1281.425,1281.425,0.0,0.0,0.0,0.0,0.0,0.0,519.322,22.766,,22.095,495.184,3001.554,1756.673,2881.656,-1124.983,1106.291,555.968,550.323,8523.151,7888.665,6616.999,1271.666,612.391,11386.115,,1492.003,140.541,,,1351.462,0.0,0.0,,,,,3483.531,16.44,,0.0,4975.534,1804.371,1804.371,,,,801.727,,,,,,785.287,2606.098,7581.632,0.0,7282.45,0.697,7281.753,0.0,-413.47,-62.943,6806.037,0.0,6806.037,14387.669,
01/31/2017,17584.923,2208.887,1606.549,602.338,3196.643,3196.643,0.0,0.0,0.0,0.0,0.0,0.0,591.297,26.932,0.0,,551.127,5996.827,1787.534,2985.884,-1198.35,566.953,566.953,,9233.609,8518.891,7263.846,1255.045,714.718,11588.096,,1749.631,115.257,,0.0,1634.374,0.0,0.0,,,,0.0,5545.835,0.0,0.0,0.0,7295.466,2008.391,16.11175,397.216,397.216,,780.939,0.0,0.0,0.0,0.0,,780.939,2789.33,10084.796,0.0,8040.878,0.708,8040.17,0.0,-464.91,-75.841,7500.127,0.0,7500.127,17584.923,
04/30/2017,17058.93,3219.55,2024.904,1194.646,1439.875,1439.875,0.0,0.0,0.0,0.0,0.0,0.0,745.066,69.134,,29.312,663.342,5404.491,1846.413,3128.315,-1281.902,639.191,639.191,,9168.835,8473.094,7290.025,1183.069,666.429,11654.439,,1455.647,128.065,,,1327.582,1123.525,1123.525,,,,,5046.691,,,0.0,7625.863,695.845,695.845,,,,802.734,,,,,,802.734,1498.579,9124.442,0.0,8399.092,0.712,8398.38,0.0,-474.117,9.513,7934.488,0.0,7934.488,17058.93,
07/31/2017,17418.803,3501.245,1949.11,1552.135,1569.322,1569.322,0.0,0.0,0.0,0.0,0.0,0.0,740.774,75.031,,29.926,660.632,5811.341,1866.576,3230.195,-1363.619,657.687,657.687,,9083.199,8400.971,7294.381,1106.59,652.302,11607.462,,1568.884,148.279,,,1420.605,1130.729,1130.729,,,,,4826.572,,,0.0,7526.185,696.199,696.199,,,,727.882,,,,,,727.882,1424.081,8950.266,0.0,8890.16,0.719,8889.441,0.0,-456.381,34.758,8468.537,0.0,8468.537,17418.803,
10/31/2017,17490.036,3628.665,2071.837,1556.828,1519.916,1519.916,0.0,0.0,0.0,0.0,0.0,0.0,797.589,43.301,,31.596,750.063,5946.17,1864.891,3319.609,-1454.718,670.406,670.406,,9008.569,8330.677,7294.141,1036.536,646.296,11543.866,,1683.036,120.019,,,1563.017,1137.954,1137.954,,,,,4395.454,,,0.0,7216.444,707.352,707.352,,,,736.87,,,,,,736.87,1444.222,8660.666,0.0,9230.803,0.722,9230.081,0.0,-404.987,3.554,8829.37,0.0,8829.37,17490.036,
01/31/2018,21984.0,4521.0,2543.0,1978.0,3921.0,3921.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,,0.0,,1124.051,9584.0,1947.0,3403.0,-1456.0,677.0,677.0,,9776.0,8287.0,7314.0,973.0,1489.0,12400.0,,2041.419,76.0,,0.0,1965.419,1025.0,0.0,,,,1025.0,7000.581,0.0,0.0,0.0,10067.0,695.0,399.683,295.317,295.317,,846.0,0.0,0.0,0.0,0.0,,846.0,1541.0,11608.0,0.0,9753.0,1.0,9752.0,0.0,635.0,-12.0,10376.0,0.0,10376.0,21984.0,
04/30/2018,22963.0,7159.0,5922.0,1237.0,1763.0,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.0,18.0,,39.0,1205.0,10151.0,1950.0,3491.0,-1541.0,1024.0,1024.0,,9838.0,8408.0,7444.0,964.0,1391.0,12812.0,,1685.0,134.0,,,1551.0,3.0,0.0,,,,3.0,6207.0,,,0.0,7895.0,3172.0,3172.0,,,,836.0,,,,,,836.0,4008.0,11903.0,0.0,10124.0,1.0,10123.0,0.0,969.0,-33.0,11060.0,0.0,11060.0,22963.0,
07/31/2018,25823.0,3427.0,2319.0,1108.0,1980.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.0,15.0,,43.0,1379.0,6802.0,1986.0,3621.0,-1635.0,1202.0,1202.0,,15833.0,14375.0,12254.0,2121.0,1415.0,19021.0,,2073.0,201.0,,,1872.0,503.0,0.0,,,,503.0,5893.0,,,0.0,8469.0,3173.0,3173.0,,,,653.0,,,,,,653.0,3826.0,12295.0,0.0,12309.0,1.0,12308.0,0.0,1269.0,-50.0,13528.0,0.0,13528.0,25823.0,
10/31/2018,26588.0,3450.0,2105.0,1345.0,2037.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.0,12.0,,46.0,1365.0,6870.0,1998.0,3724.0,-1726.0,1251.0,1251.0,,16469.0,15050.0,12848.0,2202.0,1373.0,19718.0,,2129.0,160.0,,,1969.0,503.0,0.0,,,,503.0,5390.0,,,0.0,8022.0,3173.0,2970.0,203.0,203.0,,700.0,,,,,,700.0,3873.0,11895.0,0.0,13394.0,1.0,13393.0,0.0,1373.0,-74.0,14693.0,0.0,14693.0,26588.0,
01/31/2019,30737.0,4342.0,2669.0,1673.0,4924.0,4924.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.0,,0.0,,1375.0,10683.0,2051.0,3834.0,-1783.0,1302.0,1302.0,,16701.0,15469.0,12851.0,2618.0,1232.0,20054.0,,5214.0,2691.0,,0.0,2523.0,3.0,0.0,0.0,,0.0,3.0,8564.0,0.0,0.0,0.0,11258.0,3361.0,3170.0,191.0,191.0,0.0,513.0,0.0,0.0,0.0,0.0,,513.0,3874.0,15132.0,0.0,13928.0,1.0,13927.0,0.0,1735.0,-58.0,15605.0,0.0,15605.0,30737.0,
04/30/2019,33154.0,6379.0,4110.0,2269.0,2153.0,2153.0,0.0,0.0,0.0,0.0,0.0,0.0,1503.0,,,,1474.0,10035.0,5097.0,,,1548.0,1548.0,,16474.0,15325.0,12854.0,2471.0,1149.0,23119.0,,2050.0,,,,2050.0,857.0,0.0,853.0,178.0,675.0,4.0,7585.0,,,0.0,10492.0,5911.0,3169.0,2742.0,359.0,2383.0,305.0,,,,,,305.0,6216.0,16708.0,0.0,14384.0,1.0,14383.0,0.0,2127.0,-65.0,16446.0,0.0,16446.0,33154.0,
07/31/2019,33336.0,6042.0,3510.0,2532.0,2332.0,2332.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.0,,,,1492.0,9903.0,5187.0,,,1614.0,1614.0,,16632.0,15527.0,13199.0,2328.0,1105.0,23433.0,,2271.0,,,,2271.0,786.0,0.0,782.0,76.0,706.0,4.0,7142.0,,,0.0,10199.0,5646.0,2969.0,2677.0,336.0,2341.0,325.0,,,,,,325.0,5971.0,16170.0,0.0,15025.0,1.0,15024.0,0.0,2218.0,-77.0,17166.0,0.0,17166.0,33336.0,
10/31/2019,49942.0,6529.0,3868.0,2661.0,2573.0,2573.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,,,0.0,1869.0,11026.0,5515.0,,,1760.0,1760.0,,31641.0,30538.0,25022.0,5516.0,1103.0,38916.0,,2816.0,,,,2816.0,803.0,0.0,800.0,65.0,735.0,3.0,6858.0,,,0.0,10477.0,5690.0,2821.0,2869.0,334.0,2535.0,496.0,,,,,,496.0,6186.0,16663.0,0.0,31244.0,1.0,31243.0,0.0,2109.0,-74.0,33279.0,0.0,33279.0,49942.0,
01/31/2020,55126.0,7947.0,4145.0,3802.0,6174.0,6174.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.0,,0.0,,1814.0,15963.0,5415.0,7216.0,-1801.0,1963.0,1963.0,,31785.0,30437.0,25134.0,5303.0,1348.0,39163.0,,3380.0,3433.0,,0.0,-53.0,807.0,0.0,803.0,53.0,750.0,4.0,10662.0,0.0,0.0,0.0,14849.0,5446.0,2669.0,2777.0,332.0,2445.0,946.0,0.0,0.0,0.0,0.0,,946.0,6392.0,21241.0,0.0,32117.0,1.0,32116.0,0.0,1861.0,-93.0,33885.0,0.0,33885.0,55126.0,
04/30/2020,53623.0,9802.0,5772.0,4030.0,3076.0,3076.0,0.0,0.0,0.0,0.0,0.0,0.0,1835.0,,,,1792.0,14713.0,5501.0,,,1902.0,1902.0,,31507.0,30336.0,25266.0,5070.0,1171.0,38910.0,,2989.0,,,,2989.0,746.0,0.0,742.0,,742.0,4.0,9112.0,,,0.0,12847.0,5091.0,2669.0,2422.0,,2422.0,1120.0,,,,,,1120.0,6211.0,19058.0,0.0,32740.0,1.0,32739.0,0.0,1960.0,-135.0,34565.0,0.0,34565.0,53623.0,
07/31/2020,57780.0,9283.0,4052.0,5231.0,3445.0,3445.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.0,,0.0,,2011.0,14846.0,5513.0,,,2555.0,2555.0,,34866.0,33557.0,26301.0,7256.0,1309.0,42934.0,,3391.0,,,,3391.0,770.0,0.0,767.0,,767.0,3.0,8805.0,,0.0,0.0,12966.0,5077.0,2332.0,2745.0,338.0,2407.0,1297.0,,,,,,1297.0,6374.0,19340.0,0.0,33923.0,1.0,33922.0,0.0,4585.0,-68.0,38440.0,0.0,38440.0,57780.0,
