Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,69.8,69.15,69.15,,2.404873,0.954476,0.282719,0.185,0.185,,0.185,0.185,0.185,0.03,1.432075,,6.542751,5.757665,,
06/30/1990,65.999999,68.189998,68.189998,,2.578061,1.051151,0.326206,0.202,0.202,,0.202,0.202,0.202,0.03,0.724036,,6.438242,6.256682,,
09/30/1990,66.090002,67.789998,67.789998,,2.585809,1.036289,0.336849,0.212,0.212,,0.212,0.212,0.212,0.03,0.120785,,17.774247,6.44105,,
12/31/1990,66.3,67.6,67.6,,2.893151,1.155414,0.297396,0.192,0.192,0.192,0.192,0.192,0.192,0.035,-1.078595,,10.62911,6.59445,,
03/31/1991,66.389999,68.179998,68.179998,,2.851643,1.252024,0.389337,0.222,0.222,,0.222,0.222,0.222,0.035,2.418437,,4.781669,6.784983,,
06/30/1991,66.859999,68.88,68.88,,2.965215,1.356925,0.40045,0.224,0.224,,0.224,0.224,0.224,0.035,0.545645,,14.508421,6.964508,,
09/30/1991,67.020001,69.569998,69.569998,,3.329539,1.623113,0.411629,0.237,0.237,,0.237,0.237,0.237,0.035,0.520009,,6.074202,7.169561,,
12/31/1991,67.08,69.56,69.56,,3.173476,1.712033,0.460466,0.249,0.249,0.249,0.249,0.249,0.249,0.035,0.302918,,5.016682,7.390802,,
03/31/1992,67.420001,70.0,70.0,,3.244771,1.991343,0.666471,0.381,0.381,,0.381,0.381,0.381,0.04,-0.420086,,8.175393,7.719074,,
06/30/1992,67.319999,70.33,70.33,,3.145557,1.997028,0.656107,0.382,0.382,,0.382,0.382,0.382,0.04,2.097114,,11.116295,8.094355,,
