Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
02/28/1993,-39.550999,89.471001,14.499,7.344,,,7.344,-150.865005,,,-150.865005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1993,148.744995,76.906998,20.476,12.321,,,12.321,39.041,,,39.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1993,189.664001,114.099998,14.155,0.831,,,0.831,60.577999,,,60.577999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1993,124.955002,52.294998,14.656,0.26,,,0.26,57.743999,,,57.743999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/1994,18.884001,63.235001,16.565001,3.364,,,3.364,-64.279999,,,-64.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1994,242.960007,69.164001,19.155001,-23.851999,,,-23.851999,178.492996,,,178.492996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1994,117.410004,105.987,14.757,10.393,,,10.393,-13.727,,,-13.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1994,67.941002,84.939003,16.322001,-2.57,,,-2.57,-30.75,,,-30.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/1995,-46.486,95.348999,16.950001,1.909,,,1.909,-160.694,,,-160.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1995,116.047997,113.389,23.084,-16.634001,,,-16.634001,-3.791,,,-3.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1995,123.139,182.098007,20.184999,7.247,,,7.247,-86.390999,,,-86.390999,,,-52.576,,,,-52.576,,,,,,,,,,52.576,,,,,,,,,,,,,
11/30/1995,-30.429001,97.811996,21.444,-7.575,,,-7.575,-142.110001,,,-142.110001,,,-43.535,,,,-43.535,,,,,,,,,,43.535,,,,,,,,,,,,,
02/29/1996,17.028999,133.873993,23.718,-5.818,,,-5.818,-134.744995,,,-134.744995,,,-50.507,,,,-50.507,,,,,,,,,,50.507,,,,,,,,,,,,,
05/31/1996,220.281998,139.406006,67.030998,-67.598,,,-67.598,81.443001,,,81.443001,,-216.384003,-216.384003,,,,-216.384003,,,,,,,,,,0.0,,,,,,,,,,,,3.897995,
08/31/1996,21.413,226.063004,27.011999,19.290001,,,19.290001,-250.951996,,,-250.951996,,,-74.260002,,,,-74.260002,,,,,,,,,,74.260002,,,,,,,,,,,,,
11/30/1996,103.602997,176.871994,31.187,-1.558,,,-1.558,-102.898003,,,-102.898003,,,-113.319,,,,-113.319,,,,,,,,,,113.319,,,,,,,,,,,,,
02/28/1997,-68.212997,237.132996,36.577999,5.554,,,5.554,-347.477997,,,-347.477997,,,-130.001007,,,,-130.001007,,,,,,,,,,130.001007,,,,,,,,,,,,,
05/31/1997,266.316986,155.753998,73.552002,-70.431999,,,-70.431999,107.443001,,,107.443001,,-148.328003,-148.328003,,,,-148.328003,,,,,,,,,,0.0,,,,,,,,,,,,117.988983,
08/31/1997,137.362,253.130005,43.792,8.455,,,8.455,-168.014999,,,-168.014999,,-145.953995,-104.747999,3.934,,,-108.681999,,,0.0,0.0,0.0,,,,,-41.205996,-33.741998,-28.931999,-23.027999,,,,14.246,14.246,0.0,3.972,,-42.334,
11/30/1997,151.692001,141.048996,44.265999,-1.983,,,-1.983,-31.639999,,,-31.639999,,-152.181,-131.882001,1.435,,,-133.317001,,,0.0,0.0,0.0,,,,,-20.298998,-262.912001,-29.046,-188.260003,,,,-29.708999,3.453,-33.161999,-15.897,,-263.401001,
02/28/1998,-128.320999,73.117996,44.922001,12.883,,,12.883,-259.243988,,,-259.243988,,-120.702003,-104.899,5.212,,,-110.111,,,0.0,0.0,0.0,,,,,-15.803003,259.616994,-34.801998,387.51999,,,,-112.116998,6.706,-118.822998,19.016001,,10.594,
05/31/1998,356.766998,-67.696999,100.519997,-73.955002,,,-73.955002,397.898987,,,397.898987,,-176.162994,-147.570993,6.219,,,-153.789993,,,0.0,0.0,0.0,,,,,-28.592001,-221.877993,-34.52,-149.846993,,,,-42.519999,7.795,-50.314999,5.009,,-41.659,
08/31/1998,368.9,163.8,57.2,-2.3,,-1.7,-0.6,150.2,,,150.2,,-98.0,-82.0,3.6,,,-85.6,,,0.0,0.0,0.0,,,,,-16.0,-211.7,-34.4,-132.3,,,,-36.9,6.4,-43.3,-8.1,,59.2,
11/30/1998,302.1,68.9,44.8,0.7,,-18.4,19.1,187.7,,,187.7,,-97.0,-79.9,8.1,,,-88.0,,,0.0,0.0,0.0,,,,,-17.1,-118.4,-34.2,82.8,,,,-147.8,2.9,-150.7,-19.2,,86.7,
02/28/1999,-57.0,124.2,85.9,1.7,,,1.7,-268.8,,,-268.8,,-106.9,-86.6,5.2,,,-91.8,,,0.0,0.0,0.0,,,,,-20.3,37.2,-33.7,123.9,,,,-59.7,8.9,-68.6,6.7,,-126.7,
05/31/1999,347.0,94.5,40.9,65.8,,,65.8,145.8,,,145.8,,-114.6,-108.4,10.3,,,-118.7,,,0.0,0.0,0.0,,,,,-6.2,-162.1,-33.9,-136.9,,,,-1.0,36.2,-37.2,9.7,,70.3,
08/31/1999,316.1,200.2,43.5,9.7,,-8.4,18.1,62.7,,,62.7,,-288.4,-279.4,6.3,,,-285.7,,,0.0,0.0,0.0,,,,,-9.0,0.4,-33.9,178.2,,,,-125.0,5.1,-130.1,-18.9,,28.1,
11/30/1999,263.3,107.6,47.5,9.9,,7.6,2.3,98.3,,,98.3,,-68.5,-67.2,5.7,,,-72.9,,,0.0,0.0,0.0,,,,,-1.3,-168.0,-33.6,79.2,,,,-218.9,22.1,-241.0,5.3,,26.8,
02/29/2000,437.7,453.1,138.3,25.6,,-3.5,29.1,-179.3,,,-179.3,,-348.8,-313.3,16.3,,,-329.6,,,,,,,,,,-35.5,365.0,-100.5,874.6,,,,-454.2,29.5,-483.7,45.1,,453.9,
05/31/2000,288.3,126.0,49.7,46.8,,40.3,6.5,65.8,,,65.8,,15.4,25.3,25.3,,,0.0,,,0.0,0.0,0.0,,,,,-9.9,-208.8,-32.6,12.4,,,,-168.2,0.0,-168.2,-20.4,,94.9,
08/31/2000,175.9,210.2,46.0,3.4,,-3.0,6.4,-83.7,,,-83.7,,-63.4,-68.9,0.7,,,-69.6,,,0.0,0.0,0.0,,,,,5.5,40.3,-32.4,57.3,,,,2.7,8.6,-5.9,12.7,,152.8,
11/30/2000,130.1,119.4,46.5,9.4,,1.0,8.4,-45.2,,,-45.2,,-82.1,-76.4,5.3,,,-81.7,,,0.0,0.0,0.0,,,,,-5.7,-129.6,-32.4,-107.6,,,,-26.8,6.3,-33.1,37.2,,-81.6,
02/28/2001,22.0,97.4,52.1,8.3,,0.7,7.6,-135.8,,,-135.8,,-100.4,-74.5,1.7,,,-76.2,,,0.0,0.0,0.0,,,,,-25.9,-61.2,-32.4,-44.9,,,,39.0,39.0,0.0,-22.9,,-139.6,
05/31/2001,328.5,162.7,52.8,107.8,,81.1,26.7,5.2,,,5.2,,-96.4,-85.1,5.0,,,-90.1,,,0.0,0.0,0.0,,,,,-11.3,-114.0,-32.5,-24.0,,,,-115.9,2.1,-118.0,58.4,,118.1,
08/31/2001,235.4,199.2,53.7,-3.1,,-12.5,9.4,-14.4,,,-14.4,,-51.8,-56.1,1.2,,,-57.3,,,0.0,0.0,0.0,,,,,4.3,-122.7,-32.2,-57.3,,,,-0.6,4.5,-5.1,-32.6,,60.9,
11/30/2001,221.8,129.3,53.3,29.6,,6.3,23.3,9.6,,,9.6,,-64.3,-57.5,6.2,,,-63.7,,,0.0,0.0,0.0,,,,,-6.8,-62.6,-32.2,-8.5,,,,-33.2,6.4,-39.6,11.3,,94.9,
02/28/2002,62.2,126.4,57.0,27.4,,2.3,25.1,-148.6,,,-148.6,,-98.2,-47.8,4.4,,,-52.2,,,0.0,0.0,0.0,,,,,-50.4,-74.2,-32.2,-62.6,,,,9.5,21.6,-12.1,11.1,,-110.2,
05/31/2002,562.1,208.4,59.5,28.3,,19.1,9.2,265.9,,,265.9,,-88.5,-105.8,3.8,,,-109.6,,,0.0,0.0,0.0,,,,,17.3,-247.7,-32.3,-53.5,,,,-143.1,27.0,-170.1,-18.8,,225.9,
08/31/2002,174.1,-48.9,56.4,269.3,,,269.3,-102.7,,,-102.7,,-50.1,-38.9,4.8,,,-43.7,,,0.0,0.0,0.0,,,,,-11.2,-269.5,-31.9,-169.1,,,,-48.2,4.9,-53.1,-20.3,,-145.5,
11/30/2002,225.9,152.0,58.0,6.6,,0.1,6.5,9.3,,,9.3,,-57.5,-40.5,2.4,,,-42.9,,,0.0,0.0,0.0,,,,,-17.0,-42.6,-31.9,42.8,,,,-37.8,6.4,-44.2,-15.7,,125.8,
02/28/2003,28.8,124.7,62.1,1.2,,-1.1,2.3,-159.2,,,-159.2,,-60.6,-49.6,2.4,,,-52.0,,,0.0,0.0,0.0,,,,,-11.0,-80.8,-37.0,-46.5,,,,-24.3,4.1,-28.4,27.0,,-112.6,
05/31/2003,488.6,246.2,86.0,51.9,,51.4,0.5,104.5,,,104.5,,-47.4,-42.1,5.2,,,-47.3,,,0.0,0.0,0.0,,,,,-5.3,-250.4,-37.0,-142.5,,,,-41.8,28.8,-70.6,-29.1,,190.8,
08/31/2003,350.0,261.200012,71.800003,3.6,,0.7,2.9,13.4,-52.700001,-2.5,68.6,,-42.299999,-40.4,1.6,,,-42.0,,,0.0,0.0,0.0,,,,,-1.899999,56.099993,-36.900002,163.699994,,,,-76.0,19.0,-95.0,5.3,,363.799988,
11/30/2003,423.0,179.100006,86.599998,32.099998,,15.6,16.499998,125.199997,240.0,-19.4,-95.400003,,-341.399994,-44.4,1.6,,,-46.0,,,0.0,0.0,0.0,,,,,-296.999994,-110.49999,-36.799999,-69.899994,,,,-4.199997,96.300003,-100.5,0.4,,-28.9,
02/29/2004,202.199997,200.300003,64.900002,40.299999,,12.2,28.099999,-103.300003,18.700001,-63.799999,-58.200005,,-79.5,-54.499998,0.6,,,-55.099998,,,0.0,0.0,0.0,,,,,-25.000002,-176.899995,-52.599998,-150.699995,,,,28.599998,73.599998,-45.0,-2.2,,-54.200001,
05/31/2004,543.3,305.0,90.2,-9.8,,-9.5,-0.3,157.9,-108.9,29.8,237.0,,-487.4,-63.9,7.8,,,-71.7,,,,,,,,,,-423.5,-142.6,-52.9,3.8,,,,-114.6,64.7,-179.3,21.1,,-86.7,
08/31/2004,368.399994,326.799988,58.400002,28.200001,,11.6,16.6,-45.0,-57.799999,25.9,-13.1,,-72.400002,-52.399999,1.4,,,-53.799999,,,0.0,0.0,0.0,,,,,-20.000002,-191.900005,-52.599998,-52.700002,,,,-80.200005,65.599998,-145.800003,-6.4,,104.099998,
11/30/2004,387.100006,261.899994,79.0,30.700001,,10.6,20.1,15.5,147.800003,12.8,-145.100003,,-184.5,-66.1,4.9,,,-71.0,,,0.0,0.0,0.0,,,,,-118.4,47.100003,-52.599998,29.5,,,,50.5,108.400002,-57.900002,19.700001,,249.699997,
02/28/2005,325.6,273.4,51.5,27.8,,-26.3,54.1,-27.1,-187.5,-35.9,196.3,,-6.1,-55.7,0.0,,,-55.7,,,0.0,0.0,0.0,,,,,49.6,-278.8,-66.0,-44.2,,,,-156.1,30.7,-186.8,-12.5,,40.7,
05/31/2005,489.6,349.5,98.8,-2.3,,25.4,-27.7,43.6,4.0,-106.1,145.7,,-97.4,-75.7,0.9,,,-76.6,,,0.0,0.0,0.0,,,,,-21.7,-226.6,-65.5,-23.5,,,,-143.6,22.1,-165.7,6.0,,165.6,
08/31/2005,261.700012,432.299988,68.900002,5.4,,-11.2,16.6,-244.899994,-132.800003,-29.1,-82.99999,,69.300003,-58.1,0.4,,,-58.5,,,0.0,0.0,0.0,,,,,127.400003,-130.200011,-65.300003,2.6,,,,-75.500008,53.599998,-129.100006,8.0,,200.800003,
11/30/2005,476.5,301.1,74.2,36.8,,16.4,20.4,64.4,201.1,-70.2,-66.5,,-721.4,-106.0,0.2,,,-106.2,,,0.0,0.0,0.0,,,,,-615.4,-209.5,-65.1,12.4,,,,-161.3,92.2,-253.5,4.5,,-454.4,
02/28/2006,214.899994,325.799988,90.599998,11.6,,-0.6,12.2,-213.100006,-163.800003,-98.699997,49.399994,,296.200012,-66.800002,0.6,,,-67.400002,,,0.0,0.0,0.0,,,,,363.000014,-173.499996,-80.400002,-2.8,,,,-85.599995,42.799999,-128.399994,-4.7,,337.600006,
05/31/2006,714.8,332.8,57.2,-16.7,,-30.6,13.9,350.4,10.4,-2.3,342.3,,-920.7,-101.2,0.4,,,-101.6,,,0.0,0.0,0.0,,,,,-819.5,-312.0,-80.1,-36.4,,,,-213.4,36.7,-250.1,17.9,,-517.9,
08/31/2006,231.8,377.2,66.9,74.9,69.7,-1.9,7.1,-287.2,-164.3,-73.9,-49.0,,584.1,-72.2,0.1,,,-72.3,,,0.0,0.0,0.0,,,,,656.3,-739.4,-79.3,-234.9,,,,-437.7,35.2,-472.9,12.5,,76.5,
11/30/2006,309.8,325.6,75.4,58.9,,44.0,14.9,-150.1,202.4,-24.5,-328.0,,-194.2,-82.5,0.3,,,-82.8,,,0.0,0.0,0.0,,,,,-111.7,-43.4,-77.7,-4.5,,,,30.4,176.9,-146.5,8.4,,72.2,
02/28/2007,373.2,350.8,56.9,36.4,,19.0,17.4,-70.9,-140.8,-10.4,80.3,,388.1,-34.6,27.4,,,-62.0,,,0.0,0.0,0.0,,,,,422.7,15.0,-93.2,75.7,,,,26.2,111.4,-85.2,6.3,,776.3,
05/31/2007,963.9,437.9,70.5,12.1,,-27.0,39.1,443.4,63.1,59.3,321.0,,-685.1,-95.9,0.5,,,-96.4,,,0.0,0.0,0.0,,,,,-589.2,-301.3,-93.5,2.4,,,,-225.4,55.2,-280.6,15.2,,-22.5,
08/31/2007,319.5,569.7,70.0,-39.4,63.8,-104.8,1.6,-280.8,-257.3,-20.0,-3.5,,88.7,-91.6,0.2,,,-91.8,,,0.0,0.0,0.0,,,,,180.3,-291.0,-92.8,11.9,,,,-206.7,111.6,-318.3,-3.4,,117.2,
11/30/2007,630.4,359.4,87.4,21.3,,-3.6,24.9,162.3,243.4,-7.9,-73.2,,105.7,-109.9,0.2,,,-110.1,,,0.0,0.0,0.0,,,,,215.6,-239.5,-92.3,-32.4,,,,-159.3,129.2,-288.5,44.5,,496.6,
02/29/2008,353.9,463.8,66.6,25.9,,4.3,21.6,-202.4,-119.9,-156.0,73.5,,-221.8,-90.0,0.4,,,-90.4,,,0.0,0.0,0.0,,,,,-131.8,-360.2,-114.4,81.6,,,,-302.2,42.5,-344.7,-25.2,,-228.1,
05/31/2008,632.5,490.5,79.6,-210.1,,-196.5,-13.6,272.5,15.5,-65.9,322.9,,-462.4,-155.8,1.1,,,-156.9,,,0.0,0.0,0.0,,,,,-306.6,-278.6,-113.4,-32.6,,,,-173.5,123.0,-296.5,40.9,,-108.5,
08/31/2008,357.6,510.5,78.5,12.0,78.2,-73.0,6.8,-243.4,-292.9,-57.0,106.5,0.0,-428.1,-93.6,13.1,13.1,0.0,-106.7,-106.7,0.0,0.0,,,0.0,0.0,0.0,0.0,-334.5,-433.9,-113.0,43.4,45.0,,-1.6,-364.3,54.5,-418.8,0.0,-3.9,-508.3,
11/30/2008,280.7,391.0,80.7,67.9,25.1,33.9,8.9,-258.9,119.9,-69.0,-309.8,0.0,18.0,-117.3,0.9,0.9,0.0,-118.2,-118.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.3,-128.4,-111.6,107.1,108.7,,-1.6,-123.9,106.5,-230.4,0.0,-74.4,95.9,
02/28/2009,24.1,243.8,87.4,186.3,23.7,-231.2,393.8,-493.4,-200.8,-56.5,-236.1,0.0,208.4,-109.8,0.6,0.6,0.0,-110.4,-110.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.2,-94.8,-121.0,16.2,18.1,,-1.9,10.0,10.0,0.0,0.0,32.9,170.6,
05/31/2009,1073.7,341.4,88.4,59.9,43.6,-23.8,40.1,584.0,135.8,214.7,233.5,0.0,-596.4,-103.0,17.4,17.4,0.0,-120.4,-120.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-493.4,-76.8,-121.1,3.6,5.3,,-1.7,40.7,40.7,0.0,0.0,-1.5,399.0,
08/31/2009,709.0,513.0,79.0,75.0,91.0,-18.0,2.0,42.0,94.0,95.0,-147.0,0.0,-332.0,-80.0,0.0,0.0,0.0,-80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.0,-358.0,-121.0,-276.0,-249.0,0.0,-27.0,39.0,54.0,-15.0,0.0,-49.0,-30.0,
11/30/2009,668.1,375.0,79.8,74.8,23.1,37.1,14.6,138.5,191.2,157.1,-209.8,0.0,-732.9,-83.3,8.8,8.8,0.0,-92.1,-92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-649.6,-147.3,-121.7,2.2,4.0,,-1.8,-27.8,149.9,-177.7,0.0,-13.3,-225.4,
02/28/2010,511.9,496.4,80.9,84.8,23.5,54.9,6.4,-150.2,-195.7,-36.7,82.2,0.0,100.8,-66.5,0.9,0.9,0.0,-67.4,-67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.3,-403.3,-131.9,5.9,245.3,0.0,-239.4,-277.3,56.0,-333.3,0.0,-19.5,189.9,
05/31/2010,1275.2,522.0,83.2,5.7,21.5,-65.7,49.9,664.3,92.7,69.7,501.9,0.0,-303.5,-94.7,0.3,0.3,0.0,-95.0,-95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-208.8,-151.9,-130.7,30.3,237.4,,-207.1,-51.5,163.7,-215.2,0.0,34.1,853.9,
08/31/2010,212.0,559.0,78.0,5.0,21.0,0.0,-16.0,-430.0,-82.0,-118.0,-230.0,0.0,-684.0,-89.0,0.0,0.0,0.0,-89.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-595.0,-600.0,-131.0,-34.0,-32.0,0.0,-2.0,-435.0,53.0,-488.0,0.0,3.0,-1069.0,
11/30/2010,435.0,457.0,83.0,56.0,29.0,,27.0,-161.0,46.0,-134.0,-73.0,0.0,-487.0,-102.0,0.0,,,-102.0,-102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-385.0,-196.0,-129.0,15.0,17.0,,-2.0,-82.0,215.0,-297.0,0.0,6.0,-242.0,
02/28/2011,323.0,523.0,88.0,-42.0,28.0,-67.0,-3.0,-246.0,-134.0,-147.0,35.0,0.0,569.0,-111.0,1.0,1.0,0.0,-112.0,-112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,-542.0,-148.0,8.0,10.0,,-2.0,-402.0,65.0,-467.0,0.0,14.0,364.0,
05/31/2011,842.0,594.0,86.0,33.0,27.0,-6.0,12.0,129.0,-103.0,-152.0,384.0,0.0,-419.0,-129.0,0.0,0.0,0.0,-129.0,-129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-290.0,-634.0,-147.0,44.0,46.0,,-2.0,-531.0,76.0,-607.0,0.0,34.0,-177.0,
08/31/2011,87.0,645.0,86.0,54.0,25.0,4.0,25.0,-698.0,-141.0,-398.0,-159.0,0.0,317.0,-113.0,1.0,1.0,0.0,-114.0,-114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,-744.0,-145.0,-150.0,-18.0,0.0,-132.0,-449.0,177.0,-626.0,0.0,-7.0,-347.0,
11/30/2011,510.0,469.0,92.0,26.0,36.0,-5.0,-5.0,-77.0,50.0,-157.0,30.0,,515.0,-145.0,0.0,0.0,0.0,-145.0,-145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,-710.0,-144.0,-33.0,-31.0,,-2.0,-533.0,166.0,-699.0,0.0,6.0,321.0,
02/29/2012,328.0,560.0,94.0,56.0,34.0,-6.0,28.0,-382.0,-142.0,-136.0,-104.0,0.0,166.0,-120.0,0.0,0.0,0.0,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,-416.0,-165.0,-105.0,-38.0,,-67.0,-146.0,114.0,-260.0,0.0,14.0,92.0,
05/31/2012,974.0,549.0,101.0,-34.0,35.0,-53.0,-16.0,358.0,-90.0,-114.0,562.0,,-484.0,-217.0,1.0,1.0,0.0,-218.0,-218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-267.0,-248.0,-165.0,20.0,22.0,,-2.0,-103.0,126.0,-229.0,0.0,54.0,296.0,
08/31/2012,535.0,567.0,104.0,53.0,37.0,-17.0,33.0,-189.0,-123.0,-17.0,-49.0,0.0,221.0,-107.0,0.0,0.0,0.0,-107.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,-907.0,-165.0,-23.0,19.0,0.0,-42.0,-719.0,47.0,-766.0,0.0,-1.0,-152.0,
11/30/2012,710.0,384.0,107.0,143.0,46.0,-32.0,129.0,76.0,145.0,-24.0,-45.0,,-61.0,-143.0,0.0,0.0,0.0,-143.0,-143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,-524.0,-162.0,-32.0,-29.0,,-3.0,-330.0,83.0,-413.0,0.0,1.0,126.0,
02/28/2013,447.0,866.0,111.0,-211.0,45.0,-7.0,-249.0,-319.0,16.0,-64.0,-271.0,,126.0,-174.0,1.0,1.0,0.0,-175.0,-175.0,0.0,0.0,0.0,0.0,786.0,786.0,0.0,0.0,-486.0,-352.0,-188.0,1.0,3.0,,-2.0,-165.0,88.0,-253.0,0.0,45.0,266.0,
05/31/2013,1340.0,662.0,116.0,208.0,46.0,76.0,86.0,354.0,104.0,-114.0,364.0,0.0,-1226.0,-160.0,13.0,13.0,0.0,-173.0,-173.0,0.0,0.0,0.0,0.0,786.0,786.0,0.0,0.0,-1852.0,738.0,-188.0,1001.0,17.0,986.0,-2.0,-75.0,167.0,-242.0,0.0,-9.0,843.0,
08/31/2013,618.0,779.0,122.0,96.0,42.0,24.0,30.0,-379.0,-102.0,-61.0,-216.0,,-694.0,-244.0,1.0,1.0,0.0,-245.0,-245.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-450.0,-592.0,-188.0,1.0,3.0,0.0,-2.0,-405.0,121.0,-526.0,0.0,-8.0,-676.0,
11/30/2013,330.0,534.0,124.0,67.0,46.0,0.0,21.0,-395.0,13.0,-216.0,-192.0,0.0,-495.0,-204.0,0.0,0.0,0.0,-204.0,-204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-291.0,-405.0,-187.0,1.0,56.0,0.0,-55.0,-219.0,183.0,-402.0,0.0,-5.0,-575.0,
02/28/2014,737.0,682.0,132.0,24.0,43.0,-80.0,61.0,-101.0,-166.0,-72.0,137.0,0.0,-42.0,-221.0,0.0,0.0,0.0,-221.0,-221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,-920.0,-212.0,-32.0,-22.0,0.0,-10.0,-676.0,112.0,-788.0,0.0,3.0,-222.0,
05/31/2014,1330.0,698.0,140.0,106.0,46.0,45.0,15.0,386.0,-43.0,-162.0,591.0,0.0,39.0,-208.0,2.0,2.0,0.0,-210.0,-210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,-997.0,-212.0,28.0,38.0,0.0,-10.0,-813.0,99.0,-912.0,0.0,-16.0,356.0,
08/31/2014,683.0,962.0,147.0,139.0,43.0,35.0,61.0,-565.0,-203.0,-111.0,-251.0,0.0,280.0,-260.0,2.0,2.0,0.0,-262.0,-262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,-882.0,-209.0,-25.0,-17.0,0.0,-8.0,-648.0,171.0,-819.0,0.0,2.0,83.0,
