Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
03/31/1994,,,,,,,,1.157769,,,
06/30/1994,,,,,,,,1.246844,,,
09/30/1994,,,,,,,,1.186378,,,
12/31/1994,8.819018,,,,2.353151,4.026304,2.353151,1.135276,4.38604,,
03/31/1995,10.119048,,,,2.849787,4.88085,2.849787,1.333023,5.153814,,
06/30/1995,9.576023,,,,2.797957,4.750558,2.797957,1.234864,5.168274,,
09/30/1995,10.765896,,,,3.310946,5.617365,3.310946,1.400702,6.047728,,
12/31/1995,11.046512,,,,3.646442,6.077104,3.646442,1.358147,6.38361,,
03/31/1996,11.5113,,,,4.206759,6.55994,4.206759,1.44903,6.861265,,
06/30/1996,11.270492,,,,4.492435,6.587429,4.492435,1.438388,6.790445,,
09/30/1996,11.907895,,,,5.191139,7.147787,5.191139,1.511115,7.369527,,
12/31/1996,15.57789,,,,7.024165,9.429693,7.024165,2.008838,9.760929,,
03/31/1997,14.356436,41.928698,41.928698,41.928698,6.438838,8.828939,6.438838,1.825045,9.087547,41.928698,
06/30/1997,14.552239,39.973529,42.290153,34.81268,6.479659,9.216762,6.479659,1.722264,9.465018,34.81268,
09/30/1997,14.886935,35.381802,90.800029,32.432326,6.404444,9.602524,6.404444,1.744058,9.853747,90.800029,
12/31/1997,14.911167,85.474959,92.907203,23.92812,6.153396,9.629025,6.153396,1.709094,9.853024,23.92812,
03/31/1998,15.672589,25.619092,32.128595,23.520833,6.250607,10.113393,6.250607,1.716865,10.323187,32.128595,
06/30/1998,13.793103,30.772519,33.689499,24.871007,5.624879,9.16699,5.624879,1.535438,9.124896,24.871007,
09/30/1998,12.588028,23.107314,25.98132,15.753376,5.382719,8.691331,5.382719,1.475851,8.455227,15.753376,
12/31/1998,12.081473,15.648853,16.377636,14.321251,5.544389,8.891353,5.544389,1.478718,8.366674,14.62942,
03/31/1999,10.822511,14.070051,14.933496,12.03038,5.254329,8.254269,5.254329,1.308612,7.602156,12.03038,
06/30/1999,11.666667,13.381638,14.10562,11.398785,5.773205,8.92549,5.773205,1.376638,8.250443,12.556043,
09/30/1999,10.238821,11.590306,13.192812,10.95851,5.082683,7.931933,5.082683,1.295307,7.140337,13.192812,
12/31/1999,9.075,12.249828,13.454704,11.064939,4.453094,6.907718,4.453094,1.197045,6.250089,13.175216,
03/31/2000,8.171206,13.068778,14.309445,12.195241,4.051615,6.338279,4.051615,1.10346,5.690905,14.309445,
06/30/2000,9.125729,15.611413,21.975449,14.777909,4.443521,7.075061,4.443521,1.225951,6.27484,21.975449,
09/30/2000,9.278101,23.217843,25.181727,21.960809,4.462451,7.087774,4.462451,1.280021,6.360842,24.26186,
12/31/2000,9.387066,23.047386,32.571484,21.537944,4.434177,7.141815,4.434177,1.23702,6.3649,32.571484,
03/31/2001,10.057471,34.253365,35.180552,24.73521,4.615624,7.476085,4.615624,1.420093,6.657268,24.73521,
06/30/2001,10.900735,26.168655,35.550316,24.631558,4.971739,8.014335,4.971739,1.593107,7.137839,35.550316,
09/30/2001,11.80212,37.82293,41.60526,25.526843,5.350841,8.585194,5.350841,1.843132,7.652876,25.526843,
12/31/2001,11.399317,25.826191,26.864327,20.388744,5.160343,8.175757,5.160343,1.719313,7.577438,20.388744,
03/31/2002,12.295681,22.246979,23.361594,17.888974,5.532526,8.638378,5.532526,1.919268,7.970428,17.888974,
06/30/2002,12.533784,17.831693,18.875019,13.19341,5.499659,8.555048,5.499659,1.92857,7.988707,13.19341,
09/30/2002,11.272085,11.872059,13.424561,10.3372,4.697267,7.280443,4.697267,1.785292,6.682316,10.3372,
12/31/2002,12.05597,9.939657,10.418213,9.384493,4.754345,7.490407,4.754345,1.831698,6.74676,10.00505,
03/31/2003,11.698842,9.799838,10.339481,8.973889,4.473778,7.138011,4.473778,1.733127,6.412232,9.430623,
06/30/2003,,10.457612,11.210925,9.679616,4.965648,7.824193,4.965648,1.814073,7.147426,10.307722,
09/30/2003,,11.175852,12.29649,10.395978,5.713855,9.056289,5.713855,2.249033,8.367877,12.29649,
12/31/2003,,13.380529,14.340159,12.4156,6.250487,9.848334,6.250487,2.341902,9.135876,12.716858,
03/31/2004,,13.852667,14.654135,12.857538,6.939474,11.02845,6.939474,2.664298,10.313122,14.215703,
06/30/2004,16.315603,12.949916,14.490318,11.78799,6.493389,10.560741,6.493389,2.538635,9.306922,12.293126,
09/30/2004,17.759857,13.078323,14.035165,12.146175,6.935022,11.28643,6.935022,2.740207,10.236862,13.218225,
12/31/2004,19.027304,14.47144,21.293276,13.452979,7.608204,11.642126,7.608204,3.078141,11.385922,21.293276,
03/31/2005,18.133758,21.218964,22.905698,20.055783,7.548625,11.613757,7.548625,,11.615539,22.905698,
06/30/2005,19.342508,24.324593,30.358999,22.624104,8.128399,12.524191,8.128399,3.510071,12.758741,30.358999,
09/30/2005,19.252874,31.612367,33.776486,29.255035,8.305614,12.811827,8.305614,3.703785,13.07808,32.975515,
12/31/2005,18.707182,33.16991,35.209975,26.682288,8.186893,13.136058,8.186893,3.741133,12.539089,26.682288,
03/31/2006,21.546419,30.05089,34.327043,27.564868,9.563156,15.281327,9.563156,4.49837,14.734078,34.327043,
06/30/2006,19.663212,31.55298,33.346632,30.265946,8.659662,13.847739,8.659662,4.215553,13.439418,30.921616,
09/30/2006,23.494536,33.936417,36.274844,30.799396,9.364546,15.440384,9.364546,2.653439,14.881466,36.045516,
12/31/2006,27.158774,38.25229,40.966721,30.106343,10.145432,17.461425,10.145432,3.080786,17.775994,30.106343,
03/31/2007,25.586486,31.709412,35.599592,27.674946,9.468566,16.499261,9.468566,3.044783,17.633014,27.674946,
06/30/2007,20.16273,25.785385,28.519782,20.361365,7.44296,13.198801,7.44296,2.500237,14.257088,20.361365,
09/30/2007,17.595078,19.978631,21.381819,18.352264,7.467732,12.86226,7.467732,2.547347,14.079058,18.821055,
12/31/2007,14.740964,18.506945,20.448305,16.285089,6.851182,11.327249,6.851182,2.375513,12.098012,16.285089,
03/31/2008,16.657895,17.459515,20.963641,14.814306,8.155227,13.351469,8.155227,2.722652,13.989699,18.137265,
06/30/2008,15.18609,18.324166,28.164844,16.289155,7.542936,12.279121,7.542936,2.492273,18.533065,28.164844,
09/30/2008,19.921529,29.972141,35.13023,26.439185,9.419906,14.932931,9.419906,3.083614,22.178123,31.524612,
12/31/2008,15.742574,23.283911,31.460932,15.183995,7.760759,12.079005,7.760759,2.531519,12.424057,15.183995,
03/31/2009,10.686654,11.328056,14.4353,9.177245,5.562882,8.562291,5.562882,1.740809,8.472368,10.086597,
06/30/2009,11.97075,11.652802,12.551195,8.483061,6.643821,9.980231,6.643821,2.036485,7.649519,8.483061,
09/30/2009,12.90566,9.172847,10.281242,8.086632,7.725808,11.705285,7.725808,2.301797,8.818194,9.456177,
12/31/2009,14.503414,9.738963,13.231952,8.972308,8.438557,12.812284,8.438557,2.481018,12.322165,13.231952,
03/31/2010,18.827574,13.509429,15.325887,12.315707,9.572866,14.557791,9.572866,2.940502,14.262471,15.325887,
06/30/2010,19.952705,15.545897,16.678711,14.427893,9.147895,13.987913,9.147895,2.85159,13.513935,15.649928,
09/30/2010,20.842287,17.478954,18.537448,15.270741,10.044534,15.412111,10.044534,3.102003,14.921556,17.988326,
12/31/2010,21.471903,18.529377,19.445336,17.628708,10.411036,15.924409,10.411036,3.250713,15.668294,19.228528,
03/31/2011,20.450339,20.455431,21.344386,19.101501,11.247011,17.193256,11.247011,3.532057,16.669915,21.072728,
06/30/2011,19.345428,21.58875,22.773214,19.89156,11.390236,17.320409,11.390236,3.646557,16.779294,19.89156,
09/30/2011,20.269845,20.61318,21.608365,17.808363,10.985564,16.755801,10.985564,3.662553,15.986149,18.547337,
12/31/2011,23.744534,20.673847,22.604932,17.619554,13.135396,20.012874,13.135396,4.421592,18.956207,21.994802,
03/31/2012,24.972993,22.217373,23.120224,21.157279,13.362313,20.403829,13.362313,4.598659,19.270018,22.639171,
06/30/2012,26.148077,22.566536,24.092827,21.384079,13.818417,21.029312,13.818417,4.853467,20.029523,24.092827,
09/30/2012,23.339796,24.182703,25.010427,23.190243,13.10099,19.789259,13.10099,4.644946,18.963226,23.448598,
12/31/2012,22.936709,23.833399,25.185398,23.005472,13.419425,20.101762,13.419425,4.726643,19.232291,25.185398,
03/31/2013,23.29052,26.231693,27.346728,25.185398,13.889804,20.644647,13.889804,5.060602,19.780427,25.520842,
06/30/2013,21.935622,26.386565,28.101074,24.445187,13.787289,20.36151,13.787289,5.088843,19.400986,24.614402,
