Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,530.999939,,,,,,,,,,,,,59.099995,,59.099995,,,,,1.42,1.42,41.799995,1.42,1.42,1.42,41.799995,
03/31/1990,521.231995,-450.208008,71.023987,-27.028999,43.994999,-7.749,-0.4,8.668,44.513999,-8.737,35.777,0.0,0.0,35.777,0.0,35.777,,,35.776999,,0.86,0.86,41.609001,0.86,0.86,0.86,41.609001,
06/30/1990,543.146973,-460.144989,83.001984,-27.853001,55.148998,-9.246,,18.825001,64.727999,-14.539,50.188999,0.0,0.0,50.188999,0.0,50.188999,,,50.188999,,1.21,1.21,41.550999,1.21,1.21,1.21,41.550999,
09/30/1990,594.280029,-485.781006,108.499023,-32.205002,76.293999,-10.872,,12.801,78.222999,-18.823999,59.398998,0.0,0.0,59.398998,0.0,59.398998,,,59.398999,,1.43,1.43,41.386002,1.43,1.43,1.43,41.386002,
12/31/1990,549.883972,-492.532013,57.351959,-35.088001,22.264,-10.171,-1.29,29.013,39.816,39.459999,3.749,0.0,0.0,3.749,0.0,3.749,,,79.275999,0.1,0.1,0.1,41.1665,0.1,0.1,0.1,41.1665,
03/31/1991,465.183014,-427.739014,37.444,-39.511002,-2.067,-10.926,,17.874001,4.881001,3.131,8.012,0.0,0.0,8.012,0.0,8.012,,,8.012001,,0.2,0.2,41.050999,0.2,0.2,0.2,41.050999,
06/30/1991,458.916992,-412.117004,46.799988,-27.701,19.099001,-11.247,,9.775,17.627001,-2.225,15.402,0.0,0.0,15.402,0.0,15.402,,,15.402001,,0.37,0.37,41.083,0.37,0.37,0.37,41.083,
09/30/1991,493.398987,-443.970001,49.428986,-28.805,20.624001,-12.245,,4.296,12.675001,-2.376,10.299,0.0,0.0,10.299,0.0,10.299,,,10.299001,,0.25,0.25,41.153999,0.25,0.25,0.25,41.153999,
12/31/1991,492.423004,-429.238007,63.184997,-38.297001,24.888,-11.809,-0.262,7.461,20.278,-0.729,12.244,0.0,0.0,12.244,0.0,12.244,,,19.549,0.3,0.3,0.3,41.2215,0.3,0.3,0.3,41.2215,
03/31/1992,458.923004,-417.825012,41.097992,-27.598,13.5,-11.431,,5.757,7.826,-1.465,6.361,-53.964001,0.0,-47.603001,0.0,-47.603001,,,6.361,,0.16,-1.15,41.286999,0.16,0.16,-1.15,41.286999,
06/30/1992,487.68399,-450.243011,37.440979,-26.981001,10.46,-13.519,,3.915,0.856,3.529,4.385,0.0,0.0,4.385,0.0,4.385,,,4.385,,0.1,0.1,41.337002,0.1,0.1,0.1,41.337002,
09/30/1992,489.963013,-432.884003,57.07901,-26.702999,30.375999,-13.433,,5.123,22.066,-3.965,18.101,0.0,0.0,18.101,0.0,18.101,,,18.101,,0.44,0.44,41.390999,0.44,0.44,0.44,41.390999,
12/31/1992,471.921997,-432.953003,38.968994,-30.759001,8.21,-12.847,-0.447,-19.761999,-24.845999,39.271999,-57.973999,0.0,0.0,-57.973999,0.0,-57.973999,,,14.426,-1.4,-1.4,-1.4,41.399998,-1.4,-1.4,-1.4,41.399998,
03/31/1993,457.070007,-460.535004,-3.464996,-27.047001,-30.511999,-13.423,,6.784,-37.151,6.23,-30.921,0.0,0.0,-30.921,0.0,-30.921,,,-30.921,,-0.74,-0.74,41.505001,-0.74,-0.74,-0.74,41.505001,
06/30/1993,416.618988,-412.132996,4.485992,-26.952999,-22.466999,-14.108,,3.3,-33.274999,9.184,-24.091,0.0,0.0,-24.091,0.0,-24.091,,,-24.090999,,-0.58,-0.58,41.569,-0.58,-0.58,-0.58,41.569,
09/30/1993,425.179993,-408.51001,16.669983,-25.870001,-9.2,-14.719,,19.568001,-4.350999,1.323,-3.028,0.0,0.0,-3.028,0.0,-3.028,,,-3.027999,,-0.08,-0.08,41.623001,-0.08,-0.08,-0.08,41.623001,
12/31/1993,437.531006,-437.421997,0.109009,-29.25,-29.141001,-15.071,-0.687,31.893999,-13.005002,19.766001,-12.636,86.294998,0.0,73.658997,0.0,73.658997,,,6.760999,-0.3,-0.3,1.77,41.700001,-0.3,-0.3,1.77,41.700001,
03/31/1994,442.980988,-428.679993,14.300995,-20.186001,-5.885,-14.271,0.0,67.849998,47.693998,-21.087999,26.606001,0.0,0.0,26.606001,0.0,26.606001,,,26.605999,,0.64,0.64,41.771,0.64,0.64,0.64,41.771,
06/30/1994,487.756012,-462.127014,25.628998,-24.792999,0.836,-14.73,0.0,13.119,-0.774999,6.137,5.362,0.0,0.0,5.362,0.0,5.362,,,5.362001,,0.13,0.13,41.828999,0.13,0.13,0.13,41.828999,
09/30/1994,512.968018,-471.303009,41.665009,-72.741997,-31.077,-16.103001,0.0,15.782,-31.398001,15.249,-16.149,0.0,0.0,-16.149,0.0,-16.149,,,-16.149001,,-0.39,-0.39,41.942001,-0.39,-0.39,-0.39,41.942001,
12/31/1994,588.140991,-502.127991,86.013,,104.822998,-17.424999,0.0,-10.700001,76.697998,-9.673,48.215,0.0,0.0,48.215,0.0,48.215,,,67.024998,1.15,1.15,1.15,42.075001,1.15,1.15,1.15,42.075001,
03/31/1995,791.007019,-601.71698,189.290039,-38.118999,151.171005,-18.903,0.0,8.19,140.458005,-43.376999,97.081001,0.0,-31.368999,65.711998,0.0,65.711998,,,65.712007,,1.56,1.56,42.153999,1.56,1.56,1.56,42.153999,
06/30/1995,787.463989,-610.995972,176.468018,-39.064999,137.403,-24.424,0.0,5.4,118.379,-37.034,81.345001,0.0,-24.934999,56.41,0.0,56.41,,,56.41,,1.34,1.34,42.212002,1.34,1.34,1.34,42.212002,
09/30/1995,819.721008,-616.117004,203.604004,-36.973,166.630997,-25.287001,0.0,-0.514,140.829996,-46.555,94.275002,0.0,-35.959,58.316002,0.0,58.316002,,,58.315996,,1.38,1.38,42.402,1.38,1.38,1.38,42.402,
12/31/1995,799.560974,-620.265015,179.295959,-42.595001,136.701004,-23.34,0.0,-91.866997,21.494007,4.501,25.995001,0.0,-37.279999,-11.285,0.0,-11.285,,,-11.284992,-0.27,-0.27,-0.27,42.5,-0.27,-0.27,-0.27,42.5,
03/31/1996,735.002991,-597.182007,137.820984,-45.175999,92.644997,-22.1,,22.686001,93.230997,-32.929001,60.301998,0.0,-24.617001,35.685001,0.0,35.685001,-11.1,3.9,28.484995,0.67,0.84,0.84,42.618,0.66,0.83,0.83,42.599998,
06/30/1996,682.471008,-550.182007,132.289001,-43.928001,88.361,-20.414,,66.739998,134.686998,-40.057999,94.628998,0.0,-22.226,72.403,0.0,72.403,-60.075001,21.075001,33.403,0.78,1.7,1.7,42.693001,0.77,1.69,1.69,42.700001,
09/30/1996,647.81897,-550.754028,97.064941,-45.390999,51.674,-16.834999,,5.508,40.347001,-16.124001,24.223,0.0,-18.271,5.952,0.0,5.952,,,5.952,0.14,0.14,0.14,42.741001,0.14,0.14,0.14,42.700001,
12/31/1996,651.491028,-529.846008,121.64502,-35.893002,85.751999,-17.093,,-10.333,58.325999,-10.813,47.513,0.0,-23.216999,24.296,0.0,24.296,-8.56,,15.736,0.37,0.57,0.57,42.799999,0.37,0.57,0.57,42.799999,
03/31/1997,715.598999,-562.078979,153.52002,-47.536999,105.983002,-16.545,0.0,4.966,94.404002,-26.622,67.781998,0.0,-27.202,40.580002,0.0,40.580002,,,40.580002,0.95,0.95,0.95,42.881001,0.94,0.94,0.94,42.951,
06/30/1997,740.968018,-590.04303,150.924988,-54.381001,96.543999,-19.386999,0.0,33.59,110.747,-29.601999,81.144997,0.0,-29.271,51.874001,0.0,51.874001,-36.599998,12.9,28.174002,0.8,1.21,1.21,42.931,0.79,1.2,1.2,43.054001,
09/30/1997,661.294006,-560.221985,101.072021,-47.484001,53.588001,-20.482,0.0,58.549,91.655001,-26.582001,65.072998,0.0,-19.27,45.803001,0.0,45.803001,-52.616001,18.416,11.602999,0.34,1.1,1.1,41.804001,0.33,1.09,1.09,41.970001,
12/31/1997,603.187012,-533.012024,70.174988,-31.441,38.734001,-17.833,2.196,-12.335,10.762001,9.235,19.997,0.0,-14.862,5.135,0.0,5.135,,,5.135001,0.13,0.13,0.13,40.200001,0.13,0.13,0.13,40.200001,
03/31/1998,614.510986,-574.05603,40.454956,-50.202,-9.747,-17.459999,0.0,-12.883,-40.089999,14.494,-25.596001,0.0,-6.21,-31.806,0.0,-31.806,16.0,,-15.805999,-0.4,-0.8,-0.8,39.647999,-0.4,-0.8,-0.8,39.647999,
06/30/1998,571.14801,-531.874023,39.273987,-42.103001,-2.829,-16.398001,0.0,12.229,-6.998001,1.482,-5.516,0.0,-9.026,-14.542,0.0,-14.542,,,-14.542001,-0.37,-0.37,-0.37,39.657001,-0.37,-0.37,-0.37,39.657001,
09/30/1998,545.599976,-497.010986,48.588989,-42.226002,6.363,-17.665001,0.0,4.683,-6.619001,0.943,-5.676,0.0,-9.921,-15.597,0.0,-15.597,,,-15.597,-0.39,-0.39,-0.39,39.660999,-0.39,-0.39,-0.39,39.660999,
12/31/1998,501.834015,-503.964996,-2.130981,-37.292,-39.423,-16.264,0.0,-47.603001,-103.290001,36.097,-67.193001,0.0,-1.502,-68.695,0.0,-68.695,66.099998,-21.4,-23.995002,-0.6,-1.73,-1.73,39.653999,-0.6,-1.73,-1.73,39.653999,
03/31/1999,475.307007,-467.0,8.307007,-41.999001,-33.692001,-19.489,0.0,3.83,-49.351002,16.080999,-33.27,0.0,-2.048,-35.318001,0.0,-35.318001,,,-35.318002,-0.89,-0.89,-0.89,39.681999,-0.89,-0.89,-0.89,39.681999,
06/30/1999,490.70401,-461.390991,29.313019,-44.450001,-15.137,-18.848,0.0,5.754,-28.230999,9.002,-19.229,0.0,-1.834,-21.063,0.0,-21.063,,,-21.063,-0.53,-0.53,-0.53,39.747002,-0.53,-0.53,-0.53,39.747002,
09/30/1999,504.144012,,,,,,,,,,,,,-5.06,,-5.06,,,,-0.13,-0.13,-0.13,39.823002,-0.13,-0.13,-0.13,39.823002,
