Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/03/2011,2257.0,2257.0,-1822.0,1822.0,435.0,0.0,-256.0,146.0,186.0,-76.0,179.0,-21.0,21.0,28.0,-7.0,,0.0,158.0,-35.0,-48.0,75.0,0.0,0.0,0.0,75.0,-3.0,72.0,0.0,0.0,72.0,17.55,-54.45,988.1,0.07,0.07,0.017761,1037.3,0.07,0.07,0.017508,
06/02/2011,2139.0,2139.0,-1661.0,1661.0,478.0,0.0,-241.0,151.0,211.0,-121.0,237.0,-12.0,22.0,28.0,-6.0,,-10.0,225.0,-104.0,-44.0,77.0,0.0,0.0,0.0,77.0,-2.0,75.0,0.0,0.0,75.0,61.8,-13.2,998.9,0.07,0.07,0.061868,1041.7,0.07,0.07,0.057328,
09/01/2011,2140.0,2140.0,-1819.0,1819.0,321.0,0.0,-372.0,155.0,209.0,8.0,-51.0,-27.0,28.0,30.0,-2.0,,-1.0,-78.0,-16.0,-40.0,-134.0,0.0,0.0,0.0,-134.0,-1.0,-135.0,0.0,0.0,-135.0,-128.5,6.5,992.2,-0.14,-0.14,-0.12951,992.2,-0.14,-0.14,-0.133449,
12/01/2011,2090.0,2090.0,-1785.0,1785.0,305.0,0.0,-387.0,151.0,230.0,6.0,-82.0,-33.0,33.0,35.0,-2.0,,0.0,-115.0,2.0,-74.0,-187.0,0.0,0.0,0.0,-187.0,0.0,-187.0,0.0,0.0,-187.0,-200.35,-13.35,981.4,-0.19,-0.19,-0.204147,981.4,-0.19,-0.19,-0.204147,
03/01/2012,2009.0,2009.0,-1799.0,1799.0,210.0,0.0,-414.0,174.0,222.0,18.0,-204.0,4.0,33.0,35.0,-2.0,,-37.0,-200.0,-9.0,-73.0,-282.0,0.0,0.0,0.0,-282.0,0.0,-282.0,0.0,0.0,-282.0,-306.05,-24.05,982.8,-0.29,-0.29,-0.311406,982.8,-0.29,-0.29,-0.314471,
05/31/2012,2172.0,2172.0,-1938.0,1938.0,234.0,0.0,-422.0,156.0,231.0,35.0,-188.0,-55.0,53.0,56.0,-3.0,,2.0,-243.0,38.0,-115.0,-320.0,0.0,0.0,0.0,-320.0,0.0,-320.0,0.0,0.0,-320.0,-302.85,17.15,987.3,-0.32,-0.32,-0.306746,987.3,-0.32,-0.32,-0.306746,
08/30/2012,1963.0,1963.0,-1744.0,1744.0,219.0,0.0,-359.0,139.0,235.0,-15.0,-140.0,-56.0,52.0,53.0,-1.0,,4.0,-196.0,-14.0,-32.0,-242.0,0.0,0.0,0.0,-242.0,-1.0,-243.0,0.0,0.0,-243.0,-245.6,-2.6,1013.1,-0.24,-0.24,-0.242424,1013.1,-0.24,-0.24,-0.242566,
11/29/2012,1834.0,1834.0,-1617.0,1617.0,217.0,0.0,-374.0,119.0,224.0,31.0,-157.0,-53.0,54.0,57.0,-3.0,,-1.0,-210.0,-13.0,-52.0,-275.0,0.0,0.0,0.0,-275.0,0.0,-275.0,0.0,0.0,-275.0,-274.05,0.95,1013.7,-0.27,-0.27,-0.270346,1013.7,-0.27,-0.27,-0.270346,
02/28/2013,2078.0,2078.0,-1712.0,1712.0,366.0,0.0,-389.0,123.0,214.0,52.0,-23.0,-212.0,53.0,56.0,-3.0,,159.0,-235.0,9.0,-58.0,-284.0,0.0,0.0,0.0,-284.0,-2.0,-286.0,0.0,0.0,-286.0,-233.35,52.65,1016.0,-0.28,-0.28,-0.229675,1016.0,-0.28,-0.28,-0.229675,
05/30/2013,2318.0,2318.0,-1762.0,1762.0,556.0,0.0,-407.0,127.0,226.0,54.0,149.0,-97.0,52.0,54.0,-2.0,,45.0,52.0,1.0,-10.0,43.0,0.0,0.0,0.0,43.0,0.0,43.0,0.0,0.0,43.0,111.9,68.9,1024.0,0.04,0.04,0.109277,1046.6,0.04,0.04,0.105832,
08/29/2013,2843.0,2843.0,-2135.0,2135.0,708.0,0.0,-501.0,193.0,267.0,41.0,207.0,1471.0,58.0,64.0,-6.0,,-1529.0,1678.0,-5.0,37.0,1710.0,0.0,0.0,0.0,1710.0,-2.0,1708.0,0.0,0.0,1708.0,261.636,-1446.364,1033.2,1.65,1.65,0.253229,1129.4,1.51,1.51,0.229352,
11/28/2013,4042.0,4042.0,-2761.0,2761.0,1281.0,0.0,-730.0,176.0,320.0,234.0,551.0,-176.0,96.0,101.0,-5.0,,80.0,375.0,-80.0,86.0,381.0,0.0,0.0,0.0,381.0,-23.0,358.0,0.0,0.0,358.0,561.45,203.45,1046.0,0.34,0.34,0.536759,1196.0,0.3,0.3,0.470109,
02/27/2014,4107.0,4107.0,-2704.0,2704.0,1403.0,0.0,-534.0,177.0,344.0,13.0,869.0,-199.0,77.0,83.0,-6.0,,122.0,670.0,-63.0,134.0,741.0,0.0,0.0,0.0,741.0,-10.0,731.0,0.0,0.0,731.0,812.9,81.9,1060.0,0.69,0.69,0.766887,1201.0,0.61,0.61,0.678193,
05/29/2014,3982.0,3982.0,-2614.0,2614.0,1368.0,0.0,-529.0,174.0,349.0,6.0,839.0,-96.0,75.0,80.0,-5.0,,21.0,743.0,-72.0,135.0,806.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,0.0,806.0,830.05,24.05,1067.0,0.76,0.76,0.777929,1190.0,0.68,0.68,0.70021,
08/28/2014,4227.0,4227.0,-2842.0,2842.0,1385.0,0.0,-557.0,180.0,358.0,19.0,828.0,117.0,81.0,88.0,-7.0,,-198.0,945.0,87.0,119.0,1151.0,0.0,0.0,0.0,1151.0,-1.0,1150.0,0.0,0.0,1150.0,1097.35,-52.65,1068.0,1.08,1.08,1.027481,1203.0,0.96,0.96,0.916234,
12/04/2014,4573.0,4573.0,-2935.0,2935.0,1638.0,0.0,-553.0,193.0,376.0,-16.0,1085.0,-132.0,83.0,90.0,-7.0,,49.0,953.0,-75.0,124.0,1002.0,0.0,0.0,0.0,1002.0,1.0,1003.0,0.0,0.0,1003.0,1055.857143,52.857143,1070.0,0.94,0.94,0.986782,1195.0,0.84,0.84,0.884232,
03/05/2015,4166.0,4166.0,-2761.0,2761.0,1405.0,0.0,-550.0,187.0,379.0,-16.0,855.0,-81.0,75.0,83.0,-8.0,,6.0,774.0,-47.0,208.0,935.0,0.0,0.0,0.0,935.0,-1.0,934.0,0.0,0.0,934.0,935.95,1.95,1074.0,0.87,0.87,0.871462,1190.0,0.78,0.78,0.781639,
06/04/2015,3853.0,3853.0,-2651.0,2651.0,1202.0,0.0,-571.0,169.0,406.0,-4.0,631.0,-104.0,88.0,97.0,-9.0,,16.0,527.0,-104.0,68.0,491.0,0.0,0.0,0.0,491.0,0.0,491.0,0.0,0.0,491.0,500.1,9.1,1073.0,0.46,0.46,0.466076,1170.0,0.42,0.42,0.427778,
09/03/2015,3600.0,3600.0,-2630.0,2630.0,970.0,0.0,-543.0,170.0,379.0,-6.0,427.0,-72.0,90.0,101.0,-11.0,,-18.0,355.0,69.0,47.0,471.0,0.0,0.0,0.0,471.0,0.0,471.0,0.0,0.0,471.0,434.4,-36.6,1060.0,0.44,0.44,0.409811,1124.0,0.42,0.42,0.387438,
12/03/2015,3350.0,3350.0,-2501.0,2501.0,849.0,0.0,-617.0,179.0,421.0,17.0,232.0,-89.0,85.0,96.0,-11.0,,4.0,143.0,4.0,59.0,206.0,0.0,0.0,0.0,206.0,0.0,206.0,0.0,0.0,206.0,183.634615,-22.365385,1035.0,0.2,0.2,0.177425,1085.0,0.19,0.19,0.169387,
03/03/2016,2934.0,2934.0,-2355.0,2355.0,579.0,0.0,-584.0,175.0,403.0,6.0,-5.0,-91.0,85.0,97.0,-12.0,,6.0,-96.0,-5.0,5.0,-96.0,0.0,0.0,0.0,-96.0,-1.0,-97.0,0.0,0.0,-97.0,-90.827027,6.172973,1036.0,-0.09,-0.09,-0.087671,1036.0,-0.09,-0.09,-0.087671,
06/02/2016,2898.0,2898.0,-2400.0,2400.0,498.0,0.0,-525.0,148.0,382.0,-5.0,-27.0,-133.0,99.0,109.0,-10.0,,34.0,-160.0,-15.0,-40.0,-215.0,0.0,0.0,0.0,-215.0,0.0,-215.0,0.0,0.0,-215.0,-184.4,30.6,1036.0,-0.21,-0.21,-0.177992,1036.0,-0.21,-0.21,-0.180463,
09/01/2016,3217.0,3217.0,-2638.0,2638.0,579.0,0.0,-611.0,157.0,411.0,43.0,-32.0,-136.0,126.0,135.0,-9.0,,10.0,-168.0,-3.0,1.0,-170.0,0.0,0.0,0.0,-170.0,0.0,-170.0,0.0,0.0,-170.0,-111.902632,58.097368,1037.0,-0.16,-0.16,-0.10791,1037.0,-0.16,-0.16,-0.10791,
12/01/2016,3970.0,3970.0,-2959.0,2959.0,1011.0,0.0,-652.0,159.0,470.0,23.0,359.0,-146.0,164.0,171.0,-7.0,,-18.0,213.0,-31.0,-2.0,180.0,0.0,0.0,0.0,180.0,0.0,180.0,0.0,0.0,180.0,264.35,84.35,1040.0,0.17,0.17,0.254183,1091.0,0.16,0.16,0.237314,
03/02/2017,4648.0,4648.0,-2944.0,2944.0,1704.0,0.0,-660.0,187.0,473.0,0.0,1044.0,-119.0,184.0,192.0,-8.0,,-65.0,925.0,-38.0,7.0,894.0,0.0,0.0,0.0,894.0,0.0,894.0,0.0,0.0,894.0,1091.75,197.75,1099.0,0.81,0.81,0.993403,1160.0,0.77,0.77,0.940474,
06/01/2017,5566.0,5566.0,-2957.0,2957.0,2609.0,0.0,-646.0,204.0,434.0,8.0,1963.0,-226.0,173.0,183.0,-10.0,,53.0,1737.0,-92.0,2.0,1647.0,0.0,0.0,0.0,1647.0,0.0,1647.0,0.0,0.0,1647.0,1694.45,47.45,1106.0,1.49,1.49,1.532052,1177.0,1.4,1.4,1.440314,
08/31/2017,6138.0,6138.0,-3026.0,3026.0,3112.0,0.0,-610.0,193.0,447.0,-30.0,2502.0,-181.0,164.0,180.0,-16.0,,17.0,2321.0,47.0,1.0,2369.0,0.0,0.0,0.0,2369.0,-1.0,2368.0,0.0,0.0,2368.0,2318.4,-49.6,1109.0,2.13,2.13,2.090532,1187.0,1.99,1.99,1.948214,
11/30/2017,6803.0,6803.0,-3056.0,3056.0,3747.0,0.0,-650.0,191.0,448.0,11.0,3097.0,-305.0,130.0,153.0,-23.0,,175.0,2792.0,-114.0,0.0,2678.0,0.0,0.0,0.0,2678.0,0.0,2678.0,0.0,0.0,2678.0,2946.3,268.3,1134.0,2.36,2.36,2.598148,1225.0,2.19,2.19,2.40902,
03/01/2018,7351.0,7351.0,-3081.0,3081.0,4270.0,0.0,-703.0,196.0,523.0,-16.0,3567.0,-114.0,87.0,114.0,-27.0,,27.0,3453.0,-143.0,1.0,3311.0,0.0,0.0,0.0,3311.0,-2.0,3309.0,0.0,0.0,3309.0,3467.5058,158.5058,1156.0,2.86,2.86,2.999572,1238.0,2.67,2.67,2.798034,
05/31/2018,7797.0,7797.0,-3074.0,3074.0,4723.0,0.0,-770.0,211.0,603.0,-44.0,3953.0,-237.0,67.0,103.0,-36.0,,170.0,3716.0,109.0,-2.0,3823.0,0.0,0.0,0.0,3823.0,0.0,3823.0,0.0,0.0,3823.0,3747.94,-75.06,1159.0,3.3,3.3,3.23377,1235.0,3.1,3.1,3.039223,
08/30/2018,8440.0,8440.0,-3289.0,3289.0,5151.0,0.0,-774.0,215.0,567.0,-8.0,4377.0,-31.0,-22.0,23.0,-45.0,,53.0,4346.0,-20.0,0.0,4326.0,0.0,0.0,0.0,4326.0,-1.0,4325.0,0.0,0.0,4325.0,4246.74,-78.26,1159.0,3.73,3.73,3.664142,1216.0,3.56,3.56,3.495641,
11/29/2018,7913.0,7913.0,-3298.0,3298.0,4615.0,0.0,-856.0,209.0,611.0,36.0,3759.0,14.0,13.0,51.0,-38.0,,-27.0,3773.0,-477.0,,3296.0,0.0,0.0,0.0,3296.0,-3.0,3293.0,0.0,0.0,3293.0,3381.87,88.87,1133.0,2.91,2.91,2.984881,1174.0,2.81,2.81,2.885698,
02/28/2019,5835.0,5835.0,-2971.0,2971.0,2864.0,0.0,-907.0,209.0,601.0,97.0,1957.0,-53.0,-20.0,38.0,-58.0,,73.0,1904.0,-280.0,1.0,1625.0,0.0,0.0,0.0,1625.0,-6.0,1619.0,0.0,0.0,1619.0,1748.78,129.78,1114.0,1.45,1.45,1.56982,1141.0,1.42,1.42,1.533742,
05/30/2019,4788.0,4788.0,-2960.0,2960.0,1828.0,0.0,-818.0,206.0,606.0,6.0,1010.0,-294.0,-13.0,39.0,-52.0,,307.0,716.0,135.0,0.0,851.0,0.0,0.0,0.0,851.0,-11.0,840.0,0.0,0.0,840.0,1073.71,233.71,1105.0,0.76,0.76,0.971683,1129.0,0.74,0.74,0.947006,
08/29/2019,4870.0,4870.0,-3475.0,3475.0,1395.0,0.0,-745.0,212.0,623.0,-90.0,650.0,5.0,-18.0,28.0,-46.0,0.0,13.0,655.0,-71.0,2.0,586.0,0.0,0.0,0.0,586.0,-25.0,561.0,0.0,0.0,561.0,565.9,4.9,1104.0,0.51,0.51,0.512591,1128.0,0.49,0.49,0.494344,
11/28/2019,5144.0,5144.0,-3778.0,3778.0,1366.0,0.0,-848.0,211.0,640.0,-3.0,518.0,43.0,13.0,57.0,-44.0,,-56.0,561.0,-55.0,2.0,508.0,0.0,0.0,0.0,508.0,-17.0,491.0,0.0,0.0,491.0,483.22,-7.78,1107.0,0.44,0.44,0.436513,1129.0,0.43,0.43,0.423109,
02/27/2020,4797.0,4797.0,-3442.0,3442.0,1355.0,0.0,-915.0,223.0,681.0,11.0,440.0,-13.0,18.0,52.0,-34.0,,-5.0,427.0,-21.0,1.0,407.0,0.0,0.0,0.0,407.0,-2.0,405.0,0.0,0.0,405.0,445.11,40.11,1111.0,0.37,0.37,0.400639,1133.0,0.36,0.36,0.395402,
05/28/2020,5438.0,5438.0,-3675.0,3675.0,1763.0,0.0,-875.0,216.0,649.0,10.0,888.0,-18.0,32.0,55.0,-23.0,,-14.0,870.0,-68.0,3.0,805.0,0.0,0.0,0.0,805.0,-2.0,803.0,0.0,0.0,803.0,873.06,70.06,1111.0,0.72,0.72,0.785833,1129.0,0.71,0.71,0.772055,
08/31/2020,5932.448,,,,2098.95942688,,,,,,1243.0,,,,,,,1222.375,,,1027.947,,,,,,1027.947,,,1027.947,1162.364,,,0.9,0.9,0.99,,0.9,0.9,0.99,
11/30/2020,5495.481,,,,1837.30416273,,,,,,1036.471,,,,,,,1053.25,,,796.368,,,,,,796.368,,,796.368,909.3,,,0.692,0.692,0.784,,0.692,0.692,0.784,
