Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1995,102.394997,89.146,30.41,58.736,0.0,,,0.0,,,,,1.929,,,,,91.074997,10.395,18.702,-8.307,0.0,,0.925,,,,,,0.925,11.32,,1.047,1.047,,,,3.01,,,,,,6.828,,,6.828,10.885,5.454,,,,,0.0,,,,,,0.0,5.454,16.339,0.0,172.966003,,,0.0,,-86.910004,86.056,0.0,86.056,102.395,
06/30/1995,93.790001,81.446001,8.531,72.915001,0.0,,,0.0,,,,,1.825,,,,,83.271004,9.604,,,0.0,,0.915,,,,,,0.915,10.519,,0.723,0.723,,,,2.989,,,,,,5.838,,,5.838,9.55,4.783,,,,,0.0,,,,,,0.0,4.783,14.333,0.0,174.059998,,,0.0,,-94.602997,79.457001,0.0,79.457001,93.790001,
09/30/1995,175.955002,164.295006,72.396004,91.899002,0.0,,,0.0,,,,,1.704,,,,,165.998993,8.971,,,0.0,,0.985,,,,,,0.985,9.956,,0.905,0.905,,,,2.957,,,,,,7.179,,,7.179,11.041,4.124,,,,,0.0,,,,,,0.0,4.124,15.165,0.0,264.059998,,,0.0,,-103.269997,160.790001,0.0,160.790001,175.955001,
12/31/1995,166.658997,155.658998,27.42,128.238998,0.0,,,0.0,,,,,1.558,,,,,157.216995,8.369,18.691999,-10.323,0.0,,1.073,,,,,,1.073,9.442,,2.412,2.412,,,,2.906,,,,,,6.360001,,,6.360001,11.678,3.482,,,,,0.0,,,,,,0.0,3.482,15.160001,0.0,265.484009,,,0.0,,-113.985001,151.499008,0.0,151.499008,166.659009,
03/31/1996,315.433014,303.813004,49.363998,254.449005,0.0,,,0.0,,,,,2.53,,,,,306.342987,7.928,,,0.0,,1.162,,,,,,1.162,9.09,,0.839,0.839,,,,2.892,,,,,,11.219,,,11.219,14.95,2.812,,,,,0.0,,,,,,0.0,2.812,17.762,0.0,422.532013,,,0.0,,-124.861,297.671013,0.0,297.671013,315.433013,
06/30/1996,303.959991,290.399002,182.917999,107.481003,1.537,,,0.0,,,,,3.235,,,,,295.17099,7.774,,,0.0,,1.015,,,,,,1.015,8.789,,1.142,1.142,,,,2.943,,,,,,10.506,,,10.506,14.591,2.09,,,,,0.0,,,,,,0.0,2.09,16.681,0.0,424.587006,,,0.0,,-137.307999,287.279007,0.0,287.279007,303.960006,
09/30/1996,315.445007,290.302994,156.042999,134.259995,2.994,,,0.0,,,,,13.33,,,,,306.627014,7.609,,,0.0,,1.209,,,,,,1.209,8.818,,1.941,1.941,,,,2.882,,,,,,11.231001,,,11.231001,16.054001,1.492,,,,,0.0,,,,,,0.0,1.492,17.546001,0.0,425.002991,,,0.0,,-127.103996,297.898994,0.0,297.898994,315.444995,
12/31/1996,310.673004,295.962998,131.983994,163.979004,0.0,,,0.0,,,,,4.29,,,,,300.252991,9.172,22.191999,-13.02,0.0,,1.248,,,,,,1.248,10.42,,2.501,2.501,,,,3.631,,,,,,9.967001,,,9.967001,16.099001,2.914,,,,,0.0,,,,,,0.0,2.914,19.013001,0.0,426.605988,,,0.0,,-134.945999,291.659989,0.0,291.659989,310.67299,
03/31/1997,312.399994,297.39399,104.741997,192.651993,0.0,,,0.0,,,,,3.34,,,,,300.734009,10.301,,,0.0,,1.365,,,,,,1.365,11.666,,3.514,3.514,,,,3.507,,,,,,17.85,,,17.85,24.871,2.215,,,,,0.0,,,,,,0.0,2.215,27.086,0.0,428.709015,,,0.0,,-143.395004,285.314011,0.0,285.314011,312.400011,
06/30/1997,353.959991,337.354004,138.960999,198.393005,0.0,,,0.0,,,,,4.684,,,,,342.037994,10.458,,,0.0,,1.464,,,,,,1.464,11.922,,2.288,2.288,,,,3.054,,,,,,16.183999,,,16.183999,21.525999,1.828,,,,,0.0,,,,,,0.0,1.828,23.353999,0.001,470.738007,,,0.0,,-140.132996,330.606011,0.0,330.606011,353.96001,
09/30/1997,348.153992,332.163986,45.669998,286.493988,0.0,,,0.0,,,,,4.346,,,,,336.51001,10.225,,,0.0,,1.419,,,,,,1.419,11.644,,1.592,1.592,,,,2.449,,,,,,16.739001,,,16.739001,20.780001,1.57,,,,,0.0,,,,,,0.0,1.57,22.350001,40.000999,475.825989,,,0.0,,-190.022995,325.803993,0.0,325.803993,348.153994,
12/31/1997,352.069,322.298014,31.99,290.308014,0.0,,,0.0,,,,,17.959999,,,,,340.257996,10.313,25.923,-15.61,0.0,,1.498,,,,,,1.498,11.811,,3.303,3.303,,,,1.853,,,,,,28.234999,,,28.234999,33.390999,1.331,,,,,0.0,,,,,,0.0,1.331,34.721999,40.0,479.766998,,,0.0,,-202.419998,317.347,0.0,317.347,352.068999,
03/31/1998,349.421021,315.427013,34.313,281.114014,0.0,,,0.0,0.0,0.0,0.0,,21.979,,,,,337.406006,10.506,,,0.0,,1.509,0.0,,,,,1.509,12.015,,3.547,3.547,,,,1.394,,,,,,31.935999,,,31.935999,36.876999,1.129,,,,,0.0,,,,,,0.0,1.129,38.005999,40.0,481.312012,,,0.0,,-209.897003,311.415009,0.0,311.415009,349.421007,
06/30/1998,333.304993,312.640995,37.021,275.619995,0.0,,,0.0,0.0,0.0,0.0,,9.151,,,,,321.791992,10.052,,,0.0,,1.461,0.0,,,,,1.461,11.513,,3.73,3.73,,,,0.871,,,,,,27.316,,,27.316,31.917,0.935,,,,,0.0,,,,,,0.0,0.935,32.852,40.0,485.196014,,,0.0,,-224.742996,300.453018,0.0,300.453018,333.305018,
12/31/1998,487.764008,348.742996,101.136002,247.606995,43.09,,,16.549999,6.916,5.962,3.672,0.0,8.506,,,,,416.889008,51.019001,108.261002,-57.242001,0.0,,19.856001,0.0,,,,,19.856001,70.875002,,7.662,7.662,,,,4.842,,,,,,44.829999,,,44.829999,57.334,88.883003,,,,,7.848,,,,,,7.848,96.731003,154.065003,0.001,717.005981,,,0.0,,-383.308014,333.698968,0.0,333.698968,487.76397,
03/31/1999,288.619,263.93,58.448,205.482,,,,,,,,,8.113,,,,,272.043,12.132,,,,,4.444,,,,,,4.444,16.576,,3.459,3.459,,,,0.768,0.0,0.768,0.768,,,25.081,,,25.081,29.308,0.375,,,,,,,,,,,,0.375,29.683,40.0,493.885,,,,-234.341,-40.608,258.936,,258.936,288.619,
06/30/1999,272.12,240.534,45.339,195.195,,,,,,,,,14.915,,,,,255.449,12.46,,,,,4.211,,,,,,4.211,16.671,,3.558,3.558,,,,0.776,0.0,0.776,0.776,,,22.684,,,22.684,27.018,0.207,0.0,0.207,0.207,,,,,,,,,0.207,27.225,40.0,495.829,,,,-249.376,-41.558,244.895,,244.895,272.12,
09/30/1999,449.192,307.395,70.793,236.602,46.663,46.663,,20.077,9.904,6.362,3.811,,13.543,,,,,387.678,49.216,,,,,12.298,,,,,,12.298,61.514,,10.771,10.771,,,,3.631,,,,,,42.439,,,42.439,56.841,85.443,,,,,7.109,,,,,,7.109,92.552,149.393,,742.763,,,,-440.278,-2.686,299.799,,299.799,449.192,
12/31/1999,436.808,294.394,47.011,247.383,45.599,45.599,,20.959,10.703,6.793,3.463,,11.029,,,,,371.981,51.398,115.51,-64.112,,,13.429,,,,,,13.429,64.827,,9.481,9.481,,,,3.191,,,,,,35.205,,,35.205,47.877,84.786,,,,,6.853,,,,,,6.853,91.639,139.516,,749.125,,,,-449.232,-2.601,297.292,,297.292,436.808,
03/31/2000,434.322,291.792,37.296,254.496,46.666,46.666,,20.986,10.025,4.874,6.087,,8.162,,,,,367.606,52.224,,,,,14.492,,,,,,14.492,66.716,,6.57,6.57,,,,3.017,,,,,,33.086,,,33.086,42.673,84.016,,,,,6.59,,,,,,6.59,90.606,133.279,,759.08,,,,-454.993,-3.044,301.043,,301.043,434.322,
06/30/2000,436.537,295.547,42.74,252.807,46.644,46.644,,20.292,10.113,5.016,5.163,,8.964,,,,,371.447,51.771,,,,,13.319,,,,,,13.319,65.09,,4.658,4.658,,,,2.889,,,,,,37.083,,,37.083,44.63,83.378,,,,,6.322,,,,,,6.322,89.7,134.33,,764.364,,,,-459.179,-2.978,302.207,,302.207,436.537,
09/30/2000,435.915,293.199,43.374,249.825,46.084,46.084,,19.227,10.168,5.135,3.924,,11.33,,,,,369.84,54.093,,,,,11.982,,,,,,11.982,66.075,,6.704,6.704,,,,2.876,,,,,,41.052,,,41.052,50.632,3.134,,,,,6.049,,,,,,6.049,9.183,59.815,,854.519,,,,-476.743,-1.676,376.1,,376.1,435.915,
12/31/2000,678.099,512.878,197.292,315.586,48.814,48.814,,20.562,9.647,7.781,3.134,,11.544,,,,,593.798,55.174,128.046,-72.872,,,29.127,,,,,,29.127,84.301,,11.605,11.605,,,,3.034,,,,,,43.599,,,43.599,58.238,252.238,,,,,16.499,,,,,,16.499,268.737,326.975,,858.036,,,,-506.008,-0.904,351.124,,351.124,678.099,
03/31/2001,657.545,483.81,77.403,406.407,51.187,51.187,,20.537,9.866,4.113,6.558,,14.844,,,,,570.378,54.975,,,,,32.192,,,,,,32.192,87.167,,9.908,9.908,,,,2.854,,,,,,42.44,,,42.44,55.202,251.941,,,,,16.062,,,,,,16.062,268.003,323.205,,859.666,,,,-527.729,2.403,334.34,,334.34,657.545,
06/30/2001,636.662,456.022,46.921,409.101,54.354,54.354,,23.72,12.457,7.084,4.179,,12.095,,,,,546.191,60.141,,,,,30.33,,,,,,30.33,90.471,,12.146,12.146,,,,2.609,,,,,,41.935,,,41.935,56.69,251.411,,,,,14.146,,,,,,14.146,265.557,322.247,,872.51,,,,-560.118,2.023,314.415,,314.415,636.662,
09/30/2001,632.935,440.554,37.346,403.208,59.402,59.402,,31.207,19.292,5.648,6.267,,13.444,,,,,544.607,62.925,,,,,25.403,,,,,,25.403,88.328,,15.261,15.261,,,,2.467,,,,,,54.016,,,54.016,71.744,250.752,,,,,12.3,,,,,,12.3,263.052,334.796,,877.009,,,,-585.314,6.444,298.139,,298.139,632.935,
12/31/2001,794.786,582.851,123.49,459.361,74.228,74.228,,39.28,18.086,10.004,11.19,,11.4,,,,,707.759,62.828,131.128,-68.3,,,24.199,,,,,,24.199,87.027,,19.174,19.174,,,,1.492,,,,,,59.451,,,59.451,80.117,250.389,,,,,11.843,,,,,,11.843,262.232,342.349,,898.726,,,,-453.737,7.448,452.437,,452.437,794.786,
03/31/2002,787.737,564.669,115.086,449.583,76.935,76.935,,46.196,24.719,7.73,13.747,,12.844,,,,,700.644,62.851,,,,,24.242,,,,,,24.242,87.093,,9.526,9.526,,,,1.098,,,,,,58.458,,,58.458,69.082,250.33,,,,,11.381,,,,,,11.381,261.711,330.793,,917.023,,,,-457.587,-2.492,456.944,,456.944,787.737,
06/30/2002,815.972,559.488,122.006,437.482,101.462,101.462,,42.677,16.593,15.668,10.416,,22.696,,,,,726.323,64.671,,,,,24.978,,,,,,24.978,89.649,,12.488,12.488,,,,0.687,,,,,,69.517,,,69.517,82.692,250.297,,,,,6.947,,,,,,6.947,257.244,339.936,,929.002,,,,-437.876,-15.09,476.036,,476.036,815.972,
09/30/2002,876.227,624.791,121.608,503.183,114.062,114.062,,38.169,16.577,12.123,9.469,,11.113,,,,,788.135,65.709,,,,,22.383,,,,,,22.383,88.092,,17.254,17.254,,,,0.263,,,,,,67.959,,,67.959,85.476,250.293,,,,,17.629,,,,,,17.629,267.922,353.398,,937.479,,,,-417.119,2.469,522.829,,522.829,876.227,
12/31/2002,1288.183,942.374,616.931,325.443,175.036,125.036,,51.628,24.84,16.548,10.24,0.0,14.722,,,,,1183.76,67.727,148.505,-80.778,0.0,,36.696,0.0,0.0,0.0,,,36.696,104.423,,24.406,24.406,,,,0.194,0.106,0.088,0.088,,,80.292,,,80.292,104.892,595.273,595.0,0.273,0.273,,16.677,,,,,,16.677,611.95,716.842,0.0,950.506,,,0.0,-381.64,2.475,571.341,0.0,571.341,1288.183,
03/31/2003,942.77,612.143,117.477,494.666,145.98,145.98,,56.52,18.669,15.388,22.463,,17.81,,,,,832.453,69.529,,,,,40.788,,,,,,40.788,110.317,,24.096,24.096,,,,0.149,,,,,,105.767,,,105.767,130.012,595.268,,,,,16.308,,,,,,16.308,611.576,741.588,,1018.21,,,,-819.694,2.666,201.182,,201.182,942.77,
06/30/2003,1074.862,681.443,169.355,512.088,200.306,200.306,,63.534,26.549,10.082,26.903,,18.488,,,,,963.771,70.76,,,,,40.331,,,,,,40.331,111.091,,23.638,23.638,,,,0.089,,,,,,112.862,,,112.862,136.589,595.328,,,,,15.939,,,,,,15.939,611.267,747.856,,1041.672,,,,-719.322,4.656,327.006,,327.006,1074.862,
09/30/2003,1168.141,620.861,103.317,517.544,201.056,201.056,,81.355,37.303,12.276,31.776,,23.725,,,,,926.997,199.55,,,,,41.594,,,,,,41.594,241.144,,24.685,24.685,,,,0.077,,,,,,108.64,,,108.64,133.402,595.39,,,,,21.017,,,,,,21.017,616.407,749.809,,1061.839,,,,-646.226,2.719,418.332,,418.332,1168.141,
12/31/2003,1554.722,707.0,194.719,512.281,235.217,235.217,,98.102,54.178,11.775,32.149,,225.579,,,,,1265.898,198.2,288.138,-89.938,,,90.624,,,,,,90.624,288.824,,35.649,35.649,,,,0.139,0.0,0.139,0.139,,,150.107,,,150.107,185.895,345.323,345.0,0.323,0.323,,20.53,,,,,,20.53,365.853,551.748,,1453.416,,,,-453.643,3.201,1002.974,,1002.974,1554.722,
03/31/2004,1675.52,837.642,155.585,682.057,257.491,257.491,,101.252,64.873,7.719,28.66,,198.629,,,,,1395.01,198.951,,,,,81.557,,,,,,81.557,280.508,,28.105,28.105,,,,,,,,,,147.684,,,147.684,175.789,345.331,,,,,22.305,,,,,,22.305,367.636,543.425,,1464.333,,,,-339.215,6.979,1132.097,,1132.097,1675.522,
06/30/2004,1808.47,975.588,226.563,749.025,277.305,277.305,,105.963,72.038,9.007,24.918,,172.92,,,,,1531.78,206.789,,,,,69.902,,,,,,69.902,276.691,,29.986,29.986,,,,,,,,,,144.843,,,144.843,174.829,345.304,,,,,21.171,,,,,,21.171,366.475,541.304,,1493.18,,,,-227.756,1.743,1267.167,,1267.167,1808.471,
09/30/2004,1985.68,1148.421,301.45,846.971,304.298,304.298,,116.234,65.847,20.388,29.999,,138.414,,,,,1707.37,211.809,,,,,66.5,,,,,,66.5,278.309,,33.551,33.551,,,,,,,,,,183.975,,,183.975,217.526,345.293,,,,,27.585,,,,,,27.585,372.878,590.404,,1509.95,,,,-114.516,-0.158,1395.276,,1395.276,1985.68,
12/31/2004,2155.963,1254.038,280.909,973.129,371.245,371.245,,135.991,93.942,11.103,30.946,,88.42,,,,,1849.694,223.106,329.915,-106.809,,,83.163,,,,,,83.163,306.269,,47.552,47.552,,,,0.181,0.0,0.181,0.181,,,205.72,,,205.72,253.453,0.234,0.0,0.234,0.234,,31.404,,,,,,31.404,31.638,285.091,0.0,1894.375,,,,-4.272,-19.231,1870.872,0.0,1870.872,2155.963,
03/31/2005,2369.483,1471.767,281.941,1189.826,385.444,385.444,,135.506,98.618,11.69,25.198,,77.527,,,,,2070.244,225.428,,,,,73.811,,,,,,73.811,299.239,,35.862,35.862,,,,0.161,,,,,,234.196,,,234.196,270.219,0.259,,,,,35.538,,,,,,35.538,35.797,306.016,,1911.379,,,0.0,152.841,-0.868,2063.352,0.115,2063.467,2369.483,
06/30/2005,2688.114,1789.274,793.618,995.656,371.984,371.984,,166.06,124.339,9.955,31.766,,57.502,,,,,2384.82,237.221,,,,,66.073,,,,,,66.073,303.294,,57.704,57.704,,,,0.141,,,,,,203.345,,,203.345,261.19,0.293,,,,,34.6,,,,,,34.6,34.893,296.083,,2031.781,,,,348.808,12.185,2392.774,-0.743,2392.031,2688.114,
09/30/2005,2918.685,1660.276,592.722,1067.554,400.623,400.623,,174.04,130.856,10.583,32.601,,62.776,,,,,2297.715,238.31,,,,,382.66,,,,,,382.66,620.97,,33.134,33.134,,,,0.118,,,,,,234.614,,,234.614,267.866,0.291,,,,,33.663,,,,,,33.663,33.954,301.82,,2081.093,,,,528.04,9.197,2618.33,-1.465,2616.865,2918.685,
12/31/2005,3764.651,2323.885,707.913,1615.972,396.125,396.125,,216.903,147.95,25.061,43.892,,155.295,,,,,3092.208,242.568,373.233,-130.665,,,429.875,,,,,,429.875,672.443,,61.083,61.083,,,,60.206,,,,,,334.049,,,334.049,455.338,240.65,,,,,32.725,,,,,,32.725,273.375,728.713,,2206.688,,,,809.642,11.448,3027.778,8.16,3035.938,3764.651,
03/31/2006,4036.534,2539.621,268.677,2270.944,433.633,433.633,,224.372,138.802,31.132,54.438,,177.779,,,,,3375.405,240.587,,,,,420.542,,,,,,420.542,661.129,,60.209,60.209,,,,60.374,,,,,,301.32,,,301.32,421.903,184.382,,,,,31.787,,,,,,31.787,216.169,638.072,,2318.54,,,,1072.346,-2.473,3388.413,10.049,3398.462,4036.534,
06/30/2006,5179.648,1487.583,884.449,603.134,489.319,489.319,,318.713,189.289,60.384,69.04,,196.254,,,,,2491.869,253.76,,,1812.083,1812.083,621.936,,,,,1.298,620.638,2687.779,,153.817,153.817,,,,60.249,,,,,,293.902,,,293.902,507.968,1300.0,,,,,173.766,,,,,,173.766,1473.766,1981.734,,2386.835,,,,826.448,-15.369,3197.914,,3197.914,5179.648,
09/30/2006,5299.132,2853.948,559.58,2294.368,585.05,585.05,,373.266,179.623,56.968,136.675,,220.136,,,,,4032.4,288.105,,,350.495,350.495,628.132,,,,,1.869,626.263,1266.732,,207.806,207.806,,,,60.115,,,,,,313.908,,,313.908,581.829,1300.0,,,,,118.473,,,,,,118.473,1418.473,2000.302,,2518.484,,,,774.284,6.062,3298.83,,3298.83,5299.132,
12/31/2006,4085.981,936.851,816.007,120.844,609.32,609.32,,564.145,361.584,46.163,156.398,0.0,318.89,,,,,2429.206,361.299,521.955,-160.656,452.715,452.715,842.761,,,,,,842.761,1656.775,,367.029,367.029,,,,18.747,,,,,,378.5,,,378.5,764.276,1300.0,,,,,152.896,,,,,,152.896,1452.896,2217.172,,2704.86,,,0.0,-891.363,2.221,1815.718,53.091,1868.809,4085.981,
03/31/2007,4615.379,925.736,729.142,196.594,692.066,692.066,,522.41,215.917,112.317,194.176,,300.347,,,,,2440.559,377.067,,,934.722,934.722,863.031,131.409,131.409,0.0,,,731.622,2174.82,,297.267,297.267,,,,0.307,,,,,,412.912,,,412.912,710.486,1300.0,,,,,164.325,,,,,,164.325,1464.325,2174.811,,2885.761,,,,-498.031,-5.051,2382.679,57.889,2440.568,4615.379,
06/30/2007,4825.78,876.424,701.648,174.776,734.512,734.512,,573.34,167.832,187.352,218.156,,262.898,,,,,2447.174,391.016,,,1110.659,1110.659,876.931,130.188,130.188,0.0,,,746.743,2378.606,,265.264,265.264,,,,0.305,,,,,,486.156,,,486.156,751.725,1300.0,,,,,173.312,,,,,,173.312,1473.312,2225.037,,3014.988,,,,-519.875,-6.05,2489.063,111.68,2600.743,4825.78,
09/30/2007,5317.575,766.765,584.128,182.637,803.628,803.628,,565.692,232.401,135.237,198.054,,408.958,,,,,2545.043,441.797,,,1451.286,1451.286,879.449,129.898,129.898,0.0,,,749.551,2772.532,,264.496,264.496,,,,,,,,,,426.943,,,426.943,691.439,1300.0,,,,,182.691,,,,,,182.691,1482.691,2174.13,,3116.916,,,,-121.556,-13.515,2981.845,161.6,3143.445,5317.575,
12/31/2007,5834.716,1171.978,968.086,203.892,795.127,795.127,,599.966,244.725,136.651,218.59,0.0,461.221,,,,,3028.292,447.696,649.036,-201.34,1550.444,1550.444,808.284,,,,,,808.284,2806.424,,290.333,290.333,,,,0.286,,,,,,445.656,,,445.656,736.275,1300.0,1299.665,0.335,0.335,,198.152,,,,,,198.152,1498.152,2234.427,,3215.273,,,0.0,249.08,-4.363,3459.99,140.299,3600.289,5834.716,
03/31/2008,5879.003,914.195,722.884,191.311,979.802,979.802,,661.093,312.198,195.961,152.934,0.0,393.167,,,,,2948.257,455.759,,,1674.809,1674.809,800.178,,,,,,800.178,2930.746,,396.208,396.208,,,,0.216,,,,,,542.581,,,542.581,939.005,1300.0,,,,,200.505,,,,,,200.505,1500.505,2439.51,,3372.029,,,0.0,-34.616,-7.931,3329.482,110.011,3439.493,5879.003,
06/30/2008,6517.417,1347.721,1119.599,228.122,1021.369,1021.369,,856.287,410.527,186.343,259.417,0.0,444.0,,,,,3669.377,493.012,,,1560.631,1560.631,794.397,,,,,,794.397,2848.04,,606.245,606.245,,,,1303.662,,,,,,541.427,,,541.427,2451.334,0.0,,,,,200.763,,,,,,200.763,200.763,2652.097,,3506.801,,,0.0,265.435,-0.011,3772.225,93.095,3865.32,6517.417,
09/30/2008,6974.128,1919.294,1209.424,709.87,1047.205,1047.205,,897.623,392.409,188.702,316.512,0.0,462.561,,,,,4326.683,512.281,,,1336.968,1336.968,798.196,,,,,,798.196,2647.445,,631.525,631.525,,,,0.0,,,,,,627.609,,,627.609,1259.134,1299.854,,,,,121.594,,,,,,121.594,1421.448,2680.582,0.0,3617.719,,,0.0,531.001,17.19,4165.91,127.636,4293.546,6974.128,
